Wavelength (nm)	P02 abs N
608.80	0.024760
609.00	0.024293
609.20	0.024241
609.40	0.024051
609.60	0.023948
609.80	0.024708
610.00	0.024621
610.20	0.024103
610.40	0.024034
610.60	0.024328
610.80	0.023913
611.00	0.023982
611.20	0.023878
611.40	0.024120
611.60	0.023671
611.80	0.023602
612.00	0.023498
612.20	0.023291
612.40	0.023395
612.60	0.022462
612.80	0.023170
613.00	0.023135
613.20	0.023360
613.40	0.023550
613.60	0.022945
613.80	0.022876
614.00	0.022859
614.20	0.022721
614.40	0.022479
614.60	0.022634
614.80	0.022583
615.00	0.022427
615.20	0.022323
615.40	0.022133
615.60	0.021546
615.80	0.020699
616.00	0.021822
616.20	0.022202
616.40	0.021822
616.60	0.022012
616.80	0.021822
617.00	0.021563
617.20	0.021650
617.40	0.021494
617.60	0.021235
617.80	0.021010
618.00	0.021183
618.20	0.020060
618.40	0.020285
618.60	0.021252
618.80	0.021218
619.00	0.020924
619.20	0.021097
619.40	0.020872
619.60	0.020475
619.80	0.020561
620.00	0.020388
620.20	0.020267
620.40	0.020025
620.60	0.019645
620.80	0.018764
621.00	0.019507
621.20	0.020112
621.40	0.019818
621.60	0.019732
621.80	0.019542
622.00	0.019576
622.20	0.019179
622.40	0.018902
622.60	0.018574
622.80	0.018211
623.00	0.019023
623.20	0.018971
623.40	0.019006
623.60	0.018781
623.80	0.018660
624.00	0.018902
624.20	0.018349
624.40	0.017987
624.60	0.018488
624.80	0.018401
625.00	0.018177
625.20	0.018073
625.40	0.018419
625.60	0.018125
625.80	0.018211
626.00	0.017969
626.20	0.017676
626.40	0.017572
626.60	0.017710
626.80	0.017745
627.00	0.017434
627.20	0.017537
627.40	0.017278
627.60	0.016898
627.80	0.017071
628.00	0.016950
628.20	0.017036
628.40	0.016760
628.60	0.017071
628.80	0.016432
629.00	0.016673
629.20	0.016604
629.40	0.016276
629.60	0.015930
629.80	0.016725
630.00	0.016241
630.20	0.015913
630.40	0.016311
630.60	0.016086
630.80	0.015965
631.00	0.015723
631.20	0.016017
631.40	0.015810
631.60	0.015723
631.80	0.015654
632.00	0.015343
632.20	0.015257
632.40	0.014859
632.60	0.014859
632.80	0.014635
633.00	0.015222
633.20	0.015447
633.40	0.015205
633.60	0.014894
633.80	0.015049
634.00	0.014842
634.20	0.014859
634.40	0.014358
634.60	0.014427
634.80	0.014462
635.00	0.014358
635.20	0.014583
635.40	0.014531
635.60	0.013892
635.80	0.014220
636.00	0.014185
636.20	0.013805
636.40	0.013926
636.60	0.013943
636.80	0.013840
637.00	0.013563
637.20	0.013926
637.40	0.013719
637.60	0.013581
637.80	0.013425
638.00	0.013408
638.20	0.013425
638.40	0.013442
638.60	0.013304
638.80	0.013062
639.00	0.012959
639.20	0.012855
639.40	0.012924
639.60	0.012924
639.80	0.012682
640.00	0.012838
640.20	0.012613
640.40	0.012388
640.60	0.012302
640.80	0.012319
641.00	0.012492
641.20	0.012337
641.40	0.012423
641.60	0.012561
641.80	0.012129
642.00	0.012268
642.20	0.012043
642.40	0.012147
642.60	0.012095
642.80	0.011784
643.00	0.011732
643.20	0.011680
643.40	0.011404
643.60	0.011594
643.80	0.011766
644.00	0.011559
644.20	0.011265
644.40	0.011473
644.60	0.011525
644.80	0.011317
645.00	0.011231
645.20	0.011542
645.40	0.011127
645.60	0.011023
645.80	0.011075
646.00	0.010799
646.20	0.011058
646.40	0.011058
646.60	0.010574
646.80	0.010350
647.00	0.010799
647.20	0.010695
647.40	0.010211
647.60	0.010592
647.80	0.011041
648.00	0.010108
648.20	0.010263
648.40	0.010367
648.60	0.010453
648.80	0.010056
649.00	0.010039
649.20	0.010004
649.40	0.010350
649.60	0.010090
649.80	0.0099868
650.00	0.0099522
650.20	0.010436
650.40	0.0099350
650.60	0.0099177
650.80	0.010142
651.00	0.0097103
651.20	0.010073
651.40	0.0095203
651.60	0.0094166
651.80	0.0095548
652.00	0.0095376
652.20	0.0091747
652.40	0.0091402
652.60	0.0094512
652.80	0.0096239
653.00	0.0092784
653.20	0.0089155
653.40	0.0086909
653.60	0.0095376
653.80	0.0094339
654.00	0.0089501
654.20	0.0092611
654.40	0.0087600
654.60	0.0086218
654.80	0.0083626
655.00	0.0088983
655.20	0.0093129
655.40	0.0085009
655.60	0.0081207
655.80	0.0081553
656.00	0.0085527
656.20	0.0084836
656.40	0.0090538
656.60	0.0086045
656.80	0.0085009
657.00	0.0086218
657.20	0.0082590
657.40	0.0076197
657.60	0.0085181
657.80	0.0089847
658.00	0.0082417
658.20	0.0083454
658.40	0.0078616
658.60	0.0080516
658.80	0.0084490
659.00	0.0082935
659.20	0.0074296
659.40	0.0073259
659.60	0.0074469
659.80	0.0079307
660.00	0.0081899
660.20	0.0074296
660.40	0.0082590
660.60	0.0077752
660.80	0.0081380
661.00	0.0072568
661.20	0.0076197
661.40	0.0077752
661.60	0.0073951
661.80	0.0074296
662.00	0.0076197
662.20	0.0069977
662.40	0.0072914
662.60	0.0072223
662.80	0.0067730
663.00	0.0068767
663.20	0.0073432
663.40	0.0063929
663.60	0.0063584
663.80	0.0063929
664.00	0.0063411
664.20	0.0069286
664.40	0.0068076
664.60	0.0065484
664.80	0.0062893
665.00	0.0065657
665.20	0.0065139
665.40	0.0066867
665.60	0.0064620
665.80	0.0064793
666.00	0.0064102
666.20	0.0062374
666.40	0.0064620
666.60	0.0067730
666.80	0.0067385
667.00	0.0066867
667.20	0.0066867
667.40	0.0061856
667.60	0.0065139
667.80	0.0055981
668.00	0.0068076
668.20	0.0073605
668.40	0.0060128
668.60	0.0063065
668.80	0.0065139
669.00	0.0062547
669.20	0.0063065
669.40	0.0063756
669.60	0.0066521
669.80	0.0066867
670.00	0.0060128
670.20	0.0063584
670.40	0.0064275
670.60	0.0063065
670.80	0.0059783
671.00	0.0062720
671.20	0.0058573
671.40	0.0056845
671.60	0.0050107
671.80	0.0059437
672.00	0.0062374
672.20	0.0063584
672.40	0.0067558
672.60	0.0066175
672.80	0.0063929
673.00	0.0065830
673.20	0.0067039
673.40	0.0069977
673.60	0.0064102
673.80	0.0054426
674.00	0.0055117
674.20	0.0067903
674.40	0.0060301
674.60	0.0064966
674.80	0.0067730
675.00	0.0067039
675.20	0.0064966
675.40	0.0059264
675.60	0.0069631
675.80	0.0060646
676.00	0.0058573
676.20	0.0067730
676.40	0.0058573
676.60	0.0054945
676.80	0.0058227
677.00	0.0048897
677.20	0.0043887
677.40	0.0055463
677.60	0.0056154
677.80	0.0061338
678.00	0.0049934
678.20	0.0058919
678.40	0.0053735
678.60	0.0053735
678.80	0.0056327
679.00	0.0053562
679.20	0.0047169
679.40	0.0040258
679.60	0.0053044
679.80	0.0055463
680.00	0.0053908
680.20	0.0050625
680.40	0.0051316
680.60	0.0046824
680.80	0.0048379
681.00	0.0048033
681.20	0.0050625
681.40	0.0045787
681.60	0.0048724
681.80	0.0052526
682.00	0.0052180
682.20	0.0053044
682.40	0.0049243
682.60	0.0048724
682.80	0.0046997
683.00	0.0049070
683.20	0.0044405
683.40	0.0046306
683.60	0.0051489
683.80	0.0047861
684.00	0.0047861
684.20	0.0046478
684.40	0.0049416
684.60	0.0045787
684.80	0.0047169
685.00	0.0046651
685.20	0.0043368
685.40	0.0048379
685.60	0.0048379
685.80	0.0047861
686.00	0.0051835
686.20	0.0053217
686.40	0.0049416
686.60	0.0050798
686.80	0.0050971
687.00	0.0051489
687.20	0.0050625
687.40	0.0051662
687.60	0.0049070
687.80	0.0048552
688.00	0.0048379
688.20	0.0049934
688.40	0.0050452
688.60	0.0045787
688.80	0.0046306
689.00	0.0046651
689.20	0.0046306
689.40	0.0040777
689.60	0.0046651
689.80	0.0041295
690.00	0.0043887
690.20	0.0041295
690.40	0.0043887
690.60	0.0038358
690.80	0.0040777
691.00	0.0044059
691.20	0.0042677
691.40	0.0039567
691.60	0.0043714
691.80	0.0043368
692.00	0.0039049
692.20	0.0042159
692.40	0.0039913
692.60	0.0035766
692.80	0.0039567
693.00	0.0036284
693.20	0.0032483
693.40	0.0036111
693.60	0.0035420
693.80	0.0035247
694.00	0.0033520
694.20	0.0038185
694.40	0.0040258
694.60	0.0044059
694.80	0.0043195
695.00	0.0040949
695.20	0.0039913
695.40	0.0041468
695.60	0.0041813
695.80	0.0036630
696.00	0.0038703
696.20	0.0038358
696.40	0.0040777
696.60	0.0043195
696.80	0.0042332
697.00	0.0041122
697.20	0.0040777
697.40	0.0036111
697.60	0.0041468
697.80	0.0040431
698.00	0.0035075
698.20	0.0033347
698.40	0.0036630
698.60	0.0037839
698.80	0.0037494
699.00	0.0041468
699.20	0.0030064
699.40	0.0034384
699.60	0.0037321
699.80	0.0040431
700.00	0.0040949
700.20	0.0038530
700.40	0.0040604
700.60	0.0031965
700.80	0.0035939
701.00	0.0035939
701.20	0.0038358
701.40	0.0040085
701.60	0.0036803
701.80	0.0034038
702.00	0.0035075
702.20	0.0035247
702.40	0.0035420
702.60	0.0038358
702.80	0.0042677
703.00	0.0036111
703.20	0.0037148
703.40	0.0037666
703.60	0.0034384
703.80	0.0027472
704.00	0.0029891
704.20	0.0035420
704.40	0.0031446
704.60	0.0037148
704.80	0.0039740
705.00	0.0040258
705.20	0.0036284
705.40	0.0030064
705.60	0.0034729
705.80	0.0038012
706.00	0.0039740
706.20	0.0034211
706.40	0.0036284
706.60	0.0034729
706.80	0.0034211
707.00	0.0033865
707.20	0.0039049
707.40	0.0034902
707.60	0.0031101
707.80	0.0028163
708.00	0.0030928
708.20	0.0035075
708.40	0.0041295
708.60	0.0035247
708.80	0.0035593
709.00	0.0034384
709.20	0.0036975
709.40	0.0031446
709.60	0.0032310
709.80	0.0030064
710.00	0.0033520
710.20	0.0042677
710.40	0.0035939
710.60	0.0033692
710.80	0.0036630
711.00	0.0031101
711.20	0.0039221
711.40	0.0032829
711.60	0.0034038
711.80	0.0033692
712.00	0.0034556
712.20	0.0037148
712.40	0.0032656
712.60	0.0031446
712.80	0.0033001
713.00	0.0031274
713.20	0.0032310
713.40	0.0038012
713.60	0.0033865
713.80	0.0031446
714.00	0.0038012
714.20	0.0033174
714.40	0.0036111
714.60	0.0035420
714.80	0.0034556
715.00	0.0036111
715.20	0.0029200
715.40	0.0033174
715.60	0.0026090
715.80	0.0030410
716.00	0.0031274
716.20	0.0031101
716.40	0.0026608
716.60	0.0031446
716.80	0.0035939
717.00	0.0034384
717.20	0.0037839
717.40	0.0027127
717.60	0.0033520
717.80	0.0031619
718.00	0.0028336
718.20	0.0040949
718.40	0.0029891
718.60	0.0026436
718.80	0.0036284
719.00	0.0029200
719.20	0.0031792
719.40	0.0032656
719.60	0.0029546
719.80	0.0032656
720.00	0.0024017
720.20	0.0023498
720.40	0.0034556
720.60	0.0039567
720.80	0.0031792
721.00	0.0032310
721.20	0.0038530
721.40	0.0034556
721.60	0.0031619
721.80	0.0035420
722.00	0.0032137
722.20	0.0029718
722.40	0.0030928
722.60	0.0032829
722.80	0.0035939
723.00	0.0030410
723.20	0.0032483
723.40	0.0033347
723.60	0.0032137
723.80	0.0035247
724.00	0.0027991
724.20	0.0031101
724.40	0.0035075
724.60	0.0033520
724.80	0.0028163
725.00	0.0028682
725.20	0.0033347
725.40	0.0038185
725.60	0.0028336
725.80	0.0027645
726.00	0.0034038
726.20	0.0031965
726.40	0.0031101
726.60	0.0032483
726.80	0.0024535
727.00	0.0029891
727.20	0.0037839
727.40	0.0029718
727.60	0.0030064
727.80	0.0038876
728.00	0.0029891
728.20	0.0029718
728.40	0.0029718
728.60	0.0029546
728.80	0.0029027
729.00	0.0035247
729.20	0.0031619
729.40	0.0031792
729.60	0.0025744
729.80	0.0020215
730.00	0.0025572
730.20	0.0026436
730.40	0.0019697
730.60	0.0029373
730.80	0.0032829
731.00	0.0024017
731.20	0.0025226
731.40	0.0029373
731.60	0.0030237
731.80	0.0028855
732.00	0.0034384
732.20	0.0035247
732.40	0.0027818
732.60	0.0033174
732.80	0.0035766
733.00	0.0026954
733.20	0.0034902
733.40	0.0028336
733.60	0.0030582
733.80	0.0031101
734.00	0.0030064
734.20	0.0028682
734.40	0.0032483
734.60	0.0025572
734.80	0.0027300
735.00	0.0024708
735.20	0.0024189
735.40	0.0036111
735.60	0.0028163
735.80	0.0029200
736.00	0.0034211
736.20	0.0032310
736.40	0.0025053
736.60	0.0029027
736.80	0.0035593
737.00	0.0027472
737.20	0.0035420
737.40	0.0023671
737.60	0.0030237
737.80	0.0038703
738.00	0.0026090
738.20	0.0028855
738.40	0.0033865
738.60	0.0032656
738.80	0.0027472
739.00	0.0030582
739.20	0.0035939
739.40	0.0028163
739.60	0.0030928
739.80	0.0033174
740.00	0.0024017
740.20	0.0031274
740.40	0.0031446
740.60	0.0034729
740.80	0.0025053
741.00	0.0030928
741.20	0.0021425
741.40	0.0025572
741.60	0.0026436
741.80	0.0028855
742.00	0.0030410
742.20	0.0029373
742.40	0.0022980
742.60	0.0033174
742.80	0.0027127
743.00	0.0033865
743.20	0.0025572
743.40	0.0021771
743.60	0.0025572
743.80	0.0024017
744.00	0.0024362
744.20	0.0032656
744.40	0.0027127
744.60	0.0024708
744.80	0.0025399
745.00	0.0028855
745.20	0.0024881
745.40	0.0021252
745.60	0.0022807
745.80	0.0029373
746.00	0.0023498
746.20	0.0021943
746.40	0.0031274
746.60	0.0031446
746.80	0.0020561
747.00	0.0024362
747.20	0.0028163
747.40	0.0032137
747.60	0.0023671
747.80	0.0026608
748.00	0.0026436
748.20	0.0023671
748.40	0.0028855
748.60	0.0025399
748.80	0.0026608
749.00	0.0029200
749.20	0.0027472
749.40	0.0026436
749.60	0.0024189
749.80	0.0020043
750.00	0.0027645
750.20	0.0031792
750.40	0.0023844
750.60	0.0030755
750.80	0.0026781
751.00	0.0027472
751.20	0.0022634
751.40	0.0030928
751.60	0.0023671
751.80	0.0022807
752.00	0.0027991
752.20	0.0028682
752.40	0.0026954
752.60	0.0033001
752.80	0.0024017
753.00	0.0030582
753.20	0.0027300
753.40	0.0021425
753.60	0.0029546
753.80	0.0025053
754.00	0.0028855
754.20	0.0025399
754.40	0.0030582
754.60	0.0025572
754.80	0.0027645
755.00	0.0025226
755.20	0.0028855
755.40	0.0025572
755.60	0.0024881
755.80	0.0027991
756.00	0.0023326
756.20	0.0022807
756.40	0.0033174
756.60	0.0022462
756.80	0.0023844
757.00	0.0028682
757.20	0.0023153
757.40	0.0020907
757.60	0.0019524
757.80	0.0019870
758.00	0.0022289
758.20	0.0021252
758.40	0.0022980
758.60	0.0021252
758.80	0.0029200
759.00	0.0017797
759.20	0.0024189
759.40	0.0025917
759.60	0.0020043
759.80	0.0025053
760.00	0.0020388
760.20	0.0025917
760.40	0.0018315
760.60	0.0020043
760.80	0.0022634
761.00	0.0013477
761.20	0.0022462
761.40	0.0023153
761.60	0.0023671
761.80	0.0023671
762.00	0.0023671
762.20	0.0022289
762.40	0.0025572
762.60	0.0021598
762.80	0.0019524
763.00	0.0025053
763.20	0.0020907
763.40	0.0018660
763.60	0.0020907
763.80	0.0020734
764.00	0.0020215
764.20	0.0025399
764.40	0.0024708
764.60	0.0022289
764.80	0.0016760
765.00	0.0021598
765.20	0.0017451
765.40	0.0024881
765.60	0.0022462
765.80	0.0019697
766.00	0.0017278
766.20	0.0019697
766.40	0.0013650
766.60	0.0027818
766.80	0.0028336
767.00	0.0026954
767.20	0.0021943
767.40	0.0024362
767.60	0.0023844
767.80	0.0021943
768.00	0.0021079
768.20	0.0025399
768.40	0.0026090
768.60	0.0021771
768.80	0.0023153
769.00	0.0017969
769.20	0.0014168
769.40	0.0027991
769.60	0.0027645
769.80	0.0026781
770.00	0.0027645
770.20	0.0022462
770.40	0.0024362
770.60	0.0021252
770.80	0.0024535
771.00	0.0026090
771.20	0.0024362
771.40	0.0021598
771.60	0.0027991
771.80	0.0022807
772.00	0.0020907
772.20	0.0012440
772.40	0.0018833
772.60	0.0020561
772.80	0.0020907
773.00	0.0021252
773.20	0.0016069
773.40	0.0023326
773.60	0.0023498
773.80	0.0021598
774.00	0.0016241
774.20	0.0021598
774.40	0.0020043
774.60	0.0014341
774.80	0.0022116
775.00	0.0018315
775.20	0.0017797
775.40	0.0018488
775.60	0.0016414
775.80	0.0019697
776.00	0.0020388
776.20	0.0021598
776.40	0.0016241
776.60	0.0017624
776.80	0.0019006
777.00	0.0019179
777.20	0.0013823
777.40	0.0015032
777.60	0.0014341
777.80	0.0017105
778.00	0.0021252
778.20	0.0021598
778.40	0.0019006
778.60	0.0019352
778.80	0.0016069
779.00	0.0018488
779.20	0.0024881
779.40	0.0012959
779.60	0.0015378
779.80	0.0019870
780.00	0.0019524
780.20	0.0020561
780.40	0.0016069
780.60	0.0011231
780.80	0.0014514
781.00	0.0024017
781.20	0.0019352
781.40	0.0020215
781.60	0.0020215
781.80	0.0022116
782.00	0.0018833
782.20	0.0019352
782.40	0.0025226
782.60	0.0020215
782.80	0.0019179
783.00	0.0021598
783.20	0.0018142
783.40	0.0024362
783.60	0.0021079
783.80	0.0020215
784.00	0.0023498
784.20	0.0025053
784.40	0.0025399
784.60	0.0023153
784.80	0.0020215
785.00	0.0022980
785.20	0.0021943
785.40	0.0027818
785.60	0.0019870
785.80	0.0020907
786.00	0.0024881
786.20	0.0024189
786.40	0.0020561
786.60	0.0025572
786.80	0.0023326
787.00	0.0016414
787.20	0.0016587
787.40	0.0015723
787.60	0.0013650
787.80	0.0021598
788.00	0.0020561
788.20	0.0018833
788.40	0.0018488
788.60	0.0017278
788.80	0.0019697
789.00	0.0018833
789.20	0.0015896
789.40	0.0020734
789.60	0.0019697
789.80	0.0018315
790.00	0.0018660
790.20	0.0012786
790.40	0.0017624
790.60	0.0021252
790.80	0.0018833
791.00	0.0017797
791.20	0.0015723
791.40	0.0018660
791.60	0.0021079
791.80	0.0016241
792.00	0.0013477
792.20	0.0019179
792.40	0.0016587
792.60	0.0012440
792.80	0.0016069
793.00	0.0012268
793.20	0.0015032
793.40	0.0016241
793.60	0.0013477
793.80	0.00088119
794.00	0.0012613
794.20	0.00095030
794.40	0.00084663
794.60	0.0015032
794.80	0.0017451
795.00	0.0013650
795.20	0.0015550
795.40	0.0014686
795.60	0.0011058
795.80	0.0011922
796.00	0.0012095
796.20	0.0010885
796.40	0.00051835
796.60	0.00077752
796.80	0.00043195
797.00	0.00024189
797.20	0.00038012
797.40	0.00041468
797.60	0.00031101
797.80	0.00038012
798.00	0.00067385
798.20	0.00015550
798.40	0.00053562
798.60	0.00050107
798.80	0.00093302
799.00	0.00060474
799.20	0.00072568
799.40	0.00050107
799.60	-6.9112e-05
799.80	0.00050107
800.00	0.00088119
