Wavelength (nm)	H11 abs N
589.50	-0.0014116
589.75	0.00042851
590.00	0.00054614
590.25	0.00060495
590.50	0.00012603
590.75	0.0014116
591.00	-0.00076459
591.25	4.2011e-05
591.50	-0.00037810
591.75	0.00063856
592.00	0.00068897
592.25	0.00040330
592.50	0.00084021
592.75	0.00081501
593.00	0.0025122
593.25	0.0013359
593.50	-0.0015628
593.75	-1.6804e-05
594.00	0.00018485
594.25	-0.00046212
594.50	0.00029407
594.75	-0.0013275
595.00	0.00029407
595.25	0.00027727
595.50	0.00066377
595.75	-0.00049573
596.00	-0.0016552
596.25	-6.7217e-05
596.50	0.00078980
596.75	-0.00042851
597.00	0.00018485
597.25	0.0014200
597.50	0.0013948
597.75	-0.0017476
598.00	-0.0018149
598.25	-0.0014452
598.50	0.00094104
598.75	0.0017644
599.00	0.00081501
599.25	0.0010503
599.50	0.0014872
599.75	0.00031088
600.00	0.00052093
