Wavelength (nm)	Q04 abs N
300.00	0.047954
300.25	0.052429
300.50	0.046945
300.75	0.047359
301.00	0.049587
301.25	0.049555
301.50	0.053315
301.75	0.049226
302.00	0.048696
302.25	0.045318
302.50	0.049859
302.75	0.055365
303.00	0.050119
303.25	0.048541
303.50	0.053330
303.75	0.052640
304.00	0.054687
304.25	0.052718
304.50	0.052342
304.75	0.052648
305.00	0.055214
305.25	0.056071
305.50	0.055716
305.75	0.056663
306.00	0.055313
306.25	0.058350
306.50	0.057793
306.75	0.057965
307.00	0.057064
307.25	0.061138
307.50	0.063031
307.75	0.059894
308.00	0.058944
308.25	0.062137
308.50	0.061453
308.75	0.061992
309.00	0.058368
309.25	0.060827
309.50	0.065970
309.75	0.064431
310.00	0.056292
310.25	0.066424
310.50	0.067293
310.75	0.062545
311.00	0.062208
311.25	0.065772
311.50	0.065219
311.75	0.066987
312.00	0.065910
312.25	0.069380
312.50	0.067065
312.75	0.070487
313.00	0.069686
313.25	0.064584
313.50	0.069535
313.75	0.072869
314.00	0.069975
314.25	0.069489
314.50	0.069601
314.75	0.071902
315.00	0.070329
315.25	0.073879
315.50	0.073306
315.75	0.074886
316.00	0.069686
316.25	0.077644
316.50	0.075766
316.75	0.074538
317.00	0.078552
317.25	0.074971
317.50	0.079039
317.75	0.079916
318.00	0.078842
318.25	0.078798
318.50	0.081108
318.75	0.082912
319.00	0.081322
319.25	0.083248
319.50	0.081456
319.75	0.084480
320.00	0.082373
320.25	0.083381
320.50	0.086811
320.75	0.085490
321.00	0.081179
321.25	0.084734
321.50	0.084223
321.75	0.087874
322.00	0.089932
322.25	0.090602
322.50	0.089049
322.75	0.085577
323.00	0.091040
323.25	0.090934
323.50	0.090250
323.75	0.089494
324.00	0.090742
324.25	0.086233
324.50	0.093070
324.75	0.087771
325.00	0.092074
325.25	0.088568
325.50	0.092998
325.75	0.094795
326.00	0.089569
326.25	0.094189
326.50	0.098013
326.75	0.091972
327.00	0.094936
327.25	0.099245
327.50	0.098058
327.75	0.10001
328.00	0.097455
328.25	0.093291
328.50	0.10096
328.75	0.10055
329.00	0.10177
329.25	0.099782
329.50	0.10100
329.75	0.10247
330.00	0.099955
330.25	0.099090
330.50	0.10114
330.75	0.10074
331.00	0.10008
331.25	0.10243
331.50	0.11073
331.75	0.098085
332.00	0.10275
332.25	0.10466
332.50	0.10261
332.75	0.10479
333.00	0.10212
333.25	0.10745
333.50	0.10998
333.75	0.10365
334.00	0.10364
334.25	0.10899
334.50	0.10973
334.75	0.10782
335.00	0.11151
335.25	0.11424
335.50	0.10832
335.75	0.10947
336.00	0.10931
336.25	0.10847
336.50	0.11062
336.75	0.11722
337.00	0.11717
337.25	0.11589
337.50	0.11451
337.75	0.11271
338.00	0.10935
338.25	0.11907
338.50	0.11776
338.75	0.12354
339.00	0.12172
339.25	0.12770
339.50	0.12367
339.75	0.12516
340.00	0.12376
340.25	0.12856
340.50	0.13219
340.75	0.13061
341.00	0.12849
341.25	0.13109
341.50	0.14147
341.75	0.13551
342.00	0.13464
342.25	0.13773
342.50	0.14466
342.75	0.14133
343.00	0.14255
343.25	0.14845
