Wavelength (nm)	A29 abs N
210.00	0.19261
210.25	0.17365
210.50	0.16881
210.75	0.16071
211.00	0.15201
211.25	0.14742
211.50	0.13070
211.75	0.14425
212.00	0.14708
212.25	0.12117
212.50	0.12972
212.75	0.14342
213.00	0.13061
213.25	0.13036
213.50	0.12681
213.75	0.12985
214.00	0.13144
214.25	0.13023
214.50	0.13456
214.75	0.12961
215.00	0.12906
215.25	0.13236
215.50	0.13603
215.75	0.14225
216.00	0.14690
216.25	0.13548
216.50	0.14624
216.75	0.14580
217.00	0.15193
217.25	0.15646
217.50	0.16321
217.75	0.17269
218.00	0.15950
218.25	0.16018
218.50	0.16733
218.75	0.17902
219.00	0.16502
219.25	0.17524
219.50	0.17513
219.75	0.18272
220.00	0.17675
220.25	0.19242
220.50	0.19218
220.75	0.19170
221.00	0.19920
221.25	0.19389
221.50	0.19493
221.75	0.19512
222.00	0.19962
222.25	0.21403
222.50	0.21403
222.75	0.21869
223.00	0.21562
223.25	0.21449
223.50	0.22676
223.75	0.22384
224.00	0.22966
224.25	0.23240
224.50	0.23654
224.75	0.23551
225.00	0.23687
225.25	0.23309
225.50	0.24032
225.75	0.24467
226.00	0.23579
226.25	0.24179
226.50	0.24331
226.75	0.23930
227.00	0.24728
227.25	0.24253
227.50	0.25071
227.75	0.24873
228.00	0.25059
228.25	0.25458
228.50	0.25163
228.75	0.24468
229.00	0.24070
229.25	0.24400
229.50	0.23900
229.75	0.24529
230.00	0.24143
230.25	0.24061
230.50	0.24567
230.75	0.23970
231.00	0.23465
231.25	0.23172
231.50	0.23027
231.75	0.22972
232.00	0.22551
232.25	0.22008
232.50	0.21644
232.75	0.21769
233.00	0.21709
233.25	0.21149
233.50	0.20443
233.75	0.20454
234.00	0.19751
234.25	0.19929
234.50	0.19319
234.75	0.19003
235.00	0.18592
235.25	0.17804
235.50	0.17118
235.75	0.17022
236.00	0.16280
236.25	0.15804
236.50	0.15594
236.75	0.15673
237.00	0.14857
237.25	0.14372
237.50	0.13766
237.75	0.13323
238.00	0.13112
238.25	0.13052
238.50	0.13240
238.75	0.12127
239.00	0.11205
239.25	0.11764
239.50	0.10808
239.75	0.10581
240.00	0.10399
240.25	0.10025
240.50	0.096527
240.75	0.093319
241.00	0.090812
241.25	0.089217
241.50	0.083562
241.75	0.086775
