Wavelength (nm)	A29 abs N
242.00	0.082233
242.25	0.077128
242.50	0.078735
242.75	0.071209
243.00	0.068006
243.25	0.069887
243.50	0.065277
243.75	0.065577
244.00	0.062239
244.25	0.062120
244.50	0.055435
244.75	0.055050
245.00	0.051189
245.25	0.056442
245.50	0.050893
245.75	0.049277
246.00	0.054891
246.25	0.047014
246.50	0.050534
246.75	0.048741
247.00	0.042600
247.25	0.046787
247.50	0.042585
247.75	0.046122
248.00	0.043993
248.25	0.043423
248.50	0.044615
248.75	0.038699
249.00	0.040737
249.25	0.043110
249.50	0.037627
249.75	0.040406
250.00	0.039670
250.25	0.034276
250.50	0.038202
250.75	0.032591
251.00	0.038439
251.25	0.036002
251.50	0.036167
251.75	0.032790
252.00	0.035256
252.25	0.035272
252.50	0.034300
252.75	0.033225
253.00	0.035079
253.25	0.030764
253.50	0.029941
253.75	0.037530
254.00	0.027961
254.25	0.034059
254.50	0.031133
254.75	0.029955
255.00	0.033170
255.25	0.032598
255.50	0.031573
255.75	0.033155
256.00	0.030462
256.25	0.032705
256.50	0.028472
256.75	0.034826
257.00	0.032994
257.25	0.037238
257.50	0.037151
257.75	0.032667
258.00	0.029687
258.25	0.035424
258.50	0.035498
258.75	0.038789
259.00	0.034372
259.25	0.038406
259.50	0.035881
259.75	0.038385
260.00	0.040944
260.25	0.042587
260.50	0.038383
260.75	0.046664
261.00	0.043318
261.25	0.046909
261.50	0.051463
261.75	0.052997
262.00	0.049982
262.25	0.052351
262.50	0.050035
262.75	0.057551
263.00	0.057394
263.25	0.060330
263.50	0.060165
263.75	0.067423
264.00	0.061560
264.25	0.065643
264.50	0.064679
264.75	0.070048
265.00	0.075816
265.25	0.075121
265.50	0.076496
265.75	0.077338
266.00	0.082155
266.25	0.084124
266.50	0.089354
266.75	0.091304
267.00	0.090116
267.25	0.094549
267.50	0.099233
267.75	0.10254
268.00	0.10374
268.25	0.10806
268.50	0.11292
268.75	0.11741
269.00	0.11770
269.25	0.12077
269.50	0.12435
269.75	0.13017
270.00	0.13232
270.25	0.13240
270.50	0.14155
270.75	0.14454
271.00	0.15216
271.25	0.15277
271.50	0.15528
271.75	0.15937
272.00	0.16667
272.25	0.17371
272.50	0.17966
272.75	0.17834
273.00	0.18272
273.25	0.18940
273.50	0.19701
273.75	0.19634
274.00	0.20821
274.25	0.21056
274.50	0.21859
274.75	0.22240
275.00	0.22624
275.25	0.23469
275.50	0.23549
275.75	0.24489
276.00	0.25074
276.25	0.25644
276.50	0.25980
276.75	0.26395
277.00	0.26780
277.25	0.27450
277.50	0.27804
277.75	0.28832
278.00	0.29437
278.25	0.30096
278.50	0.30987
278.75	0.30908
279.00	0.31793
279.25	0.32174
279.50	0.32576
279.75	0.33591
280.00	0.34289
280.25	0.34755
280.50	0.35423
280.75	0.35931
281.00	0.36619
281.25	0.37062
281.50	0.38275
281.75	0.38514
282.00	0.39249
282.25	0.39725
282.50	0.40236
282.75	0.40781
283.00	0.41837
283.25	0.42259
283.50	0.43106
283.75	0.43182
284.00	0.44389
284.25	0.44579
284.50	0.45345
284.75	0.45880
285.00	0.46566
285.25	0.47018
285.50	0.49152
285.75	0.48463
286.00	0.49253
286.25	0.50290
286.50	0.50318
286.75	0.50654
287.00	0.51626
287.25	0.52944
287.50	0.53134
287.75	0.53777
288.00	0.54462
288.25	0.54992
288.50	0.55263
288.75	0.56345
289.00	0.56626
289.25	0.57968
289.50	0.58049
289.75	0.58024
290.00	0.58888
290.25	0.59561
290.50	0.59918
290.75	0.60673
291.00	0.61621
291.25	0.62503
291.50	0.62822
291.75	0.64510
292.00	0.63998
292.25	0.65371
292.50	0.65185
292.75	0.65905
293.00	0.66944
293.25	0.68233
293.50	0.68923
293.75	0.68773
294.00	0.69315
294.25	0.69668
294.50	0.69605
294.75	0.70825
295.00	0.71259
295.25	0.72275
295.50	0.72715
295.75	0.73375
296.00	0.73826
296.25	0.74405
296.50	0.75184
296.75	0.75559
297.00	0.76820
297.25	0.77361
297.50	0.79325
297.75	0.78845
298.00	0.80373
298.25	0.80334
298.50	0.81059
298.75	0.81967
299.00	0.81787
299.25	0.82239
299.50	0.84889
299.75	0.84274
300.00	0.84141
300.25	0.84922
300.50	0.86795
300.75	0.87087
301.00	0.87983
301.25	0.88603
301.50	0.88826
301.75	0.89626
302.00	0.90243
302.25	0.90264
302.50	0.91764
302.75	0.91861
303.00	0.92533
303.25	0.92349
303.50	0.94263
303.75	0.92873
304.00	0.94352
304.25	0.94610
304.50	0.94730
304.75	0.95135
305.00	0.95397
305.25	0.96857
305.50	0.97086
305.75	0.98156
306.00	0.96970
306.25	0.98535
306.50	0.98059
306.75	0.98495
307.00	0.97977
307.25	0.99962
307.50	0.99197
307.75	0.99225
308.00	0.98697
308.25	0.99164
308.50	0.99478
308.75	0.99521
309.00	0.99414
309.25	0.98755
309.50	0.98795
309.75	0.99290
310.00	0.98842
310.25	1.00000
310.50	0.98813
310.75	0.99161
311.00	0.97822
311.25	0.97644
311.50	0.98124
311.75	0.98274
312.00	0.96494
312.25	0.96361
312.50	0.96468
312.75	0.95972
313.00	0.95094
313.25	0.94579
313.50	0.93595
313.75	0.92554
314.00	0.90701
314.25	0.92235
314.50	0.89956
314.75	0.89454
315.00	0.88415
315.25	0.87340
315.50	0.86752
315.75	0.86248
316.00	0.84888
316.25	0.83471
316.50	0.83891
316.75	0.81551
317.00	0.81504
317.25	0.80228
317.50	0.78710
317.75	0.76695
318.00	0.75741
318.25	0.75720
318.50	0.74169
318.75	0.72975
319.00	0.71472
319.25	0.70264
319.50	0.69336
319.75	0.68357
320.00	0.66813
320.25	0.66044
320.50	0.64750
320.75	0.63192
321.00	0.62382
321.25	0.61251
321.50	0.60146
321.75	0.59136
322.00	0.56154
322.25	0.55822
322.50	0.54450
322.75	0.53569
323.00	0.52187
323.25	0.50685
323.50	0.49643
323.75	0.47814
324.00	0.46954
324.25	0.45086
324.50	0.44077
324.75	0.42913
325.00	0.41589
325.25	0.40303
325.50	0.39282
325.75	0.37936
326.00	0.36369
326.25	0.34762
326.50	0.34262
326.75	0.33050
327.00	0.31745
327.25	0.31559
327.50	0.29198
327.75	0.28461
328.00	0.27995
328.25	0.26670
328.50	0.25057
328.75	0.24926
329.00	0.23607
329.25	0.21944
329.50	0.21455
329.75	0.20739
330.00	0.19381
330.25	0.19581
330.50	0.17686
330.75	0.17500
331.00	0.16101
331.25	0.16394
331.50	0.15788
331.75	0.14728
332.00	0.13384
332.25	0.13792
332.50	0.12886
332.75	0.11215
333.00	0.11052
333.25	0.10900
333.50	0.097537
333.75	0.097579
334.00	0.093657
334.25	0.079368
334.50	0.087324
334.75	0.088287
335.00	0.080868
335.25	0.070199
335.50	0.064634
335.75	0.064393
336.00	0.065932
336.25	0.056057
336.50	0.058893
336.75	0.055135
337.00	0.050269
337.25	0.050623
337.50	0.048228
337.75	0.044330
338.00	0.037704
338.25	0.035122
338.50	0.042944
338.75	0.036438
339.00	0.035331
339.25	0.034912
339.50	0.030104
339.75	0.030649
340.00	0.023303
340.25	0.023095
340.50	0.024517
340.75	0.025192
341.00	0.022911
341.25	0.023746
341.50	0.017568
341.75	0.015212
342.00	0.019778
342.25	0.010652
342.50	0.0093529
342.75	0.011585
343.00	0.012949
343.25	0.014612
343.50	0.0062124
343.75	0.015665
344.00	0.011607
344.25	0.0096252
344.50	0.0093345
344.75	0.014892
345.00	0.016085
345.25	0.0087863
345.50	0.012738
345.75	0.010739
346.00	0.0021777
346.25	0.0094513
346.50	0.011296
346.75	0.012021
347.00	0.0053155
347.25	0.0071304
347.50	0.0067764
347.75	0.0070206
348.00	0.0061395
348.25	0.0095954
348.50	0.0067070
348.75	0.0047375
349.00	0.0038309
349.25	0.0062423
349.50	0.0030026
349.75	0.0072622
350.00	0.0062968
350.25	0.0085834
350.50	0.0065129
350.75	0.0059392
351.00	0.0048078
351.25	0.0053805
351.50	0.0052330
351.75	0.0080168
352.00	0.0076505
352.25	0.0058962
352.50	0.00056045
352.75	0.0037308
353.00	0.0060815
353.25	0.0038582
353.50	0.0046989
353.75	0.0023411
354.00	0.0032116
354.25	0.0037317
354.50	0.0017727
354.75	0.0050573
355.00	0.0047375
355.25	0.00049896
355.50	0.0019484
355.75	0.0027443
356.00	0.0040989
356.25	0.0044854
356.50	0.0039627
356.75	0.00095752
357.00	0.0015619
357.25	0.0013370
357.50	0.0036473
357.75	0.0036895
358.00	0.0027469
358.25	0.00094434
358.50	0.00013440
358.75	0.00088900
359.00	0.00022225
359.25	0.0017841
359.50	0.0033206
359.75	0.0070197
360.00	0.0015566
360.25	0.0019598
360.50	0.0032951
360.75	0.0042974
361.00	0.0044406
361.25	0.0033320
361.50	0.00047876
361.75	0.00086176
362.00	0.0015022
362.25	0.0025862
362.50	0.0032151
362.75	0.0033917
363.00	0.0038011
363.25	0.0033179
363.50	0.0011350
363.75	0.0035217
364.00	0.0021408
364.25	0.0033399
364.50	0.0037361
364.75	0.0034128
365.00	0.00011859
365.25	0.0033891
365.50	0.00027408
365.75	0.0058558
366.00	0.0039548
366.25	0.0015004
366.50	0.0034637
366.75	0.0038599
367.00	0.00066587
367.25	0.0056854
367.50	0.0012843
367.75	0.0038837
368.00	0.0012430
368.25	0.0013423
368.50	0.0043958
368.75	0.0025958
369.00	0.0067922
369.25	0.0037317
369.50	0.0030307
369.75	0.0043563
370.00	0.0032362
370.25	0.0047858
370.50	0.0024105
370.75	0.00023103
371.00	0.0039601
371.25	0.0023068
371.50	0.0013221
371.75	0.0031247
372.00	0.0030992
372.25	0.0019194
372.50	0.00095752
372.75	0.0017850
373.00	0.0023244
373.25	0.0012764
373.50	0.0018412
373.75	0.0024685
374.00	0.00044186
374.25	0.0049879
374.50	0.0039917
374.75	0.0011666
375.00	0.0022313
375.25	0.0023059
375.50	0.0017297
375.75	0.0010515
376.00	0.0024035
376.25	0.0039847
376.50	0.0048271
376.75	0.0038942
377.00	0.0025695
377.25	0.00037861
377.50	0.0016989
377.75	0.0035050
378.00	0.0029481
378.25	0.0012922
378.50	0.0029024
378.75	0.0025879
379.00	0.0012940
379.25	0.0034269
379.50	0.0024316
379.75	0.0015426
380.00	0.0032933
380.25	0.0035692
380.50	0.0031633
380.75	0.0022023
381.00	0.0024931
381.25	0.0039653
381.50	0.0023841
381.75	0.0037018
382.00	0.0031053
382.25	0.0049633
382.50	0.0010726
382.75	0.0050634
383.00	0.0040330
383.25	0.00078358
383.50	0.0036965
383.75	0.0032679
384.00	0.0035006
384.25	0.0029911
384.50	0.0028963
384.75	0.0011200
385.00	0.0042895
385.25	0.0040207
385.50	0.0046637
385.75	0.0016682
386.00	0.0037449
386.25	0.0028761
386.50	0.0026925
386.75	0.0023701
387.00	0.0014934
387.25	0.0029217
387.50	0.0025581
387.75	0.0019669
388.00	0.0020828
388.25	0.0033733
388.50	0.0044274
388.75	0.0033689
389.00	0.00079237
389.25	0.0015610
389.50	0.0036878
389.75	0.00054903
390.00	0.0026362
390.25	0.0022067
390.50	0.0043132
390.75	0.0029455
391.00	0.0047112
391.25	0.0033487
391.50	0.00097684
391.75	0.0024834
392.00	0.0032951
392.25	0.00095927
392.50	0.0024026
392.75	0.0041366
393.00	0.0019950
393.25	0.0026415
393.50	0.0019308
393.75	0.0058180
394.00	0.0040233
394.25	0.0017112
394.50	0.0022067
394.75	0.0015663
395.00	0.0022111
395.25	0.0038248
395.50	0.0028111
395.75	0.0029736
396.00	0.0037361
396.25	0.0037642
396.50	0.0036307
396.75	0.0010928
397.00	0.0016541
397.25	0.0035542
397.50	0.00034435
397.75	0.0025168
398.00	0.0047243
398.25	0.0032468
398.50	0.0027417
398.75	0.0032037
399.00	0.0037738
399.25	0.0042702
399.50	0.0030149
399.75	0.0041393
400.00	0.0024966
