Wavelength (nm)	E06 abs N
210.00	0.76122
211.00	0.70244
212.00	0.65291
213.00	0.61249
214.00	0.58149
215.00	0.55973
216.00	0.54224
217.00	0.52540
218.00	0.50780
219.00	0.49056
220.00	0.47903
221.00	0.46789
222.00	0.45284
223.00	0.43133
224.00	0.40845
225.00	0.39237
226.00	0.37392
227.00	0.35354
228.00	0.33054
229.00	0.31059
230.00	0.29739
231.00	0.28630
232.00	0.27728
233.00	0.27272
234.00	0.27204
235.00	0.27507
236.00	0.28097
237.00	0.28944
238.00	0.30086
239.00	0.31440
240.00	0.33040
241.00	0.34779
242.00	0.36630
243.00	0.38657
244.00	0.40888
245.00	0.43287
246.00	0.45828
247.00	0.48433
248.00	0.51131
249.00	0.53793
250.00	0.56568
251.00	0.59537
252.00	0.62595
253.00	0.65649
254.00	0.68706
255.00	0.71571
256.00	0.74400
257.00	0.77213
258.00	0.80000
259.00	0.82954
260.00	0.85798
261.00	0.88384
262.00	0.90449
263.00	0.92416
264.00	0.93984
265.00	0.95572
266.00	0.96897
267.00	0.98340
268.00	0.99399
269.00	0.99918
270.00	1.0000
271.00	0.99453
272.00	0.98712
273.00	0.97759
274.00	0.96567
275.00	0.95191
276.00	0.93599
277.00	0.91508
278.00	0.89149
279.00	0.86462
280.00	0.83364
281.00	0.80210
282.00	0.76890
283.00	0.73504
284.00	0.70243
285.00	0.66847
286.00	0.63341
287.00	0.59881
288.00	0.56372
289.00	0.52991
290.00	0.49431
291.00	0.46063
292.00	0.42822
293.00	0.39761
294.00	0.36806
295.00	0.34002
296.00	0.31312
297.00	0.28811
298.00	0.26429
299.00	0.24369
300.00	0.22313
301.00	0.20349
302.00	0.18505
303.00	0.16831
304.00	0.15208
305.00	0.13672
306.00	0.12257
307.00	0.10956
308.00	0.097608
309.00	0.087234
310.00	0.078332
311.00	0.068884
312.00	0.060235
313.00	0.052653
314.00	0.045242
315.00	0.039268
316.00	0.034204
317.00	0.028460
318.00	0.024579
319.00	0.021165
320.00	0.017737
321.00	0.015041
322.00	0.012792
323.00	0.010286
324.00	0.0087016
325.00	0.0069695
326.00	0.0057397
327.00	0.0051077
328.00	0.0043480
329.00	0.0037228
330.00	0.0024198
331.00	0.0027114
332.00	0.0022745
333.00	0.0020756
334.00	0.0019536
335.00	0.0013948
336.00	0.0014046
337.00	0.0011481
338.00	0.0014914
339.00	0.0013412
340.00	0.00075600
341.00	0.00088279
342.00	0.00075892
343.00	0.00050925
344.00	0.00049657
345.00	0.00062141
346.00	0.00054826
347.00	0.00037369
348.00	0.0012466
349.00	0.00067505
350.00	0.00072186
