Wavelength (nm)	F10 abs N
220.00	0.39656
220.25	0.38053
220.50	0.36995
220.75	0.35495
221.00	0.34415
221.25	0.33561
221.50	0.31773
221.75	0.31287
222.00	0.30740
222.25	0.28747
222.50	0.28759
222.75	0.27509
223.00	0.27358
223.25	0.25780
223.50	0.26108
223.75	0.25213
224.00	0.24786
224.25	0.23512
224.50	0.22355
224.75	0.23552
225.00	0.21711
225.25	0.22321
225.50	0.21483
225.75	0.21560
226.00	0.20542
226.25	0.21740
226.50	0.20086
226.75	0.20892
227.00	0.20458
227.25	0.20464
227.50	0.20298
227.75	0.20224
228.00	0.19770
228.25	0.20407
228.50	0.20567
228.75	0.20599
229.00	0.20773
229.25	0.21544
229.50	0.21293
229.75	0.21602
230.00	0.21928
230.25	0.21656
230.50	0.22016
230.75	0.23247
231.00	0.23509
231.25	0.23551
231.50	0.24140
231.75	0.24400
232.00	0.24903
232.25	0.25361
232.50	0.25873
232.75	0.26784
233.00	0.27268
233.25	0.28191
233.50	0.28816
233.75	0.28555
234.00	0.29590
234.25	0.29997
234.50	0.30981
234.75	0.32104
235.00	0.32551
235.25	0.33248
235.50	0.33749
235.75	0.34193
236.00	0.34820
236.25	0.36215
236.50	0.36713
236.75	0.38023
237.00	0.38366
237.25	0.39103
237.50	0.39705
237.75	0.40571
238.00	0.40995
238.25	0.42732
238.50	0.43345
238.75	0.43874
239.00	0.44536
239.25	0.45993
239.50	0.46503
239.75	0.47189
240.00	0.48356
240.25	0.49094
240.50	0.49708
240.75	0.50869
241.00	0.51413
241.25	0.52812
241.50	0.53831
241.75	0.54512
242.00	0.55210
242.25	0.55833
242.50	0.56229
242.75	0.58465
243.00	0.58789
243.25	0.59587
243.50	0.61199
243.75	0.61999
244.00	0.62832
244.25	0.63256
244.50	0.64891
244.75	0.65635
245.00	0.66643
245.25	0.66864
245.50	0.68224
245.75	0.68330
246.00	0.69897
246.25	0.70751
246.50	0.71312
246.75	0.72524
247.00	0.72904
247.25	0.74797
247.50	0.75080
247.75	0.76192
248.00	0.76945
248.25	0.78312
248.50	0.78081
248.75	0.79392
249.00	0.80861
249.25	0.82439
249.50	0.82613
249.75	0.82596
250.00	0.84024
250.25	0.85427
250.50	0.86433
250.75	0.86402
251.00	0.86719
251.25	0.88113
251.50	0.88642
251.75	0.89876
252.00	0.90063
252.25	0.90160
252.50	0.92038
252.75	0.92336
253.00	0.91786
253.25	0.92753
253.50	0.93686
253.75	0.94179
254.00	0.94951
254.25	0.94970
254.50	0.95797
254.75	0.95720
255.00	0.96331
255.25	0.97113
255.50	0.96966
255.75	0.96838
256.00	0.97731
256.25	0.97792
256.50	0.99281
256.75	0.97750
257.00	0.99054
257.25	0.98577
257.50	0.98818
257.75	0.98756
258.00	0.98816
258.25	1.00000
258.50	0.99771
258.75	0.98575
259.00	0.98932
259.25	0.98721
259.50	0.99795
259.75	0.99011
260.00	0.98909
260.25	0.98952
260.50	0.99243
260.75	0.98415
261.00	0.97369
261.25	0.97257
261.50	0.96611
261.75	0.95740
262.00	0.96005
262.25	0.94197
262.50	0.94757
262.75	0.94664
263.00	0.93553
263.25	0.92691
263.50	0.92946
263.75	0.91609
264.00	0.91056
264.25	0.90671
264.50	0.89121
264.75	0.88336
265.00	0.87664
265.25	0.87080
265.50	0.85123
265.75	0.85541
266.00	0.83920
266.25	0.82615
266.50	0.81840
266.75	0.80790
267.00	0.80537
267.25	0.78776
267.50	0.77706
267.75	0.76668
268.00	0.75462
268.25	0.75157
268.50	0.73188
268.75	0.71733
269.00	0.70472
269.25	0.69378
269.50	0.67796
269.75	0.66674
270.00	0.65553
270.25	0.64460
270.50	0.62563
270.75	0.62162
271.00	0.60532
271.25	0.58766
271.50	0.57847
271.75	0.56589
272.00	0.54948
272.25	0.53100
272.50	0.52637
272.75	0.50650
273.00	0.49363
273.25	0.47801
273.50	0.46554
273.75	0.45029
274.00	0.43559
274.25	0.41871
274.50	0.41089
274.75	0.39473
275.00	0.38073
275.25	0.36680
275.50	0.35807
275.75	0.34066
276.00	0.33383
276.25	0.31981
276.50	0.30653
276.75	0.28766
277.00	0.27917
277.25	0.26745
277.50	0.25890
277.75	0.24278
278.00	0.23454
278.25	0.22567
278.50	0.20873
278.75	0.20189
279.00	0.19475
279.25	0.18281
279.50	0.17134
279.75	0.16367
280.00	0.15526
280.25	0.14546
280.50	0.13797
280.75	0.12745
281.00	0.12097
281.25	0.11782
281.50	0.10181
281.75	0.099625
282.00	0.092124
282.25	0.078526
282.50	0.075769
282.75	0.075377
283.00	0.067010
283.25	0.063992
283.50	0.060647
283.75	0.057760
284.00	0.050489
284.25	0.047893
284.50	0.038431
284.75	0.040725
285.00	0.039715
285.25	0.033682
285.50	0.035944
285.75	0.031337
286.00	0.027151
286.25	0.024710
286.50	0.025595
286.75	0.021583
287.00	0.019514
287.25	0.015027
287.50	0.014793
287.75	0.016711
288.00	0.013595
288.25	0.016139
288.50	0.014238
288.75	0.015979
289.00	0.0079725
289.25	0.010813
289.50	0.010042
289.75	0.0057527
290.00	0.0085177
290.25	0.0082333
290.50	0.0038603
290.75	0.0065264
291.00	0.010775
291.25	0.010769
291.50	0.0046671
291.75	0.0049620
292.00	0.0045602
292.25	0.0075479
292.50	0.0034082
292.75	0.0066965
293.00	0.0025049
293.25	0.0080729
293.50	0.0012986
293.75	-0.00016203
294.00	0.0068310
294.25	0.0040482
294.50	0.0034722
294.75	0.0073365
295.00	0.0057438
295.25	0.0042240
295.50	-0.0015903
295.75	0.0038133
296.00	0.0083103
296.25	0.0020658
296.50	0.0055793
296.75	0.0031619
297.00	0.0063878
297.25	0.0030104
297.50	0.0019767
297.75	0.0062428
298.00	0.0027617
298.25	0.0045270
298.50	0.0021185
298.75	0.0043115
299.00	0.0048332
299.25	0.0016016
299.50	0.0058945
299.75	0.0048073
300.00	0.00065053
300.25	0.0043350
300.50	0.0038846
300.75	0.0074297
301.00	-0.00079230
301.25	0.0041446
301.50	-0.00032000
301.75	0.0030793
302.00	-0.0011820
302.25	0.0038667
302.50	0.0010224
302.75	0.0034252
303.00	0.00079878
303.25	0.00071453
303.50	0.00032567
303.75	0.0031595
304.00	0.0023421
304.25	0.0053088
304.50	-0.00078339
304.75	0.0021663
305.00	-0.0020124
305.25	0.0053574
305.50	-0.0018244
305.75	0.00054603
306.00	-0.00076557
306.25	0.0028103
306.50	0.0039720
306.75	0.0043050
307.00	0.0029132
307.25	-0.0016713
307.50	0.00081985
307.75	-0.0030064
308.00	0.00069023
308.25	0.0025819
308.50	0.0060476
308.75	0.0047725
309.00	0.0073584
309.25	0.0069517
309.50	0.00069671
309.75	0.0060144
310.00	0.0037906
310.25	0.0012387
310.50	0.0031781
310.75	0.0040020
311.00	-0.0025308
311.25	0.0018754
311.50	-0.0011358
311.75	0.0040547
312.00	-0.00055494
312.25	0.0056652
312.50	-0.0022238
312.75	0.00062785
313.00	0.0034066
313.25	-0.0030939
313.50	0.0050390
313.75	0.0041122
314.00	0.00066511
314.25	0.00032567
314.50	-0.0025519
314.75	0.0013950
315.00	0.0027625
315.25	-0.00099808
315.50	0.0014866
315.75	-0.0028776
316.00	0.00077610
316.25	0.0013505
316.50	0.0013877
316.75	0.0047482
317.00	0.0025487
317.25	0.0047749
317.50	0.0023826
317.75	-0.0028808
318.00	0.0033296
318.25	0.0042451
318.50	-0.0027593
318.75	0.0032203
319.00	0.0037987
319.25	-0.0039826
319.50	0.00057681
319.75	0.0052091
320.00	-0.0049677
320.25	0.0026880
320.50	0.0044816
320.75	0.0053071
321.00	-0.0029918
321.25	0.00014582
321.50	-0.0041600
321.75	0.0023445
322.00	-0.0022513
322.25	0.00062056
322.50	-0.0010993
322.75	-0.0011447
323.00	-0.0045926
323.25	0.0031182
323.50	-0.0013359
323.75	0.0033661
324.00	-0.00076881
324.25	0.0032308
324.50	0.0046258
324.75	-0.0016381
325.00	0.0046550
325.25	-0.0013869
325.50	-0.0030202
325.75	0.0012735
326.00	0.0026880
326.25	0.0034414
326.50	0.0038765
326.75	0.0014947
327.00	0.0034309
327.25	0.0072652
327.50	-0.0015060
327.75	-0.0033620
328.00	-0.00053549
328.25	-0.0019743
328.50	-0.0026653
328.75	0.0045788
329.00	0.00098349
329.25	0.0034803
329.50	0.0013294
329.75	-0.0028379
330.00	0.0022011
330.25	-0.0012063
330.50	0.0035127
330.75	-0.0038116
331.00	0.010801
331.25	-0.0029051
331.50	0.0022270
331.75	0.00049337
332.00	-0.00035646
332.25	0.0017304
332.50	0.0014291
332.75	0.0038384
333.00	-0.0024668
333.25	0.0010718
333.50	0.0028379
333.75	-0.0022586
334.00	-0.0051273
334.25	0.0022214
334.50	-0.0012573
334.75	0.0052569
335.00	0.0012533
335.25	0.0047482
335.50	-4.6177e-05
335.75	0.0033993
336.00	-0.0030299
336.25	0.00045286
336.50	-0.0020537
336.75	0.0090864
337.00	0.0044897
337.25	0.00057276
337.50	-0.00059463
337.75	-0.0020229
338.00	0.0052537
338.25	0.0076954
338.50	0.0091860
338.75	0.00062380
339.00	0.0027909
339.25	0.0025138
339.50	-9.3975e-05
339.75	0.00062299
340.00	-9.0734e-05
340.25	-0.00032486
340.50	-0.0025397
340.75	-0.0012047
341.00	-0.00079797
341.25	0.0038108
341.50	0.0025025
341.75	0.0035654
342.00	-0.00067078
342.25	-0.00047230
342.50	0.0040976
342.75	0.0017280
343.00	0.0013335
343.25	-0.00090815
343.50	-0.0032632
343.75	-0.0032697
344.00	0.0018665
344.25	-0.00052820
344.50	-0.00071858
344.75	0.0034754
345.00	-0.0057689
345.25	-0.0011034
345.50	-0.0017094
345.75	0.0021679
346.00	0.0013189
346.25	0.0042904
346.50	-0.0016251
346.75	0.0022157
347.00	0.0015441
347.25	0.0075091
347.50	0.0052788
347.75	-0.0029213
348.00	0.0010175
348.25	0.0062833
348.50	0.0037898
348.75	0.0039761
349.00	0.0035362
349.25	-0.0043496
349.50	0.00019281
349.75	0.0010151
350.00	-0.00069914
