Wavelength (nm)	E15 abs N
220.00	0.60550
220.25	0.61670
220.50	0.62434
220.75	0.63812
221.00	0.64015
221.25	0.65582
221.50	0.66486
221.75	0.67870
222.00	0.69783
222.25	0.70387
222.50	0.71280
222.75	0.72634
223.00	0.73455
223.25	0.74435
223.50	0.76125
223.75	0.78167
224.00	0.78477
224.25	0.80489
224.50	0.81448
224.75	0.82608
225.00	0.83368
225.25	0.84618
225.50	0.85875
225.75	0.86924
226.00	0.87939
226.25	0.87677
226.50	0.89970
226.75	0.90266
227.00	0.92170
227.25	0.92470
227.50	0.92494
227.75	0.93401
228.00	0.94319
228.25	0.94857
228.50	0.95053
228.75	0.96351
229.00	0.96038
229.25	0.97585
229.50	0.97177
229.75	0.98407
230.00	0.97470
230.25	0.99592
230.50	0.98124
230.75	0.99933
231.00	0.99846
231.25	0.99230
231.50	0.98996
231.75	1.0000
232.00	0.99135
232.25	0.98614
232.50	0.98485
232.75	0.98236
233.00	0.97701
233.25	0.97598
233.50	0.97067
233.75	0.95950
234.00	0.96008
234.25	0.93576
234.50	0.94301
234.75	0.92538
235.00	0.91762
235.25	0.90536
235.50	0.89525
235.75	0.87780
236.00	0.86096
236.25	0.85241
236.50	0.84145
236.75	0.82329
237.00	0.81123
237.25	0.79784
237.50	0.78660
237.75	0.77490
238.00	0.75895
238.25	0.74426
238.50	0.73210
238.75	0.71973
239.00	0.70572
239.25	0.69693
239.50	0.68424
239.75	0.67071
240.00	0.65773
240.25	0.64163
240.50	0.62605
240.75	0.60970
241.00	0.59286
241.25	0.57935
241.50	0.56130
241.75	0.54578
242.00	0.52713
242.25	0.51419
242.50	0.49730
242.75	0.48197
243.00	0.46514
243.25	0.44781
243.50	0.43231
243.75	0.41655
244.00	0.40028
244.25	0.38273
244.50	0.36663
244.75	0.35076
245.00	0.33369
245.25	0.31725
245.50	0.30238
245.75	0.28856
246.00	0.27435
246.25	0.26163
246.50	0.25086
246.75	0.24011
247.00	0.23112
247.25	0.22187
247.50	0.21309
247.75	0.20490
248.00	0.19591
248.25	0.18958
248.50	0.18259
248.75	0.17642
249.00	0.16929
249.25	0.16325
249.50	0.15832
249.75	0.15393
250.00	0.14809
250.25	0.14421
250.50	0.14045
250.75	0.13632
251.00	0.13305
251.25	0.13028
251.50	0.12720
251.75	0.12475
252.00	0.12206
252.25	0.12166
252.50	0.12058
252.75	0.12024
253.00	0.11980
253.25	0.12016
253.50	0.12041
253.75	0.12177
254.00	0.12373
