Wavelength (nm)	E15 abs N
254.25	0.12534
254.50	0.12829
254.75	0.13017
255.00	0.13198
255.25	0.13454
255.50	0.13814
255.75	0.14126
256.00	0.14447
256.25	0.14656
256.50	0.14966
256.75	0.15224
257.00	0.15380
257.25	0.15590
257.50	0.15786
257.75	0.15877
258.00	0.16054
258.25	0.16288
258.50	0.16527
258.75	0.16871
259.00	0.17234
259.25	0.17375
259.50	0.17654
259.75	0.18033
260.00	0.18477
260.25	0.19084
260.50	0.19782
260.75	0.20558
261.00	0.21340
261.25	0.22053
261.50	0.22730
261.75	0.23221
262.00	0.23557
262.25	0.23953
262.50	0.24446
262.75	0.24935
263.00	0.25424
263.25	0.25725
263.50	0.25995
263.75	0.26217
264.00	0.26280
264.25	0.26353
264.50	0.26509
264.75	0.26500
265.00	0.26362
265.25	0.26226
265.50	0.25877
265.75	0.25621
266.00	0.25465
266.25	0.25684
266.50	0.26054
266.75	0.26779
267.00	0.27483
267.25	0.28322
267.50	0.28640
267.75	0.28611
268.00	0.28677
268.25	0.28827
268.50	0.29156
268.75	0.30235
269.00	0.31891
269.25	0.33876
269.50	0.36057
269.75	0.37872
270.00	0.39534
270.25	0.40409
270.50	0.40582
270.75	0.40103
271.00	0.39162
271.25	0.37699
271.50	0.35742
271.75	0.33347
272.00	0.30587
272.25	0.27766
272.50	0.24923
272.75	0.22177
273.00	0.19758
273.25	0.17604
273.50	0.15716
273.75	0.14298
274.00	0.13206
274.25	0.12484
274.50	0.12278
274.75	0.12943
275.00	0.14784
275.25	0.17911
275.50	0.22806
275.75	0.29478
276.00	0.36503
276.25	0.42221
276.50	0.45353
276.75	0.45262
277.00	0.42712
277.25	0.39271
277.50	0.35203
277.75	0.31149
278.00	0.27086
278.25	0.23319
278.50	0.19892
278.75	0.16799
279.00	0.14011
279.25	0.11769
279.50	0.097545
279.75	0.081144
280.00	0.066783
280.25	0.056067
280.50	0.047334
280.75	0.039517
281.00	0.035022
281.25	0.031247
281.50	0.027082
281.75	0.024599
282.00	0.021982
282.25	0.020075
282.50	0.018917
282.75	0.017169
283.00	0.015515
283.25	0.013883
283.50	0.012717
283.75	0.012189
284.00	0.010503
284.25	0.010177
284.50	0.0088342
284.75	0.0084940
285.00	0.0073468
285.25	0.0072020
285.50	0.0060620
285.75	0.0061742
286.00	0.0053526
286.25	0.0049473
286.50	0.0049039
286.75	0.0038507
287.00	0.0039955
287.25	0.0033621
287.50	0.0033585
287.75	0.0033079
288.00	0.0020122
288.25	0.0021353
288.50	0.0029532
288.75	0.0028229
289.00	0.0026202
289.25	0.0022728
289.50	0.0019760
289.75	0.0017082
290.00	0.0019036
290.25	0.0021678
290.50	0.0023126
290.75	0.0024827
291.00	0.0023886
291.25	0.0022619
291.50	0.00099887
291.75	0.0017878
292.00	0.0013680
292.25	0.0021280
292.50	0.0016937
292.75	0.0018095
293.00	0.0016322
293.25	0.0019000
293.50	0.0012305
293.75	0.0024320
294.00	0.0020774
294.25	0.0020448
294.50	0.0018855
294.75	0.0018457
295.00	0.0018928
295.25	0.0017987
295.50	0.00084325
295.75	0.00096630
296.00	0.0019507
296.25	0.0010423
296.50	0.0015381
296.75	0.0024899
297.00	0.0017625
297.25	0.0016612
297.50	0.0021172
297.75	0.0018638
298.00	0.0015200
298.25	0.0015164
298.50	0.0016322
298.75	0.0023271
299.00	0.0016684
299.25	0.0017480
299.50	0.0012667
299.75	0.0014042
300.00	0.00084687
300.25	0.00080344
300.50	0.00080344
300.75	0.0014187
301.00	0.0012124
301.25	0.0015164
301.50	0.0014042
301.75	0.0016214
302.00	0.0015273
302.25	0.0012594
302.50	0.0010893
302.75	0.00073106
303.00	0.0017553
303.25	0.0012775
303.50	0.0019652
303.75	0.00087944
304.00	0.0016250
304.25	0.0015996
304.50	0.00072744
304.75	0.00095906
305.00	0.0010857
305.25	0.0013680
305.50	0.0018892
305.75	0.0014657
306.00	0.0019435
306.25	0.0014078
306.50	0.0013463
306.75	0.0010061
307.00	0.0021316
307.25	0.00091925
307.50	0.00081792
307.75	0.0013934
308.00	0.0017444
308.25	0.00099525
308.50	0.00045239
308.75	0.0011147
309.00	0.0011002
309.25	0.0012160
309.50	0.0011111
309.75	-0.0011147
310.00	0.0023777
310.25	0.00083963
310.50	0.0028880
310.75	0.0023886
311.00	0.00044153
311.25	0.0019362
311.50	0.00057182
311.75	0.00017734
312.00	0.00089392
312.25	0.0015381
312.50	0.0029894
312.75	0.00088668
313.00	-0.00018457
313.25	0.0014838
313.50	0.0015562
313.75	0.0012703
314.00	0.0029604
314.25	0.0018855
314.50	0.0035612
314.75	0.00055372
315.00	0.0017118
315.25	0.0033115
315.50	0.0014802
315.75	3.9810e-05
316.00	-0.00055734
316.25	0.0017697
316.50	0.0046035
316.75	-0.00035467
317.00	0.0016105
317.25	0.00030038
317.50	-0.0014042
317.75	0.0013210
318.00	0.0023777
318.25	0.00079982
318.50	0.0019036
318.75	0.00085772
319.00	0.0021461
319.25	-0.0012594
319.50	0.0012341
319.75	0.00064782
320.00	0.00096992
320.25	0.0021461
320.50	0.00080344
320.75	0.0028446
321.00	0.0020412
321.25	0.0021678
321.50	0.0019833
321.75	-0.00039448
322.00	0.00047048
322.25	0.0012884
322.50	0.0010893
322.75	0.0010532
323.00	0.00054286
323.25	0.00097716
323.50	0.00025334
323.75	0.0026492
324.00	0.0012848
324.25	0.00095544
324.50	0.00031848
324.75	0.00049943
325.00	-0.00020991
325.25	0.0011038
325.50	0.00051391
325.75	0.0010640
326.00	0.0015273
326.25	0.0010821
326.50	0.0024972
326.75	0.0035286
327.00	0.0020484
327.25	0.0015960
327.50	0.0018313
327.75	0.0018711
328.00	0.0010532
328.25	0.00073830
328.50	0.0022402
328.75	0.0018276
329.00	0.0019471
329.25	0.0020650
329.50	0.00077810
329.75	0.0020955
330.00	0.00050667
330.25	0.0013535
330.50	0.0011219
330.75	0.0019217
331.00	0.0012631
331.25	0.0019362
331.50	0.0026057
331.75	0.0012522
332.00	0.00071296
332.25	0.0012884
332.50	0.00086134
332.75	0.0021353
333.00	0.0011834
333.25	0.00066229
333.50	0.0022728
333.75	0.00052477
334.00	0.0033549
334.25	0.0033332
334.50	0.0011617
334.75	0.0029278
335.00	0.0019796
335.25	0.0010604
335.50	0.00098801
335.75	0.0021353
336.00	0.0011400
336.25	0.00098439
336.50	0.0013897
336.75	0.0026130
337.00	0.0010423
337.25	0.0016503
337.50	0.0030690
337.75	0.0022402
338.00	0.0011834
338.25	0.0019615
338.50	0.0012667
338.75	0.00055372
339.00	0.00081792
339.25	0.0026745
339.50	0.00068039
339.75	0.00046324
340.00	0.00086134
340.25	0.00073468
340.50	0.0020303
340.75	0.0016033
341.00	0.0021425
341.25	0.00049582
341.50	0.00081430
341.75	0.0016974
342.00	0.0020846
342.25	0.0022366
342.50	0.00082153
342.75	0.00070210
343.00	0.0017915
343.25	0.00093735
343.50	0.0016105
343.75	0.0030762
344.00	0.0018385
344.25	0.0015634
344.50	0.00096268
344.75	0.0026564
345.00	0.0012269
345.25	0.0024537
345.50	0.0013608
345.75	0.0027976
346.00	0.0015996
346.25	0.0028410
346.50	0.0018819
346.75	0.0028374
347.00	0.0011436
347.25	0.0012775
347.50	0.0010713
347.75	0.0015345
348.00	0.0013825
348.25	0.0017480
348.50	0.0015598
348.75	0.0019326
349.00	0.0012522
349.25	0.00097354
349.50	0.0013861
349.75	0.0011653
350.00	0.0015273
