Wavelength (nm)	A03 ems
265.00	0.024927
266.00	0.023163
267.00	0.024054
268.00	0.045981
269.00	0.055626
270.00	0.082627
271.00	0.12931
272.00	0.19335
273.00	0.26588
274.00	0.29679
275.00	0.34748
276.00	0.40014
277.00	0.46847
278.00	0.56869
279.00	0.62988
280.00	0.69123
281.00	0.75436
282.00	0.78939
283.00	0.86375
284.00	0.88113
285.00	0.88490
286.00	0.92951
287.00	0.96756
288.00	0.98255
289.00	0.98380
290.00	0.95729
291.00	1.0000
292.00	0.98351
293.00	0.97063
294.00	0.98356
295.00	0.96174
296.00	0.92996
297.00	0.85861
298.00	0.79969
299.00	0.71935
300.00	0.69298
301.00	0.62507
302.00	0.57027
303.00	0.51612
304.00	0.49222
305.00	0.43682
306.00	0.39605
307.00	0.37935
308.00	0.33579
309.00	0.30896
310.00	0.27330
311.00	0.25666
312.00	0.22620
313.00	0.20280
314.00	0.19033
315.00	0.16005
316.00	0.15406
317.00	0.13336
318.00	0.12056
319.00	0.10799
320.00	0.10010
321.00	0.087356
322.00	0.074500
323.00	0.069584
324.00	0.068291
325.00	0.058890
326.00	0.052005
327.00	0.046277
328.00	0.038510
329.00	0.039578
330.00	0.035908
331.00	0.029176
332.00	0.026132
333.00	0.028561
334.00	0.023224
335.00	0.021421
336.00	0.020165
337.00	0.019732
338.00	0.014263
339.00	0.012058
340.00	0.012887
341.00	0.011232
342.00	0.010645
343.00	0.0074740
344.00	0.0062007
345.00	0.0058466
346.00	0.0048315
347.00	0.0035607
348.00	0.0033880
349.00	0.0041987
350.00	0.0028248
