Wavelength (nm)	J03 abs N
280.00	0.35591
281.00	0.35339
282.00	0.35024
283.00	0.34692
284.00	0.34295
285.00	0.33860
286.00	0.33381
287.00	0.32849
288.00	0.32281
289.00	0.31684
290.00	0.31062
291.00	0.30362
292.00	0.29630
293.00	0.28860
294.00	0.28083
295.00	0.27285
296.00	0.26502
297.00	0.25726
298.00	0.24965
299.00	0.24259
300.00	0.23558
301.00	0.22982
302.00	0.22400
303.00	0.21857
304.00	0.21398
305.00	0.20966
306.00	0.20505
307.00	0.20094
308.00	0.19708
309.00	0.19346
310.00	0.18971
311.00	0.18637
312.00	0.18314
313.00	0.18002
314.00	0.17720
315.00	0.17402
316.00	0.17072
317.00	0.16708
318.00	0.16314
319.00	0.15881
320.00	0.15398
321.00	0.14935
322.00	0.14458
323.00	0.13996
324.00	0.13616
325.00	0.13277
326.00	0.12976
327.00	0.12699
328.00	0.12439
329.00	0.12164
330.00	0.11841
331.00	0.11525
332.00	0.11152
333.00	0.10775
334.00	0.10440
335.00	0.10125
336.00	0.098482
337.00	0.096956
338.00	0.096059
339.00	0.095711
340.00	0.096187
341.00	0.097186
342.00	0.098811
343.00	0.10077
344.00	0.10303
345.00	0.10585
346.00	0.10892
347.00	0.11225
348.00	0.11587
349.00	0.11975
350.00	0.12378
351.00	0.12817
352.00	0.13287
353.00	0.13755
354.00	0.14260
355.00	0.14792
356.00	0.15334
357.00	0.15869
358.00	0.16460
359.00	0.17085
360.00	0.17729
361.00	0.18412
362.00	0.19106
363.00	0.19822
364.00	0.20569
365.00	0.21355
366.00	0.22168
367.00	0.22968
368.00	0.23789
369.00	0.24657
370.00	0.25529
371.00	0.26444
372.00	0.27344
373.00	0.28254
374.00	0.29143
375.00	0.30128
376.00	0.31058
377.00	0.32022
378.00	0.33057
379.00	0.34059
380.00	0.35028
381.00	0.36106
382.00	0.37244
383.00	0.38255
384.00	0.39325
385.00	0.40405
386.00	0.41438
387.00	0.42473
388.00	0.43552
389.00	0.44553
390.00	0.45706
391.00	0.46761
392.00	0.47824
393.00	0.48944
394.00	0.50021
395.00	0.51030
396.00	0.52108
397.00	0.53144
398.00	0.54244
399.00	0.55199
400.00	0.56285
401.00	0.57272
402.00	0.58256
403.00	0.59219
404.00	0.60165
405.00	0.61165
406.00	0.62155
407.00	0.63067
408.00	0.63987
409.00	0.64871
410.00	0.65731
411.00	0.66634
412.00	0.67576
413.00	0.68430
414.00	0.69273
415.00	0.70103
416.00	0.70927
417.00	0.71753
418.00	0.72635
419.00	0.73469
420.00	0.74224
421.00	0.75059
422.00	0.75796
423.00	0.76529
424.00	0.77398
425.00	0.78170
426.00	0.78855
427.00	0.79531
428.00	0.80364
429.00	0.81093
430.00	0.81880
431.00	0.82639
432.00	0.83244
433.00	0.83951
434.00	0.84711
435.00	0.85412
436.00	0.86168
437.00	0.86803
438.00	0.87523
439.00	0.88174
440.00	0.88853
441.00	0.89571
442.00	0.90081
443.00	0.90813
444.00	0.91513
445.00	0.92192
446.00	0.92786
447.00	0.93456
448.00	0.94092
449.00	0.94799
450.00	0.95206
451.00	0.95826
452.00	0.96377
453.00	0.96732
454.00	0.97164
455.00	0.97701
456.00	0.98124
457.00	0.98620
458.00	0.98817
459.00	0.99114
460.00	0.99352
461.00	0.99486
462.00	0.99788
463.00	0.99847
464.00	0.99817
465.00	0.99897
466.00	1.0000
467.00	0.99830
468.00	0.99614
469.00	0.99457
470.00	0.99106
471.00	0.98854
472.00	0.98472
473.00	0.97981
474.00	0.97603
475.00	0.96855
476.00	0.96277
477.00	0.95803
478.00	0.94932
479.00	0.94175
480.00	0.93280
481.00	0.92422
482.00	0.91582
483.00	0.90523
484.00	0.89528
485.00	0.88252
486.00	0.87233
487.00	0.86493
488.00	0.85034
489.00	0.83519
490.00	0.82307
491.00	0.80915
492.00	0.79437
493.00	0.77973
494.00	0.76400
495.00	0.74880
496.00	0.73347
497.00	0.71827
498.00	0.70135
499.00	0.68524
500.00	0.66921
501.00	0.65223
502.00	0.63544
503.00	0.61842
504.00	0.60179
505.00	0.58405
506.00	0.56688
507.00	0.54963
508.00	0.53296
509.00	0.51593
510.00	0.49886
511.00	0.48202
512.00	0.46529
513.00	0.44842
514.00	0.43197
515.00	0.41549
516.00	0.39923
517.00	0.38326
518.00	0.36759
519.00	0.35266
520.00	0.33765
521.00	0.32318
522.00	0.30865
523.00	0.29457
524.00	0.28085
525.00	0.26759
526.00	0.25454
527.00	0.24194
528.00	0.22974
529.00	0.21800
530.00	0.20648
531.00	0.19574
532.00	0.18483
533.00	0.17446
534.00	0.16470
535.00	0.15539
536.00	0.14644
537.00	0.13766
538.00	0.12927
539.00	0.12135
540.00	0.11366
541.00	0.10661
542.00	0.099795
543.00	0.093415
544.00	0.086938
545.00	0.081206
546.00	0.075840
547.00	0.070475
548.00	0.065598
549.00	0.061084
550.00	0.056766
551.00	0.052658
552.00	0.048849
553.00	0.045154
554.00	0.041841
555.00	0.038537
556.00	0.035723
557.00	0.032954
558.00	0.030421
559.00	0.028071
560.00	0.025980
561.00	0.023910
562.00	0.021951
563.00	0.020092
564.00	0.018519
565.00	0.017112
566.00	0.015669
567.00	0.014426
568.00	0.013222
569.00	0.012066
570.00	0.011061
571.00	0.010132
572.00	0.0093581
