Wavelength (nm)	J03 abs N
573.00	0.0086011
574.00	0.0077688
575.00	0.0072390
576.00	0.0067107
577.00	0.0061314
578.00	0.0055656
579.00	0.0053777
580.00	0.0048713
581.00	0.0044117
582.00	0.0040208
583.00	0.0040002
584.00	0.0037477
585.00	0.0032989
586.00	0.0032881
587.00	0.0030581
588.00	0.0028421
589.00	0.0028089
590.00	0.0026433
591.00	0.0025405
592.00	0.0024208
593.00	0.0022356
594.00	0.0021594
595.00	0.0020631
596.00	0.0021187
597.00	0.0020210
598.00	0.0019247
599.00	0.0019261
600.00	0.0018503
601.00	0.0018143
602.00	0.0018569
603.00	0.0017779
604.00	0.0016441
605.00	0.0017657
606.00	0.0016540
607.00	0.0015993
608.00	0.0016979
609.00	0.0017564
610.00	0.0015796
611.00	0.0015020
612.00	0.0016745
613.00	0.0016699
614.00	0.0015553
615.00	0.0015759
616.00	0.0016142
617.00	0.0015731
618.00	0.0014922
619.00	0.0016446
620.00	0.0015773
621.00	0.0016035
622.00	0.0014941
623.00	0.0016044
624.00	0.0017489
625.00	0.0017793
626.00	0.0017573
627.00	0.0016348
628.00	0.0017372
629.00	0.0017522
630.00	0.0017003
631.00	0.0017335
632.00	0.0016745
633.00	0.0017886
634.00	0.0018330
635.00	0.0017910
636.00	0.0017101
637.00	0.0016521
638.00	0.0018125
639.00	0.0018036
640.00	0.0016895
641.00	0.0017119
642.00	0.0018424
643.00	0.0018256
644.00	0.0019640
645.00	0.0020079
646.00	0.0019401
647.00	0.0019396
648.00	0.0018228
649.00	0.0018204
650.00	0.0019920
