Wavelength (nm)	A39 abs N
240.00	0.59438
241.00	0.57595
242.00	0.57456
243.00	0.59678
244.00	0.63758
245.00	0.65493
246.00	0.64877
247.00	0.66803
248.00	0.73764
249.00	0.79834
250.00	0.80441
251.00	0.80275
252.00	0.84129
253.00	0.88092
254.00	0.85437
255.00	0.81385
256.00	0.85721
257.00	0.96506
258.00	1.0000
259.00	0.89655
260.00	0.78324
261.00	0.75130
262.00	0.76015
263.00	0.72737
264.00	0.69144
265.00	0.73771
266.00	0.83699
267.00	0.84410
268.00	0.69689
269.00	0.48309
270.00	0.30172
271.00	0.18218
272.00	0.11087
273.00	0.070970
274.00	0.048873
275.00	0.037037
276.00	0.031035
277.00	0.028488
278.00	0.027788
279.00	0.027576
280.00	0.028032
281.00	0.029491
282.00	0.031733
283.00	0.034220
284.00	0.037102
285.00	0.039573
286.00	0.041759
287.00	0.043774
288.00	0.045952
289.00	0.049324
290.00	0.052814
291.00	0.057827
292.00	0.066448
293.00	0.072903
294.00	0.074740
295.00	0.074794
296.00	0.075367
297.00	0.077731
298.00	0.079613
299.00	0.082719
300.00	0.089148
301.00	0.095169
302.00	0.10798
303.00	0.13429
304.00	0.15174
305.00	0.14224
306.00	0.11868
307.00	0.10111
308.00	0.097809
309.00	0.099679
310.00	0.10154
311.00	0.10748
312.00	0.11312
313.00	0.11708
314.00	0.13986
315.00	0.18525
316.00	0.20634
317.00	0.17931
318.00	0.12880
319.00	0.085820
320.00	0.056180
321.00	0.035847
322.00	0.022521
323.00	0.013850
324.00	0.0087409
325.00	0.0059075
326.00	0.0039601
327.00	0.0029852
328.00	0.0023752
329.00	0.0020630
330.00	0.0017083
331.00	0.0015648
332.00	0.0013555
333.00	0.0011566
334.00	0.0011522
335.00	0.0010795
336.00	0.0010625
337.00	0.0010017
338.00	0.0010422
339.00	0.00099759
340.00	0.00085588
341.00	0.00085183
342.00	0.00076990
343.00	0.00071713
344.00	0.00074813
345.00	0.00072230
346.00	0.00068097
347.00	0.00081086
348.00	0.00070864
349.00	0.00068908
350.00	0.00054590
