Wavelength (nm)	A32 abs N
215.00	0.48892
216.00	0.44355
217.00	0.41416
218.00	0.39664
219.00	0.38925
220.00	0.38927
221.00	0.39508
222.00	0.40502
223.00	0.41799
224.00	0.43359
225.00	0.45109
226.00	0.47034
227.00	0.49040
228.00	0.51205
229.00	0.53417
230.00	0.55719
231.00	0.58126
232.00	0.60546
233.00	0.63091
234.00	0.65637
235.00	0.68254
236.00	0.70886
237.00	0.73579
238.00	0.76275
239.00	0.78926
240.00	0.81580
241.00	0.84261
242.00	0.86799
243.00	0.89216
244.00	0.91486
245.00	0.93628
246.00	0.95497
247.00	0.97107
248.00	0.98412
249.00	0.99359
250.00	0.99974
251.00	1.0000
252.00	0.99689
253.00	0.98792
254.00	0.97423
255.00	0.95618
256.00	0.93300
257.00	0.90381
258.00	0.86983
259.00	0.83223
260.00	0.79100
261.00	0.74662
262.00	0.70155
263.00	0.65371
264.00	0.60583
265.00	0.55707
266.00	0.50956
267.00	0.46408
268.00	0.42031
269.00	0.37850
270.00	0.34027
271.00	0.30532
272.00	0.27287
273.00	0.24328
274.00	0.21683
275.00	0.19349
276.00	0.17294
277.00	0.15465
278.00	0.13891
279.00	0.12555
280.00	0.11429
281.00	0.10501
282.00	0.097227
283.00	0.091085
284.00	0.086271
285.00	0.082650
286.00	0.080311
287.00	0.078656
288.00	0.078063
289.00	0.078418
290.00	0.079536
291.00	0.081330
292.00	0.083857
293.00	0.087006
294.00	0.090504
295.00	0.094829
296.00	0.099459
297.00	0.10488
298.00	0.11038
299.00	0.11644
300.00	0.12275
301.00	0.12934
302.00	0.13604
303.00	0.14361
304.00	0.15102
305.00	0.15843
306.00	0.16593
307.00	0.17331
308.00	0.18095
309.00	0.18851
310.00	0.19572
311.00	0.20291
312.00	0.20965
313.00	0.21597
314.00	0.22204
315.00	0.22776
316.00	0.23243
317.00	0.23677
318.00	0.24043
319.00	0.24370
320.00	0.24586
321.00	0.24735
322.00	0.24784
323.00	0.24756
324.00	0.24613
325.00	0.24395
326.00	0.24095
327.00	0.23745
328.00	0.23270
329.00	0.22713
330.00	0.22075
331.00	0.21418
332.00	0.20633
333.00	0.19783
334.00	0.18897
335.00	0.17988
336.00	0.17044
337.00	0.16036
338.00	0.15021
339.00	0.14022
340.00	0.12989
341.00	0.12003
342.00	0.11007
343.00	0.10044
344.00	0.090966
345.00	0.082156
346.00	0.073723
347.00	0.065621
348.00	0.058099
349.00	0.051198
350.00	0.044683
351.00	0.039072
352.00	0.033716
353.00	0.029059
354.00	0.024847
355.00	0.021011
356.00	0.017833
357.00	0.015037
358.00	0.012861
359.00	0.011088
360.00	0.0094178
361.00	0.0077560
362.00	0.0065222
363.00	0.0052774
364.00	0.0044978
365.00	0.0037885
366.00	0.0036343
367.00	0.0029749
368.00	0.0024700
369.00	0.0021201
370.00	0.0019773
371.00	0.0017353
372.00	0.0015178
373.00	0.0016816
374.00	0.0015301
375.00	0.0013388
376.00	0.0014065
377.00	0.0013235
378.00	0.0013047
379.00	0.0013051
380.00	0.0015449
381.00	0.0014462
382.00	0.0012475
383.00	0.0012108
384.00	0.0013082
385.00	0.0010946
386.00	0.0010680
387.00	0.0013222
388.00	0.0011112
389.00	0.0011470
390.00	0.00091950
391.00	0.0010269
392.00	0.0012292
393.00	0.00091338
394.00	0.00078760
395.00	0.0010518
396.00	0.00097060
397.00	0.00083127
398.00	0.0010199
399.00	0.00098283
400.00	0.0010457
