Wavelength (nm)	C01 abs N
230.00	0.33804
231.00	0.27428
232.00	0.23176
233.00	0.20755
234.00	0.19528
235.00	0.18821
236.00	0.18753
237.00	0.19288
238.00	0.20183
239.00	0.20723
240.00	0.21485
241.00	0.22276
242.00	0.23570
243.00	0.25251
244.00	0.27161
245.00	0.29633
246.00	0.32308
247.00	0.34583
248.00	0.36389
249.00	0.37711
250.00	0.38969
251.00	0.40991
252.00	0.44498
253.00	0.48021
254.00	0.52197
255.00	0.56161
256.00	0.59496
257.00	0.61321
258.00	0.62182
259.00	0.61659
260.00	0.62592
261.00	0.67232
262.00	0.73337
263.00	0.77499
264.00	0.82854
265.00	0.88335
266.00	0.90240
267.00	0.87087
268.00	0.82789
269.00	0.77999
270.00	0.76765
271.00	0.82510
272.00	0.89570
273.00	0.92305
274.00	0.95377
275.00	1.0000
276.00	0.99318
277.00	0.88885
278.00	0.77099
279.00	0.66479
280.00	0.58866
281.00	0.57407
282.00	0.60156
283.00	0.65481
284.00	0.64872
285.00	0.64929
286.00	0.67159
287.00	0.64351
288.00	0.55819
289.00	0.40828
290.00	0.26663
291.00	0.17955
292.00	0.12787
293.00	0.097590
294.00	0.073595
295.00	0.060604
296.00	0.052617
297.00	0.057711
298.00	0.054947
299.00	0.047634
300.00	0.046621
301.00	0.048776
302.00	0.045493
303.00	0.040126
304.00	0.037376
305.00	0.035598
306.00	0.033766
307.00	0.026230
308.00	0.022323
309.00	0.023726
310.00	0.035351
311.00	0.044003
312.00	0.031923
313.00	0.017108
314.00	0.0037904
315.00	0.0077545
316.00	0.0058014
317.00	0.0022786
318.00	0.00052806
319.00	0.0056134
320.00	0.0045356
321.00	0.0080510
322.00	0.0023871
323.00	0.00092592
324.00	0.0039641
325.00	-0.0012731
326.00	0.0052011
327.00	-0.00050636
328.00	0.0011791
329.00	-0.0024666
330.00	0.0038773
331.00	0.0014829
332.00	-0.0037398
333.00	0.0040726
334.00	-0.0027055
335.00	-0.00027488
336.00	-0.0014757
337.00	0.00069444
338.00	0.0029948
339.00	0.00024595
340.00	0.0030671
