Wavelength (nm)	I07 ems
520.00	0.0045733
521.00	0.0073611
522.00	0.011246
523.00	0.016520
524.00	0.021903
525.00	0.028470
526.00	0.036898
527.00	0.046441
528.00	0.057191
529.00	0.070807
530.00	0.085261
531.00	0.10393
532.00	0.12518
533.00	0.14750
534.00	0.17471
535.00	0.20268
536.00	0.23508
537.00	0.26840
538.00	0.30391
539.00	0.33913
540.00	0.37647
541.00	0.41645
542.00	0.45523
543.00	0.49430
544.00	0.53116
545.00	0.56792
546.00	0.60449
547.00	0.63999
548.00	0.67427
549.00	0.70857
550.00	0.74145
551.00	0.77632
552.00	0.80624
553.00	0.83857
554.00	0.86790
555.00	0.89498
556.00	0.91866
557.00	0.94081
558.00	0.96007
559.00	0.97237
560.00	0.98311
561.00	0.99096
562.00	1.0000
563.00	0.99680
564.00	0.99588
565.00	0.99494
566.00	0.98772
567.00	0.97604
568.00	0.96770
569.00	0.95502
570.00	0.94214
571.00	0.92385
572.00	0.91016
573.00	0.89311
574.00	0.88089
575.00	0.86208
576.00	0.84619
577.00	0.83211
578.00	0.81410
579.00	0.79542
580.00	0.78289
581.00	0.76663
582.00	0.75137
583.00	0.73500
584.00	0.71893
585.00	0.70617
586.00	0.69317
587.00	0.67579
588.00	0.66447
589.00	0.65170
590.00	0.63957
591.00	0.62743
592.00	0.61397
593.00	0.60473
594.00	0.59382
595.00	0.58167
596.00	0.57173
597.00	0.56313
598.00	0.55109
599.00	0.54080
600.00	0.53422
601.00	0.52360
602.00	0.51309
603.00	0.50469
604.00	0.49608
605.00	0.48876
606.00	0.47883
607.00	0.47086
608.00	0.46428
609.00	0.45662
610.00	0.44858
611.00	0.43861
612.00	0.43213
613.00	0.42368
614.00	0.41456
615.00	0.40750
616.00	0.39988
617.00	0.39105
618.00	0.38249
619.00	0.37443
620.00	0.36498
621.00	0.35993
622.00	0.35268
623.00	0.34287
624.00	0.33427
625.00	0.32604
626.00	0.31841
627.00	0.31144
628.00	0.30512
629.00	0.29606
630.00	0.28901
631.00	0.28114
632.00	0.27216
633.00	0.26875
634.00	0.26101
635.00	0.25313
636.00	0.24786
637.00	0.24105
638.00	0.23385
639.00	0.22705
640.00	0.22266
641.00	0.21613
642.00	0.21128
643.00	0.20493
644.00	0.20060
645.00	0.19492
646.00	0.19027
647.00	0.18498
648.00	0.18025
649.00	0.17386
650.00	0.16919
651.00	0.16477
652.00	0.16113
653.00	0.15707
654.00	0.15122
655.00	0.14825
656.00	0.14484
657.00	0.13846
658.00	0.13481
659.00	0.13255
660.00	0.12899
661.00	0.12553
662.00	0.12292
663.00	0.11939
664.00	0.11555
665.00	0.11235
666.00	0.11020
667.00	0.10682
668.00	0.10455
669.00	0.10143
670.00	0.099830
671.00	0.096239
672.00	0.093960
673.00	0.090773
674.00	0.089356
675.00	0.085351
676.00	0.084470
677.00	0.083245
678.00	0.080586
679.00	0.078357
680.00	0.075080
681.00	0.073579
682.00	0.071341
683.00	0.070223
684.00	0.068522
685.00	0.065649
686.00	0.064835
687.00	0.063064
688.00	0.061337
689.00	0.059210
690.00	0.057756
691.00	0.056687
692.00	0.055623
693.00	0.053044
694.00	0.052320
695.00	0.050032
696.00	0.049341
697.00	0.047857
698.00	0.045129
699.00	0.045343
700.00	0.043309
701.00	0.042527
702.00	0.041800
703.00	0.040252
704.00	0.039903
705.00	0.037201
706.00	0.035820
707.00	0.035199
708.00	0.034466
709.00	0.032618
710.00	0.031501
711.00	0.031177
712.00	0.029056
713.00	0.027831
714.00	0.027473
715.00	0.026496
716.00	0.025626
717.00	0.024393
718.00	0.023593
719.00	0.023074
720.00	0.021389
721.00	0.020903
722.00	0.020414
723.00	0.019824
724.00	0.018854
725.00	0.018847
726.00	0.017470
727.00	0.016415
728.00	0.014856
729.00	0.015086
730.00	0.014214
731.00	0.014353
732.00	0.013757
733.00	0.012853
734.00	0.012341
735.00	0.011524
736.00	0.011939
737.00	0.011374
738.00	0.011141
739.00	0.010328
740.00	0.010006
741.00	0.0097639
742.00	0.0097041
743.00	0.0090985
744.00	0.0079068
745.00	0.0077452
746.00	0.0070468
747.00	0.0072821
748.00	0.0061621
749.00	0.0060339
750.00	0.0060202
