Wavelength (nm)	K02 abs N
220.00	0.22532
220.25	0.22380
220.50	0.22228
220.75	0.22086
221.00	0.21830
221.25	0.21495
221.50	0.21426
221.75	0.21438
222.00	0.21201
222.25	0.21466
222.50	0.20993
222.75	0.20939
223.00	0.20762
223.25	0.20807
223.50	0.20645
223.75	0.20507
224.00	0.20535
224.25	0.20485
224.50	0.20436
224.75	0.20080
225.00	0.20242
225.25	0.20242
225.50	0.19966
225.75	0.19794
226.00	0.19828
226.25	0.19919
226.50	0.19768
226.75	0.19869
227.00	0.19697
227.25	0.19649
227.50	0.19676
227.75	0.19405
228.00	0.19375
228.25	0.19491
228.50	0.19172
228.75	0.19259
229.00	0.19298
229.25	0.19196
229.50	0.19168
229.75	0.19102
230.00	0.19180
230.25	0.19168
230.50	0.19165
230.75	0.18939
231.00	0.18960
231.25	0.18826
231.50	0.18853
231.75	0.18854
232.00	0.18849
232.25	0.18948
232.50	0.18976
232.75	0.18880
233.00	0.18873
233.25	0.18710
233.50	0.18608
233.75	0.18599
234.00	0.18602
234.25	0.18574
234.50	0.18609
234.75	0.18460
235.00	0.18228
235.25	0.18220
235.50	0.18229
235.75	0.18106
236.00	0.18164
236.25	0.18320
236.50	0.18256
236.75	0.18248
237.00	0.18078
237.25	0.18101
237.50	0.17948
237.75	0.18008
238.00	0.17849
238.25	0.17786
238.50	0.17689
238.75	0.17645
239.00	0.17544
239.25	0.17388
239.50	0.17273
239.75	0.16974
240.00	0.16724
240.25	0.16727
240.50	0.16559
240.75	0.16466
241.00	0.16304
241.25	0.16162
241.50	0.16064
241.75	0.16028
242.00	0.16018
242.25	0.15888
242.50	0.15709
242.75	0.15545
243.00	0.15424
243.25	0.15193
243.50	0.14847
243.75	0.14764
244.00	0.14332
244.25	0.14145
244.50	0.13894
244.75	0.13711
245.00	0.13590
245.25	0.13232
245.50	0.13050
245.75	0.12788
246.00	0.12707
246.25	0.12534
246.50	0.12405
246.75	0.12227
247.00	0.12344
247.25	0.12232
247.50	0.12265
247.75	0.12357
248.00	0.12419
248.25	0.12504
248.50	0.12517
248.75	0.12380
249.00	0.12097
249.25	0.11705
249.50	0.11449
249.75	0.11404
250.00	0.11206
250.25	0.11044
250.50	0.10938
250.75	0.10824
251.00	0.10707
251.25	0.10461
251.50	0.10190
251.75	0.10174
252.00	0.10166
252.25	0.10127
252.50	0.10077
252.75	0.10195
253.00	0.10237
253.25	0.10490
253.50	0.10587
253.75	0.10816
254.00	0.11096
254.25	0.11131
254.50	0.10949
254.75	0.10814
255.00	0.10624
255.25	0.10310
255.50	0.10035
255.75	0.097319
256.00	0.093169
256.25	0.089076
256.50	0.086343
256.75	0.085432
257.00	0.082590
257.25	0.079358
257.50	0.077102
257.75	0.077001
258.00	0.073291
258.25	0.072843
258.50	0.070710
258.75	0.068967
259.00	0.067398
259.25	0.068447
259.50	0.068787
259.75	0.070197
260.00	0.071578
260.25	0.070544
260.50	0.069271
260.75	0.066748
261.00	0.065027
261.25	0.063819
261.50	0.059813
261.75	0.056400
262.00	0.054195
262.25	0.052582
262.50	0.049495
262.75	0.047326
263.00	0.046834
263.25	0.044867
263.50	0.043023
263.75	0.043110
264.00	0.041570
264.25	0.040435
264.50	0.038981
264.75	0.036848
265.00	0.036870
265.25	0.036552
265.50	0.035055
265.75	0.034462
266.00	0.034021
266.25	0.031830
266.50	0.030861
266.75	0.030810
267.00	0.030962
267.25	0.030398
267.50	0.030608
267.75	0.029791
268.00	0.030724
268.25	0.028829
268.50	0.029017
268.75	0.028374
269.00	0.027340
269.25	0.025995
269.50	0.026913
269.75	0.026501
270.00	0.025749
270.25	0.025742
270.50	0.023869
270.75	0.023565
271.00	0.024151
271.25	0.022972
271.50	0.026002
271.75	0.024021
272.00	0.022611
272.25	0.023269
272.50	0.023724
272.75	0.023052
273.00	0.021049
273.25	0.021403
273.50	0.021396
273.75	0.020239
274.00	0.019943
274.25	0.021136
274.50	0.021425
274.75	0.021324
275.00	0.020492
275.25	0.021251
275.50	0.019509
275.75	0.019603
276.00	0.019357
276.25	0.020239
276.50	0.021165
276.75	0.021591
277.00	0.020861
277.25	0.020911
277.50	0.019125
277.75	0.020037
278.00	0.019783
278.25	0.020767
278.50	0.021577
278.75	0.021851
279.00	0.020564
279.25	0.022799
279.50	0.021208
279.75	0.019892
280.00	0.021794
280.25	0.021324
280.50	0.022452
280.75	0.022437
281.00	0.021266
281.25	0.021902
281.50	0.021794
281.75	0.021215
282.00	0.021721
282.25	0.020817
282.50	0.022748
282.75	0.021635
283.00	0.021938
283.25	0.022495
283.50	0.021917
283.75	0.020919
284.00	0.021591
284.25	0.022025
284.50	0.021750
284.75	0.020319
285.00	0.020883
285.25	0.021316
285.50	0.020369
285.75	0.020094
286.00	0.020405
286.25	0.020962
286.50	0.019986
286.75	0.020441
287.00	0.019292
287.25	0.019451
287.50	0.018880
287.75	0.019964
288.00	0.020883
288.25	0.019849
288.50	0.018974
288.75	0.018395
289.00	0.020037
289.25	0.018800
289.50	0.019234
289.75	0.020651
290.00	0.020210
290.25	0.019234
290.50	0.021143
290.75	0.018655
291.00	0.019241
291.25	0.018569
291.50	0.018634
291.75	0.019321
292.00	0.019552
292.25	0.018836
292.50	0.019567
292.75	0.019733
293.00	0.020253
293.25	0.019263
293.50	0.019545
293.75	0.019899
294.00	0.020817
294.25	0.020911
294.50	0.019950
294.75	0.019473
295.00	0.020275
295.25	0.021302
295.50	0.019971
295.75	0.020478
296.00	0.019726
296.25	0.020998
296.50	0.020304
296.75	0.020326
297.00	0.020268
297.25	0.022162
297.50	0.021230
297.75	0.020955
298.00	0.019422
298.25	0.020752
298.50	0.019436
298.75	0.021107
299.00	0.020658
299.25	0.020723
299.50	0.020181
299.75	0.020333
300.00	0.020304
300.25	0.020629
300.50	0.019241
300.75	0.020167
301.00	0.019921
301.25	0.020073
301.50	0.020615
301.75	0.020962
302.00	0.019039
302.25	0.019422
302.50	0.020029
302.75	0.019697
303.00	0.019914
303.25	0.019733
303.50	0.019328
303.75	0.019733
304.00	0.019227
304.25	0.019964
304.50	0.018627
304.75	0.020029
305.00	0.020680
305.25	0.018561
305.50	0.019169
305.75	0.020311
306.00	0.019060
306.25	0.019704
306.50	0.020116
306.75	0.018598
307.00	0.018012
307.25	0.017484
307.50	0.019024
307.75	0.020449
308.00	0.019733
308.25	0.018287
308.50	0.020463
308.75	0.017896
309.00	0.018909
309.25	0.018337
309.50	0.018243
309.75	0.018598
310.00	0.020029
310.25	0.022408
310.50	0.015532
310.75	0.017361
311.00	0.015713
311.25	0.017137
311.50	0.017144
311.75	0.019733
312.00	0.014686
312.25	0.018981
312.50	0.023891
312.75	0.020333
313.00	0.022842
313.25	0.018583
313.50	0.020485
313.75	0.016240
314.00	0.017166
314.25	0.019740
314.50	0.022567
314.75	0.017130
315.00	0.017549
315.25	0.020478
315.50	0.019053
315.75	0.016877
316.00	0.022126
316.25	0.021859
316.50	0.018764
316.75	0.017795
317.00	0.021468
317.25	0.019407
317.50	0.018446
317.75	0.021786
318.00	0.017918
318.25	0.018757
318.50	0.018612
318.75	0.019899
319.00	0.017672
319.25	0.022423
319.50	0.020413
319.75	0.020637
320.00	0.023515
320.25	0.020008
320.50	0.017007
320.75	0.020355
321.00	0.022979
321.25	0.021613
321.50	0.019313
321.75	0.016522
322.00	0.019299
322.25	0.020174
322.50	0.016913
322.75	0.022987
323.00	0.017361
323.25	0.019632
323.50	0.017954
323.75	0.020362
324.00	0.016016
324.25	0.019617
324.50	0.018395
324.75	0.016956
325.00	0.016739
325.25	0.016479
325.50	0.020196
325.75	0.015713
326.00	0.018634
326.25	0.018663
326.50	0.017036
326.75	0.021208
327.00	0.015807
327.25	0.021179
327.50	0.016067
327.75	0.016277
328.00	0.016732
328.25	0.018648
328.50	0.022531
328.75	0.020239
329.00	0.022567
329.25	0.020651
329.50	0.019935
329.75	0.020911
330.00	0.020261
330.25	0.015271
330.50	0.018106
330.75	0.019313
331.00	0.022133
331.25	0.016906
331.50	0.018634
331.75	0.014288
332.00	0.019791
332.25	0.017311
332.50	0.017354
332.75	0.015655
333.00	0.018308
333.25	0.018554
333.50	0.022003
333.75	0.015908
334.00	0.017658
334.25	0.017672
334.50	0.015604
334.75	0.018959
335.00	0.017368
335.25	0.015394
335.50	0.015828
335.75	0.016913
336.00	0.018279
336.25	0.019877
336.50	0.019451
336.75	0.015322
337.00	0.019335
337.25	0.023833
337.50	0.013384
337.75	0.019762
338.00	0.018120
338.25	0.015843
338.50	0.013811
338.75	0.018605
339.00	0.017940
339.25	0.016016
339.50	0.015929
339.75	0.017969
340.00	0.016631
340.25	0.019574
340.50	0.017433
340.75	0.014924
341.00	0.016327
341.25	0.015814
341.50	0.019342
341.75	0.018417
342.00	0.016689
342.25	0.020883
342.50	0.014556
342.75	0.021974
343.00	0.020159
343.25	0.018099
343.50	0.016074
343.75	0.016862
344.00	0.019704
344.25	0.016718
344.50	0.016226
344.75	0.018410
345.00	0.016168
345.25	0.021157
345.50	0.023269
345.75	0.018872
346.00	0.020810
346.25	0.015293
346.50	0.020557
346.75	0.014519
347.00	0.019429
347.25	0.019487
347.50	0.019386
347.75	0.015705
348.00	0.020297
348.25	0.017260
348.50	0.015481
348.75	0.018120
349.00	0.015857
349.25	0.017932
349.50	0.016906
349.75	0.013240
350.00	0.019704
350.25	0.015908
350.50	0.018742
350.75	0.016819
351.00	0.018366
351.25	0.019451
351.50	0.018236
351.75	0.016110
352.00	0.016985
352.25	0.016117
352.50	0.014751
352.75	0.014809
353.00	0.014968
353.25	0.017527
353.50	0.016436
353.75	0.020376
354.00	0.018099
354.25	0.016833
354.50	0.015214
354.75	0.019870
355.00	0.018641
355.25	0.019451
355.50	0.015553
355.75	0.020087
356.00	0.019718
356.25	0.018149
356.50	0.018677
356.75	0.016226
357.00	0.015141
357.25	0.018836
357.50	0.018655
357.75	0.019429
358.00	0.016436
358.25	0.020767
358.50	0.019646
358.75	0.018229
359.00	0.019068
359.25	0.019661
359.50	0.017961
359.75	0.020261
360.00	0.020311
360.25	0.021974
360.50	0.021432
360.75	0.021700
361.00	0.023225
361.25	0.020528
361.50	0.020789
361.75	0.022032
362.00	0.019111
362.25	0.020832
362.50	0.019950
362.75	0.019003
363.00	0.023392
363.25	0.023515
363.50	0.021851
363.75	0.021541
364.00	0.023052
364.25	0.024209
364.50	0.021743
364.75	0.021432
365.00	0.020456
365.25	0.024491
365.50	0.024802
365.75	0.026696
366.00	0.026544
366.25	0.022929
366.50	0.024932
366.75	0.022314
367.00	0.024549
367.25	0.021873
367.50	0.024708
367.75	0.022640
368.00	0.022596
368.25	0.023110
368.50	0.023167
368.75	0.021483
369.00	0.023825
369.25	0.026797
369.50	0.024693
369.75	0.025069
370.00	0.023782
370.25	0.025163
370.50	0.020911
370.75	0.025199
371.00	0.025062
371.25	0.024867
