Wavelength (nm)	A16 abs N
210.00	0.44089
211.00	0.39384
212.00	0.36612
213.00	0.35130
214.00	0.34619
215.00	0.34845
216.00	0.35762
217.00	0.37204
218.00	0.39301
219.00	0.41949
220.00	0.45128
221.00	0.48788
222.00	0.52901
223.00	0.57361
224.00	0.62148
225.00	0.67076
226.00	0.72172
227.00	0.77149
228.00	0.82015
229.00	0.86360
230.00	0.90438
231.00	0.94008
232.00	0.96786
233.00	0.98858
234.00	1.0000
235.00	0.99978
236.00	0.98943
237.00	0.96833
238.00	0.93652
239.00	0.89562
240.00	0.84611
241.00	0.78839
242.00	0.72430
243.00	0.65354
244.00	0.57730
245.00	0.50039
246.00	0.42646
247.00	0.36081
248.00	0.30447
249.00	0.25801
250.00	0.21918
251.00	0.18758
252.00	0.16196
253.00	0.14058
254.00	0.12322
255.00	0.10888
256.00	0.097565
257.00	0.088686
258.00	0.081620
259.00	0.076419
260.00	0.072781
261.00	0.070650
262.00	0.069758
263.00	0.070129
264.00	0.071693
265.00	0.073784
266.00	0.077139
267.00	0.081526
268.00	0.085843
269.00	0.091540
270.00	0.098469
271.00	0.10478
272.00	0.11149
273.00	0.12066
274.00	0.12864
275.00	0.13516
276.00	0.14472
277.00	0.15499
278.00	0.16113
279.00	0.16829
280.00	0.18050
281.00	0.18806
282.00	0.18910
283.00	0.19563
284.00	0.20496
285.00	0.20440
286.00	0.20053
287.00	0.20664
288.00	0.21273
289.00	0.20502
290.00	0.19555
291.00	0.19484
292.00	0.18893
293.00	0.16927
294.00	0.15276
295.00	0.14740
296.00	0.14196
297.00	0.12852
298.00	0.11451
299.00	0.10330
300.00	0.086071
301.00	0.064645
302.00	0.046636
303.00	0.033960
304.00	0.024681
305.00	0.017517
306.00	0.012349
307.00	0.0090404
308.00	0.0070462
309.00	0.0055830
310.00	0.0047640
311.00	0.0042370
312.00	0.0037491
313.00	0.0033714
314.00	0.0031341
315.00	0.0030945
316.00	0.0029512
317.00	0.0027080
318.00	0.0028287
319.00	0.0026246
320.00	0.0026541
321.00	0.0028600
322.00	0.0026992
323.00	0.0024334
324.00	0.0022851
325.00	0.0023643
326.00	0.0023026
327.00	0.0023422
328.00	0.0023625
329.00	0.0022035
330.00	0.0021202
331.00	0.0021690
332.00	0.0020962
333.00	0.0020137
334.00	0.0020294
335.00	0.0021280
336.00	0.0020262
337.00	0.0019635
338.00	0.0019396
339.00	0.0019460
340.00	0.0018074
341.00	0.0020239
342.00	0.0019018
343.00	0.0018203
344.00	0.0017194
345.00	0.0017691
346.00	0.0018322
347.00	0.0019184
348.00	0.0017502
349.00	0.0017235
350.00	0.0017263
