Wavelength (nm)	C13 ems 
340.00	0.035156
341.00	0.033863
342.00	0.035749
343.00	0.038617
344.00	0.043294
345.00	0.046813
346.00	0.054362
347.00	0.063371
348.00	0.071751
349.00	0.081252
350.00	0.10117
351.00	0.12207
352.00	0.15191
353.00	0.18515
354.00	0.22412
355.00	0.27097
356.00	0.32757
357.00	0.38318
358.00	0.43874
359.00	0.49837
360.00	0.56093
361.00	0.60216
362.00	0.66500
363.00	0.72501
364.00	0.77080
365.00	0.81720
366.00	0.83274
367.00	0.84436
368.00	0.86868
369.00	0.90068
370.00	0.90965
371.00	0.92621
372.00	0.94694
373.00	0.97555
374.00	0.97169
375.00	0.96966
376.00	0.99334
377.00	1.0000
378.00	0.99410
379.00	0.99903
380.00	0.99232
381.00	0.99167
382.00	0.99109
383.00	0.97498
384.00	0.96714
385.00	0.96278
386.00	0.93030
387.00	0.91841
388.00	0.90309
389.00	0.86938
390.00	0.84885
391.00	0.82897
392.00	0.79502
393.00	0.78347
394.00	0.75256
395.00	0.73395
396.00	0.70686
397.00	0.68459
398.00	0.64913
399.00	0.63854
400.00	0.61170
401.00	0.59568
402.00	0.57401
403.00	0.55140
404.00	0.52389
405.00	0.50183
406.00	0.48081
407.00	0.46553
408.00	0.44284
409.00	0.42113
410.00	0.40614
411.00	0.37670
412.00	0.36560
413.00	0.34843
414.00	0.32529
415.00	0.31379
416.00	0.29686
417.00	0.28414
418.00	0.27059
419.00	0.25369
420.00	0.23761
421.00	0.22931
422.00	0.21771
423.00	0.20799
424.00	0.19429
425.00	0.18462
426.00	0.17807
427.00	0.16291
428.00	0.15840
429.00	0.14746
430.00	0.13994
431.00	0.13132
432.00	0.12587
433.00	0.11736
434.00	0.10913
435.00	0.10486
436.00	0.098772
437.00	0.093389
438.00	0.088666
439.00	0.085546
440.00	0.080541
441.00	0.076851
442.00	0.070993
443.00	0.068426
444.00	0.064355
445.00	0.061765
446.00	0.058626
447.00	0.057515
448.00	0.053181
449.00	0.048617
450.00	0.047708
451.00	0.044065
452.00	0.041180
453.00	0.039404
454.00	0.038173
455.00	0.033807
456.00	0.034017
457.00	0.031826
458.00	0.030545
459.00	0.030218
460.00	0.028234
461.00	0.025291
462.00	0.025975
463.00	0.024457
464.00	0.023533
465.00	0.021530
466.00	0.018989
467.00	0.020278
468.00	0.017907
469.00	0.018102
470.00	0.016141
471.00	0.016377
472.00	0.015751
473.00	0.013598
474.00	0.013452
475.00	0.012822
476.00	0.012394
477.00	0.013367
478.00	0.010186
479.00	0.010629
480.00	0.0097497
481.00	0.010138
482.00	0.0092358
483.00	0.010421
484.00	0.0084836
485.00	0.0081715
486.00	0.0095126
487.00	0.0074757
488.00	0.0082332
489.00	0.0066891
490.00	0.0077682
491.00	0.0059546
492.00	0.0070361
493.00	0.0051416
494.00	0.0058145
495.00	0.0058166
496.00	0.0054855
497.00	0.0053428
498.00	0.0058167
499.00	0.0052450
500.00	0.0044329
