Wavelength (nm)	H11 ems
400.00	0.0015107
400.50	0.0017072
401.00	0.0018028
401.50	0.0018615
402.00	0.0018910
402.50	0.0018835
403.00	0.0018490
403.50	0.0017638
404.00	0.0017652
404.50	0.0017313
405.00	0.0017208
405.50	0.0016971
406.00	0.0017940
406.50	0.0018144
407.00	0.0018947
407.50	0.0019805
408.00	0.0019177
408.50	0.0020889
409.00	0.0020493
409.50	0.0022145
410.00	0.0022708
410.50	0.0023148
411.00	0.0024141
411.50	0.0025020
412.00	0.0024806
412.50	0.0025867
413.00	0.0027193
413.50	0.0027105
414.00	0.0027173
414.50	0.0029049
415.00	0.0029014
415.50	0.0030214
416.00	0.0030907
416.50	0.0031539
417.00	0.0032563
417.50	0.0033830
418.00	0.0033867
418.50	0.0035514
419.00	0.0036163
419.50	0.0037701
420.00	0.0038305
420.50	0.0038845
421.00	0.0041036
421.50	0.0041582
422.00	0.0043883
422.50	0.0045705
423.00	0.0047029
423.50	0.0052207
424.00	0.0055392
424.50	0.0062619
425.00	0.0066559
425.50	0.0077212
426.00	0.0081581
426.50	0.0090440
427.00	0.0096320
427.50	0.0098756
428.00	0.010074
428.50	0.0097200
429.00	0.0095398
429.50	0.0092843
430.00	0.0092979
430.50	0.0094144
431.00	0.0097839
431.50	0.010395
432.00	0.010850
432.50	0.011804
433.00	0.012449
433.50	0.013654
434.00	0.014432
434.50	0.016003
435.00	0.016965
435.50	0.018609
436.00	0.019619
436.50	0.021536
437.00	0.022776
437.50	0.025305
438.00	0.026549
438.50	0.029353
439.00	0.031122
439.50	0.034479
440.00	0.036689
440.50	0.040245
441.00	0.043029
441.50	0.048092
442.00	0.050647
442.50	0.055486
443.00	0.059215
443.50	0.066239
444.00	0.069841
444.50	0.076327
445.00	0.081637
445.50	0.090221
446.00	0.094946
446.50	0.10408
447.00	0.11059
447.50	0.12242
448.00	0.12841
448.50	0.14084
449.00	0.14878
449.50	0.16424
450.00	0.17293
450.50	0.18927
451.00	0.19998
451.50	0.21971
452.00	0.23127
452.50	0.24981
453.00	0.26498
453.50	0.28893
454.00	0.29965
454.50	0.32449
455.00	0.34172
455.50	0.36942
456.00	0.38367
456.50	0.40871
457.00	0.42753
457.50	0.45615
458.00	0.47330
458.50	0.50082
459.00	0.52040
459.50	0.55155
460.00	0.56453
460.50	0.59121
461.00	0.61115
461.50	0.63628
462.00	0.65527
462.50	0.67735
463.00	0.69788
463.50	0.72388
464.00	0.73762
464.50	0.75947
465.00	0.77599
465.50	0.80010
466.00	0.81337
466.50	0.83431
467.00	0.84943
467.50	0.86941
468.00	0.87964
468.50	0.89719
469.00	0.90676
469.50	0.92343
470.00	0.93332
470.50	0.94238
471.00	0.95449
471.50	0.96618
472.00	0.96994
472.50	0.97838
473.00	0.98448
473.50	0.98978
474.00	0.99579
474.50	0.99851
475.00	0.99795
475.50	1.0000
476.00	0.99997
476.50	0.99921
477.00	0.99691
477.50	0.99303
478.00	0.99000
478.50	0.98261
479.00	0.97676
479.50	0.96982
480.00	0.96665
480.50	0.95475
481.00	0.94985
481.50	0.93783
482.00	0.93214
482.50	0.92069
483.00	0.91184
483.50	0.89991
484.00	0.89386
484.50	0.88340
485.00	0.87414
485.50	0.86200
486.00	0.85674
486.50	0.84367
487.00	0.83242
487.50	0.82039
488.00	0.81230
488.50	0.80232
489.00	0.79284
489.50	0.78136
490.00	0.77572
490.50	0.76205
491.00	0.75381
491.50	0.74061
492.00	0.73532
492.50	0.72509
493.00	0.71689
493.50	0.70384
494.00	0.69854
494.50	0.68848
495.00	0.67949
495.50	0.66823
496.00	0.66226
496.50	0.65078
497.00	0.64558
497.50	0.63389
498.00	0.62778
498.50	0.61889
499.00	0.61210
499.50	0.59993
500.00	0.59532
500.50	0.58609
501.00	0.57966
501.50	0.56976
502.00	0.56442
502.50	0.55664
503.00	0.54878
503.50	0.54052
504.00	0.53445
504.50	0.52694
505.00	0.52067
505.50	0.50950
506.00	0.50690
506.50	0.49887
507.00	0.49360
507.50	0.48549
508.00	0.48115
508.50	0.47500
509.00	0.46860
509.50	0.46175
510.00	0.45753
510.50	0.45214
511.00	0.44582
511.50	0.43885
512.00	0.43425
512.50	0.42902
513.00	0.42546
513.50	0.41670
514.00	0.41401
514.50	0.40724
515.00	0.40148
515.50	0.39437
516.00	0.39172
516.50	0.38456
517.00	0.38180
517.50	0.37316
518.00	0.37058
518.50	0.36356
519.00	0.35792
519.50	0.35176
520.00	0.34954
520.50	0.34217
521.00	0.33799
521.50	0.33189
522.00	0.32905
522.50	0.32173
523.00	0.31730
523.50	0.31087
524.00	0.30755
524.50	0.30132
525.00	0.29634
525.50	0.28951
526.00	0.28755
526.50	0.28112
527.00	0.27667
527.50	0.26964
528.00	0.26781
528.50	0.26126
529.00	0.25681
529.50	0.25155
530.00	0.24805
530.50	0.24296
531.00	0.23932
