Wavelength (nm)	H11 ems
531.50	0.23292
532.00	0.23096
532.50	0.22594
533.00	0.22124
533.50	0.21728
534.00	0.21503
534.50	0.21005
535.00	0.20627
535.50	0.20164
536.00	0.20101
536.50	0.19649
537.00	0.19377
537.50	0.18836
538.00	0.18720
538.50	0.18284
539.00	0.18099
539.50	0.17663
540.00	0.17411
540.50	0.17118
541.00	0.16870
541.50	0.16432
542.00	0.16280
542.50	0.15997
543.00	0.15747
543.50	0.15408
544.00	0.15216
544.50	0.14840
545.00	0.14714
545.50	0.14424
546.00	0.14273
546.50	0.13857
547.00	0.13755
547.50	0.13507
548.00	0.13217
548.50	0.13029
549.00	0.12875
549.50	0.12518
550.00	0.12434
550.50	0.12142
551.00	0.11971
551.50	0.11699
552.00	0.11629
552.50	0.11279
553.00	0.11166
553.50	0.10955
554.00	0.10860
554.50	0.10565
555.00	0.10418
555.50	0.10191
556.00	0.10116
556.50	0.099377
557.00	0.097896
557.50	0.095562
558.00	0.094247
558.50	0.093372
559.00	0.091542
559.50	0.089895
560.00	0.088425
560.50	0.087074
561.00	0.085853
561.50	0.083929
562.00	0.082871
562.50	0.081228
563.00	0.080651
563.50	0.079061
564.00	0.077293
564.50	0.076673
565.00	0.075041
565.50	0.073076
566.00	0.073154
566.50	0.071122
567.00	0.070261
567.50	0.069463
568.00	0.068368
568.50	0.066791
569.00	0.066039
569.50	0.064251
570.00	0.063676
570.50	0.062379
571.00	0.061468
571.50	0.060220
572.00	0.059336
572.50	0.058283
573.00	0.057791
573.50	0.056326
574.00	0.055242
574.50	0.054552
575.00	0.053248
575.50	0.052614
576.00	0.051984
576.50	0.050903
577.00	0.049817
577.50	0.048427
578.00	0.047917
578.50	0.047480
579.00	0.045888
579.50	0.045334
580.00	0.044579
580.50	0.044115
581.00	0.043070
581.50	0.042380
582.00	0.041875
582.50	0.041135
583.00	0.040679
583.50	0.039859
584.00	0.039248
584.50	0.038568
585.00	0.037874
585.50	0.037208
586.00	0.036614
586.50	0.035939
587.00	0.034934
587.50	0.034567
588.00	0.034028
588.50	0.033643
589.00	0.033107
589.50	0.032257
590.00	0.032446
590.50	0.031067
591.00	0.030640
591.50	0.029840
592.00	0.029476
592.50	0.029565
593.00	0.028627
593.50	0.028023
594.00	0.027732
594.50	0.027317
595.00	0.027016
595.50	0.026102
596.00	0.026100
596.50	0.025520
597.00	0.025264
597.50	0.025068
598.00	0.024608
598.50	0.024078
599.00	0.023285
599.50	0.022816
600.00	0.022653
