Wavelength (nm)	B12 abs N
205.00	0.90020
206.00	0.88530
207.00	0.87528
208.00	0.87161
209.00	0.87166
210.00	0.87245
211.00	0.87758
212.00	0.88499
213.00	0.89391
214.00	0.90554
215.00	0.91888
216.00	0.93165
217.00	0.94552
218.00	0.95826
219.00	0.97080
220.00	0.98199
221.00	0.99136
222.00	0.99701
223.00	1.0000
224.00	0.99993
225.00	0.99634
226.00	0.98890
227.00	0.98118
228.00	0.97168
229.00	0.96343
230.00	0.95427
231.00	0.94695
232.00	0.93847
233.00	0.93054
234.00	0.92134
235.00	0.91249
236.00	0.90113
237.00	0.88594
238.00	0.86731
239.00	0.84627
240.00	0.82006
241.00	0.79080
242.00	0.75921
243.00	0.72422
244.00	0.68831
245.00	0.65306
246.00	0.61677
247.00	0.58121
248.00	0.54658
249.00	0.51428
250.00	0.48354
251.00	0.45598
252.00	0.43176
253.00	0.40992
254.00	0.39090
255.00	0.37432
256.00	0.36013
257.00	0.34785
258.00	0.33735
259.00	0.32850
260.00	0.31981
261.00	0.31279
262.00	0.30669
263.00	0.30117
264.00	0.29620
265.00	0.29156
266.00	0.28714
267.00	0.28263
268.00	0.27842
269.00	0.27410
270.00	0.27078
271.00	0.26779
272.00	0.26500
273.00	0.26194
274.00	0.25896
275.00	0.25603
276.00	0.25279
277.00	0.24965
278.00	0.24687
279.00	0.24393
280.00	0.24103
281.00	0.23829
282.00	0.23530
283.00	0.23231
284.00	0.22950
285.00	0.22629
286.00	0.22337
287.00	0.22015
288.00	0.21673
289.00	0.21334
290.00	0.20980
291.00	0.20644
292.00	0.20251
293.00	0.19910
294.00	0.19568
295.00	0.19172
296.00	0.18838
297.00	0.18477
298.00	0.18117
299.00	0.17758
300.00	0.17394
301.00	0.17046
302.00	0.16650
303.00	0.16259
304.00	0.15827
305.00	0.15393
306.00	0.14943
307.00	0.14473
308.00	0.13982
309.00	0.13491
310.00	0.12960
311.00	0.12456
312.00	0.11957
313.00	0.11445
314.00	0.11001
315.00	0.10576
316.00	0.10167
317.00	0.098046
318.00	0.093795
319.00	0.089708
320.00	0.085560
321.00	0.081139
322.00	0.077039
323.00	0.072908
324.00	0.068909
325.00	0.064436
326.00	0.060628
327.00	0.057213
328.00	0.053907
329.00	0.051410
330.00	0.049070
331.00	0.047352
332.00	0.045841
333.00	0.044030
334.00	0.041402
335.00	0.038318
336.00	0.035141
337.00	0.031815
338.00	0.028827
339.00	0.025724
340.00	0.023490
341.00	0.021244
342.00	0.019254
343.00	0.017468
344.00	0.015765
345.00	0.014190
346.00	0.013000
347.00	0.011766
348.00	0.011005
349.00	0.010181
350.00	0.0093427
351.00	0.0085997
352.00	0.0075344
353.00	0.0070788
354.00	0.0067744
355.00	0.0062582
356.00	0.0058148
357.00	0.0052727
358.00	0.0049345
359.00	0.0046903
360.00	0.0045865
361.00	0.0042225
362.00	0.0037903
363.00	0.0035949
364.00	0.0032488
365.00	0.0028434
366.00	0.0030045
367.00	0.0029467
368.00	0.0028664
369.00	0.0027180
370.00	0.0022854
371.00	0.0020886
372.00	0.0020740
373.00	0.0020228
374.00	0.0021769
375.00	0.0020956
376.00	0.0018941
377.00	0.0020867
378.00	0.0016799
379.00	0.0016100
380.00	0.0018537
381.00	0.0019218
382.00	0.0014023
383.00	0.0013117
384.00	0.0016156
385.00	0.0014676
386.00	0.0010341
387.00	0.0012135
388.00	0.0013662
389.00	0.0012027
390.00	0.00083353
391.00	0.00077998
392.00	0.0010402
393.00	0.0010928
394.00	0.0010148
395.00	0.00067289
396.00	0.00058082
397.00	0.00048547
398.00	0.00072737
399.00	0.00079501
400.00	0.00067946
