Wavelength (nm)	S09 abs N
558.06	0.0028209
558.25	0.0015346
558.44	0.0039925
558.62	0.0031520
558.81	0.0036168
559.00	0.0016429
559.19	0.0022414
559.37	0.0039479
559.56	0.0029355
559.75	0.0035914
559.94	0.0019803
560.13	0.0024706
560.31	0.0017766
560.50	0.0024197
560.69	0.00020376
560.87	0.0012162
561.06	0.0020440
561.25	0.0018594
561.44	0.0027190
561.62	0.0036041
561.81	0.0041008
562.00	0.0022350
562.19	0.0028973
562.37	0.0015983
562.56	0.0033685
562.75	0.0011016
562.94	0.0013308
563.12	0.0014136
563.31	0.0034003
563.50	0.0021395
563.69	0.0024006
563.87	0.0015728
564.06	0.0010570
564.25	0.0017384
564.44	0.0027381
564.63	0.00063676
564.81	0.00058582
565.00	0.0013436
565.19	0.00082143
565.38	0.0022924
565.56	0.0021968
565.75	0.0016110
565.94	0.0010379
566.12	0.0020822
566.31	0.0019612
566.50	0.0030119
566.69	0.0012863
566.88	0.00038206
567.06	0.0023624
567.25	0.0032793
567.44	0.0024388
567.63	0.0023115
567.81	0.0012863
568.00	0.0018594
568.19	0.0022669
568.37	0.0018976
568.56	0.0025216
568.75	0.0014327
568.94	0.0012544
569.13	0.0015091
569.31	0.0026935
569.50	0.0018657
569.69	0.0029482
569.87	0.0029482
570.06	0.00061766
570.25	0.0014518
570.44	0.0020313
570.62	0.0040880
570.81	0.00099972
571.00	0.0025662
571.19	0.0019740
571.37	0.0013117
571.56	0.0019612
571.75	0.0014900
571.94	0.0012926
572.12	0.0024388
572.31	0.0022032
572.50	0.0012162
572.69	0.0021777
572.87	0.0024070
573.06	0.0022350
573.25	0.0012226
573.44	0.0013881
573.62	0.0034131
573.81	0.0032411
574.00	0.0025980
574.19	0.0021141
574.38	0.0025662
574.56	0.0027508
574.75	0.0024515
574.94	0.0020886
575.13	0.0031966
575.31	0.0019294
575.50	0.0017575
575.69	0.00092968
575.87	0.0016556
576.06	0.0036678
576.25	0.0017129
576.44	0.0018912
576.63	0.0017447
576.81	0.0020058
577.00	0.0020631
577.19	0.0023942
577.37	0.0033749
577.56	0.0033175
577.75	0.0024452
577.94	0.0034194
578.12	0.0022414
578.31	0.0025662
578.50	0.0030565
578.69	0.0033621
578.88	0.0023433
579.06	0.0017702
