Wavelength (nm)	I21 abs N
220.00	0.43714
220.25	0.43982
220.50	0.43865
220.75	0.43928
221.00	0.43349
221.25	0.43741
221.50	0.43513
221.75	0.43151
222.00	0.43411
222.25	0.43020
222.50	0.43721
222.75	0.43486
223.00	0.43012
223.25	0.42419
223.50	0.42695
223.75	0.42638
224.00	0.42212
224.25	0.42600
224.50	0.42444
224.75	0.41946
225.00	0.42175
225.25	0.42441
225.50	0.41855
225.75	0.41422
226.00	0.41532
226.25	0.41519
226.50	0.41279
226.75	0.41921
227.00	0.41081
227.25	0.41150
227.50	0.41088
227.75	0.40966
228.00	0.40460
228.25	0.41347
228.50	0.40435
228.75	0.40276
229.00	0.40445
229.25	0.40123
229.50	0.40023
229.75	0.39109
230.00	0.39232
230.25	0.39090
230.50	0.38677
230.75	0.38288
231.00	0.38038
231.25	0.38458
231.50	0.37891
231.75	0.37506
232.00	0.37423
232.25	0.36912
232.50	0.36861
232.75	0.36188
233.00	0.36227
233.25	0.35923
233.50	0.35705
233.75	0.34942
234.00	0.34971
234.25	0.35012
234.50	0.34426
234.75	0.34252
235.00	0.33740
235.25	0.34147
235.50	0.33658
235.75	0.33176
236.00	0.33099
236.25	0.32948
236.50	0.32586
236.75	0.33116
237.00	0.32116
237.25	0.32250
237.50	0.32018
237.75	0.32147
238.00	0.31682
238.25	0.31431
238.50	0.31087
238.75	0.31428
239.00	0.31596
239.25	0.30630
239.50	0.30902
239.75	0.31062
240.00	0.30931
240.25	0.30873
240.50	0.30373
240.75	0.30468
241.00	0.30152
241.25	0.30346
241.50	0.30553
241.75	0.30354
242.00	0.29975
242.25	0.30328
242.50	0.29957
242.75	0.30506
243.00	0.30336
243.25	0.30368
243.50	0.30334
243.75	0.30839
244.00	0.30352
244.25	0.30663
244.50	0.30260
244.75	0.30230
245.00	0.30399
245.25	0.30016
245.50	0.30570
245.75	0.30976
246.00	0.30758
246.25	0.30763
246.50	0.30521
246.75	0.30572
247.00	0.31275
247.25	0.31119
247.50	0.31636
247.75	0.31183
248.00	0.30925
248.25	0.31448
248.50	0.31694
248.75	0.31834
249.00	0.32122
249.25	0.31791
249.50	0.32243
249.75	0.32022
250.00	0.32385
250.25	0.32399
250.50	0.32765
250.75	0.32555
251.00	0.32822
251.25	0.33033
251.50	0.33180
251.75	0.33262
252.00	0.33124
252.25	0.33332
252.50	0.33522
252.75	0.33781
253.00	0.34189
253.25	0.34531
253.50	0.34826
253.75	0.34759
254.00	0.35094
254.25	0.34924
254.50	0.35310
254.75	0.36104
255.00	0.36066
255.25	0.36597
255.50	0.37032
255.75	0.36650
256.00	0.36929
256.25	0.37635
256.50	0.38078
256.75	0.38156
257.00	0.38735
257.25	0.38448
257.50	0.38750
257.75	0.38798
258.00	0.39708
258.25	0.39918
258.50	0.40442
258.75	0.40704
259.00	0.41153
259.25	0.41422
259.50	0.41455
259.75	0.41709
260.00	0.42470
260.25	0.42385
260.50	0.42342
260.75	0.42881
261.00	0.43015
261.25	0.44034
261.50	0.44398
261.75	0.44715
262.00	0.45343
262.25	0.45032
262.50	0.45318
262.75	0.46202
263.00	0.46595
263.25	0.46560
263.50	0.47124
263.75	0.47420
264.00	0.48273
264.25	0.48347
264.50	0.49109
264.75	0.49204
265.00	0.50112
265.25	0.49603
265.50	0.50466
265.75	0.50806
266.00	0.51165
266.25	0.51240
266.50	0.51257
266.75	0.51903
267.00	0.51906
267.25	0.52103
267.50	0.52130
267.75	0.52059
268.00	0.52819
268.25	0.52229
268.50	0.52473
268.75	0.52829
269.00	0.52534
269.25	0.52287
269.50	0.52572
269.75	0.51703
270.00	0.51345
270.25	0.51555
270.50	0.50670
270.75	0.50304
271.00	0.49555
271.25	0.49330
271.50	0.48897
271.75	0.47480
272.00	0.46998
272.25	0.46457
272.50	0.46340
272.75	0.45092
273.00	0.44502
273.25	0.43786
273.50	0.43680
273.75	0.42868
274.00	0.41955
274.25	0.40836
274.50	0.40037
274.75	0.38893
275.00	0.38439
275.25	0.37617
275.50	0.37231
275.75	0.35644
276.00	0.35819
276.25	0.34902
276.50	0.34615
276.75	0.33564
277.00	0.32343
277.25	0.32112
277.50	0.31355
277.75	0.30656
278.00	0.30197
278.25	0.29645
278.50	0.28683
278.75	0.28784
279.00	0.27164
279.25	0.27302
279.50	0.26107
279.75	0.25991
280.00	0.25409
280.25	0.25408
280.50	0.24682
280.75	0.24236
281.00	0.23896
281.25	0.23347
281.50	0.23271
281.75	0.22959
282.00	0.22652
282.25	0.21425
282.50	0.21676
282.75	0.20926
283.00	0.21090
283.25	0.20699
283.50	0.20457
283.75	0.20065
284.00	0.19935
284.25	0.19597
284.50	0.19523
284.75	0.19216
285.00	0.19017
285.25	0.19207
285.50	0.19043
285.75	0.18080
286.00	0.17959
286.25	0.18081
286.50	0.17678
286.75	0.17279
287.00	0.17104
287.25	0.17191
287.50	0.17178
287.75	0.16535
288.00	0.16417
288.25	0.15787
288.50	0.16140
288.75	0.16542
289.00	0.15994
289.25	0.15934
289.50	0.15608
289.75	0.16170
290.00	0.15792
290.25	0.15457
290.50	0.15280
290.75	0.14674
291.00	0.15320
291.25	0.14953
291.50	0.15325
291.75	0.15025
292.00	0.14627
292.25	0.14900
292.50	0.14780
292.75	0.14444
293.00	0.14864
293.25	0.15437
293.50	0.15085
293.75	0.14387
294.00	0.14473
294.25	0.14317
294.50	0.14935
294.75	0.14841
295.00	0.14809
295.25	0.15056
295.50	0.15220
295.75	0.14756
296.00	0.14756
296.25	0.14853
296.50	0.15070
296.75	0.14620
297.00	0.14921
297.25	0.15190
297.50	0.14440
297.75	0.15090
298.00	0.15206
298.25	0.14944
298.50	0.15805
298.75	0.15364
299.00	0.15615
299.25	0.15326
299.50	0.15373
299.75	0.16176
300.00	0.15499
300.25	0.15813
300.50	0.15731
300.75	0.15675
301.00	0.15780
301.25	0.16278
301.50	0.16039
301.75	0.16388
302.00	0.16472
302.25	0.16354
302.50	0.16311
302.75	0.16681
303.00	0.16471
303.25	0.16529
303.50	0.16354
303.75	0.16949
304.00	0.16830
304.25	0.16624
304.50	0.17013
304.75	0.16591
305.00	0.16891
305.25	0.16899
305.50	0.17042
305.75	0.16621
306.00	0.17049
306.25	0.17206
306.50	0.16978
306.75	0.17547
307.00	0.17497
307.25	0.17289
307.50	0.17456
307.75	0.18005
308.00	0.17429
308.25	0.17805
308.50	0.17792
308.75	0.17900
309.00	0.18092
309.25	0.17821
309.50	0.18553
309.75	0.18060
310.00	0.18714
310.25	0.18633
310.50	0.19112
310.75	0.18915
311.00	0.19243
311.25	0.18578
311.50	0.18995
311.75	0.19186
312.00	0.19825
312.25	0.19693
312.50	0.19525
312.75	0.19813
313.00	0.19746
313.25	0.19907
313.50	0.19909
313.75	0.19582
314.00	0.20330
314.25	0.19585
314.50	0.20471
314.75	0.20436
315.00	0.19793
315.25	0.20728
315.50	0.20798
315.75	0.20547
316.00	0.20575
316.25	0.20841
316.50	0.20910
316.75	0.21113
317.00	0.20580
317.25	0.21059
317.50	0.21726
317.75	0.21173
318.00	0.20802
318.25	0.21247
318.50	0.21743
318.75	0.21290
319.00	0.21463
319.25	0.22062
319.50	0.21050
319.75	0.21726
320.00	0.21654
320.25	0.21476
320.50	0.21716
320.75	0.21626
321.00	0.21861
321.25	0.22042
321.50	0.21647
321.75	0.21687
322.00	0.21726
322.25	0.21961
322.50	0.21771
322.75	0.21381
323.00	0.21736
323.25	0.22068
323.50	0.21790
323.75	0.22099
324.00	0.21508
324.25	0.21459
324.50	0.21641
324.75	0.21243
325.00	0.21283
325.25	0.21180
325.50	0.21252
325.75	0.21015
326.00	0.21125
326.25	0.20513
326.50	0.20787
326.75	0.20250
327.00	0.20897
327.25	0.20245
327.50	0.19867
327.75	0.19782
328.00	0.19728
328.25	0.20048
328.50	0.19472
328.75	0.19592
329.00	0.19389
329.25	0.19430
329.50	0.19070
329.75	0.18505
330.00	0.18897
330.25	0.18690
330.50	0.18716
330.75	0.18423
331.00	0.17717
331.25	0.18043
331.50	0.18430
331.75	0.17897
332.00	0.16666
332.25	0.17013
332.50	0.16717
332.75	0.16677
333.00	0.16669
333.25	0.17011
333.50	0.16592
333.75	0.16366
