Wavelength (nm)	Q09 abs N
300.00	0.032748
300.25	0.030703
300.50	0.031749
300.75	0.027435
301.00	0.029328
301.25	0.029069
301.50	0.035076
301.75	0.027165
302.00	0.029093
302.25	0.025272
302.50	0.025907
302.75	0.022075
303.00	0.020641
303.25	0.025743
303.50	0.031303
303.75	0.030198
304.00	0.028035
304.25	0.024003
304.50	0.022334
304.75	0.029504
305.00	0.023110
305.25	0.018525
305.50	0.028611
305.75	0.026507
306.00	0.023039
306.25	0.022134
306.50	0.029504
306.75	0.027400
307.00	0.028717
307.25	0.020900
307.50	0.025778
307.75	0.028858
308.00	0.023074
308.25	0.028728
308.50	0.029445
308.75	0.026765
309.00	0.024179
309.25	0.032537
309.50	0.023639
309.75	0.020582
310.00	0.037568
310.25	0.028023
310.50	0.032572
310.75	0.033054
311.00	0.025319
311.25	0.030374
311.50	0.031879
311.75	0.028599
312.00	0.030092
312.25	0.035746
312.50	0.019912
312.75	0.030174
313.00	0.034512
313.25	0.023674
313.50	0.029116
313.75	0.026036
314.00	0.029163
314.25	0.024003
314.50	0.020065
314.75	0.023450
315.00	0.027553
315.25	0.028164
315.50	0.029140
315.75	0.030527
316.00	0.028047
316.25	0.028999
316.50	0.038837
316.75	0.024426
317.00	0.025719
317.25	0.033736
317.50	0.032043
317.75	0.020641
318.00	0.022663
318.25	0.031608
318.50	0.025543
318.75	0.029810
319.00	0.031808
319.25	0.031655
319.50	0.023603
319.75	0.033477
320.00	0.036063
320.25	0.032725
320.50	0.031291
320.75	0.028082
321.00	0.025343
321.25	0.022510
321.50	0.030868
321.75	0.033124
322.00	0.030221
322.25	0.032114
322.50	0.021605
322.75	0.036333
323.00	0.020230
323.25	0.034641
323.50	0.030139
323.75	0.025884
324.00	0.029328
324.25	0.027612
324.50	0.023932
324.75	0.017773
325.00	0.032666
325.25	0.024015
325.50	0.026025
325.75	0.028893
326.00	0.023991
326.25	0.020829
326.50	0.026248
326.75	0.032407
327.00	0.026742
327.25	0.027118
327.50	0.025555
327.75	0.019630
328.00	0.027094
328.25	0.025143
328.50	0.019137
328.75	0.023650
329.00	0.021288
329.25	0.018819
329.50	0.019807
329.75	0.019642
330.00	0.022087
330.25	0.013224
330.50	0.0045961
330.75	0.013259
331.00	0.018854
331.25	0.019348
331.50	0.010873
331.75	0.024779
332.00	0.025413
332.25	0.015880
332.50	0.026977
332.75	0.023368
333.00	0.021676
333.25	0.019278
333.50	0.027823
333.75	0.013059
334.00	0.025049
334.25	0.018419
334.50	0.022675
334.75	0.011049
335.00	0.021323
335.25	0.023450
335.50	0.016903
335.75	0.010744
336.00	0.014599
336.25	0.022310
336.50	0.016374
336.75	0.018161
337.00	0.023721
337.25	0.018255
337.50	0.015904
337.75	0.011860
338.00	0.020194
338.25	0.017256
338.50	0.018055
338.75	0.018878
339.00	0.015704
339.25	0.015375
339.50	0.012519
339.75	0.014658
340.00	0.017385
340.25	0.016445
340.50	0.015916
340.75	0.013271
341.00	0.013941
341.25	0.015551
341.50	0.018408
341.75	0.011508
342.00	0.017456
342.25	0.020947
342.50	0.013459
342.75	0.018278
343.00	0.014634
343.25	0.018995
343.50	0.016609
343.75	0.013012
344.00	0.018760
344.25	0.018937
344.50	0.015751
344.75	0.016069
345.00	0.015728
345.25	0.015504
