Wavelength (nm)	F04 abs N
200.00	0.75458
200.25	0.76834
200.50	0.77108
200.75	0.77753
201.00	0.78440
201.25	0.77254
201.50	0.77516
201.75	0.78552
202.00	0.80179
202.25	0.78230
202.50	0.81667
202.75	0.80939
203.00	0.82019
203.25	0.84685
203.50	0.84416
203.75	0.82165
204.00	0.84938
204.25	0.85689
204.50	0.86773
204.75	0.88065
205.00	0.89319
205.25	0.90000
205.50	0.88915
205.75	0.91128
206.00	0.90944
206.25	0.92036
206.50	0.91124
206.75	0.94040
207.00	0.93979
207.25	0.95114
207.50	0.95386
207.75	0.93141
208.00	0.97361
208.25	0.95249
208.50	0.96212
208.75	0.95876
209.00	0.97539
209.25	0.98356
209.50	0.97598
209.75	0.98382
210.00	0.98320
210.25	0.99876
210.50	0.99272
210.75	1.0000
211.00	0.98854
211.25	0.98720
211.50	0.96870
211.75	0.98665
212.00	0.97698
212.25	0.96841
212.50	0.97328
212.75	0.97965
213.00	0.96712
213.25	0.96978
213.50	0.95211
213.75	0.95388
214.00	0.93893
214.25	0.93513
214.50	0.92417
214.75	0.90680
215.00	0.90904
215.25	0.91315
215.50	0.89613
215.75	0.89009
216.00	0.87472
216.25	0.86796
216.50	0.88282
216.75	0.85240
217.00	0.82350
217.25	0.83660
217.50	0.81629
217.75	0.80715
218.00	0.78502
218.25	0.76518
218.50	0.76021
218.75	0.74244
219.00	0.71910
219.25	0.70385
219.50	0.69092
219.75	0.67246
220.00	0.65797
220.25	0.64119
220.50	0.62030
220.75	0.60056
221.00	0.59293
221.25	0.57227
221.50	0.55524
221.75	0.53736
222.00	0.51597
222.25	0.49490
222.50	0.47595
222.75	0.46274
223.00	0.45421
223.25	0.43181
223.50	0.41055
223.75	0.39681
224.00	0.37861
224.25	0.36034
224.50	0.35302
224.75	0.33027
225.00	0.31201
225.25	0.30012
225.50	0.28547
225.75	0.27478
226.00	0.26009
226.25	0.24995
226.50	0.22998
226.75	0.22025
227.00	0.20565
227.25	0.19281
227.50	0.18297
227.75	0.17168
228.00	0.15889
228.25	0.14875
228.50	0.13998
228.75	0.12780
229.00	0.11720
229.25	0.10967
229.50	0.10395
229.75	0.086794
230.00	0.082080
230.25	0.078391
230.50	0.077569
230.75	0.063635
231.00	0.058793
231.25	0.059370
231.50	0.048851
231.75	0.043650
232.00	0.044340
232.25	0.034405
232.50	0.034517
232.75	0.026170
233.00	0.025232
233.25	0.028486
233.50	0.025400
233.75	0.023258
234.00	0.020958
234.25	0.014681
234.50	0.017039
234.75	0.017775
235.00	0.020862
235.25	0.012312
235.50	0.010996
235.75	0.0062617
236.00	0.011891
236.25	0.010999
236.50	0.0090656
236.75	0.010213
237.00	0.0081514
237.25	0.0091343
237.50	0.015698
237.75	0.0094347
238.00	0.0079817
238.25	0.0083953
238.50	0.0075376
238.75	0.0039667
239.00	0.0050173
239.25	0.0080281
239.50	0.0046529
239.75	0.012088
240.00	0.0064397
240.25	0.0049255
240.50	0.0040316
240.75	0.00059251
241.00	0.0076692
241.25	0.0041754
241.50	0.0083192
241.75	0.0059557
242.00	0.0064796
242.25	0.0013334
242.50	0.0030859
242.75	0.0081505
243.00	0.0086085
243.25	0.0046019
243.50	0.0084722
243.75	0.0028522
244.00	0.0038249
244.25	0.0076915
244.50	0.0071537
244.75	0.0056664
245.00	0.0015865
245.25	0.0055801
245.50	0.0019648
245.75	0.0013083
246.00	0.00098751
246.25	0.0011915
246.50	0.0075672
246.75	0.0065732
247.00	0.010190
247.25	0.0067336
247.50	0.0080883
247.75	0.0082070
248.00	0.0092390
248.25	0.0049543
248.50	0.0021716
248.75	0.0010747
249.00	0.0071157
249.25	0.0071731
249.50	0.0095766
249.75	0.0041466
250.00	0.0047048
250.25	0.0045889
250.50	0.00072418
250.75	0.0011303
251.00	0.0042616
251.25	0.0087198
251.50	0.0061291
251.75	0.0033872
252.00	0.0048587
252.25	0.011020
252.50	0.0040214
252.75	0.0074884
253.00	0.0046038
253.25	0.0075756
253.50	0.011652
253.75	0.0091157
254.00	0.0077239
254.25	0.0039565
254.50	0.0078111
254.75	0.0097843
255.00	0.0028717
255.25	0.0022059
255.50	0.0047818
255.75	0.0072993
256.00	0.0083888
256.25	0.0056738
256.50	0.0030534
256.75	0.0076015
257.00	0.012241
257.25	0.0032426
257.50	0.0059390
257.75	0.0069033
258.00	0.010011
258.25	0.0054197
258.50	0.0021345
258.75	0.0057350
259.00	0.0015160
259.25	0.0050822
259.50	0.0032444
259.75	0.011125
260.00	0.0085316
260.25	0.0027799
260.50	0.0052714
260.75	0.0074615
261.00	0.0068152
261.25	0.0060549
261.50	0.0076664
261.75	0.011363
262.00	0.0021605
262.25	0.0052630
262.50	0.0060484
262.75	0.0070906
263.00	0.0039352
263.25	0.0077017
263.50	0.0052927
263.75	0.0039705
264.00	0.0048309
264.25	0.0050637
264.50	0.0021688
264.75	0.0057174
265.00	0.010049
265.25	0.0043868
265.50	0.0079492
265.75	0.0053205
266.00	0.0085380
266.25	0.0086799
266.50	0.0029338
266.75	0.0094356
267.00	0.0089331
267.25	0.0059779
267.50	0.0022430
267.75	0.0089924
268.00	0.0072677
268.25	0.0034901
268.50	0.0090814
268.75	0.0010181
269.00	0.0029171
269.25	0.0087912
269.50	0.010879
269.75	0.0026232
270.00	0.0061031
270.25	0.0053687
270.50	0.0072612
270.75	0.0071518
271.00	0.0077453
271.25	0.0047132
271.50	0.0061244
271.75	0.011523
272.00	0.00037368
272.25	0.0053567
272.50	0.0084722
272.75	0.0052148
273.00	-0.00010756
273.25	0.0098686
273.50	0.0061346
273.75	0.0085705
274.00	0.0061958
274.25	0.0068124
274.50	0.0074374
274.75	0.0059649
275.00	0.0025444
275.25	0.0053252
275.50	0.0061940
275.75	0.0044285
276.00	0.0058555
276.25	0.014712
276.50	0.0035356
276.75	0.0067438
277.00	0.0046028
277.25	0.0058787
277.50	0.0071398
277.75	0.0050173
278.00	0.0094532
278.25	0.0060095
278.50	0.0075014
278.75	0.0059371
279.00	0.0077536
279.25	0.0074152
279.50	0.0065649
279.75	0.010954
280.00	0.0040103
280.25	0.0049784
280.50	0.0067040
280.75	0.0036914
281.00	0.0086540
281.25	0.0060373
281.50	0.0060503
281.75	0.0042635
282.00	0.0093930
282.25	0.0050053
282.50	0.011493
282.75	0.0091083
283.00	0.0070322
283.25	0.0093698
283.50	0.0069284
283.75	0.0053094
284.00	0.0057415
284.25	0.010876
284.50	0.0077712
284.75	0.0083702
285.00	0.0064397
285.25	-0.00092075
285.50	0.0084527
285.75	0.0042440
286.00	0.0074059
286.25	0.0074179
286.50	0.0084806
286.75	0.0042894
287.00	0.0084342
287.25	0.0082274
287.50	0.0081764
287.75	0.0018211
288.00	0.011177
288.25	0.0074764
288.50	0.0078918
288.75	0.0074216
289.00	0.0061847
289.25	0.0081616
289.50	0.0045769
289.75	0.0068811
290.00	0.0093383
290.25	0.0081328
290.50	0.0028003
290.75	0.0045954
291.00	0.012496
291.25	0.0047150
291.50	0.0054132
291.75	0.0070480
292.00	0.00066483
292.25	0.0039705
292.50	0.0071082
292.75	0.0062376
293.00	0.0098093
293.25	0.0095172
293.50	0.0085529
293.75	0.0086540
294.00	0.0024470
294.25	0.010017
294.50	0.0055968
294.75	0.010915
295.00	0.010963
295.25	0.0069534
295.50	0.0081208
295.75	0.0019398
296.00	0.011189
296.25	0.0036116
296.50	0.0040483
296.75	0.0061309
297.00	-0.00065741
297.25	0.0068820
297.50	0.0051193
297.75	0.0064749
298.00	0.0050321
298.25	0.0049014
298.50	0.0068876
298.75	0.0058537
299.00	0.010794
299.25	0.0097991
299.50	0.0078454
299.75	0.0081690
300.00	0.0069590
