Wavelength (nm)	A32 ems
330.00	0.0079025
331.00	0.0074326
332.00	0.0073056
333.00	0.0076519
334.00	0.0063350
335.00	0.0085006
336.00	0.0084240
337.00	0.0086346
338.00	0.0069453
339.00	0.0067065
340.00	0.0057541
341.00	0.0052236
342.00	0.0045792
343.00	0.0069075
344.00	0.0086276
345.00	0.012722
346.00	0.016989
347.00	0.022762
348.00	0.022318
349.00	0.024194
350.00	0.026892
351.00	0.034814
352.00	0.045608
353.00	0.058577
354.00	0.078589
355.00	0.096176
356.00	0.10573
357.00	0.11990
358.00	0.13367
359.00	0.15513
360.00	0.17945
361.00	0.20632
362.00	0.23272
363.00	0.26651
364.00	0.30267
365.00	0.33760
366.00	0.37894
367.00	0.42148
368.00	0.45946
369.00	0.50969
370.00	0.54521
371.00	0.59218
372.00	0.63877
373.00	0.67293
374.00	0.72012
375.00	0.76153
376.00	0.79028
377.00	0.82295
378.00	0.86159
379.00	0.87914
380.00	0.90443
381.00	0.93268
382.00	0.95487
383.00	0.96750
384.00	0.97883
385.00	0.99232
386.00	0.99640
387.00	0.99997
388.00	0.99182
389.00	0.99112
390.00	1.0000
391.00	0.98354
392.00	0.98217
393.00	0.97258
394.00	0.95675
395.00	0.94583
396.00	0.92537
397.00	0.89606
398.00	0.89541
399.00	0.87554
400.00	0.85116
401.00	0.82441
402.00	0.80502
403.00	0.77784
404.00	0.75130
405.00	0.73223
406.00	0.71897
407.00	0.69461
408.00	0.66299
409.00	0.63782
410.00	0.61006
411.00	0.59055
412.00	0.56368
413.00	0.54271
414.00	0.51639
415.00	0.50264
416.00	0.47979
417.00	0.45876
418.00	0.43851
419.00	0.41008
420.00	0.39847
421.00	0.37761
422.00	0.36355
423.00	0.34325
424.00	0.32130
425.00	0.31089
426.00	0.29430
427.00	0.28131
428.00	0.26818
429.00	0.25401
430.00	0.24060
431.00	0.22998
432.00	0.21329
433.00	0.20706
434.00	0.19120
435.00	0.18177
436.00	0.17430
437.00	0.15997
438.00	0.15456
439.00	0.14603
440.00	0.13728
441.00	0.13122
442.00	0.12335
443.00	0.11549
444.00	0.11003
445.00	0.10291
446.00	0.10055
447.00	0.094754
448.00	0.088290
449.00	0.081502
450.00	0.078647
451.00	0.074925
452.00	0.068780
453.00	0.064138
454.00	0.061026
455.00	0.057523
456.00	0.054704
457.00	0.051526
458.00	0.049723
459.00	0.044922
460.00	0.042737
461.00	0.039689
462.00	0.038342
463.00	0.035199
464.00	0.034230
465.00	0.032063
466.00	0.029898
467.00	0.026753
468.00	0.025453
469.00	0.024815
470.00	0.023858
471.00	0.021772
472.00	0.019666
473.00	0.018070
474.00	0.017285
475.00	0.016099
476.00	0.014840
477.00	0.013628
478.00	0.012834
479.00	0.011457
480.00	0.010965
481.00	0.010174
482.00	0.0095858
483.00	0.0096426
484.00	0.0073869
485.00	0.0070444
486.00	0.0071350
487.00	0.0060374
488.00	0.0053122
489.00	0.0054888
490.00	0.0047191
491.00	0.0040815
492.00	0.0033342
493.00	0.0038461
494.00	0.0022286
495.00	0.0024611
496.00	0.0020236
497.00	0.0012578
498.00	0.0015388
499.00	0.0012544
500.00	0.0011035
