Wavelength (nm)	A15 abs N
215.00	0.17372
216.00	0.16583
217.00	0.16761
218.00	0.17595
219.00	0.19017
220.00	0.20980
221.00	0.23369
222.00	0.26254
223.00	0.29545
224.00	0.33219
225.00	0.37214
226.00	0.41544
227.00	0.46130
228.00	0.50993
229.00	0.55944
230.00	0.61089
231.00	0.66218
232.00	0.71266
233.00	0.76099
234.00	0.80645
235.00	0.85100
236.00	0.89157
237.00	0.92767
238.00	0.95761
239.00	0.98035
240.00	0.99489
241.00	1.0000
242.00	0.99810
243.00	0.98859
244.00	0.97050
245.00	0.94713
246.00	0.91679
247.00	0.87653
248.00	0.82787
249.00	0.76969
250.00	0.70161
251.00	0.63087
252.00	0.56257
253.00	0.49595
254.00	0.43496
255.00	0.37497
256.00	0.31670
257.00	0.26470
258.00	0.21842
259.00	0.17935
260.00	0.14908
261.00	0.12487
262.00	0.10530
263.00	0.091251
264.00	0.081984
265.00	0.076123
266.00	0.072660
267.00	0.071314
268.00	0.071415
269.00	0.072056
270.00	0.073091
271.00	0.074433
272.00	0.075654
273.00	0.076748
274.00	0.078187
275.00	0.079777
276.00	0.081475
277.00	0.083014
278.00	0.083899
279.00	0.084119
280.00	0.083193
281.00	0.081130
282.00	0.078746
283.00	0.076099
284.00	0.074035
285.00	0.072282
286.00	0.070486
287.00	0.068075
288.00	0.064026
289.00	0.058772
290.00	0.052680
291.00	0.046591
292.00	0.040749
293.00	0.035252
294.00	0.029817
295.00	0.024883
296.00	0.020724
297.00	0.016856
298.00	0.013905
299.00	0.011690
300.00	0.0096714
301.00	0.0084198
302.00	0.0075050
303.00	0.0068399
304.00	0.0063540
305.00	0.0060608
306.00	0.0058430
307.00	0.0056342
308.00	0.0055075
309.00	0.0053333
310.00	0.0055098
311.00	0.0054312
312.00	0.0052951
313.00	0.0052560
314.00	0.0053400
315.00	0.0053858
316.00	0.0054792
317.00	0.0051914
318.00	0.0050180
319.00	0.0048680
320.00	0.0049170
321.00	0.0048182
322.00	0.0049125
323.00	0.0046650
324.00	0.0046853
325.00	0.0042919
326.00	0.0043718
327.00	0.0044158
328.00	0.0044895
329.00	0.0044630
330.00	0.0041226
331.00	0.0036977
332.00	0.0036304
333.00	0.0035486
334.00	0.0037040
335.00	0.0035940
336.00	0.0033025
337.00	0.0029666
338.00	0.0026168
339.00	0.0025391
340.00	0.0029837
341.00	0.0028503
342.00	0.0025961
343.00	0.0023249
344.00	0.0023680
345.00	0.0019064
346.00	0.0020438
347.00	0.0019966
348.00	0.0021542
349.00	0.0019315
350.00	0.0016903
