Wavelength (nm)	C10 ems
500.00	0.0073981
501.00	0.0076208
502.00	0.0074934
503.00	0.0073925
504.00	0.0080359
505.00	0.0077393
506.00	0.0081701
507.00	0.0082393
508.00	0.0082705
509.00	0.0087769
510.00	0.0088903
511.00	0.0093276
512.00	0.010384
513.00	0.010796
514.00	0.012814
515.00	0.014720
516.00	0.017871
517.00	0.021213
518.00	0.024719
519.00	0.028064
520.00	0.032725
521.00	0.039705
522.00	0.046485
523.00	0.055130
524.00	0.065691
525.00	0.079743
526.00	0.094763
527.00	0.11077
528.00	0.12962
529.00	0.15265
530.00	0.17571
531.00	0.20384
532.00	0.23212
533.00	0.26520
534.00	0.29899
535.00	0.33578
536.00	0.37074
537.00	0.41670
538.00	0.45807
539.00	0.49901
540.00	0.53738
541.00	0.58159
542.00	0.62698
543.00	0.66786
544.00	0.71031
545.00	0.75153
546.00	0.78851
547.00	0.82464
548.00	0.85225
549.00	0.88670
550.00	0.91169
551.00	0.93543
552.00	0.95895
553.00	0.97363
554.00	0.98159
555.00	0.99542
556.00	0.99799
557.00	1.0000
558.00	0.99152
559.00	0.98784
560.00	0.98279
561.00	0.96618
562.00	0.95717
563.00	0.94332
564.00	0.92234
565.00	0.90066
566.00	0.88559
567.00	0.86594
568.00	0.85048
569.00	0.83280
570.00	0.81518
571.00	0.79493
572.00	0.77922
573.00	0.76671
574.00	0.75350
575.00	0.74372
576.00	0.73406
577.00	0.72729
578.00	0.72346
579.00	0.71648
580.00	0.71320
581.00	0.71012
582.00	0.70926
583.00	0.70785
584.00	0.70755
585.00	0.71433
586.00	0.71140
587.00	0.71478
588.00	0.71437
589.00	0.71823
590.00	0.72288
591.00	0.72106
592.00	0.71979
593.00	0.72071
594.00	0.72244
595.00	0.71517
596.00	0.71820
597.00	0.71408
598.00	0.71010
599.00	0.70428
600.00	0.69170
601.00	0.68638
602.00	0.67907
603.00	0.66695
604.00	0.65380
605.00	0.64222
606.00	0.63333
607.00	0.61688
608.00	0.60209
609.00	0.58377
610.00	0.57141
611.00	0.55770
612.00	0.54413
613.00	0.52288
614.00	0.51066
615.00	0.48983
616.00	0.48021
617.00	0.46273
618.00	0.44890
619.00	0.43631
620.00	0.42305
621.00	0.41011
622.00	0.39506
623.00	0.38797
624.00	0.36971
625.00	0.36397
626.00	0.35114
627.00	0.34025
628.00	0.33347
629.00	0.32192
630.00	0.31414
631.00	0.30591
632.00	0.30082
633.00	0.29476
634.00	0.28983
635.00	0.28092
636.00	0.27726
637.00	0.27079
638.00	0.26755
639.00	0.26429
640.00	0.25746
641.00	0.25605
642.00	0.25193
643.00	0.24574
644.00	0.23908
645.00	0.23871
646.00	0.23614
647.00	0.22916
648.00	0.22382
649.00	0.22191
650.00	0.21674
651.00	0.21412
652.00	0.21244
653.00	0.20535
654.00	0.20033
655.00	0.19680
656.00	0.19046
657.00	0.18693
658.00	0.18275
659.00	0.17832
660.00	0.17383
661.00	0.16671
662.00	0.15969
663.00	0.15892
664.00	0.15325
665.00	0.14923
666.00	0.14283
667.00	0.13793
668.00	0.13549
669.00	0.13085
670.00	0.12615
671.00	0.12029
672.00	0.11912
673.00	0.11373
674.00	0.10833
675.00	0.10708
676.00	0.10102
677.00	0.098273
678.00	0.095882
679.00	0.090931
680.00	0.091046
681.00	0.086309
682.00	0.083855
683.00	0.081838
684.00	0.077444
685.00	0.076851
686.00	0.073819
687.00	0.071252
688.00	0.068504
689.00	0.067014
690.00	0.065857
691.00	0.063098
692.00	0.062629
693.00	0.061261
694.00	0.059404
695.00	0.058464
696.00	0.055838
697.00	0.053279
698.00	0.054921
699.00	0.051615
700.00	0.050776
701.00	0.050161
702.00	0.049247
703.00	0.047102
704.00	0.044936
705.00	0.045262
706.00	0.042725
707.00	0.044057
708.00	0.042388
709.00	0.042033
710.00	0.039143
711.00	0.039393
712.00	0.038821
713.00	0.037752
714.00	0.035605
715.00	0.035395
716.00	0.033537
717.00	0.035700
718.00	0.033619
719.00	0.033674
720.00	0.032163
721.00	0.030016
722.00	0.030097
723.00	0.028892
724.00	0.028694
725.00	0.027716
726.00	0.028030
727.00	0.025330
728.00	0.026109
729.00	0.025572
730.00	0.024345
731.00	0.022951
732.00	0.024061
733.00	0.022219
734.00	0.023283
735.00	0.023950
736.00	0.024154
737.00	0.024321
738.00	0.021559
739.00	0.020632
740.00	0.021468
741.00	0.017672
742.00	0.017794
743.00	0.018244
744.00	0.018681
745.00	0.015756
746.00	0.016964
747.00	0.016521
748.00	0.015987
749.00	0.015298
750.00	0.017136
