Wavelength (nm)	H06 ems
511.00	0.20035
511.50	0.19757
512.00	0.19373
512.50	0.18996
513.00	0.18678
513.50	0.18403
514.00	0.18024
514.50	0.17728
515.00	0.17312
515.50	0.17162
516.00	0.16773
516.50	0.16482
517.00	0.16159
517.50	0.15921
518.00	0.15642
518.50	0.15378
519.00	0.15026
519.50	0.14848
520.00	0.14547
520.50	0.14309
521.00	0.13995
521.50	0.13810
522.00	0.13516
522.50	0.13294
523.00	0.13064
523.50	0.12812
524.00	0.12587
524.50	0.12328
525.00	0.12050
525.50	0.11875
526.00	0.11621
526.50	0.11416
527.00	0.11187
527.50	0.11013
528.00	0.10771
528.50	0.10505
529.00	0.10337
529.50	0.10135
530.00	0.099542
530.50	0.097184
531.00	0.095379
531.50	0.093806
532.00	0.091977
532.50	0.090217
533.00	0.088411
533.50	0.086705
534.00	0.085101
534.50	0.083498
535.00	0.081753
535.50	0.080948
536.00	0.079198
536.50	0.077629
537.00	0.076003
537.50	0.074802
538.00	0.073696
538.50	0.072168
539.00	0.070753
539.50	0.069673
540.00	0.068279
540.50	0.067081
541.00	0.065482
541.50	0.064691
542.00	0.063494
542.50	0.062289
543.00	0.060891
543.50	0.060189
544.00	0.059166
544.50	0.057900
545.00	0.056588
545.50	0.055958
546.00	0.054784
546.50	0.053791
547.00	0.052931
547.50	0.051941
548.00	0.050761
548.50	0.050021
549.00	0.048881
549.50	0.048275
550.00	0.047379
550.50	0.046683
551.00	0.045557
551.50	0.044727
552.00	0.043798
552.50	0.043023
553.00	0.042169
553.50	0.041468
554.00	0.040552
554.50	0.039769
555.00	0.039124
555.50	0.038372
556.00	0.037840
556.50	0.036802
557.00	0.036288
557.50	0.035707
558.00	0.034860
558.50	0.034156
559.00	0.033636
559.50	0.033094
560.00	0.032446
560.50	0.032126
561.00	0.031257
561.50	0.030795
562.00	0.030342
562.50	0.029826
563.00	0.029325
563.50	0.028756
564.00	0.028407
564.50	0.027675
565.00	0.026914
565.50	0.026905
566.00	0.026428
566.50	0.025862
567.00	0.025392
567.50	0.024854
568.00	0.024498
568.50	0.024058
569.00	0.023689
569.50	0.023442
570.00	0.022874
570.50	0.022609
571.00	0.022079
571.50	0.021790
572.00	0.021416
572.50	0.020875
573.00	0.020775
573.50	0.020337
574.00	0.019910
574.50	0.019573
575.00	0.019364
575.50	0.018957
576.00	0.018735
576.50	0.018146
577.00	0.017876
577.50	0.017619
578.00	0.017242
578.50	0.016960
579.00	0.016657
579.50	0.016454
580.00	0.016045
580.50	0.015904
581.00	0.015577
581.50	0.015288
582.00	0.015014
582.50	0.014812
583.00	0.014476
583.50	0.014315
584.00	0.014189
584.50	0.013928
585.00	0.013709
585.50	0.013455
586.00	0.013187
586.50	0.012979
587.00	0.012601
587.50	0.012501
588.00	0.012466
588.50	0.012137
589.00	0.011953
589.50	0.011898
590.00	0.011573
590.50	0.011343
591.00	0.011258
591.50	0.011193
592.00	0.010920
592.50	0.010964
593.00	0.010640
593.50	0.010451
594.00	0.010220
594.50	0.010220
595.00	0.0099797
595.50	0.0098228
596.00	0.0096569
596.50	0.0095890
597.00	0.0093491
597.50	0.0092858
598.00	0.0091336
598.50	0.0090190
599.00	0.0087640
599.50	0.0086621
600.00	0.0084915
600.50	0.0084320
601.00	0.0083157
601.50	0.0080488
602.00	0.0080567
602.50	0.0078702
603.00	0.0078249
603.50	0.0076412
604.00	0.0076407
604.50	0.0074097
605.00	0.0073585
605.50	0.0071860
606.00	0.0072099
606.50	0.0070580
607.00	0.0068961
607.50	0.0068180
608.00	0.0067278
608.50	0.0066690
609.00	0.0066862
609.50	0.0064423
610.00	0.0064553
610.50	0.0064073
611.00	0.0061928
611.50	0.0062598
612.00	0.0059781
612.50	0.0060319
613.00	0.0059111
613.50	0.0058020
614.00	0.0057708
614.50	0.0055736
615.00	0.0056345
615.50	0.0054971
616.00	0.0056248
616.50	0.0053685
617.00	0.0054184
617.50	0.0052524
618.00	0.0051630
618.50	0.0051568
619.00	0.0050571
619.50	0.0051371
620.00	0.0049306
620.50	0.0049467
621.00	0.0049518
621.50	0.0048957
622.00	0.0048757
622.50	0.0048082
623.00	0.0046110
623.50	0.0045561
624.00	0.0046236
624.50	0.0044295
625.00	0.0045243
625.50	0.0044734
626.00	0.0043724
626.50	0.0044345
627.00	0.0042534
627.50	0.0042087
628.00	0.0042684
628.50	0.0042253
629.00	0.0041912
629.50	0.0041194
630.00	0.0041221
630.50	0.0041368
631.00	0.0039845
631.50	0.0039611
632.00	0.0039759
632.50	0.0039291
633.00	0.0039221
633.50	0.0037754
634.00	0.0037962
634.50	0.0038238
635.00	0.0037008
635.50	0.0037747
636.00	0.0037763
636.50	0.0036726
637.00	0.0035916
637.50	0.0035507
638.00	0.0033390
638.50	0.0036169
639.00	0.0034953
639.50	0.0034585
640.00	0.0034791
640.50	0.0034464
641.00	0.0033724
641.50	0.0035184
642.00	0.0032627
642.50	0.0033184
643.00	0.0032879
643.50	0.0032739
644.00	0.0031702
644.50	0.0032706
645.00	0.0031805
645.50	0.0032283
646.00	0.0032304
646.50	0.0031271
647.00	0.0030815
647.50	0.0031250
648.00	0.0031338
648.50	0.0030221
649.00	0.0030513
649.50	0.0030503
650.00	0.0030746
