Wavelength (nm)	H06 ems
375.00	0.0010422
375.50	0.0010654
376.00	0.0010524
376.50	0.0010962
377.00	0.0011588
377.50	0.0011582
378.00	0.0011899
378.50	0.0012781
379.00	0.0012993
379.50	0.0014367
380.00	0.0015473
380.50	0.0016432
381.00	0.0017701
381.50	0.0017830
382.00	0.0018864
382.50	0.0019599
383.00	0.0021114
383.50	0.0022441
384.00	0.0023782
384.50	0.0025994
385.00	0.0028604
385.50	0.0030616
386.00	0.0033678
386.50	0.0036809
387.00	0.0041583
387.50	0.0044771
388.00	0.0049574
388.50	0.0055617
389.00	0.0061827
389.50	0.0066908
390.00	0.0074887
390.50	0.0081685
391.00	0.0090764
391.50	0.0098574
392.00	0.010829
392.50	0.012087
393.00	0.013322
393.50	0.014365
394.00	0.015865
394.50	0.017290
395.00	0.019101
395.50	0.020490
396.00	0.022418
396.50	0.024448
397.00	0.026801
397.50	0.028872
398.00	0.031758
398.50	0.034238
399.00	0.037642
399.50	0.040070
400.00	0.043634
400.50	0.047167
401.00	0.051893
401.50	0.055345
402.00	0.060440
402.50	0.065343
403.00	0.070922
403.50	0.075413
404.00	0.082212
404.50	0.087890
405.00	0.094904
405.50	0.10049
406.00	0.10877
406.50	0.11617
407.00	0.12567
407.50	0.13423
408.00	0.14504
408.50	0.15560
409.00	0.16721
409.50	0.17724
410.00	0.18932
410.50	0.20103
411.00	0.21586
411.50	0.22690
412.00	0.24196
412.50	0.25459
413.00	0.26933
413.50	0.28073
414.00	0.29555
414.50	0.31095
415.00	0.32605
415.50	0.33808
416.00	0.35412
416.50	0.37034
417.00	0.38672
417.50	0.40006
418.00	0.41710
418.50	0.43262
419.00	0.45010
419.50	0.46343
420.00	0.48079
420.50	0.49649
421.00	0.51463
421.50	0.52910
422.00	0.54739
422.50	0.56216
423.00	0.57990
423.50	0.59317
424.00	0.61091
424.50	0.62704
425.00	0.64414
425.50	0.65861
426.00	0.67516
426.50	0.68958
427.00	0.70633
427.50	0.71971
428.00	0.73702
428.50	0.75103
429.00	0.76840
429.50	0.78059
430.00	0.79609
430.50	0.80941
431.00	0.82504
431.50	0.83368
432.00	0.84681
432.50	0.85830
433.00	0.87222
433.50	0.88027
434.00	0.89162
434.50	0.89948
435.00	0.91087
435.50	0.91773
436.00	0.92675
436.50	0.93413
437.00	0.94091
437.50	0.94834
438.00	0.95278
438.50	0.95942
439.00	0.96438
439.50	0.96849
440.00	0.97204
440.50	0.97663
441.00	0.97981
441.50	0.98349
442.00	0.98667
442.50	0.98956
443.00	0.99240
443.50	0.99412
444.00	0.99589
444.50	0.99771
445.00	0.99931
445.50	0.99771
446.00	0.99920
446.50	1.0000
447.00	0.99753
447.50	0.99798
448.00	0.99548
448.50	0.99638
449.00	0.99254
449.50	0.99180
450.00	0.99112
450.50	0.98723
451.00	0.98472
451.50	0.98186
452.00	0.97664
452.50	0.97370
453.00	0.96862
453.50	0.96402
454.00	0.95986
454.50	0.95466
455.00	0.94784
455.50	0.94322
456.00	0.93683
456.50	0.93114
457.00	0.92333
457.50	0.91814
458.00	0.91141
458.50	0.90294
459.00	0.89697
459.50	0.88975
460.00	0.88053
460.50	0.87459
461.00	0.86693
461.50	0.86092
462.00	0.85438
462.50	0.84648
463.00	0.83924
463.50	0.83326
464.00	0.82428
464.50	0.81756
465.00	0.80991
465.50	0.80268
466.00	0.79450
466.50	0.78806
467.00	0.78012
467.50	0.77351
468.00	0.76470
468.50	0.75821
469.00	0.74863
469.50	0.74243
470.00	0.73318
470.50	0.72645
471.00	0.71804
471.50	0.71096
472.00	0.70213
472.50	0.69533
473.00	0.68636
473.50	0.68033
474.00	0.67080
474.50	0.66250
475.00	0.65420
475.50	0.64618
476.00	0.63821
476.50	0.62923
477.00	0.61985
477.50	0.61197
478.00	0.60285
478.50	0.59343
479.00	0.58444
479.50	0.57783
480.00	0.56724
480.50	0.55802
481.00	0.54863
481.50	0.54181
482.00	0.53315
482.50	0.52419
483.00	0.51672
483.50	0.50873
484.00	0.50023
484.50	0.49288
485.00	0.48457
485.50	0.47877
486.00	0.47099
486.50	0.46341
487.00	0.45752
487.50	0.45058
488.00	0.44391
488.50	0.43614
489.00	0.42964
489.50	0.42286
490.00	0.41646
490.50	0.41057
491.00	0.40378
491.50	0.39859
492.00	0.39113
492.50	0.38544
493.00	0.37870
493.50	0.37414
494.00	0.36654
494.50	0.36143
495.00	0.35586
495.50	0.35107
496.00	0.34395
496.50	0.33882
497.00	0.33336
497.50	0.32921
498.00	0.32291
498.50	0.31719
499.00	0.31168
499.50	0.30692
500.00	0.30075
500.50	0.29623
501.00	0.29015
501.50	0.28607
502.00	0.28029
502.50	0.27522
503.00	0.27004
503.50	0.26595
504.00	0.26009
504.50	0.25521
505.00	0.25030
505.50	0.24600
506.00	0.24091
506.50	0.23692
507.00	0.23145
507.50	0.22860
508.00	0.22353
508.50	0.21908
509.00	0.21512
509.50	0.21186
510.00	0.20793
510.50	0.20388
