Wavelength (nm)	O07 abs N
420.00	0.021526
420.25	0.021039
420.50	0.020552
420.75	0.020487
421.00	0.019804
421.25	0.020458
421.50	0.017239
421.75	0.016564
422.00	0.018576
422.25	0.018089
422.50	0.016760
422.75	0.017268
423.00	0.016266
423.25	0.014406
423.50	0.014675
423.75	0.015830
424.00	0.015743
424.25	0.014893
424.50	0.014275
424.75	0.015736
425.00	0.015685
425.25	0.014297
425.50	0.014195
425.75	0.013789
426.00	0.011682
426.25	0.012655
426.50	0.012801
426.75	0.010723
427.00	0.011987
427.25	0.011159
427.50	0.011478
427.75	0.011725
428.00	0.0088849
428.25	0.010977
428.50	0.011420
428.75	0.011348
429.00	0.010454
429.25	0.0084853
429.50	0.0089430
429.75	0.0089430
430.00	0.010614
430.25	0.0091028
430.50	0.0094007
430.75	0.0089866
431.00	0.0082601
431.25	0.0083255
431.50	0.0077080
431.75	0.0091900
432.00	0.0098365
432.25	0.0086233
432.50	0.0074755
432.75	0.0070251
433.00	0.0062477
433.25	0.0060298
433.50	0.0069815
433.75	0.0058845
434.00	0.0055358
434.25	0.0075409
434.50	0.0071486
434.75	0.0069524
435.00	0.0069742
435.25	0.0073011
435.50	0.0078097
435.75	0.0059717
436.00	0.0050272
436.25	0.0051217
436.50	0.0073084
436.75	0.0072866
437.00	0.0062695
437.25	0.0050200
437.50	0.0060443
437.75	0.0059789
438.00	0.0066328
438.25	0.0041845
438.50	0.0055648
438.75	0.0057900
439.00	0.0041773
439.25	0.0049691
439.50	0.0051144
439.75	0.0047512
440.00	0.0054559
440.25	0.0050345
440.50	0.0047439
440.75	0.0042136
441.00	0.0038286
441.25	0.0045405
441.50	0.0054341
441.75	0.0033345
442.00	0.0043807
442.25	0.0032328
442.50	0.0058409
442.75	0.0036324
443.00	0.0051072
443.25	0.0038794
443.50	0.0036542
443.75	0.0040538
444.00	0.0021504
444.25	0.0024119
444.50	0.0027897
444.75	0.0061896
445.00	0.0052597
445.25	0.0047584
445.50	0.0045042
445.75	0.0033055
446.00	0.0031892
446.25	0.0037922
446.50	0.0038939
446.75	0.0049473
447.00	0.0038721
447.25	0.0033055
447.50	0.0059862
447.75	0.0035452
448.00	0.0041337
448.25	0.0037341
448.50	0.0034145
448.75	0.0036033
449.00	0.0058191
449.25	0.0027752
449.50	0.0027388
449.75	0.0053832
450.00	0.0037050
450.25	0.0041627
450.50	0.0025790
450.75	0.0023756
451.00	0.0031457
451.25	0.0038431
451.50	0.0019470
451.75	0.0031166
452.00	0.0031965
452.25	0.0028623
452.50	0.0029205
452.75	0.0044751
453.00	0.0027969
453.25	0.0025064
453.50	0.0023683
453.75	0.0031892
454.00	0.0027534
454.25	0.0037704
454.50	0.0040247
454.75	0.0034580
455.00	0.0025790
455.25	0.0028841
455.50	0.0018307
455.75	0.0033781
456.00	0.0022303
456.25	0.0023901
456.50	0.0020051
456.75	0.0040465
457.00	0.0025645
457.25	0.0021940
457.50	0.0020051
457.75	0.0016491
458.00	0.0027098
458.25	0.0041337
458.50	0.0036760
458.75	0.0026444
459.00	0.0025427
459.25	0.0035525
459.50	0.0040973
459.75	0.0034653
460.00	0.0026226
460.25	0.0022521
460.50	0.0014094
460.75	0.0032982
461.00	0.0026517
461.25	0.0033491
461.50	0.0036615
461.75	0.0021576
462.00	0.0033273
462.25	0.0028333
462.50	0.0037559
462.75	0.0020995
463.00	0.0030657
463.25	0.0030149
463.50	0.00069742
463.75	0.0023829
464.00	0.0022521
464.25	0.0023465
464.50	0.0021359
464.75	0.0021286
465.00	0.0029713
465.25	0.0026952
465.50	0.0027243
465.75	0.0012278
466.00	0.0012641
466.25	0.0024192
466.50	0.0037995
466.75	0.0030076
467.00	0.0038649
467.25	0.0034290
467.50	0.0037123
467.75	0.0029350
468.00	0.0023320
468.25	0.0023102
468.50	0.0038576
468.75	0.0034145
469.00	0.0029205
469.25	0.0033854
469.50	0.0012423
469.75	0.0031820
470.00	0.0038939
470.25	0.0013004
470.50	0.0016346
470.75	0.0042281
471.00	0.0026807
471.25	0.0022012
471.50	0.00061751
471.75	0.00061751
472.00	0.0022739
472.25	0.0018162
472.50	0.0015547
472.75	0.0018816
473.00	0.0036469
473.25	0.0023465
473.50	0.0010534
473.75	0.0012641
474.00	0.0011260
474.25	0.0027243
474.50	0.00063204
474.75	0.0029277
475.00	0.0039666
475.25	0.0040102
475.50	0.0015983
475.75	0.00069742
476.00	0.0013730
476.25	0.0018525
476.50	0.0031166
476.75	0.0013948
477.00	0.0030076
477.25	0.0022884
477.50	0.0024337
477.75	0.00098075
478.00	0.0023320
478.25	0.0018235
478.50	0.0023538
478.75	0.0039230
479.00	0.0024119
479.25	0.0025064
479.50	0.0041046
479.75	0.0021576
480.00	0.0020051
480.25	0.0019252
480.50	0.0010679
480.75	0.0017581
481.00	0.0046567
481.25	0.0012423
481.50	0.0019760
481.75	0.0024700
482.00	0.0015837
482.25	0.0024046
482.50	0.00087178
482.75	0.0028623
483.00	0.0020487
483.25	0.0021068
483.50	0.0023829
483.75	0.0021286
484.00	0.0019615
484.25	0.0012568
484.50	0.0011769
484.75	0.0039448
485.00	0.0026444
485.25	0.0034290
485.50	0.0023247
485.75	0.0012713
486.00	0.0012713
486.25	0.0023538
486.50	0.0025499
486.75	0.0018017
487.00	0.0026444
487.25	0.0024482
487.50	0.0025354
487.75	0.0014893
488.00	0.00021794
488.25	0.0032546
488.50	0.0019179
488.75	0.0028914
489.00	0.0016273
489.25	0.0021213
489.50	0.0023756
489.75	0.0018453
490.00	0.0028841
490.25	0.0025863
490.50	0.0014748
490.75	0.0030657
491.00	0.0019978
491.25	0.0017726
491.50	0.0039956
491.75	0.0011333
492.00	0.00096622
492.25	0.0011115
492.50	0.00043589
492.75	0.0021867
493.00	0.0011042
493.25	0.0014457
493.50	0.0027606
493.75	0.0018162
494.00	0.0026952
494.25	0.00026153
494.50	0.0017218
494.75	0.00081366
495.00	0.0013295
495.25	0.0036542
495.50	0.00061751
495.75	0.0024991
496.00	0.0016564
496.25	0.0010970
496.50	0.0033491
496.75	0.0026589
497.00	0.0024410
497.25	0.0011478
497.50	0.0016346
497.75	0.0023829
498.00	0.0028115
498.25	0.0026807
498.50	0.0024628
498.75	0.0014312
499.00	0.0025645
499.25	0.0015547
499.50	0.0013440
499.75	0.0019906
500.00	0.0017653
