Wavelength (nm)	O07 abs N
220.00	0.80711
220.25	0.80616
220.50	0.80067
220.75	0.79842
221.00	0.79639
221.25	0.79519
221.50	0.78992
221.75	0.78715
222.00	0.78258
222.25	0.78076
222.50	0.77627
222.75	0.77563
223.00	0.77062
223.25	0.76981
223.50	0.76484
223.75	0.76312
224.00	0.75871
224.25	0.75397
224.50	0.75173
224.75	0.74540
225.00	0.74721
225.25	0.74392
225.50	0.74108
225.75	0.73937
226.00	0.74025
226.25	0.73175
226.50	0.73162
226.75	0.72970
227.00	0.72475
227.25	0.72697
227.50	0.72493
227.75	0.71928
228.00	0.71686
228.25	0.71668
228.50	0.71237
228.75	0.71114
229.00	0.70721
229.25	0.70698
229.50	0.70383
229.75	0.70107
230.00	0.70002
230.25	0.70003
230.50	0.69797
230.75	0.69469
231.00	0.69005
231.25	0.68724
231.50	0.68588
231.75	0.68486
232.00	0.68540
232.25	0.68016
232.50	0.67782
232.75	0.67720
233.00	0.67509
233.25	0.67329
233.50	0.66929
233.75	0.66713
234.00	0.66636
234.25	0.66197
234.50	0.66230
234.75	0.65891
235.00	0.65711
235.25	0.65386
235.50	0.65013
235.75	0.64664
236.00	0.64443
236.25	0.64304
236.50	0.64265
236.75	0.63967
237.00	0.63871
237.25	0.63622
237.50	0.63447
237.75	0.63212
238.00	0.63122
238.25	0.62883
238.50	0.62363
238.75	0.62375
239.00	0.62277
239.25	0.61847
239.50	0.61834
239.75	0.61629
240.00	0.61461
240.25	0.61191
240.50	0.61157
240.75	0.60824
241.00	0.60777
241.25	0.60500
241.50	0.60439
241.75	0.60178
242.00	0.60101
242.25	0.59873
242.50	0.59600
242.75	0.59521
243.00	0.59420
243.25	0.59401
243.50	0.59191
243.75	0.58991
244.00	0.58921
244.25	0.58744
244.50	0.58688
244.75	0.58574
245.00	0.58539
245.25	0.58320
245.50	0.58270
245.75	0.58141
246.00	0.58081
246.25	0.58129
246.50	0.58062
246.75	0.57831
247.00	0.57940
247.25	0.57795
247.50	0.57859
247.75	0.57959
248.00	0.57872
248.25	0.57806
248.50	0.57818
248.75	0.58007
249.00	0.57686
249.25	0.57860
249.50	0.57837
249.75	0.57903
250.00	0.58014
250.25	0.58188
250.50	0.58137
250.75	0.58223
251.00	0.58225
251.25	0.58166
251.50	0.58245
251.75	0.58396
252.00	0.58430
252.25	0.58477
252.50	0.58806
252.75	0.58729
253.00	0.58928
253.25	0.59157
253.50	0.59359
253.75	0.59502
254.00	0.59637
254.25	0.59775
254.50	0.59636
254.75	0.59670
255.00	0.59799
255.25	0.59815
255.50	0.60309
255.75	0.60219
256.00	0.60388
256.25	0.60725
256.50	0.60932
256.75	0.61003
257.00	0.61149
257.25	0.61176
257.50	0.61325
257.75	0.61370
258.00	0.61819
258.25	0.61842
258.50	0.62166
258.75	0.62218
259.00	0.62290
259.25	0.62551
259.50	0.62833
259.75	0.62923
260.00	0.62903
260.25	0.63109
260.50	0.63291
260.75	0.63231
261.00	0.63317
261.25	0.63597
261.50	0.63627
261.75	0.63693
262.00	0.64173
262.25	0.64078
262.50	0.64097
262.75	0.64004
263.00	0.64204
263.25	0.64232
263.50	0.64203
263.75	0.64375
264.00	0.64461
264.25	0.64376
264.50	0.64479
264.75	0.64357
265.00	0.64287
265.25	0.64299
265.50	0.64375
265.75	0.64241
266.00	0.64147
266.25	0.64019
266.50	0.64042
266.75	0.64129
267.00	0.63993
267.25	0.63806
267.50	0.63689
267.75	0.63487
268.00	0.63311
268.25	0.63291
268.50	0.62785
268.75	0.63018
269.00	0.62476
269.25	0.62527
269.50	0.62126
269.75	0.62100
270.00	0.62088
270.25	0.61867
270.50	0.61473
270.75	0.61249
271.00	0.61071
271.25	0.60695
271.50	0.60478
271.75	0.60323
272.00	0.59947
272.25	0.59667
272.50	0.59699
272.75	0.59132
273.00	0.58858
273.25	0.58497
273.50	0.58354
273.75	0.57979
274.00	0.57822
274.25	0.57448
274.50	0.57180
274.75	0.56650
275.00	0.56413
275.25	0.55939
275.50	0.55576
275.75	0.55413
276.00	0.54934
276.25	0.54572
276.50	0.54243
276.75	0.53997
277.00	0.53584
277.25	0.53294
277.50	0.52865
277.75	0.52708
278.00	0.52201
278.25	0.51942
278.50	0.51841
278.75	0.51385
279.00	0.51175
279.25	0.50707
279.50	0.50419
279.75	0.50105
280.00	0.49810
280.25	0.49313
280.50	0.49106
280.75	0.48814
281.00	0.48678
281.25	0.48188
281.50	0.48094
281.75	0.47842
282.00	0.47371
282.25	0.47124
282.50	0.46739
282.75	0.46683
283.00	0.46301
283.25	0.45962
283.50	0.45532
283.75	0.45608
284.00	0.45233
284.25	0.44940
284.50	0.44610
284.75	0.44365
285.00	0.44217
285.25	0.43956
285.50	0.43801
285.75	0.43353
286.00	0.42899
286.25	0.42937
286.50	0.42695
286.75	0.42434
287.00	0.42207
287.25	0.41983
287.50	0.41887
287.75	0.41417
288.00	0.41539
288.25	0.41073
288.50	0.40857
288.75	0.40747
289.00	0.40500
289.25	0.40134
289.50	0.40052
289.75	0.39805
290.00	0.39636
290.25	0.39369
290.50	0.39093
290.75	0.39146
291.00	0.38844
291.25	0.38656
291.50	0.38562
291.75	0.38421
292.00	0.38336
292.25	0.37966
292.50	0.37883
292.75	0.37546
293.00	0.37441
293.25	0.37550
293.50	0.37393
293.75	0.37361
294.00	0.37328
294.25	0.37274
294.50	0.37144
294.75	0.36990
295.00	0.36838
295.25	0.36931
295.50	0.36750
295.75	0.36644
296.00	0.36618
296.25	0.36477
296.50	0.36559
296.75	0.36323
297.00	0.36388
297.25	0.36222
297.50	0.36376
297.75	0.36070
298.00	0.36033
298.25	0.35939
298.50	0.35991
298.75	0.35968
299.00	0.36001
299.25	0.36001
299.50	0.35947
299.75	0.36047
300.00	0.35996
300.25	0.36038
300.50	0.36062
300.75	0.35869
301.00	0.35817
301.25	0.36174
301.50	0.36152
301.75	0.36351
302.00	0.36397
302.25	0.36452
302.50	0.36573
302.75	0.36527
303.00	0.36713
303.25	0.36713
303.50	0.36852
303.75	0.37117
304.00	0.37215
304.25	0.37300
304.50	0.37728
304.75	0.37677
305.00	0.37946
305.25	0.38014
305.50	0.38296
305.75	0.38203
306.00	0.38475
306.25	0.38819
306.50	0.38854
306.75	0.39236
307.00	0.39537
307.25	0.39640
307.50	0.40062
307.75	0.40280
308.00	0.40611
308.25	0.40642
308.50	0.41074
308.75	0.41239
309.00	0.41385
309.25	0.41813
309.50	0.42121
309.75	0.42381
310.00	0.42219
310.25	0.43351
310.50	0.43446
310.75	0.43534
311.00	0.43560
311.25	0.43716
311.50	0.44288
311.75	0.44456
312.00	0.45288
312.25	0.45230
312.50	0.45313
312.75	0.46690
313.00	0.46179
313.25	0.46616
313.50	0.47573
313.75	0.47980
314.00	0.48349
314.25	0.49000
314.50	0.48248
314.75	0.49091
315.00	0.50008
315.25	0.50883
315.50	0.50744
315.75	0.50624
316.00	0.51293
316.25	0.52455
316.50	0.53303
316.75	0.52689
317.00	0.53441
317.25	0.54187
317.50	0.53893
317.75	0.55284
318.00	0.55774
318.25	0.56197
318.50	0.56234
318.75	0.56860
319.00	0.57730
319.25	0.57728
319.50	0.58191
319.75	0.58538
320.00	0.59958
320.25	0.59744
320.50	0.60635
320.75	0.61335
321.00	0.61929
321.25	0.62057
321.50	0.62800
321.75	0.62702
322.00	0.63288
322.25	0.65069
322.50	0.64638
322.75	0.64878
323.00	0.66402
323.25	0.66132
323.50	0.66971
323.75	0.67574
324.00	0.67938
324.25	0.68045
324.50	0.69080
324.75	0.69406
325.00	0.70405
325.25	0.69671
325.50	0.71136
325.75	0.71779
326.00	0.71862
326.25	0.73024
326.50	0.73548
326.75	0.74048
327.00	0.73603
327.25	0.75165
327.50	0.75861
327.75	0.75741
328.00	0.76737
328.25	0.76701
328.50	0.77001
328.75	0.77515
329.00	0.79549
329.25	0.80082
329.50	0.79954
329.75	0.80207
330.00	0.80958
330.25	0.80934
330.50	0.82549
330.75	0.82109
331.00	0.83360
331.25	0.82952
331.50	0.84224
331.75	0.85247
332.00	0.85058
332.25	0.85581
332.50	0.86089
332.75	0.87083
333.00	0.87120
333.25	0.87785
333.50	0.88328
333.75	0.88620
334.00	0.89231
334.25	0.89821
334.50	0.90049
334.75	0.90440
335.00	0.91019
335.25	0.90750
335.50	0.91296
335.75	0.91950
336.00	0.91094
336.25	0.92875
336.50	0.93469
336.75	0.93677
337.00	0.94497
337.25	0.94425
337.50	0.94147
337.75	0.94267
338.00	0.94997
338.25	0.95377
338.50	0.96084
338.75	0.96255
339.00	0.96121
339.25	0.96052
339.50	0.96136
339.75	0.97252
340.00	0.98068
340.25	0.98386
340.50	0.98150
340.75	0.98070
341.00	0.97948
341.25	0.97475
341.50	0.97693
341.75	0.98700
342.00	0.98729
342.25	0.99330
342.50	0.98892
342.75	0.99608
343.00	0.98737
343.25	0.99502
343.50	0.99012
343.75	0.99577
344.00	0.98984
344.25	0.99146
344.50	0.99757
344.75	0.99033
345.00	0.99283
345.25	0.98618
345.50	1.0000
345.75	0.99138
346.00	0.99222
346.25	0.98484
346.50	0.99083
346.75	0.98740
347.00	0.97863
347.25	0.98490
347.50	0.98572
347.75	0.98286
348.00	0.97298
348.25	0.97798
348.50	0.97503
348.75	0.97855
349.00	0.96884
349.25	0.96849
349.50	0.95759
349.75	0.96284
350.00	0.95008
350.25	0.95151
350.50	0.95372
350.75	0.95227
351.00	0.94660
351.25	0.94408
351.50	0.93698
351.75	0.93128
352.00	0.92444
352.25	0.92580
352.50	0.91789
352.75	0.91904
353.00	0.91760
353.25	0.91483
353.50	0.90536
353.75	0.90543
354.00	0.89925
354.25	0.89373
354.50	0.89063
354.75	0.88327
355.00	0.87956
355.25	0.87721
355.50	0.85923
355.75	0.86179
356.00	0.85568
356.25	0.84819
356.50	0.83948
356.75	0.83922
357.00	0.83339
357.25	0.82634
357.50	0.81502
357.75	0.81250
358.00	0.80818
358.25	0.80328
358.50	0.79799
358.75	0.79252
359.00	0.78936
359.25	0.78120
359.50	0.77259
359.75	0.77053
360.00	0.75868
360.25	0.75521
360.50	0.75303
360.75	0.74629
361.00	0.74819
361.25	0.73817
361.50	0.72854
361.75	0.72064
362.00	0.71292
362.25	0.71021
362.50	0.70007
362.75	0.70050
363.00	0.69279
363.25	0.68592
363.50	0.68272
363.75	0.67359
364.00	0.66960
364.25	0.66546
364.50	0.65848
364.75	0.65294
365.00	0.63870
365.25	0.63876
365.50	0.63367
365.75	0.62543
366.00	0.62072
366.25	0.61369
366.50	0.60837
366.75	0.60427
367.00	0.59785
367.25	0.58732
367.50	0.58797
367.75	0.57830
368.00	0.57134
368.25	0.56738
368.50	0.56161
368.75	0.55603
369.00	0.55016
369.25	0.54480
369.50	0.53658
369.75	0.53351
370.00	0.52743
370.25	0.51931
370.50	0.51485
370.75	0.50576
371.00	0.50615
371.25	0.49659
371.50	0.49223
371.75	0.48357
372.00	0.48009
372.25	0.47390
372.50	0.46701
372.75	0.46556
373.00	0.46059
373.25	0.45461
373.50	0.45180
373.75	0.44635
374.00	0.43756
374.25	0.43547
374.50	0.43259
374.75	0.43079
375.00	0.42847
375.25	0.42504
375.50	0.42041
375.75	0.41132
376.00	0.40527
376.25	0.39534
376.50	0.38865
376.75	0.38377
377.00	0.37896
377.25	0.37566
377.50	0.37329
377.75	0.36777
378.00	0.36040
378.25	0.35388
378.50	0.35063
378.75	0.34804
379.00	0.34131
379.25	0.33734
379.50	0.33546
379.75	0.33041
380.00	0.32695
380.25	0.31934
380.50	0.31739
380.75	0.31290
381.00	0.30776
381.25	0.30171
381.50	0.29773
381.75	0.29290
382.00	0.28962
382.25	0.28695
382.50	0.28285
382.75	0.27875
383.00	0.27351
383.25	0.26929
383.50	0.26701
383.75	0.26224
384.00	0.25905
384.25	0.25408
384.50	0.25066
384.75	0.24723
385.00	0.24323
385.25	0.23900
385.50	0.23785
385.75	0.23433
386.00	0.23042
386.25	0.22766
386.50	0.22421
386.75	0.22100
387.00	0.21669
387.25	0.21249
387.50	0.21061
387.75	0.20769
388.00	0.20487
388.25	0.19951
388.50	0.19650
388.75	0.19617
389.00	0.19355
389.25	0.18965
389.50	0.18679
389.75	0.18309
390.00	0.18063
390.25	0.17603
390.50	0.17442
390.75	0.17321
391.00	0.16730
391.25	0.16843
391.50	0.16537
391.75	0.16070
392.00	0.15792
392.25	0.15684
392.50	0.15537
392.75	0.15154
393.00	0.14863
393.25	0.14765
393.50	0.14634
393.75	0.14267
394.00	0.14230
394.25	0.14004
394.50	0.13513
394.75	0.13428
395.00	0.12930
395.25	0.12866
395.50	0.12762
395.75	0.12473
396.00	0.12257
396.25	0.12281
396.50	0.11829
396.75	0.11829
397.00	0.11438
397.25	0.11329
397.50	0.11085
397.75	0.10777
398.00	0.10791
398.25	0.10714
398.50	0.10440
398.75	0.10219
399.00	0.099143
399.25	0.10008
399.50	0.097639
399.75	0.097922
400.00	0.094086
400.25	0.093963
400.50	0.091159
400.75	0.090229
401.00	0.088035
401.25	0.088827
401.50	0.087730
401.75	0.084054
402.00	0.083175
402.25	0.081533
402.50	0.079542
402.75	0.076527
403.00	0.078976
403.25	0.079048
403.50	0.074072
403.75	0.074188
404.00	0.072074
404.25	0.072684
404.50	0.068216
404.75	0.069037
405.00	0.065928
405.25	0.067018
405.50	0.067926
405.75	0.064453
406.00	0.061882
406.25	0.062245
406.50	0.060015
406.75	0.061061
407.00	0.057276
407.25	0.057515
407.50	0.055343
407.75	0.056193
408.00	0.053549
408.25	0.053810
408.50	0.053331
408.75	0.051239
409.00	0.052139
409.25	0.049597
409.50	0.048652
409.75	0.046408
410.00	0.045848
410.25	0.045369
410.50	0.043051
410.75	0.044163
411.00	0.043552
411.25	0.042187
411.50	0.042339
411.75	0.040683
412.00	0.040661
412.25	0.040138
412.50	0.037377
412.75	0.038925
413.00	0.036171
413.25	0.037552
413.50	0.035227
413.75	0.035837
414.00	0.034254
414.25	0.034406
414.50	0.033077
414.75	0.032234
415.00	0.033062
415.25	0.034159
415.50	0.029829
415.75	0.029648
416.00	0.028660
416.25	0.026480
416.50	0.028652
416.75	0.025354
417.00	0.027250
417.25	0.025485
417.50	0.027722
417.75	0.026001
418.00	0.026640
418.25	0.025311
418.50	0.023320
418.75	0.022826
419.00	0.022819
419.25	0.022608
419.50	0.021802
419.75	0.021678
