Wavelength (nm)	I02 ems
410.00	0.00061991
410.50	0.00058053
411.00	0.00056055
411.50	0.00052776
412.00	0.00053784
412.50	0.00052439
413.00	0.00057394
413.50	0.00051143
414.00	0.00047462
414.50	0.00048682
415.00	0.00045013
415.50	0.00047324
416.00	0.00046555
416.50	0.00048332
417.00	0.00051167
417.50	0.00049550
418.00	0.00051746
418.50	0.00045579
419.00	0.00047669
419.50	0.00049439
420.00	0.00049518
420.50	0.00048037
421.00	0.00048775
421.50	0.00042858
422.00	0.00050885
422.50	0.00054263
423.00	0.00049508
423.50	0.00046655
424.00	0.00050878
424.50	0.00049820
425.00	0.00053198
425.50	0.00054439
426.00	0.00055256
426.50	0.00062400
427.00	0.00056572
427.50	0.00059388
428.00	0.00057464
428.50	0.00064171
429.00	0.00064350
429.50	0.00067367
430.00	0.00065022
430.50	0.00068559
431.00	0.00059390
431.50	0.00068593
432.00	0.00076528
432.50	0.00077327
433.00	0.00081477
433.50	0.00079864
434.00	0.00085684
434.50	0.00089300
435.00	0.00093226
435.50	0.0010526
436.00	0.0010140
436.50	0.0010800
437.00	0.0011826
437.50	0.0012998
438.00	0.0013020
438.50	0.0014266
439.00	0.0015262
439.50	0.0016927
440.00	0.0017943
440.50	0.0020113
441.00	0.0020504
441.50	0.0022888
442.00	0.0023660
442.50	0.0026889
443.00	0.0029041
443.50	0.0032626
444.00	0.0033659
444.50	0.0037684
445.00	0.0041493
445.50	0.0045557
446.00	0.0047960
446.50	0.0053944
447.00	0.0058130
447.50	0.0064795
448.00	0.0068887
448.50	0.0079228
449.00	0.0081439
449.50	0.0095881
450.00	0.010032
450.50	0.011304
451.00	0.012124
451.50	0.014009
452.00	0.014974
452.50	0.016603
453.00	0.017966
453.50	0.020484
454.00	0.021736
454.50	0.024370
455.00	0.026429
455.50	0.029721
456.00	0.031533
456.50	0.034593
457.00	0.037543
457.50	0.041402
458.00	0.043709
458.50	0.048480
459.00	0.051675
459.50	0.057103
460.00	0.060128
