Wavelength (nm)	I02 ems
460.50	0.064574
461.00	0.068770
461.50	0.073674
462.00	0.078203
462.50	0.083753
463.00	0.087755
463.50	0.095205
464.00	0.098102
464.50	0.10453
465.00	0.10952
465.50	0.11690
466.00	0.12248
466.50	0.13001
467.00	0.13474
467.50	0.14463
468.00	0.14862
468.50	0.15808
469.00	0.16418
469.50	0.17506
470.00	0.18003
470.50	0.19100
471.00	0.19747
471.50	0.20913
472.00	0.21700
472.50	0.22868
473.00	0.23567
473.50	0.24912
474.00	0.25798
474.50	0.27102
475.00	0.28098
475.50	0.29543
476.00	0.30427
476.50	0.31862
477.00	0.32932
477.50	0.34453
478.00	0.35440
478.50	0.37139
479.00	0.38242
479.50	0.40137
480.00	0.40987
480.50	0.42614
481.00	0.43749
481.50	0.45833
482.00	0.46619
482.50	0.48412
483.00	0.49713
483.50	0.51623
484.00	0.52741
484.50	0.54238
485.00	0.55595
485.50	0.57341
486.00	0.58285
486.50	0.59876
487.00	0.61215
487.50	0.63034
488.00	0.63844
488.50	0.65287
489.00	0.66427
489.50	0.68266
490.00	0.69056
490.50	0.70722
491.00	0.71626
491.50	0.73493
492.00	0.74109
492.50	0.75668
493.00	0.76831
493.50	0.78357
494.00	0.79068
494.50	0.80470
495.00	0.81319
495.50	0.82799
496.00	0.83645
496.50	0.84663
497.00	0.85626
497.50	0.86953
498.00	0.87605
498.50	0.88667
499.00	0.89376
499.50	0.90657
500.00	0.91180
500.50	0.91950
501.00	0.92821
501.50	0.93730
502.00	0.94032
502.50	0.95027
503.00	0.95571
503.50	0.96194
504.00	0.96551
504.50	0.97049
505.00	0.97407
505.50	0.97995
506.00	0.98324
506.50	0.98653
507.00	0.98919
507.50	0.99088
508.00	0.99194
508.50	0.99473
509.00	0.99518
509.50	0.99681
510.00	0.99865
510.50	0.99762
511.00	1.0000
511.50	0.99938
512.00	0.99850
512.50	0.99983
513.00	0.99627
513.50	0.99537
514.00	0.99483
514.50	0.99267
515.00	0.99312
515.50	0.98851
516.00	0.99065
516.50	0.98564
517.00	0.98512
517.50	0.97941
518.00	0.97765
518.50	0.97495
519.00	0.97434
519.50	0.96695
520.00	0.96477
520.50	0.96193
521.00	0.96051
521.50	0.95766
522.00	0.95442
522.50	0.94959
523.00	0.94681
523.50	0.94097
524.00	0.93840
524.50	0.92990
525.00	0.92694
525.50	0.92391
526.00	0.91924
526.50	0.91299
527.00	0.91158
527.50	0.90078
528.00	0.89916
528.50	0.89380
529.00	0.88859
529.50	0.88099
530.00	0.87749
530.50	0.87003
531.00	0.86770
531.50	0.85745
532.00	0.85865
532.50	0.85202
533.00	0.84590
533.50	0.83816
534.00	0.83714
534.50	0.83054
535.00	0.82230
535.50	0.81903
536.00	0.81760
536.50	0.80870
537.00	0.80638
537.50	0.79934
538.00	0.79423
538.50	0.78979
539.00	0.78282
539.50	0.77566
540.00	0.77405
540.50	0.76799
541.00	0.76399
541.50	0.75240
542.00	0.75499
542.50	0.74672
543.00	0.74069
543.50	0.73539
544.00	0.73116
544.50	0.72279
545.00	0.71973
545.50	0.71295
546.00	0.71178
546.50	0.70198
547.00	0.69938
547.50	0.69137
548.00	0.68988
548.50	0.68026
549.00	0.67646
549.50	0.66933
550.00	0.66461
550.50	0.66014
551.00	0.65496
551.50	0.64617
552.00	0.64139
552.50	0.63619
553.00	0.63148
553.50	0.62293
554.00	0.62028
554.50	0.61453
555.00	0.60619
555.50	0.60125
556.00	0.59684
556.50	0.59111
557.00	0.58679
557.50	0.57976
558.00	0.57343
558.50	0.56997
559.00	0.56276
559.50	0.55836
560.00	0.55498
560.50	0.54887
561.00	0.54367
561.50	0.53697
562.00	0.53516
562.50	0.52951
563.00	0.52381
563.50	0.51742
564.00	0.51170
564.50	0.50709
565.00	0.50219
565.50	0.49427
566.00	0.49340
566.50	0.48626
567.00	0.48285
567.50	0.47426
568.00	0.47235
568.50	0.46511
569.00	0.46081
569.50	0.45685
570.00	0.45533
570.50	0.44974
571.00	0.44398
571.50	0.43809
572.00	0.43474
572.50	0.43013
573.00	0.42779
573.50	0.41958
574.00	0.41811
574.50	0.41066
575.00	0.40431
575.50	0.40030
576.00	0.40049
576.50	0.39348
577.00	0.38825
577.50	0.38404
578.00	0.37796
578.50	0.37631
579.00	0.37310
579.50	0.36667
580.00	0.36361
580.50	0.35837
581.00	0.35441
581.50	0.34984
582.00	0.34690
582.50	0.34244
583.00	0.33882
583.50	0.33497
584.00	0.33352
584.50	0.32984
585.00	0.32510
585.50	0.32046
586.00	0.31802
586.50	0.31197
587.00	0.31015
587.50	0.30538
588.00	0.30344
588.50	0.29809
589.00	0.29693
589.50	0.29162
590.00	0.29074
590.50	0.28531
591.00	0.28375
591.50	0.27911
592.00	0.27728
592.50	0.27456
593.00	0.27207
593.50	0.26575
594.00	0.26568
594.50	0.26141
595.00	0.25753
595.50	0.25537
596.00	0.25248
596.50	0.25088
597.00	0.24838
597.50	0.24314
598.00	0.24206
598.50	0.23862
599.00	0.23409
599.50	0.23207
600.00	0.22933
600.50	0.22613
601.00	0.22320
601.50	0.21915
602.00	0.21816
602.50	0.21712
603.00	0.21378
603.50	0.20957
604.00	0.21059
604.50	0.20649
605.00	0.20309
605.50	0.20035
606.00	0.19925
606.50	0.19700
607.00	0.19495
607.50	0.19156
608.00	0.18965
608.50	0.18726
609.00	0.18741
609.50	0.18244
610.00	0.18179
610.50	0.17920
611.00	0.17681
611.50	0.17510
612.00	0.17262
612.50	0.17021
613.00	0.16955
613.50	0.16699
614.00	0.16500
614.50	0.16330
615.00	0.16083
615.50	0.15999
616.00	0.15646
616.50	0.15557
617.00	0.15622
617.50	0.15087
618.00	0.15109
618.50	0.14835
619.00	0.14579
619.50	0.14379
620.00	0.14415
620.50	0.14203
621.00	0.14129
621.50	0.13874
622.00	0.13704
622.50	0.13612
623.00	0.13294
623.50	0.13173
624.00	0.13008
624.50	0.12801
625.00	0.12649
625.50	0.12436
626.00	0.12433
626.50	0.12140
627.00	0.11950
627.50	0.11810
628.00	0.11724
628.50	0.11555
629.00	0.11432
629.50	0.11379
630.00	0.11149
630.50	0.11102
631.00	0.10942
631.50	0.10704
632.00	0.10647
632.50	0.10583
633.00	0.10437
633.50	0.10286
634.00	0.10145
634.50	0.10064
635.00	0.099611
635.50	0.099016
636.00	0.096791
636.50	0.096547
637.00	0.095164
637.50	0.093143
638.00	0.092989
638.50	0.091428
639.00	0.090551
639.50	0.089222
640.00	0.088291
640.50	0.087292
641.00	0.086399
641.50	0.084383
642.00	0.083676
642.50	0.083533
643.00	0.081413
643.50	0.081475
644.00	0.080956
644.50	0.079736
645.00	0.078976
645.50	0.077276
646.00	0.076397
646.50	0.076458
647.00	0.075279
647.50	0.074540
648.00	0.073621
648.50	0.072640
649.00	0.070630
649.50	0.069220
650.00	0.067653
650.50	0.067577
651.00	0.067336
651.50	0.065659
652.00	0.066157
652.50	0.065917
653.00	0.064245
653.50	0.062957
654.00	0.062884
654.50	0.060932
655.00	0.061693
655.50	0.061209
656.00	0.059481
656.50	0.059316
657.00	0.058377
657.50	0.058244
658.00	0.057648
658.50	0.056957
659.00	0.056804
659.50	0.055219
660.00	0.053689
660.50	0.054802
661.00	0.053841
661.50	0.053745
662.00	0.052164
662.50	0.050940
663.00	0.051404
663.50	0.050717
664.00	0.049480
664.50	0.049369
665.00	0.050138
665.50	0.047822
666.00	0.046941
666.50	0.046870
667.00	0.045700
667.50	0.046100
668.00	0.046517
668.50	0.045064
669.00	0.044692
669.50	0.043330
670.00	0.043373
670.50	0.042994
671.00	0.042818
671.50	0.041806
672.00	0.041604
672.50	0.041203
673.00	0.040231
673.50	0.039925
674.00	0.039960
674.50	0.039054
675.00	0.038964
675.50	0.038246
676.00	0.038454
676.50	0.037367
677.00	0.037820
677.50	0.036949
678.00	0.037220
678.50	0.036429
679.00	0.035922
679.50	0.034100
680.00	0.034308
680.50	0.034420
681.00	0.033897
681.50	0.033540
682.00	0.033306
682.50	0.032284
683.00	0.032697
683.50	0.031382
684.00	0.031405
684.50	0.031462
685.00	0.031182
685.50	0.030411
686.00	0.030046
686.50	0.030070
687.00	0.029826
687.50	0.029546
688.00	0.028415
688.50	0.027736
689.00	0.027939
689.50	0.027306
690.00	0.028321
690.50	0.027735
691.00	0.027267
691.50	0.026604
692.00	0.026891
692.50	0.025993
693.00	0.025733
693.50	0.025344
694.00	0.025562
694.50	0.024285
695.00	0.025224
695.50	0.024559
696.00	0.024086
696.50	0.024996
697.00	0.024048
697.50	0.024634
698.00	0.023792
698.50	0.023428
699.00	0.022557
699.50	0.023154
700.00	0.022573
700.50	0.022066
701.00	0.021969
701.50	0.021468
702.00	0.022096
702.50	0.021850
703.00	0.021190
703.50	0.020646
704.00	0.020228
704.50	0.020464
705.00	0.021083
705.50	0.020342
706.00	0.020115
706.50	0.019799
707.00	0.018643
707.50	0.019732
708.00	0.019504
708.50	0.018727
709.00	0.019083
709.50	0.018371
710.00	0.018791
710.50	0.018335
711.00	0.018077
711.50	0.017448
712.00	0.017866
712.50	0.016996
713.00	0.017745
713.50	0.016877
714.00	0.017029
714.50	0.016428
715.00	0.016995
715.50	0.015908
716.00	0.016962
716.50	0.016321
717.00	0.015600
717.50	0.015111
718.00	0.015185
718.50	0.015168
719.00	0.014930
719.50	0.016236
720.00	0.015573
720.50	0.015344
721.00	0.015045
721.50	0.015148
722.00	0.014860
722.50	0.014135
723.00	0.014673
723.50	0.014256
724.00	0.014213
724.50	0.013862
725.00	0.013556
725.50	0.013663
726.00	0.013679
726.50	0.013420
727.00	0.013779
727.50	0.012827
728.00	0.013029
728.50	0.012817
729.00	0.012872
729.50	0.012273
730.00	0.013534
730.50	0.012463
731.00	0.012324
731.50	0.011899
732.00	0.012395
732.50	0.012073
733.00	0.012066
733.50	0.012036
734.00	0.011836
734.50	0.011598
735.00	0.011084
735.50	0.011565
736.00	0.011822
736.50	0.011641
737.00	0.011760
737.50	0.010742
738.00	0.010785
738.50	0.011052
739.00	0.011059
739.50	0.010573
740.00	0.010479
740.50	0.010957
741.00	0.010058
741.50	0.010193
742.00	0.010700
742.50	0.0099924
743.00	0.0098892
743.50	0.0095573
744.00	0.0097657
744.50	0.0096573
745.00	0.010470
745.50	0.010648
746.00	0.0093481
746.50	0.0090633
747.00	0.0086958
747.50	0.0098281
748.00	0.0094596
748.50	0.0095801
749.00	0.0098222
749.50	0.0094320
750.00	0.0090232
750.50	0.0097002
751.00	0.0087235
751.50	0.0093500
752.00	0.0088868
752.50	0.0090318
753.00	0.0089395
753.50	0.0094939
754.00	0.0082971
754.50	0.0080841
755.00	0.0079543
755.50	0.0081842
756.00	0.0085463
756.50	0.0085481
757.00	0.0088712
757.50	0.0085652
758.00	0.0079895
758.50	0.0082688
759.00	0.0075950
759.50	0.0085347
760.00	0.0080505
760.50	0.0075477
761.00	0.0075117
761.50	0.0077201
762.00	0.0076221
762.50	0.0084210
763.00	0.0081536
763.50	0.0082898
764.00	0.0077348
764.50	0.0075848
765.00	0.0069402
765.50	0.0080644
766.00	0.0076903
766.50	0.0071987
767.00	0.0074808
767.50	0.0068513
768.00	0.0073798
768.50	0.0074847
769.00	0.0082535
769.50	0.0074964
770.00	0.0080044
770.50	0.0069200
771.00	0.0072633
771.50	0.0077292
772.00	0.0074118
772.50	0.0070388
773.00	0.0071635
773.50	0.0066624
774.00	0.0070482
774.50	0.0063643
775.00	0.0072117
775.50	0.0069837
776.00	0.0077183
776.50	0.0064653
777.00	0.0068247
777.50	0.0073874
778.00	0.0068600
778.50	0.0066387
779.00	0.0073558
779.50	0.0065035
780.00	0.0059590
