Wavelength (nm)	Q07 abs N
300.00	0.031239
300.25	0.027212
300.50	0.013901
300.75	0.014558
301.00	0.014895
301.25	0.020590
301.50	0.035704
301.75	0.029132
302.00	0.029537
302.25	0.022578
302.50	0.021449
302.75	0.019309
303.00	0.013463
303.25	0.024650
303.50	0.026217
303.75	0.023488
304.00	0.020219
304.25	0.034844
304.50	0.023522
304.75	0.036041
305.00	0.023067
305.25	0.016479
305.50	0.029554
305.75	0.021584
306.00	0.025847
306.25	0.026807
306.50	0.037321
306.75	0.027262
307.00	0.036967
307.25	0.023977
307.50	0.031778
307.75	0.024735
308.00	0.029992
308.25	0.037641
308.50	0.040320
308.75	0.033968
309.00	0.024768
309.25	0.035434
309.50	0.031609
309.75	0.029891
310.00	0.036681
310.25	0.036411
310.50	0.035501
310.75	0.024111
311.00	0.020522
311.25	0.045325
311.50	0.047616
311.75	0.032688
312.00	0.041887
312.25	0.044061
312.50	0.031542
312.75	0.037254
313.00	0.046740
313.25	0.033008
313.50	0.043016
313.75	0.042393
314.00	0.035367
314.25	0.039950
314.50	0.029335
314.75	0.041668
315.00	0.031121
315.25	0.041281
315.50	0.031609
315.75	0.043016
316.00	0.053732
316.25	0.050497
316.50	0.051677
316.75	0.048678
317.00	0.036580
317.25	0.052165
317.50	0.036799
317.75	0.047212
318.00	0.041870
318.25	0.044415
318.50	0.043488
318.75	0.048155
319.00	0.039950
319.25	0.058214
319.50	0.035940
319.75	0.062208
320.00	0.057372
320.25	0.051744
320.50	0.050565
320.75	0.054828
321.00	0.045695
321.25	0.051003
321.50	0.056108
321.75	0.051036
322.00	0.060573
322.25	0.048357
322.50	0.051643
322.75	0.057523
323.00	0.045527
323.25	0.047144
323.50	0.061230
323.75	0.044398
324.00	0.059074
324.25	0.055704
324.50	0.054929
324.75	0.043353
325.00	0.054474
325.25	0.050261
325.50	0.056243
325.75	0.064684
326.00	0.062780
326.25	0.055249
326.50	0.053328
326.75	0.071424
327.00	0.061028
327.25	0.061028
327.50	0.063943
327.75	0.049183
328.00	0.057860
328.25	0.057186
328.50	0.058956
328.75	0.058922
329.00	0.058450
329.25	0.060169
329.50	0.063539
329.75	0.062848
330.00	0.059899
330.25	0.057321
330.50	0.049486
330.75	0.052991
331.00	0.057321
331.25	0.054052
331.50	0.047734
331.75	0.063202
332.00	0.051340
332.25	0.063623
332.50	0.061635
332.75	0.063555
333.00	0.070598
333.25	0.061095
333.50	0.054221
333.75	0.057962
334.00	0.055131
334.25	0.056159
334.50	0.072907
334.75	0.055670
335.00	0.062679
335.25	0.065864
335.50	0.054272
335.75	0.057405
336.00	0.051761
336.25	0.064145
336.50	0.063016
336.75	0.057793
337.00	0.064128
337.25	0.055114
337.50	0.056058
337.75	0.062966
338.00	0.052233
338.25	0.059512
338.50	0.057473
338.75	0.050059
339.00	0.062342
339.25	0.046841
339.50	0.059309
339.75	0.051761
340.00	0.062696
340.25	0.054457
340.50	0.062966
340.75	0.057153
341.00	0.054086
341.25	0.058282
341.50	0.053210
341.75	0.048913
342.00	0.056209
342.25	0.062595
342.50	0.051205
342.75	0.051491
343.00	0.058096
343.25	0.065409
343.50	0.058888
343.75	0.052553
344.00	0.059748
344.25	0.059663
344.50	0.057692
344.75	0.054844
345.00	0.051812
345.25	0.052081
345.50	0.056445
345.75	0.063151
346.00	0.060641
346.25	0.055754
346.50	0.055670
346.75	0.057254
347.00	0.058400
347.25	0.065476
347.50	0.052688
347.75	0.056074
348.00	0.057136
348.25	0.060674
348.50	0.057035
348.75	0.048762
349.00	0.057709
349.25	0.066184
349.50	0.050716
349.75	0.056074
350.00	0.056209
350.25	0.063876
350.50	0.065257
350.75	0.052755
351.00	0.062123
351.25	0.060455
351.50	0.065139
351.75	0.054272
352.00	0.055417
352.25	0.061483
352.50	0.055013
352.75	0.056732
353.00	0.060034
353.25	0.051458
353.50	0.050531
353.75	0.053227
354.00	0.054844
354.25	0.067010
354.50	0.046605
354.75	0.051828
355.00	0.052924
355.25	0.056411
355.50	0.060034
355.75	0.063673
356.00	0.055080
356.25	0.061011
356.50	0.054423
356.75	0.058720
357.00	0.048576
357.25	0.055872
357.50	0.057877
357.75	0.061887
358.00	0.063724
358.25	0.056816
358.50	0.057052
358.75	0.050480
359.00	0.061955
359.25	0.054979
359.50	0.060674
359.75	0.057844
360.00	0.050683
360.25	0.056951
360.50	0.059360
360.75	0.065089
361.00	0.054524
361.25	0.051896
361.50	0.060556
361.75	0.058113
362.00	0.057742
362.25	0.053699
362.50	0.059208
362.75	0.052401
363.00	0.058079
363.25	0.064112
363.50	0.059579
363.75	0.061652
364.00	0.062241
364.25	0.059882
364.50	0.061028
364.75	0.058315
365.00	0.061062
365.25	0.053985
365.50	0.062039
365.75	0.062848
366.00	0.062747
366.25	0.059849
366.50	0.065173
366.75	0.059377
367.00	0.065645
367.25	0.061079
367.50	0.057321
367.75	0.063589
368.00	0.061635
368.25	0.063454
368.50	0.065510
368.75	0.069453
369.00	0.070329
369.25	0.072435
369.50	0.063572
369.75	0.066605
370.00	0.066858
370.25	0.062106
370.50	0.072014
370.75	0.066150
371.00	0.063084
371.25	0.068189
