Wavelength (nm)	H03 ems
340.00	0.010910
341.00	0.010946
342.00	0.014150
343.00	0.015549
344.00	0.017786
345.00	0.023074
346.00	0.029421
347.00	0.035137
348.00	0.045164
349.00	0.053765
350.00	0.071392
351.00	0.089428
352.00	0.10563
353.00	0.12445
354.00	0.14717
355.00	0.17985
356.00	0.20760
357.00	0.23722
358.00	0.27250
359.00	0.30399
360.00	0.33952
361.00	0.37755
362.00	0.41316
363.00	0.44208
364.00	0.47710
365.00	0.51019
366.00	0.55164
367.00	0.58910
368.00	0.62409
369.00	0.65258
370.00	0.69831
371.00	0.72097
372.00	0.75621
373.00	0.78472
374.00	0.81591
375.00	0.84684
376.00	0.87057
377.00	0.88600
378.00	0.90134
379.00	0.92014
380.00	0.94531
381.00	0.95117
382.00	0.97261
383.00	0.97871
384.00	0.98536
385.00	0.99279
386.00	0.99029
387.00	1.0000
388.00	0.99115
389.00	0.99512
390.00	0.98533
391.00	0.97331
392.00	0.96136
393.00	0.95997
394.00	0.94536
395.00	0.94339
396.00	0.93136
397.00	0.90589
398.00	0.90189
399.00	0.87874
400.00	0.87223
401.00	0.83943
402.00	0.83769
403.00	0.82355
404.00	0.79099
405.00	0.78424
406.00	0.76090
407.00	0.74833
408.00	0.72787
409.00	0.70784
410.00	0.69269
411.00	0.67112
412.00	0.64970
413.00	0.63278
414.00	0.60015
415.00	0.59396
416.00	0.56558
417.00	0.55119
418.00	0.53519
419.00	0.51614
420.00	0.49872
421.00	0.48215
422.00	0.46675
423.00	0.45368
424.00	0.43819
425.00	0.41542
426.00	0.40592
427.00	0.39191
428.00	0.37513
429.00	0.36658
430.00	0.35022
431.00	0.33837
432.00	0.33131
433.00	0.32363
434.00	0.30571
435.00	0.28885
436.00	0.27988
437.00	0.27209
438.00	0.26051
439.00	0.25236
440.00	0.24639
441.00	0.23071
442.00	0.22546
443.00	0.22115
444.00	0.20758
445.00	0.20068
446.00	0.19496
447.00	0.19147
448.00	0.18223
449.00	0.17410
450.00	0.16720
451.00	0.16310
452.00	0.15754
453.00	0.15414
454.00	0.14852
455.00	0.14400
456.00	0.13826
457.00	0.13634
458.00	0.13177
459.00	0.12612
460.00	0.12229
461.00	0.12104
462.00	0.11629
463.00	0.11431
464.00	0.11265
465.00	0.11013
466.00	0.10992
467.00	0.10701
468.00	0.10581
469.00	0.10394
470.00	0.10437
471.00	0.10184
472.00	0.10169
473.00	0.10206
474.00	0.099941
475.00	0.099071
476.00	0.10106
477.00	0.10149
478.00	0.10081
479.00	0.10182
480.00	0.10365
481.00	0.10201
482.00	0.10264
483.00	0.10251
484.00	0.10339
485.00	0.099916
486.00	0.098555
487.00	0.098884
488.00	0.094046
489.00	0.093958
490.00	0.091637
491.00	0.087832
492.00	0.088902
493.00	0.089083
494.00	0.087874
495.00	0.084871
496.00	0.083690
497.00	0.082262
498.00	0.079649
499.00	0.080348
500.00	0.077478
501.00	0.072451
502.00	0.074893
503.00	0.074958
504.00	0.072170
505.00	0.069072
506.00	0.067098
507.00	0.067892
508.00	0.065870
509.00	0.065505
510.00	0.066060
511.00	0.065148
512.00	0.063841
513.00	0.062364
514.00	0.061388
515.00	0.063349
516.00	0.061472
517.00	0.060915
518.00	0.060385
519.00	0.058330
520.00	0.059561
521.00	0.057931
522.00	0.058659
523.00	0.057453
524.00	0.055359
525.00	0.053972
526.00	0.054489
527.00	0.055400
528.00	0.053212
529.00	0.051081
530.00	0.051457
531.00	0.050467
532.00	0.047678
533.00	0.048953
534.00	0.046827
535.00	0.046514
536.00	0.045710
537.00	0.044079
538.00	0.042197
539.00	0.042699
540.00	0.040987
541.00	0.039601
542.00	0.039055
543.00	0.039421
544.00	0.036484
545.00	0.036399
546.00	0.035792
547.00	0.035551
548.00	0.034492
549.00	0.033911
550.00	0.032877
551.00	0.033613
552.00	0.031474
553.00	0.031058
554.00	0.031651
555.00	0.030934
556.00	0.029985
557.00	0.030249
558.00	0.027529
559.00	0.028378
560.00	0.028092
561.00	0.028210
562.00	0.027386
563.00	0.025815
564.00	0.027502
565.00	0.024412
566.00	0.026148
567.00	0.024447
568.00	0.023859
569.00	0.022688
570.00	0.022119
571.00	0.023661
572.00	0.022098
573.00	0.022628
574.00	0.022105
575.00	0.020639
576.00	0.020636
577.00	0.020937
578.00	0.021377
579.00	0.020362
580.00	0.020756
581.00	0.020689
582.00	0.019565
583.00	0.019117
584.00	0.017928
585.00	0.018757
586.00	0.018219
587.00	0.018405
588.00	0.016745
589.00	0.017741
590.00	0.016320
591.00	0.016138
592.00	0.016650
593.00	0.016092
594.00	0.016427
595.00	0.013956
596.00	0.015652
597.00	0.014547
598.00	0.014678
599.00	0.014594
600.00	0.014625
