Wavelength (nm)	A40 ems
320.00	0.59213
321.00	0.59651
322.00	0.54527
323.00	0.55064
324.00	0.45101
325.00	0.58418
326.00	0.61415
327.00	0.48364
328.00	0.56535
329.00	0.59023
330.00	0.58835
331.00	0.56899
332.00	0.54027
333.00	0.60671
334.00	0.59013
335.00	0.56462
336.00	0.60800
337.00	0.70938
338.00	0.59737
339.00	0.63803
340.00	0.70734
341.00	0.67547
342.00	0.69442
343.00	0.75198
344.00	0.63933
345.00	0.73530
346.00	0.80496
347.00	0.78355
348.00	0.75052
349.00	0.82685
350.00	0.75232
351.00	0.80039
352.00	0.79278
353.00	0.89402
354.00	0.80727
355.00	0.92388
356.00	0.84782
357.00	0.90734
358.00	0.87827
359.00	0.91256
360.00	0.84329
361.00	1.0000
362.00	0.89605
363.00	0.91475
364.00	0.86058
365.00	0.88517
366.00	0.94989
367.00	0.86714
368.00	0.86030
369.00	0.90249
370.00	0.91294
371.00	0.81804
372.00	0.87445
373.00	0.87896
374.00	0.88667
375.00	0.89424
376.00	0.75199
377.00	0.82157
378.00	0.76481
379.00	0.75184
380.00	0.83127
381.00	0.79798
382.00	0.79020
383.00	0.77852
384.00	0.71600
385.00	0.68438
386.00	0.70270
387.00	0.68293
388.00	0.71415
389.00	0.73050
390.00	0.64660
391.00	0.66005
392.00	0.58851
393.00	0.65561
394.00	0.68530
395.00	0.61970
396.00	0.55982
397.00	0.55385
398.00	0.58115
399.00	0.48607
400.00	0.47602
401.00	0.50481
402.00	0.50647
403.00	0.44296
404.00	0.51903
405.00	0.43515
406.00	0.42625
407.00	0.42738
408.00	0.37392
409.00	0.34205
410.00	0.43198
411.00	0.30035
412.00	0.31885
413.00	0.30324
414.00	0.28364
415.00	0.33197
416.00	0.26677
417.00	0.27536
418.00	0.24814
419.00	0.25602
420.00	0.29709
421.00	0.23173
422.00	0.18352
423.00	0.19807
424.00	0.20918
425.00	0.21691
426.00	0.14911
427.00	0.15512
428.00	0.17699
429.00	0.15104
430.00	0.14302
431.00	0.11733
432.00	0.12867
433.00	0.12128
434.00	0.096160
435.00	0.11162
436.00	0.10867
437.00	0.10874
438.00	0.12674
439.00	0.076129
440.00	0.098190
441.00	0.075221
442.00	0.072923
443.00	0.032253
444.00	0.015703
445.00	0.031552
446.00	0.031193
447.00	0.039947
448.00	0.048036
449.00	0.041363
450.00	0.044851
