Wavelength (nm)	H02 abs N
226.00	0.86818
227.00	0.79290
228.00	0.72932
229.00	0.67232
230.00	0.62323
231.00	0.57569
232.00	0.51295
233.00	0.43623
234.00	0.36733
235.00	0.31773
236.00	0.29376
237.00	0.27407
238.00	0.24594
239.00	0.22315
240.00	0.21250
241.00	0.21255
242.00	0.21916
243.00	0.22951
244.00	0.24243
245.00	0.25815
246.00	0.27655
247.00	0.29662
248.00	0.31786
249.00	0.33991
250.00	0.36384
251.00	0.38996
252.00	0.41849
253.00	0.45134
254.00	0.48736
255.00	0.52373
256.00	0.55816
257.00	0.58950
258.00	0.61649
259.00	0.63827
260.00	0.65720
261.00	0.67847
262.00	0.70759
263.00	0.74119
264.00	0.78047
265.00	0.82730
266.00	0.88066
267.00	0.91794
268.00	0.92863
269.00	0.92182
270.00	0.90008
271.00	0.86889
272.00	0.82941
273.00	0.80107
274.00	0.79795
275.00	0.81923
276.00	0.85033
277.00	0.88590
278.00	0.93435
279.00	0.98844
280.00	1.0000
281.00	0.93342
282.00	0.81685
283.00	0.70013
284.00	0.60923
285.00	0.54853
286.00	0.51540
287.00	0.50170
288.00	0.50186
289.00	0.51047
290.00	0.52492
291.00	0.54210
292.00	0.55784
293.00	0.57028
294.00	0.57843
295.00	0.58321
296.00	0.58874
297.00	0.59813
298.00	0.61252
299.00	0.62850
300.00	0.64626
301.00	0.66391
302.00	0.68268
303.00	0.69947
304.00	0.70872
305.00	0.70329
306.00	0.68052
307.00	0.64087
308.00	0.59510
309.00	0.55422
310.00	0.52383
311.00	0.50654
312.00	0.49823
313.00	0.49265
314.00	0.48532
315.00	0.47736
316.00	0.47320
317.00	0.47163
318.00	0.46095
319.00	0.42669
320.00	0.36566
321.00	0.28840
322.00	0.21276
323.00	0.14905
324.00	0.10327
325.00	0.071819
326.00	0.050927
327.00	0.037544
328.00	0.028422
329.00	0.022475
330.00	0.018267
331.00	0.015531
332.00	0.013443
333.00	0.011936
334.00	0.010726
335.00	0.0098088
336.00	0.0089529
337.00	0.0083078
338.00	0.0079180
339.00	0.0076789
340.00	0.0073424
341.00	0.0070309
342.00	0.0069185
343.00	0.0065933
344.00	0.0063597
345.00	0.0062131
346.00	0.0058916
347.00	0.0060034
348.00	0.0057775
349.00	0.0057002
350.00	0.0056384
351.00	0.0054080
352.00	0.0053731
353.00	0.0053718
354.00	0.0051792
355.00	0.0049256
356.00	0.0046323
357.00	0.0045555
358.00	0.0046076
359.00	0.0049526
360.00	0.0051441
361.00	0.0050062
362.00	0.0046118
363.00	0.0045171
364.00	0.0043218
365.00	0.0040181
366.00	0.0036328
367.00	0.0036270
368.00	0.0035971
369.00	0.0035803
370.00	0.0030943
371.00	0.0031847
372.00	0.0030810
373.00	0.0027020
374.00	0.0027140
375.00	0.0028577
376.00	0.0027790
377.00	0.0022702
378.00	0.0024913
379.00	0.0024979
380.00	0.0022921
381.00	0.0019482
382.00	0.0014868
383.00	0.0018177
384.00	0.0018443
385.00	0.0018280
386.00	0.0016546
387.00	0.0016347
388.00	0.0017050
389.00	0.0018847
390.00	0.0011877
391.00	0.0012329
392.00	0.00085811
393.00	0.00089607
394.00	0.0010921
395.00	0.00082437
396.00	0.00091655
397.00	0.00051483
398.00	0.00063116
399.00	0.00069326
400.00	0.00052209
