Wavelength (nm)	J15 abs N
428.00	0.18841
429.00	0.18806
430.00	0.18823
431.00	0.18986
432.00	0.19007
433.00	0.18967
434.00	0.19142
435.00	0.19359
436.00	0.19346
437.00	0.19519
438.00	0.19608
439.00	0.19707
440.00	0.19870
441.00	0.19881
442.00	0.20089
443.00	0.20048
444.00	0.20171
445.00	0.20255
446.00	0.20269
447.00	0.20330
448.00	0.20374
449.00	0.20346
450.00	0.20355
451.00	0.20348
452.00	0.20295
453.00	0.20283
454.00	0.20266
455.00	0.20133
456.00	0.20069
457.00	0.19940
458.00	0.19864
459.00	0.19737
460.00	0.19683
461.00	0.19545
462.00	0.19488
463.00	0.19327
464.00	0.19237
465.00	0.19189
466.00	0.19083
467.00	0.18992
468.00	0.18864
469.00	0.18969
470.00	0.18877
471.00	0.18803
472.00	0.18799
473.00	0.18722
474.00	0.18798
475.00	0.18620
476.00	0.18703
477.00	0.18683
478.00	0.18677
479.00	0.18754
480.00	0.18789
481.00	0.18886
482.00	0.18958
483.00	0.19003
484.00	0.19079
485.00	0.18792
486.00	0.19062
487.00	0.19649
488.00	0.18853
489.00	0.19582
490.00	0.19829
491.00	0.20065
492.00	0.20187
493.00	0.20387
494.00	0.20586
495.00	0.20729
496.00	0.20798
497.00	0.21108
498.00	0.21213
499.00	0.21399
500.00	0.21736
501.00	0.21758
502.00	0.22089
503.00	0.22245
504.00	0.22540
505.00	0.22721
506.00	0.23028
507.00	0.23281
508.00	0.23525
509.00	0.23853
510.00	0.24218
511.00	0.24525
512.00	0.25041
513.00	0.25424
514.00	0.25810
515.00	0.26337
516.00	0.26702
517.00	0.27254
518.00	0.27844
519.00	0.28322
520.00	0.28901
521.00	0.29486
522.00	0.30065
523.00	0.30676
524.00	0.31393
525.00	0.32102
526.00	0.32736
527.00	0.33419
528.00	0.34114
529.00	0.34813
530.00	0.35578
531.00	0.36372
532.00	0.37201
533.00	0.37923
534.00	0.38747
535.00	0.39489
536.00	0.40300
537.00	0.41152
538.00	0.42006
539.00	0.42800
540.00	0.43528
541.00	0.44275
542.00	0.45277
543.00	0.46123
544.00	0.46961
545.00	0.47878
546.00	0.48829
547.00	0.49692
548.00	0.50677
549.00	0.51620
550.00	0.52482
551.00	0.53583
552.00	0.54449
553.00	0.55495
554.00	0.56497
555.00	0.57556
556.00	0.58613
557.00	0.59738
558.00	0.60799
559.00	0.62091
560.00	0.63196
561.00	0.64249
562.00	0.65536
563.00	0.66732
564.00	0.67968
565.00	0.69292
566.00	0.70402
567.00	0.71794
568.00	0.73188
569.00	0.74453
570.00	0.75714
571.00	0.76889
572.00	0.78105
573.00	0.79364
574.00	0.80615
575.00	0.81889
576.00	0.83029
577.00	0.84214
578.00	0.85245
579.00	0.86322
580.00	0.87282
581.00	0.88422
582.00	0.89128
583.00	0.89876
584.00	0.90709
585.00	0.91753
586.00	0.92311
587.00	0.92846
588.00	0.93606
589.00	0.94058
590.00	0.94456
591.00	0.94944
592.00	0.95322
593.00	0.95740
594.00	0.96012
595.00	0.96188
596.00	0.96485
597.00	0.96558
598.00	0.96760
599.00	0.96891
600.00	0.97092
601.00	0.97278
602.00	0.97475
603.00	0.97758
604.00	0.97806
605.00	0.97799
606.00	0.98110
607.00	0.98193
608.00	0.98509
609.00	0.98650
610.00	0.98902
611.00	0.99131
612.00	0.99225
613.00	0.99419
614.00	0.99505
615.00	0.99665
616.00	0.99930
617.00	0.99828
618.00	0.99979
619.00	1.00000
620.00	0.99878
621.00	0.99762
622.00	0.99503
623.00	0.99397
624.00	0.98920
625.00	0.98467
626.00	0.97878
627.00	0.97181
628.00	0.96354
629.00	0.95504
630.00	0.94365
631.00	0.93283
632.00	0.91899
633.00	0.90329
634.00	0.88722
635.00	0.87073
636.00	0.85369
637.00	0.83629
638.00	0.81713
639.00	0.79688
640.00	0.77543
641.00	0.75296
642.00	0.73178
643.00	0.70890
644.00	0.68644
645.00	0.66300
646.00	0.63918
647.00	0.61456
648.00	0.59066
649.00	0.56641
650.00	0.54176
651.00	0.51744
652.00	0.49388
653.00	0.47027
654.00	0.44704
655.00	0.42931
656.00	0.40069
657.00	0.38877
658.00	0.35393
659.00	0.34871
660.00	0.32865
661.00	0.31109
662.00	0.29443
663.00	0.27817
664.00	0.26249
665.00	0.24696
666.00	0.23276
667.00	0.22032
668.00	0.20644
669.00	0.19430
670.00	0.18318
671.00	0.17239
672.00	0.16216
673.00	0.15196
674.00	0.14278
675.00	0.13434
676.00	0.12622
677.00	0.11838
678.00	0.11140
679.00	0.10415
680.00	0.097903
681.00	0.091911
682.00	0.085745
683.00	0.080603
684.00	0.075775
685.00	0.071599
686.00	0.066615
687.00	0.062189
688.00	0.058591
689.00	0.054927
690.00	0.051434
691.00	0.048795
692.00	0.045300
693.00	0.043061
694.00	0.039671
695.00	0.037884
696.00	0.035435
697.00	0.034132
698.00	0.031452
699.00	0.029925
700.00	0.028187
701.00	0.026552
702.00	0.025633
703.00	0.024247
704.00	0.022555
705.00	0.021393
706.00	0.020834
707.00	0.020318
708.00	0.018146
709.00	0.017226
710.00	0.016213
711.00	0.015752
712.00	0.014172
713.00	0.013939
714.00	0.013230
715.00	0.012810
716.00	0.011904
717.00	0.011788
718.00	0.012026
719.00	0.011147
720.00	0.010421
721.00	0.010043
722.00	0.0091210
723.00	0.0084059
724.00	0.0085931
725.00	0.0088118
726.00	0.0085733
727.00	0.0073999
728.00	0.0080953
729.00	0.0074685
730.00	0.0068311
731.00	0.0069248
732.00	0.0052017
733.00	0.0061966
734.00	0.0063986
735.00	0.0057607
736.00	0.0053561
737.00	0.0050767
738.00	0.0036179
739.00	0.0054632
740.00	0.0043781
741.00	0.0041112
742.00	0.0047341
743.00	0.0042528
744.00	0.0037789
745.00	0.0038731
746.00	0.0035242
747.00	0.0046069
748.00	0.0034614
749.00	0.0037837
750.00	0.0038605
751.00	0.0028926
752.00	0.0026215
753.00	0.0039276
754.00	0.0034642
755.00	0.0025704
756.00	0.0039106
757.00	0.0042023
758.00	0.0035151
759.00	0.0021252
760.00	0.0031895
761.00	0.0028974
762.00	0.0011790
763.00	0.0038919
764.00	0.0030165
765.00	0.0034780
766.00	0.0010618
767.00	0.0015816
768.00	0.0047102
769.00	0.0042068
770.00	0.0025011
771.00	0.0035149
772.00	0.0016079
773.00	0.0026092
774.00	0.0030103
775.00	0.0029652
776.00	0.0028928
777.00	0.0032938
778.00	0.0038242
779.00	0.0044344
780.00	0.0026325
781.00	0.0030683
782.00	0.0035992
783.00	0.0032094
784.00	0.0029215
785.00	0.0030377
786.00	0.0041835
787.00	0.0032781
788.00	0.0040981
789.00	0.0036704
790.00	0.0026915
791.00	0.0031866
792.00	0.0031915
793.00	0.0034506
794.00	0.0044939
795.00	0.0041934
796.00	0.0017042
797.00	0.0031747
798.00	0.0036551
799.00	0.0032001
800.00	0.0029816
