Wavelength (nm)	J15 abs N
280.00	0.22914
281.00	0.23174
282.00	0.23488
283.00	0.23836
284.00	0.24211
285.00	0.24588
286.00	0.24996
287.00	0.25429
288.00	0.25875
289.00	0.26385
290.00	0.26926
291.00	0.27547
292.00	0.28144
293.00	0.28843
294.00	0.29563
295.00	0.30338
296.00	0.31185
297.00	0.32052
298.00	0.32989
299.00	0.33956
300.00	0.34950
301.00	0.35959
302.00	0.37010
303.00	0.38052
304.00	0.39105
305.00	0.40152
306.00	0.41102
307.00	0.42100
308.00	0.43065
309.00	0.43958
310.00	0.44801
311.00	0.45616
312.00	0.46327
313.00	0.46969
314.00	0.47579
315.00	0.48114
316.00	0.48536
317.00	0.48877
318.00	0.49122
319.00	0.49331
320.00	0.49415
321.00	0.49424
322.00	0.49317
323.00	0.49145
324.00	0.48914
325.00	0.48551
326.00	0.48127
327.00	0.47555
328.00	0.46928
329.00	0.46210
330.00	0.45388
331.00	0.44486
332.00	0.43517
333.00	0.42481
334.00	0.41387
335.00	0.40276
336.00	0.39184
337.00	0.38029
338.00	0.36905
339.00	0.35783
340.00	0.34656
341.00	0.33550
342.00	0.32513
343.00	0.31506
344.00	0.30540
345.00	0.29642
346.00	0.28809
347.00	0.28020
348.00	0.27313
349.00	0.26677
350.00	0.26066
351.00	0.25541
352.00	0.25081
353.00	0.24635
354.00	0.24261
355.00	0.23876
356.00	0.23514
357.00	0.23171
358.00	0.22900
359.00	0.22660
360.00	0.22412
361.00	0.22080
362.00	0.21740
363.00	0.21433
364.00	0.21146
365.00	0.20855
366.00	0.20576
367.00	0.20318
368.00	0.20064
369.00	0.19843
370.00	0.19662
371.00	0.19508
372.00	0.19397
373.00	0.19326
374.00	0.19293
375.00	0.19300
376.00	0.19340
377.00	0.19387
378.00	0.19426
379.00	0.19558
380.00	0.19610
381.00	0.19767
382.00	0.19937
383.00	0.20017
384.00	0.20136
385.00	0.20296
386.00	0.20396
387.00	0.20536
388.00	0.20681
389.00	0.20698
390.00	0.20847
391.00	0.20989
392.00	0.21102
393.00	0.21214
394.00	0.21350
395.00	0.21346
396.00	0.21493
397.00	0.21531
398.00	0.21613
399.00	0.21638
400.00	0.21594
401.00	0.21493
402.00	0.21440
403.00	0.21364
404.00	0.21226
405.00	0.21061
406.00	0.20835
407.00	0.20580
408.00	0.20381
409.00	0.20226
410.00	0.19942
411.00	0.19725
412.00	0.19470
413.00	0.19306
414.00	0.19197
415.00	0.19016
416.00	0.18922
417.00	0.18826
418.00	0.18720
419.00	0.18686
420.00	0.18634
421.00	0.18625
422.00	0.18668
423.00	0.18603
424.00	0.18641
425.00	0.18587
426.00	0.18664
427.00	0.18671
