Wavelength (nm)	R06 abs N
678.25	0.0024304
678.50	0.0030838
678.75	0.0024304
679.00	0.0024782
679.25	0.0027890
679.50	0.0017770
679.75	0.0021355
680.00	0.0010518
680.25	0.0029005
680.50	0.0027411
680.75	0.0010837
681.00	0.0027093
681.25	0.0020957
681.50	0.0047731
681.75	0.0025180
682.00	0.0020399
682.25	0.00093231
682.50	0.0025499
682.75	0.0023427
683.00	0.0025340
683.25	0.0038408
683.50	0.0046297
683.75	0.0039364
684.00	0.00074903
684.25	0.0020479
684.50	0.0020798
684.75	0.0021037
685.00	0.0033786
685.25	0.0033228
685.50	0.0029165
685.75	0.0018088
686.00	0.0052751
686.25	0.0025340
686.50	0.0038727
686.75	0.0033547
687.00	0.0026057
687.25	0.0031714
687.50	0.0012431
687.75	0.0026455
688.00	0.0019363
688.25	0.0041834
688.50	0.0033627
688.75	0.0022869
689.00	0.0029961
689.25	0.00079684
689.50	0.0033388
689.75	0.00074107
690.00	0.0028288
690.25	0.0019921
690.50	0.0022471
690.75	0.0035699
691.00	0.0020798
691.25	0.0030439
691.50	0.0031555
691.75	0.0030041
692.00	0.0013228
692.25	0.0015778
692.50	0.0021276
692.75	0.0021515
693.00	0.0027252
693.25	0.0013785
693.50	0.0029085
693.75	0.0024383
694.00	0.0035778
694.25	0.0011236
694.50	0.0019284
694.75	0.0015937
695.00	0.0014582
695.25	0.0021037
695.50	0.0018487
695.75	0.0032591
696.00	0.0010837
696.25	0.0014662
696.50	0.0028607
696.75	0.0018885
697.00	0.0026137
697.25	0.0012192
697.50	0.0026137
697.75	0.0030599
698.00	0.0026854
698.25	0.0019045
698.50	0.0010996
698.75	0.0017849
699.00	0.0015778
699.25	0.0017849
699.50	0.0024941
699.75	0.0029563
700.00	0.0036177
