Wavelength (nm)	F09 abs N
220.00	0.73627
220.25	0.72249
220.50	0.70834
220.75	0.69052
221.00	0.67664
221.25	0.65837
221.50	0.64512
221.75	0.62894
222.00	0.61374
222.25	0.60197
222.50	0.58496
222.75	0.56787
223.00	0.55349
223.25	0.53819
223.50	0.52651
223.75	0.51266
224.00	0.49847
224.25	0.48499
224.50	0.46983
224.75	0.45961
225.00	0.44719
225.25	0.43319
225.50	0.42292
225.75	0.40986
226.00	0.40071
226.25	0.39083
226.50	0.37964
226.75	0.36788
227.00	0.35976
227.25	0.34878
227.50	0.34083
227.75	0.33216
228.00	0.32367
228.25	0.31514
228.50	0.30831
228.75	0.30104
229.00	0.29379
229.25	0.28746
229.50	0.28096
229.75	0.27673
230.00	0.27058
230.25	0.26503
230.50	0.26079
230.75	0.25831
231.00	0.25606
231.25	0.25184
231.50	0.25022
231.75	0.24787
232.00	0.24562
232.25	0.24482
232.50	0.24233
232.75	0.24224
233.00	0.24136
233.25	0.24138
233.50	0.24172
233.75	0.24052
234.00	0.24388
234.25	0.24381
234.50	0.24630
234.75	0.24862
235.00	0.25257
235.25	0.25453
235.50	0.25762
235.75	0.26165
236.00	0.26549
236.25	0.26784
236.50	0.27325
236.75	0.27634
237.00	0.27946
237.25	0.28468
237.50	0.28829
237.75	0.29394
238.00	0.29814
238.25	0.30404
238.50	0.30955
238.75	0.31484
239.00	0.32016
239.25	0.32551
239.50	0.33106
239.75	0.33650
240.00	0.34231
240.25	0.34889
240.50	0.35473
240.75	0.36079
241.00	0.36674
241.25	0.37294
241.50	0.37905
241.75	0.38700
242.00	0.39340
242.25	0.40143
242.50	0.40987
242.75	0.41548
243.00	0.42269
243.25	0.43021
243.50	0.43807
243.75	0.44497
244.00	0.45347
244.25	0.46076
244.50	0.46858
244.75	0.47621
245.00	0.48241
245.25	0.49218
245.50	0.50077
245.75	0.50801
246.00	0.51748
246.25	0.52509
246.50	0.53437
246.75	0.54250
247.00	0.54999
247.25	0.56031
247.50	0.56986
247.75	0.57674
248.00	0.58536
248.25	0.59214
248.50	0.60339
248.75	0.61224
249.00	0.61955
249.25	0.63011
249.50	0.63815
249.75	0.64715
250.00	0.65570
250.25	0.66537
250.50	0.67303
250.75	0.68271
251.00	0.69168
251.25	0.70084
251.50	0.71198
251.75	0.71776
252.00	0.72729
252.25	0.73766
252.50	0.74472
252.75	0.75266
253.00	0.76468
253.25	0.77182
253.50	0.77654
253.75	0.78855
254.00	0.79656
254.25	0.80635
254.50	0.81391
254.75	0.82015
255.00	0.82029
255.25	0.82957
255.50	0.83503
255.75	0.84008
256.00	0.84864
256.25	0.85973
256.50	0.86562
256.75	0.87196
257.00	0.87704
257.25	0.88874
257.50	0.89488
257.75	0.89811
258.00	0.90787
258.25	0.91907
258.50	0.91980
258.75	0.92493
259.00	0.93152
259.25	0.94039
259.50	0.94672
259.75	0.94642
260.00	0.95566
260.25	0.96199
260.50	0.96553
260.75	0.96640
261.00	0.96933
261.25	0.97138
261.50	0.98102
261.75	0.98051
262.00	0.98658
262.25	0.98777
262.50	0.98806
262.75	0.99053
263.00	0.99084
263.25	0.99294
263.50	0.99448
263.75	1.0000
264.00	0.99811
264.25	0.99470
264.50	0.99505
264.75	0.99283
265.00	0.99255
265.25	0.99624
265.50	0.99407
265.75	0.99470
266.00	0.99037
266.25	0.99125
266.50	0.98309
266.75	0.98377
267.00	0.98248
267.25	0.97898
267.50	0.97699
267.75	0.96717
268.00	0.97069
268.25	0.96411
268.50	0.95781
268.75	0.95352
269.00	0.94504
269.25	0.94502
269.50	0.93567
269.75	0.92737
270.00	0.92496
270.25	0.91843
270.50	0.91008
270.75	0.90238
271.00	0.89597
271.25	0.88425
271.50	0.88217
271.75	0.86775
272.00	0.86275
272.25	0.85401
272.50	0.83927
272.75	0.83515
