Wavelength (nm)	F09 abs N
273.00	0.82774
273.25	0.81673
273.50	0.81033
273.75	0.79594
274.00	0.78698
274.25	0.77791
274.50	0.76645
274.75	0.75637
275.00	0.74206
275.25	0.72986
275.50	0.71764
275.75	0.70150
276.00	0.68920
276.25	0.67733
276.50	0.66457
276.75	0.65054
277.00	0.64246
277.25	0.62752
277.50	0.61537
277.75	0.60646
278.00	0.59606
278.25	0.58124
278.50	0.56870
278.75	0.55944
279.00	0.54308
279.25	0.53258
279.50	0.52168
279.75	0.51045
280.00	0.49985
280.25	0.48733
280.50	0.47462
280.75	0.46312
281.00	0.45251
281.25	0.43875
281.50	0.42696
281.75	0.41551
282.00	0.40527
282.25	0.39233
282.50	0.38099
282.75	0.36931
283.00	0.35790
283.25	0.34715
283.50	0.33624
283.75	0.32530
284.00	0.31274
284.25	0.30303
284.50	0.29140
284.75	0.27983
285.00	0.26856
285.25	0.25958
285.50	0.24997
285.75	0.23871
286.00	0.22914
286.25	0.21925
286.50	0.20971
286.75	0.20103
287.00	0.19144
287.25	0.18470
287.50	0.17504
287.75	0.16572
288.00	0.15803
288.25	0.15118
288.50	0.14177
288.75	0.13499
289.00	0.12760
289.25	0.12007
289.50	0.11346
289.75	0.10779
290.00	0.10162
290.25	0.094702
290.50	0.090027
290.75	0.085146
291.00	0.079853
291.25	0.074161
291.50	0.069490
291.75	0.065416
292.00	0.060877
292.25	0.057171
292.50	0.053677
292.75	0.050746
293.00	0.047436
293.25	0.044347
293.50	0.040135
293.75	0.037937
294.00	0.034368
294.25	0.032587
294.50	0.029698
294.75	0.028354
295.00	0.028380
295.25	0.027099
295.50	0.024269
295.75	0.023167
296.00	0.020985
296.25	0.019445
296.50	0.018281
296.75	0.017690
297.00	0.015634
297.25	0.014180
297.50	0.012767
297.75	0.012176
298.00	0.011207
298.25	0.011233
298.50	0.011207
298.75	0.0093037
299.00	0.0089189
299.25	0.0079806
299.50	0.0077803
299.75	0.0063465
300.00	0.0064414
300.25	0.0062147
300.50	0.0053503
300.75	0.0049022
301.00	0.0040008
301.25	0.0043171
301.50	0.0053028
301.75	0.0045385
302.00	0.0048284
302.25	0.0051711
302.50	0.0037742
302.75	0.0021032
303.00	0.0028464
303.25	0.0035370
303.50	0.0020610
303.75	0.0027147
304.00	0.0045016
304.25	0.0027041
304.50	0.0026567
304.75	0.0020821
305.00	0.0034105
305.25	0.0029835
305.50	0.0026514
305.75	0.0021454
306.00	0.0019451
306.25	0.0022982
306.50	0.0010964
306.75	0.0017764
307.00	0.0023246
307.25	0.0017079
307.50	0.0014285
307.75	0.0011386
308.00	0.00061146
308.25	0.0014443
308.50	0.0020821
308.75	0.0020083
309.00	0.00066944
309.25	0.0019451
309.50	0.0018871
309.75	0.0014549
310.00	0.0022772
310.25	0.0010015
310.50	-0.0011280
310.75	0.0056296
311.00	-0.0022772
311.25	0.0015023
311.50	-4.2170e-05
311.75	0.0017079
312.00	-0.00055875
312.25	0.0026725
312.50	0.0082811
312.75	0.0043593
313.00	0.00012124
313.25	-0.00041643
313.50	3.1627e-05
313.75	0.0011966
314.00	-0.00042697
314.25	0.0034895
314.50	0.0012967
314.75	0.00066417
315.00	-0.00067999
315.25	0.0025249
315.50	0.0026303
315.75	0.00032681
316.00	0.00075378
316.25	0.0023404
316.50	0.0022824
316.75	-0.0011755
317.00	0.0018713
317.25	0.00013178
317.50	0.0022824
317.75	0.0036108
318.00	0.0017711
318.25	0.0015761
318.50	-0.0015761
318.75	0.0020769
319.00	-0.00048495
319.25	0.00082758
319.50	0.00037426
319.75	0.00086975
320.00	-0.0014549
320.25	0.00042170
320.50	-0.00088556
320.75	0.0021507
321.00	0.0012545
321.25	-0.0012018
321.50	0.0027305
321.75	0.00030573
322.00	-0.0010753
322.25	0.0025671
322.50	0.0021507
322.75	0.0030204
323.00	-0.0017869
323.25	0.0015603
323.50	0.0013283
323.75	0.0029255
324.00	0.0031733
324.25	2.6356e-05
324.50	0.00076432
324.75	0.0013178
325.00	0.0019029
325.25	-0.0021823
325.50	0.00036371
325.75	-0.00089083
326.00	0.0037900
326.25	0.0020874
326.50	0.0021717
326.75	0.0031996
327.00	-0.0012018
327.25	0.0019240
327.50	0.0019134
327.75	-0.00081177
328.00	-0.00013705
328.25	0.00079068
328.50	-0.00015286
328.75	-0.00028464
329.00	0.0031206
329.25	0.00022139
329.50	0.0010701
329.75	0.00061673
330.00	0.0019925
330.25	-0.00033736
330.50	0.0019978
330.75	0.00071161
331.00	0.0020716
331.25	0.0023246
331.50	0.00033209
331.75	-7.9068e-05
332.00	0.0026725
332.25	-0.00098572
332.50	0.0013863
332.75	0.0015655
333.00	0.00014759
333.25	-0.00090138
333.50	0.00032154
333.75	0.0016604
334.00	-0.00099626
334.25	0.00092246
334.50	0.0018080
334.75	0.0025249
335.00	0.0017553
335.25	0.0040905
335.50	0.0016657
335.75	0.0020663
336.00	0.0030942
336.25	0.0020294
336.50	0.00098572
336.75	-0.00066944
337.00	0.0026251
337.25	-0.00093827
337.50	0.00062200
337.75	0.0010964
338.00	0.00051131
338.25	0.0031733
338.50	0.0026461
338.75	-0.00035844
339.00	0.0023088
339.25	-0.0010806
339.50	0.00054821
339.75	-0.00020558
340.00	-0.00016868
340.25	0.0019398
340.50	-0.00025829
340.75	0.0013863
341.00	0.00059037
341.25	0.0027674
341.50	0.0015339
341.75	0.0028939
342.00	0.00081704
342.25	0.00093827
342.50	0.0020663
342.75	0.0027252
343.00	0.00088029
343.25	-0.00065363
343.50	0.0029519
343.75	0.0026778
344.00	-0.00019503
344.25	-0.00042170
344.50	-0.00071688
344.75	0.0010015
345.00	0.00014232
345.25	-0.00074324
345.50	0.0022455
345.75	0.0023510
346.00	0.0034632
346.25	0.00024775
346.50	0.0011966
346.75	0.0039903
347.00	0.0022086
347.25	-0.0018555
347.50	-0.00067999
347.75	0.0012071
348.00	0.00021612
348.25	0.00051131
348.50	0.0011807
348.75	0.00023720
349.00	0.0015919
349.25	0.00082758
349.50	0.0024195
349.75	0.00088029
350.00	0.0018713
