Wavelength (nm)	C15 abs N
210.00	0.53684
211.00	0.53319
212.00	0.53572
213.00	0.53943
214.00	0.54813
215.00	0.55534
216.00	0.56165
217.00	0.57355
218.00	0.59221
219.00	0.62075
220.00	0.66239
221.00	0.71613
222.00	0.77923
223.00	0.84289
224.00	0.90445
225.00	0.95535
226.00	0.99026
227.00	1.0000
228.00	0.98705
229.00	0.96182
230.00	0.92827
231.00	0.89022
232.00	0.84902
233.00	0.80085
234.00	0.74813
235.00	0.68899
236.00	0.62349
237.00	0.55003
238.00	0.47510
239.00	0.40708
240.00	0.34697
241.00	0.29641
242.00	0.25583
243.00	0.22292
244.00	0.19705
245.00	0.17692
246.00	0.16048
247.00	0.14660
248.00	0.13369
249.00	0.12132
250.00	0.10908
251.00	0.097382
252.00	0.087173
253.00	0.078097
254.00	0.070183
255.00	0.063709
256.00	0.058420
257.00	0.053943
258.00	0.050389
259.00	0.047663
260.00	0.045472
261.00	0.044206
262.00	0.043883
263.00	0.043817
264.00	0.043794
265.00	0.043551
266.00	0.042908
267.00	0.041796
268.00	0.040394
269.00	0.039176
270.00	0.038401
271.00	0.038270
272.00	0.038711
273.00	0.039476
274.00	0.040947
275.00	0.042278
276.00	0.042796
277.00	0.041897
278.00	0.039393
279.00	0.036097
280.00	0.032709
281.00	0.029838
282.00	0.027797
283.00	0.026624
284.00	0.026382
285.00	0.026883
286.00	0.027741
287.00	0.028596
288.00	0.029240
289.00	0.029555
290.00	0.030012
291.00	0.030693
292.00	0.032017
293.00	0.033808
294.00	0.036318
295.00	0.039152
296.00	0.042220
297.00	0.045626
298.00	0.049062
299.00	0.052350
300.00	0.055611
301.00	0.058877
302.00	0.062568
303.00	0.067169
304.00	0.072529
305.00	0.078780
306.00	0.085883
307.00	0.093726
308.00	0.10222
309.00	0.11103
310.00	0.12008
311.00	0.12932
312.00	0.13758
313.00	0.14432
314.00	0.15029
315.00	0.15623
316.00	0.16234
317.00	0.17009
318.00	0.17977
319.00	0.19203
320.00	0.20703
321.00	0.22423
322.00	0.24259
323.00	0.26273
324.00	0.28299
325.00	0.30249
326.00	0.31989
327.00	0.33351
328.00	0.34298
329.00	0.34849
330.00	0.35223
331.00	0.35461
332.00	0.35670
333.00	0.36021
334.00	0.36721
335.00	0.37969
336.00	0.39883
337.00	0.42435
338.00	0.45504
339.00	0.48865
340.00	0.52341
341.00	0.55493
342.00	0.58119
343.00	0.59981
344.00	0.61281
345.00	0.62100
346.00	0.62362
347.00	0.61868
348.00	0.60381
349.00	0.57695
350.00	0.54507
351.00	0.51124
352.00	0.48138
353.00	0.45928
354.00	0.44931
355.00	0.45201
356.00	0.46441
357.00	0.48309
358.00	0.50630
359.00	0.53245
360.00	0.56726
361.00	0.61500
362.00	0.67730
363.00	0.74347
364.00	0.79623
365.00	0.82247
366.00	0.79740
367.00	0.73014
368.00	0.62945
369.00	0.51555
370.00	0.40679
371.00	0.30927
372.00	0.23139
373.00	0.16960
374.00	0.12326
375.00	0.089183
376.00	0.065019
377.00	0.047768
378.00	0.035582
379.00	0.027440
380.00	0.021350
381.00	0.017098
382.00	0.014295
383.00	0.011772
384.00	0.0098239
385.00	0.0085638
386.00	0.0074103
387.00	0.0065322
388.00	0.0058556
389.00	0.0048745
390.00	0.0043522
391.00	0.0035584
392.00	0.0033291
393.00	0.0027806
394.00	0.0027489
395.00	0.0022654
396.00	0.0022669
397.00	0.0020828
398.00	0.0016106
399.00	0.0015832
400.00	0.0015487
401.00	0.0013489
402.00	0.0012392
403.00	0.0012937
404.00	0.0011738
405.00	0.00090185
406.00	0.00084151
407.00	0.00094613
408.00	0.00096846
409.00	0.00069732
410.00	0.00074983
411.00	0.00043050
412.00	0.00072593
413.00	0.00060446
414.00	0.00074395
415.00	0.00070516
416.00	0.00074199
417.00	0.00053315
418.00	0.00059506
419.00	0.00067342
420.00	0.00067538
421.00	0.00056803
422.00	0.00074513
423.00	0.00064835
424.00	0.00047321
425.00	0.00059153
426.00	0.00080037
427.00	0.00078783
428.00	0.00054569
429.00	0.00048300
430.00	0.00056646
431.00	0.00039641
432.00	0.00057312
433.00	0.00041600
434.00	0.00038152
435.00	0.00048065
436.00	0.00058644
437.00	0.00064090
438.00	0.00060682
439.00	0.00060995
440.00	0.00061113
441.00	0.00050338
442.00	0.00062092
443.00	0.00063189
444.00	0.00047164
445.00	0.00051905
446.00	0.00048888
447.00	0.00054138
448.00	0.00078039
449.00	0.00055549
450.00	0.00059389
451.00	0.00077530
452.00	0.00073964
453.00	0.00085327
454.00	0.00072162
455.00	0.00034234
456.00	0.00080703
457.00	0.00082271
458.00	0.00055235
459.00	0.00066911
460.00	0.00062876
461.00	0.00067617
462.00	0.00056254
463.00	0.00050298
464.00	0.00086855
465.00	0.00062366
466.00	0.00069811
467.00	0.00060055
468.00	0.00042031
469.00	0.00066206
470.00	0.00070203
471.00	0.00063189
472.00	0.00058096
473.00	0.00059780
474.00	0.00077882
475.00	0.00043833
476.00	0.00059976
477.00	0.00031609
478.00	0.00084190
479.00	0.0010852
480.00	0.00067734
481.00	0.00060525
482.00	0.00091400
483.00	0.00094965
484.00	0.00064600
485.00	0.00086032
486.00	0.00057900
487.00	0.00046850
488.00	0.00055862
489.00	0.00069928
490.00	0.00087952
491.00	0.00073180
492.00	0.00059584
493.00	0.00072710
494.00	0.00063072
495.00	0.00085797
496.00	0.00090499
497.00	0.00086855
498.00	0.00094182
499.00	0.00065932
500.00	0.00071535
