Wavelength (nm)	H06 abs N
377.25	0.98684
377.50	0.98616
377.75	0.98694
378.00	0.98135
378.25	0.98207
378.50	0.98115
378.75	0.97927
379.00	0.97593
379.25	0.97077
379.50	0.97294
379.75	0.96785
380.00	0.96533
380.25	0.96114
380.50	0.95747
380.75	0.95447
381.00	0.95201
381.25	0.94523
381.50	0.94440
381.75	0.94064
382.00	0.93498
382.25	0.92757
382.50	0.91877
382.75	0.92067
383.00	0.91579
383.25	0.91264
383.50	0.90661
383.75	0.90349
384.00	0.89418
384.25	0.88651
384.50	0.87586
384.75	0.87376
385.00	0.86974
385.25	0.85950
385.50	0.85756
385.75	0.84524
386.00	0.83525
386.25	0.83554
386.50	0.82492
386.75	0.81761
387.00	0.81229
387.25	0.80206
387.50	0.79488
387.75	0.78295
388.00	0.77619
388.25	0.76802
388.50	0.75620
388.75	0.74938
389.00	0.73988
389.25	0.73067
389.50	0.72165
389.75	0.71117
390.00	0.70646
390.25	0.69015
390.50	0.67915
390.75	0.67301
391.00	0.66142
391.25	0.65391
391.50	0.63973
391.75	0.63013
392.00	0.61969
392.25	0.61189
392.50	0.60119
392.75	0.59460
393.00	0.58127
393.25	0.57346
393.50	0.55960
393.75	0.55160
394.00	0.54225
394.25	0.53326
394.50	0.52363
394.75	0.51187
395.00	0.49695
395.25	0.48840
395.50	0.47663
395.75	0.46583
396.00	0.45388
396.25	0.44238
396.50	0.43316
396.75	0.42322
397.00	0.41541
397.25	0.40584
397.50	0.39542
397.75	0.38798
398.00	0.37821
398.25	0.37080
398.50	0.36366
398.75	0.35572
399.00	0.34708
399.25	0.33838
399.50	0.32895
399.75	0.32295
400.00	0.31495
400.25	0.30846
400.50	0.30001
400.75	0.29258
401.00	0.28521
401.25	0.27797
401.50	0.27014
401.75	0.26394
402.00	0.25565
402.25	0.25069
402.50	0.24481
402.75	0.23635
403.00	0.23239
403.25	0.22474
403.50	0.21860
403.75	0.21153
404.00	0.20591
404.25	0.20139
404.50	0.19455
404.75	0.18968
405.00	0.18374
405.25	0.17829
405.50	0.17492
405.75	0.16917
406.00	0.16377
406.25	0.16090
406.50	0.15305
406.75	0.14975
407.00	0.14458
407.25	0.14046
407.50	0.13556
407.75	0.13180
408.00	0.12682
408.25	0.12331
408.50	0.11851
408.75	0.11533
409.00	0.11244
409.25	0.10768
409.50	0.10507
409.75	0.099119
410.00	0.097972
410.25	0.094385
410.50	0.090155
410.75	0.088329
411.00	0.084827
411.25	0.084184
411.50	0.079839
411.75	0.075524
412.00	0.071895
412.25	0.071488
412.50	0.068181
412.75	0.065213
413.00	0.063550
413.25	0.061159
413.50	0.058149
413.75	0.056505
414.00	0.054181
414.25	0.052439
414.50	0.050157
414.75	0.049210
415.00	0.047717
415.25	0.045581
415.50	0.044246
415.75	0.042856
416.00	0.041078
416.25	0.040126
416.50	0.037292
416.75	0.036363
417.00	0.035149
417.25	0.032127
417.50	0.033389
417.75	0.031199
418.00	0.029050
418.25	0.030507
418.50	0.025798
418.75	0.024651
419.00	0.024317
419.25	0.023674
419.50	0.021871
419.75	0.021143
420.00	0.019535
420.25	0.019978
420.50	0.018036
420.75	0.017465
421.00	0.016919
421.25	0.016179
421.50	0.013721
421.75	0.014243
422.00	0.014735
422.25	0.012374
422.50	0.012192
422.75	0.011081
423.00	0.010863
423.25	0.012083
423.50	0.010371
423.75	0.0097340
424.00	0.0089269
424.25	0.0093760
424.50	0.0092000
424.75	0.0083747
425.00	0.0080288
425.25	0.0084475
425.50	0.0066633
425.75	0.0052008
426.00	0.0059290
426.25	0.0060565
426.50	0.0056499
426.75	0.0052433
427.00	0.0050248
427.25	0.0057045
427.50	0.0036836
427.75	0.0055224
428.00	0.0044301
428.25	0.0040113
428.50	0.0028887
428.75	0.0041873
429.00	0.0037443
429.25	0.0035077
429.50	0.0035077
429.75	0.0037807
430.00	0.0024639
430.25	0.0037201
430.50	0.0023485
430.75	0.0019177
431.00	0.0028705
431.25	0.0012380
431.50	0.0014443
431.75	0.0026034
432.00	0.0028826
432.25	0.0014686
432.50	0.0030464
432.75	0.0027066
433.00	0.0017599
433.25	0.0029554
433.50	0.00075858
433.75	0.00089209
434.00	0.0018024
434.25	0.0016021
434.50	0.0014807
434.75	0.0015232
435.00	0.00040053
435.25	0.0022939
435.50	0.0019602
435.75	0.0013169
436.00	0.00052797
436.25	0.0010741
436.50	0.00088602
436.75	0.00068575
437.00	-0.00013351
437.25	0.0019905
437.50	0.00066755
437.75	0.0014079
438.00	0.0014018
438.25	0.00081319
438.50	0.00097098
438.75	-0.00062507
439.00	0.00067362
439.25	0.00054617
439.50	0.00084960
439.75	0.0016021
440.00	0.0015172
440.25	0.00050976
440.50	0.00038839
440.75	0.0016567
441.00	0.0013230
441.25	-0.00044908
441.50	0.00085567
441.75	-0.00015171
442.00	0.00090422
442.25	-0.00078285
442.50	0.0016021
442.75	0.00054011
443.00	0.0011834
443.25	0.00029736
443.50	5.4618e-05
443.75	0.00091029
444.00	0.0030282
444.25	0.00087388
444.50	0.00027916
444.75	0.00078892
445.00	6.6755e-05
445.25	-0.00044908
445.50	0.00063114
445.75	-0.00069182
446.00	-0.00059472
446.25	0.00069182
446.50	0.0010377
446.75	0.0018388
447.00	0.0021119
447.25	0.00059472
447.50	0.0010074
447.75	0.0015111
448.00	0.00069182
448.25	0.00021847
448.50	0.0018813
448.75	0.0010802
449.00	0.00014565
449.25	0.00066755
449.50	0.0013351
449.75	0.00020026
450.00	0.00098311
450.25	0.0025488
450.50	0.00074037
450.75	0.0017781
451.00	0.00010924
451.25	0.0011348
451.50	0.00067968
451.75	0.00025488
452.00	0.0017902
452.25	0.0023121
452.50	0.00084960
452.75	0.0014747
453.00	0.00039446
453.25	0.00013958
453.50	0.00078285
453.75	0.00050976
454.00	0.00033984
454.25	0.0014322
454.50	0.0018631
454.75	7.8892e-05
455.00	0.0010013
455.25	0.0011288
455.50	0.0017235
455.75	0.0013472
456.00	0.0029736
456.25	0.0010256
456.50	0.00064934
456.75	0.0018934
457.00	0.0016749
457.25	0.0018388
457.50	0.0012501
457.75	0.00084354
458.00	0.00069182
458.25	0.00040660
458.50	0.0016749
458.75	0.00071003
459.00	0.0017660
459.25	0.0014383
459.50	0.0023364
459.75	0.0023182
460.00	0.00081926
460.25	0.0033620
460.50	0.0011773
460.75	0.0020755
461.00	0.0010741
461.25	0.0016082
461.50	0.0025124
461.75	0.0024396
462.00	0.0013108
462.25	0.0017417
462.50	0.0022211
462.75	0.00063114
463.00	0.0023789
463.25	0.0012987
463.50	0.0020573
463.75	0.0020937
464.00	0.0023182
464.25	0.0014868
464.50	0.00093457
464.75	0.0027005
465.00	0.0022939
465.25	0.0026095
465.50	0.0021604
465.75	0.0024274
466.00	0.0023728
466.25	0.0027976
466.50	0.0025731
466.75	0.0018873
467.00	0.0025063
467.25	0.0020633
467.50	0.0019420
467.75	0.0015232
468.00	0.00076464
468.25	0.0035805
468.50	0.0017538
468.75	0.0019480
469.00	0.0015050
469.25	0.0020694
469.50	0.0028765
469.75	0.0022029
470.00	0.0026156
470.25	0.0027066
470.50	0.0018752
470.75	0.0023850
471.00	0.0025306
471.25	0.0032528
471.50	0.0018024
471.75	0.0028947
472.00	0.0020573
472.25	0.0016931
472.50	0.0026034
472.75	0.0017113
473.00	0.0044301
473.25	0.0026459
473.50	0.0018691
473.75	0.0031375
474.00	0.0022454
474.25	0.0026156
474.50	0.0035319
474.75	0.0033135
475.00	0.0030464
475.25	0.0019966
475.50	0.0042662
475.75	0.0022939
476.00	0.0024396
476.25	0.0040963
476.50	0.0029736
476.75	0.0030464
477.00	0.0025367
477.25	0.0024881
477.50	0.0021361
477.75	0.0035016
478.00	0.0029129
478.25	0.0035077
478.50	0.0022272
478.75	0.0041024
479.00	0.0020937
479.25	0.0040781
479.50	0.0033559
479.75	0.0025427
480.00	0.0034773
480.25	0.0020997
480.50	0.0031071
480.75	0.0025063
481.00	0.0027551
481.25	0.0042359
481.50	0.0021301
481.75	0.0027309
482.00	0.0028219
482.25	0.0030040
482.50	0.0024456
482.75	0.0027612
483.00	0.0018327
483.25	0.0032042
483.50	0.0029433
483.75	0.0028644
484.00	0.0037079
484.25	0.0034470
484.50	0.0040113
484.75	0.0029251
485.00	0.0031253
485.25	0.0038718
485.50	0.0023121
485.75	0.0023607
486.00	0.0039203
486.25	0.0033984
486.50	0.0030404
486.75	0.0029675
487.00	0.0039628
487.25	0.0018024
487.50	0.0026459
487.75	0.0033984
488.00	0.0039507
488.25	0.0027248
488.50	0.0039567
488.75	0.0038050
489.00	0.0019420
489.25	0.0038354
489.50	0.0025063
489.75	0.0026884
490.00	0.0021665
490.25	0.0032710
490.50	0.0025549
490.75	0.0020026
491.00	0.0023061
491.25	0.0028765
491.50	0.0037686
491.75	0.0040296
492.00	0.0028219
492.25	0.0041570
492.50	0.0011530
492.75	0.0026580
493.00	0.0026277
493.25	0.0031193
493.50	0.0030829
493.75	0.0029433
494.00	0.0031132
494.25	0.0037383
494.50	0.0032042
494.75	0.0037383
495.00	0.0032467
495.25	0.0031011
495.50	0.0028644
495.75	0.0042177
496.00	0.0027066
496.25	0.0037868
496.50	0.0043391
496.75	0.0047153
497.00	0.0034288
497.25	0.0041206
497.50	0.0040538
497.75	0.0019723
498.00	0.0024092
498.25	0.0033984
498.50	0.0032346
498.75	0.0022150
499.00	0.0035259
499.25	0.0025549
499.50	0.0040356
499.75	0.0040356
500.00	0.0033559
