Wavelength (nm)	H06 abs N
220.00	0.47691
220.25	0.45321
220.50	0.42920
220.75	0.40740
221.00	0.38812
221.25	0.36981
221.50	0.35217
221.75	0.33887
222.00	0.32444
222.25	0.31400
222.50	0.30506
222.75	0.29491
223.00	0.28639
223.25	0.28104
223.50	0.27479
223.75	0.27229
224.00	0.26875
224.25	0.26806
224.50	0.26629
224.75	0.26500
225.00	0.26485
225.25	0.26468
225.50	0.26583
225.75	0.26696
226.00	0.26903
226.25	0.27068
226.50	0.27577
226.75	0.27777
227.00	0.28098
227.25	0.28354
227.50	0.28772
227.75	0.29024
228.00	0.29709
228.25	0.29921
228.50	0.30448
228.75	0.30891
229.00	0.31590
229.25	0.31688
229.50	0.32232
229.75	0.32642
230.00	0.33155
230.25	0.33816
230.50	0.34244
230.75	0.34763
231.00	0.35399
231.25	0.35865
231.50	0.36378
231.75	0.36663
232.00	0.37332
232.25	0.38001
232.50	0.38477
232.75	0.39140
233.00	0.39473
233.25	0.39961
233.50	0.40661
233.75	0.41246
234.00	0.41912
234.25	0.42577
234.50	0.43002
234.75	0.43874
235.00	0.44614
235.25	0.45133
235.50	0.45916
235.75	0.46894
236.00	0.47645
236.25	0.48288
236.50	0.48838
236.75	0.49247
237.00	0.50062
237.25	0.50681
237.50	0.51072
237.75	0.51617
238.00	0.52007
238.25	0.52670
238.50	0.52964
238.75	0.53480
239.00	0.53830
239.25	0.54290
239.50	0.54665
239.75	0.54946
240.00	0.55270
240.25	0.55371
240.50	0.55541
240.75	0.55648
241.00	0.55728
241.25	0.55895
241.50	0.56067
241.75	0.56172
242.00	0.56270
242.25	0.56038
242.50	0.56179
242.75	0.56082
243.00	0.56113
243.25	0.55886
243.50	0.55909
243.75	0.55930
244.00	0.55707
244.25	0.55581
244.50	0.55393
244.75	0.55638
245.00	0.55289
245.25	0.55495
245.50	0.55196
245.75	0.54865
246.00	0.54784
246.25	0.54846
246.50	0.54617
246.75	0.54547
247.00	0.54426
247.25	0.54458
247.50	0.54043
247.75	0.53966
248.00	0.54005
248.25	0.53811
248.50	0.53666
248.75	0.53535
249.00	0.53311
249.25	0.53120
249.50	0.53024
249.75	0.52774
250.00	0.52476
250.25	0.52168
250.50	0.51888
250.75	0.51786
251.00	0.51478
251.25	0.51021
251.50	0.50758
251.75	0.50277
252.00	0.49849
252.25	0.49497
252.50	0.49258
252.75	0.48528
253.00	0.48222
253.25	0.47865
253.50	0.47461
253.75	0.46862
254.00	0.46509
254.25	0.45879
254.50	0.45323
254.75	0.44933
255.00	0.44669
255.25	0.44202
255.50	0.43444
255.75	0.42829
256.00	0.42131
256.25	0.41622
256.50	0.40757
256.75	0.40114
257.00	0.39497
257.25	0.38608
257.50	0.37741
257.75	0.36898
258.00	0.36205
258.25	0.35268
258.50	0.34466
258.75	0.33575
259.00	0.32661
259.25	0.31937
259.50	0.30837
259.75	0.30028
260.00	0.28969
260.25	0.28039
260.50	0.27230
260.75	0.26165
261.00	0.25193
261.25	0.24247
261.50	0.23248
261.75	0.22286
262.00	0.21327
262.25	0.20394
262.50	0.19577
262.75	0.18601
263.00	0.17701
263.25	0.16846
263.50	0.16053
263.75	0.15409
264.00	0.14537
264.25	0.13873
264.50	0.13211
264.75	0.12575
265.00	0.12066
265.25	0.11445
265.50	0.10900
265.75	0.10470
266.00	0.099386
266.25	0.094731
266.50	0.090101
266.75	0.086763
267.00	0.084123
267.25	0.080949
267.50	0.077205
267.75	0.074183
268.00	0.071379
268.25	0.068751
268.50	0.066488
268.75	0.065583
269.00	0.062494
269.25	0.061487
269.50	0.059551
269.75	0.057718
270.00	0.056165
270.25	0.054435
270.50	0.053926
270.75	0.052912
271.00	0.051638
271.25	0.051207
271.50	0.049168
271.75	0.047821
272.00	0.048840
272.25	0.047365
272.50	0.046206
272.75	0.046534
273.00	0.046619
273.25	0.046152
273.50	0.046267
273.75	0.045618
274.00	0.046334
274.25	0.045612
274.50	0.046285
274.75	0.046097
275.00	0.045697
275.25	0.045648
275.50	0.046643
275.75	0.046813
276.00	0.047189
276.25	0.048088
276.50	0.047493
276.75	0.049053
277.00	0.048446
277.25	0.049235
277.50	0.048185
277.75	0.048197
278.00	0.048804
278.25	0.048476
278.50	0.048276
278.75	0.048009
279.00	0.047590
279.25	0.049465
279.50	0.047669
279.75	0.048549
280.00	0.047778
280.25	0.046929
280.50	0.044446
280.75	0.045223
281.00	0.044398
281.25	0.044028
281.50	0.042935
281.75	0.043202
282.00	0.042262
282.25	0.041625
282.50	0.040672
282.75	0.039379
283.00	0.038390
283.25	0.038803
283.50	0.037613
283.75	0.038511
284.00	0.038190
284.25	0.036794
284.50	0.037110
284.75	0.036399
285.00	0.037170
285.25	0.036375
285.50	0.036260
285.75	0.036630
286.00	0.037304
286.25	0.037055
286.50	0.038002
286.75	0.038627
287.00	0.038615
287.25	0.037631
287.50	0.039215
287.75	0.039792
288.00	0.039488
288.25	0.041582
288.50	0.042225
288.75	0.042159
289.00	0.042468
289.25	0.044932
289.50	0.044161
289.75	0.045563
290.00	0.046929
290.25	0.047475
290.50	0.050121
290.75	0.050072
291.00	0.049684
291.25	0.051310
291.50	0.052093
291.75	0.051638
292.00	0.053877
292.25	0.054363
292.50	0.055376
292.75	0.058034
293.00	0.058162
293.25	0.059964
293.50	0.059843
293.75	0.061803
294.00	0.062646
294.25	0.062513
294.50	0.064091
294.75	0.065869
295.00	0.065213
295.25	0.065978
295.50	0.067107
295.75	0.068897
296.00	0.069941
296.25	0.071846
296.50	0.072065
296.75	0.073831
297.00	0.075639
297.25	0.077884
297.50	0.079311
297.75	0.078801
298.00	0.081702
298.25	0.083219
298.50	0.084621
298.75	0.085853
299.00	0.087012
299.25	0.089852
299.50	0.089579
299.75	0.090877
300.00	0.093086
300.25	0.095386
300.50	0.096685
300.75	0.096940
301.00	0.097935
301.25	0.098123
301.50	0.099829
301.75	0.10138
302.00	0.10182
302.25	0.10309
302.50	0.10382
302.75	0.10419
303.00	0.10579
303.25	0.10545
303.50	0.10438
303.75	0.10762
304.00	0.10650
304.25	0.10741
304.50	0.10650
304.75	0.10841
305.00	0.10829
305.25	0.10921
305.50	0.10843
305.75	0.10880
306.00	0.10912
306.25	0.10930
306.50	0.11129
306.75	0.11153
307.00	0.11140
307.25	0.11103
307.50	0.11146
307.75	0.11360
308.00	0.11294
308.25	0.11398
308.50	0.11518
308.75	0.11589
309.00	0.11644
309.25	0.11653
309.50	0.11817
309.75	0.11928
310.00	0.11815
310.25	0.12043
310.50	0.12509
310.75	0.12157
311.00	0.12777
311.25	0.12691
311.50	0.12933
311.75	0.12870
312.00	0.12629
312.25	0.12643
312.50	0.13134
312.75	0.13335
313.00	0.13537
313.25	0.13736
313.50	0.13591
313.75	0.13839
314.00	0.13642
314.25	0.13806
314.50	0.13710
314.75	0.13523
315.00	0.13730
315.25	0.14043
315.50	0.14194
315.75	0.14083
316.00	0.13741
316.25	0.13523
316.50	0.13239
316.75	0.13457
317.00	0.13717
317.25	0.13435
317.50	0.13504
317.75	0.13387
318.00	0.13180
318.25	0.13406
318.50	0.13041
318.75	0.13016
319.00	0.13219
319.25	0.13693
319.50	0.13170
319.75	0.13067
320.00	0.13545
320.25	0.12997
320.50	0.13618
320.75	0.13467
321.00	0.13215
321.25	0.13560
321.50	0.13753
321.75	0.13673
322.00	0.13897
322.25	0.13971
322.50	0.13771
322.75	0.13886
323.00	0.14534
323.25	0.14795
323.50	0.14952
323.75	0.15061
324.00	0.15344
324.25	0.15468
324.50	0.15259
324.75	0.15626
325.00	0.16216
325.25	0.16403
325.50	0.16379
325.75	0.16717
326.00	0.16546
326.25	0.16741
326.50	0.17342
326.75	0.18149
327.00	0.18058
327.25	0.18300
327.50	0.18906
327.75	0.18712
328.00	0.19337
328.25	0.19416
328.50	0.19772
328.75	0.20254
329.00	0.20274
329.25	0.20988
329.50	0.21101
329.75	0.21303
330.00	0.21927
330.25	0.22217
330.50	0.22809
330.75	0.23308
331.00	0.23471
331.25	0.23820
331.50	0.23844
331.75	0.24576
332.00	0.25088
332.25	0.25540
332.50	0.25946
332.75	0.26162
333.00	0.26672
333.25	0.26816
333.50	0.27228
333.75	0.28094
334.00	0.28290
334.25	0.28758
334.50	0.29056
334.75	0.29213
335.00	0.29455
335.25	0.29753
335.50	0.30459
335.75	0.30593
336.00	0.31127
336.25	0.31951
336.50	0.31894
336.75	0.32547
337.00	0.33646
337.25	0.33926
337.50	0.34132
337.75	0.34861
338.00	0.35250
338.25	0.35479
338.50	0.36054
338.75	0.36884
339.00	0.37449
339.25	0.38118
339.50	0.38732
339.75	0.38772
340.00	0.39565
340.25	0.40183
340.50	0.40566
340.75	0.41354
341.00	0.42043
341.25	0.42119
341.50	0.43179
341.75	0.43423
342.00	0.43884
342.25	0.44601
342.50	0.45181
342.75	0.46052
343.00	0.46591
343.25	0.47104
343.50	0.47619
343.75	0.48185
344.00	0.48593
344.25	0.49002
344.50	0.49378
344.75	0.49704
345.00	0.50936
345.25	0.51385
345.50	0.51548
345.75	0.52475
346.00	0.53253
346.25	0.53382
346.50	0.54385
346.75	0.54793
347.00	0.55402
347.25	0.56267
347.50	0.57021
347.75	0.57133
348.00	0.57766
348.25	0.58804
348.50	0.58829
348.75	0.59807
349.00	0.60960
349.25	0.60935
349.50	0.61647
349.75	0.62146
350.00	0.62909
350.25	0.63364
350.50	0.63437
350.75	0.64523
351.00	0.65119
351.25	0.65714
351.50	0.66558
351.75	0.67003
352.00	0.67852
352.25	0.68087
352.50	0.68712
352.75	0.69556
353.00	0.70309
353.25	0.70683
353.50	0.70730
353.75	0.71482
354.00	0.72369
354.25	0.72937
354.50	0.73411
354.75	0.74103
355.00	0.74602
355.25	0.75191
355.50	0.76032
355.75	0.76527
356.00	0.77377
356.25	0.78067
356.50	0.78987
356.75	0.79571
357.00	0.79741
357.25	0.80640
357.50	0.80678
357.75	0.81295
358.00	0.82057
358.25	0.81959
358.50	0.82727
358.75	0.82925
359.00	0.83531
359.25	0.84521
359.50	0.84513
359.75	0.85572
360.00	0.85434
360.25	0.85738
360.50	0.86657
360.75	0.87455
361.00	0.87659
361.25	0.87640
361.50	0.88409
361.75	0.88753
362.00	0.89378
362.25	0.89803
362.50	0.90019
362.75	0.90239
363.00	0.90745
363.25	0.91481
363.50	0.91772
363.75	0.91713
364.00	0.91511
364.25	0.91968
364.50	0.93197
364.75	0.92390
365.00	0.93453
365.25	0.94289
365.50	0.94363
365.75	0.94211
366.00	0.94272
366.25	0.95389
366.50	0.95281
366.75	0.94912
367.00	0.95987
367.25	0.95729
367.50	0.95880
367.75	0.96678
368.00	0.96406
368.25	0.96937
368.50	0.96830
368.75	0.97268
369.00	0.96874
369.25	0.97097
369.50	0.97921
369.75	0.97467
370.00	0.98137
370.25	0.98507
370.50	0.97974
370.75	0.97872
371.00	0.98588
371.25	0.98464
371.50	0.98933
371.75	0.98704
372.00	0.98782
372.25	0.99396
372.50	0.98263
372.75	0.99075
373.00	0.98709
373.25	1.00000
373.50	0.98808
373.75	0.99015
374.00	0.99344
374.25	0.99298
374.50	0.98914
374.75	0.99212
375.00	0.99975
375.25	0.99334
375.50	0.99287
375.75	0.99168
376.00	0.98407
376.25	0.99279
376.50	0.99426
376.75	0.99157
377.00	0.98839
