Wavelength (nm)	A23 abs N
210.00	0.30320
211.00	0.25427
212.00	0.22925
213.00	0.21982
214.00	0.22093
215.00	0.22990
216.00	0.24728
217.00	0.26777
218.00	0.29009
219.00	0.31630
220.00	0.35146
221.00	0.38982
222.00	0.42695
223.00	0.46333
224.00	0.51271
225.00	0.56899
226.00	0.61286
227.00	0.63420
228.00	0.65335
229.00	0.68729
230.00	0.73746
231.00	0.77959
232.00	0.80409
233.00	0.83887
234.00	0.91597
235.00	0.99560
236.00	1.0000
237.00	0.92249
238.00	0.83351
239.00	0.78612
240.00	0.77875
241.00	0.78017
242.00	0.75951
243.00	0.73103
244.00	0.74516
245.00	0.83147
246.00	0.90610
247.00	0.81431
248.00	0.58575
249.00	0.36883
250.00	0.21933
251.00	0.13129
252.00	0.083118
253.00	0.056643
254.00	0.041425
255.00	0.032385
256.00	0.027357
257.00	0.024312
258.00	0.022093
259.00	0.021727
260.00	0.021076
261.00	0.020469
262.00	0.021015
263.00	0.021648
264.00	0.021064
265.00	0.018963
266.00	0.017161
267.00	0.016457
268.00	0.017230
269.00	0.019893
270.00	0.022441
271.00	0.022707
272.00	0.019413
273.00	0.015767
274.00	0.013606
275.00	0.012937
276.00	0.013736
277.00	0.017111
278.00	0.018333
279.00	0.014029
280.00	0.010152
281.00	0.0092794
282.00	0.0085071
283.00	0.0062354
284.00	0.0043602
285.00	0.0033862
286.00	0.0029469
287.00	0.0024154
288.00	0.0020082
289.00	0.0017409
290.00	0.0014368
291.00	0.0014401
292.00	0.0013162
293.00	0.0011920
294.00	0.0010732
295.00	0.0011218
296.00	0.00094387
297.00	0.00095488
298.00	0.00082189
299.00	0.00075815
300.00	0.00080997
