Wavelength (nm)	B11 ems
380.00	0.20145
381.00	0.19288
382.00	0.18159
383.00	0.17384
384.00	0.16588
385.00	0.18098
386.00	0.17686
387.00	0.18892
388.00	0.17288
389.00	0.18054
390.00	0.16196
391.00	0.17722
392.00	0.17425
393.00	0.18309
394.00	0.18842
395.00	0.19633
396.00	0.19618
397.00	0.19915
398.00	0.20417
399.00	0.20474
400.00	0.22511
401.00	0.22549
402.00	0.25535
403.00	0.25685
404.00	0.28416
405.00	0.31440
406.00	0.32214
407.00	0.32430
408.00	0.34873
409.00	0.37443
410.00	0.38594
411.00	0.41354
412.00	0.43607
413.00	0.44448
414.00	0.48605
415.00	0.51308
416.00	0.52147
417.00	0.53475
418.00	0.53422
419.00	0.56455
420.00	0.60930
421.00	0.60518
422.00	0.62393
423.00	0.64405
424.00	0.64371
425.00	0.66617
426.00	0.68062
427.00	0.70899
428.00	0.70342
429.00	0.71964
430.00	0.75374
431.00	0.77185
432.00	0.79405
433.00	0.80871
434.00	0.82376
435.00	0.81714
436.00	0.81983
437.00	0.85257
438.00	0.83576
439.00	0.87787
440.00	0.87438
441.00	0.87752
442.00	0.87759
443.00	0.88388
444.00	0.90333
445.00	0.89127
446.00	0.87917
447.00	0.92637
448.00	0.94204
449.00	0.98239
450.00	1.0000
451.00	0.99620
452.00	0.98827
453.00	0.97615
454.00	0.98315
455.00	0.96807
456.00	0.93539
457.00	0.94481
458.00	0.91259
459.00	0.89660
460.00	0.87956
461.00	0.88644
462.00	0.87709
463.00	0.86046
464.00	0.85282
465.00	0.85020
466.00	0.87178
467.00	0.86384
468.00	0.86248
469.00	0.85953
470.00	0.85863
471.00	0.83812
472.00	0.82918
473.00	0.83163
474.00	0.78364
475.00	0.78672
476.00	0.74852
477.00	0.73971
478.00	0.72848
479.00	0.72719
480.00	0.72399
481.00	0.69656
482.00	0.68926
483.00	0.66326
484.00	0.65456
485.00	0.63494
486.00	0.61212
487.00	0.56552
488.00	0.55182
489.00	0.52618
490.00	0.50817
491.00	0.48762
492.00	0.48780
493.00	0.45729
494.00	0.44974
495.00	0.44340
496.00	0.43713
497.00	0.42999
498.00	0.40782
499.00	0.39880
500.00	0.40198
501.00	0.38911
502.00	0.37229
503.00	0.36010
504.00	0.35864
505.00	0.36075
506.00	0.34767
507.00	0.33158
508.00	0.31850
509.00	0.30139
510.00	0.29155
511.00	0.29076
512.00	0.29555
513.00	0.27445
514.00	0.27862
515.00	0.25481
516.00	0.25500
517.00	0.25019
518.00	0.23036
519.00	0.23655
520.00	0.23344
521.00	0.22844
522.00	0.20444
523.00	0.20813
524.00	0.20295
525.00	0.20082
526.00	0.18758
527.00	0.18802
528.00	0.17856
529.00	0.17502
530.00	0.17577
531.00	0.16306
532.00	0.15494
533.00	0.14775
534.00	0.14819
535.00	0.14538
536.00	0.14145
537.00	0.14911
538.00	0.13604
539.00	0.12846
540.00	0.13084
541.00	0.13451
542.00	0.13362
543.00	0.13363
544.00	0.13131
545.00	0.12511
546.00	0.12604
547.00	0.11799
548.00	0.10513
549.00	0.10686
550.00	0.11177
551.00	0.099259
552.00	0.094293
553.00	0.091364
554.00	0.085121
555.00	0.078438
556.00	0.084668
557.00	0.075671
558.00	0.074953
559.00	0.064021
560.00	0.063482
561.00	0.055498
562.00	0.061959
563.00	0.053705
564.00	0.055335
565.00	0.053050
566.00	0.046918
567.00	0.045869
568.00	0.041494
569.00	0.040204
570.00	0.030934
571.00	0.029196
572.00	0.028855
573.00	0.032211
574.00	0.031547
575.00	0.027697
576.00	0.034492
577.00	0.028856
578.00	0.027168
579.00	0.030693
580.00	0.029555
581.00	0.023295
582.00	0.020131
583.00	0.015809
584.00	0.024838
585.00	0.018673
586.00	0.020579
587.00	0.015720
588.00	0.016357
589.00	0.011207
590.00	0.012642
591.00	0.018667
592.00	0.012423
593.00	0.0085951
594.00	0.0099423
595.00	0.013204
596.00	0.0077689
597.00	0.0080447
598.00	0.0090474
599.00	0.011268
600.00	0.012290
