Wavelength (nm)	D09 abs N
449.00	0.10693
450.00	0.10035
451.00	0.094329
452.00	0.088123
453.00	0.082591
454.00	0.077563
455.00	0.072374
456.00	0.067588
457.00	0.062922
458.00	0.058538
459.00	0.054851
460.00	0.051417
461.00	0.048156
462.00	0.044484
463.00	0.041076
464.00	0.038445
465.00	0.035736
466.00	0.033439
467.00	0.031057
468.00	0.029159
469.00	0.027217
470.00	0.025094
471.00	0.023516
472.00	0.021369
473.00	0.020102
474.00	0.019192
475.00	0.018421
476.00	0.016850
477.00	0.015400
478.00	0.014296
479.00	0.013588
480.00	0.012867
481.00	0.012176
482.00	0.011188
483.00	0.010663
484.00	0.010017
485.00	0.0086023
486.00	0.0081931
487.00	0.0077848
488.00	0.0079899
489.00	0.0071960
490.00	0.0064512
491.00	0.0059175
492.00	0.0060022
493.00	0.0059666
494.00	0.0055481
495.00	0.0055116
496.00	0.0046946
497.00	0.0049533
498.00	0.0043891
499.00	0.0044044
500.00	0.0044215
501.00	0.0043923
502.00	0.0043095
503.00	0.0040137
504.00	0.0035175
505.00	0.0031573
506.00	0.0035152
507.00	0.0036600
508.00	0.0034550
509.00	0.0029078
510.00	0.0028458
511.00	0.0030287
512.00	0.0029990
513.00	0.0029907
514.00	0.0030601
515.00	0.0029796
516.00	0.0029625
517.00	0.0026662
518.00	0.0027120
519.00	0.0028639
520.00	0.0031902
521.00	0.0027917
522.00	0.0025320
523.00	0.0029713
524.00	0.0026556
525.00	0.0028292
526.00	0.0029106
527.00	0.0029777
528.00	0.0025269
529.00	0.0022246
530.00	0.0022533
531.00	0.0023269
532.00	0.0027241
533.00	0.0022760
534.00	0.0021871
535.00	0.0020455
536.00	0.0019071
537.00	0.0026991
538.00	0.0024602
539.00	0.0022001
540.00	0.0021617
541.00	0.0018321
542.00	0.0016062
543.00	0.0016266
544.00	0.0018654
545.00	0.0020339
546.00	0.0021200
547.00	0.0019460
548.00	0.0016201
549.00	0.0017242
550.00	0.0017094
551.00	0.0018826
552.00	0.0019983
553.00	0.0019080
554.00	0.0016937
555.00	0.0014257
556.00	0.0015599
557.00	0.0019076
558.00	0.0019714
559.00	0.0016715
560.00	0.0017247
561.00	0.0015386
562.00	0.0014234
563.00	0.0014493
564.00	0.0014132
565.00	0.0017321
566.00	0.0016257
567.00	0.0014169
568.00	0.0011836
569.00	0.0013276
570.00	0.0011804
571.00	0.0012752
572.00	0.0014451
573.00	0.0011905
574.00	0.0010526
575.00	0.0011577
576.00	0.0010767
577.00	0.0010637
578.00	0.0013058
579.00	0.0011429
580.00	0.0011702
581.00	0.00082903
582.00	0.0010142
583.00	0.00091327
584.00	0.0010688
585.00	0.0012257
586.00	0.0010003
587.00	0.00093364
588.00	0.00091744
589.00	0.00099104
590.00	0.0010711
591.00	0.0012123
592.00	0.0011364
593.00	0.0010970
594.00	0.0010336
595.00	0.0010359
596.00	0.0011257
597.00	0.0012827
598.00	0.0012521
599.00	0.0010873
600.00	0.0011142
