Wavelength (nm)	O02 abs N
529.75	0.016908
530.00	0.016541
530.25	0.016352
530.50	0.016116
530.75	0.019145
531.00	0.016770
531.25	0.016025
531.50	0.016188
531.75	0.016123
532.00	0.017019
532.25	0.016803
532.50	0.015325
532.75	0.017980
533.00	0.016751
533.25	0.017032
533.50	0.015855
533.75	0.015227
534.00	0.014965
534.25	0.016777
534.50	0.016012
534.75	0.015914
535.00	0.016888
535.25	0.015691
535.50	0.016895
535.75	0.015482
536.00	0.015004
536.25	0.013736
536.50	0.016299
536.75	0.012898
537.00	0.014416
537.25	0.015096
537.50	0.015567
537.75	0.014932
538.00	0.016169
538.25	0.014324
538.50	0.016744
538.75	0.014592
539.00	0.013984
539.25	0.014442
539.50	0.015933
539.75	0.015658
540.00	0.015227
540.25	0.013801
540.50	0.016816
540.75	0.015168
541.00	0.015717
541.25	0.015083
541.50	0.014475
541.75	0.014690
542.00	0.013225
542.25	0.013912
542.50	0.014167
542.75	0.013108
543.00	0.014547
543.25	0.014475
543.50	0.012885
543.75	0.014180
544.00	0.013964
544.25	0.014324
544.50	0.014743
544.75	0.014004
545.00	0.013788
545.25	0.015024
545.50	0.012898
545.75	0.014200
546.00	0.012892
546.25	0.013919
546.50	0.013062
546.75	0.014324
547.00	0.012833
547.25	0.014789
547.50	0.012905
547.75	0.014076
548.00	0.011531
548.25	0.014167
548.50	0.015116
548.75	0.012251
549.00	0.014560
549.25	0.014887
549.50	0.014828
549.75	0.013023
550.00	0.011996
550.25	0.012133
550.50	0.010949
550.75	0.013788
551.00	0.013029
551.25	0.012028
551.50	0.012133
551.75	0.014854
552.00	0.012996
552.25	0.011145
552.50	0.013147
552.75	0.012022
553.00	0.012669
553.25	0.010962
553.50	0.0094644
553.75	0.012270
554.00	0.012002
554.25	0.013605
554.50	0.012140
554.75	0.011852
555.00	0.013722
555.25	0.011257
555.50	0.011472
555.75	0.011571
556.00	0.011996
556.25	0.011453
556.50	0.011826
556.75	0.0098569
557.00	0.011505
557.25	0.011950
557.50	0.010864
557.75	0.010400
558.00	0.0092747
558.25	0.011675
558.50	0.0093205
558.75	0.0099419
559.00	0.0086207
559.25	0.011015
559.50	0.011597
559.75	0.012238
560.00	0.011361
560.25	0.0098045
560.50	0.011420
560.75	0.012597
561.00	0.012460
561.25	0.0095887
561.50	0.0099811
561.75	0.010642
562.00	0.0088888
562.25	0.0092355
562.50	0.010759
562.75	0.0096999
563.00	0.010040
563.25	0.0097915
563.50	0.0086599
563.75	0.0073845
564.00	0.010118
564.25	0.0080124
564.50	0.0077638
564.75	0.0086403
565.00	0.0092224
565.25	0.0088954
565.50	0.010871
565.75	0.0081890
566.00	0.0078031
566.25	0.0086795
566.50	0.0095756
566.75	0.0084964
567.00	0.0092682
567.25	0.0095233
567.50	0.010007
567.75	0.0080058
568.00	0.0095560
568.25	0.0093859
568.50	0.0083525
568.75	0.0080451
569.00	0.0083721
569.25	0.010086
569.50	0.0082217
569.75	0.0090066
570.00	0.0062725
570.25	0.0081890
570.50	0.0064688
570.75	0.0067827
571.00	0.0077246
571.25	0.0062137
571.50	0.0074041
571.75	0.0063772
572.00	0.0074760
572.25	0.0063707
572.50	0.0074106
572.75	0.0083067
573.00	0.0081432
573.25	0.0068612
573.50	0.0060175
573.75	0.0061875
574.00	0.0080712
574.25	0.0073975
574.50	0.0075480
574.75	0.0063837
575.00	0.0070313
575.25	0.0070444
575.50	0.0071425
575.75	0.0071163
576.00	0.0079731
576.25	0.0078816
576.50	0.0072602
576.75	0.0065996
577.00	0.0064426
577.25	0.0071359
577.50	0.0060109
577.75	0.0052522
578.00	0.0060829
578.25	0.0066519
578.50	0.0071098
578.75	0.0062137
579.00	0.0057362
579.25	0.0059193
579.50	0.0065669
579.75	0.0063052
580.00	0.0058343
580.25	0.0060894
580.50	0.0067827
580.75	0.0081955
581.00	0.0063249
581.25	0.0068939
581.50	0.0040291
581.75	0.0048401
582.00	0.0065080
582.25	0.0044281
582.50	0.0065211
582.75	0.0053241
583.00	0.0052064
583.25	0.0059651
583.50	0.0050233
583.75	0.0071359
584.00	0.0065669
584.25	0.0064164
584.50	0.0040225
584.75	0.0054223
585.00	0.0054811
585.25	0.0045654
585.50	0.0043430
585.75	0.0037478
586.00	0.0058801
586.25	0.0037217
586.50	0.0069201
586.75	0.0040749
587.00	0.0056708
587.25	0.0054615
587.50	0.0061548
587.75	0.0058539
588.00	0.0049971
588.25	0.0040683
588.50	0.0038132
588.75	0.0038263
589.00	0.0040945
589.25	0.0037740
589.50	0.0057689
589.75	0.0040487
