Wavelength (nm)	A37 abs N
240.00	0.25051
241.00	0.22095
242.00	0.20319
243.00	0.19615
244.00	0.19613
245.00	0.20140
246.00	0.21175
247.00	0.22542
248.00	0.24321
249.00	0.26403
250.00	0.28476
251.00	0.30571
252.00	0.32923
253.00	0.35609
254.00	0.38669
255.00	0.41937
256.00	0.44917
257.00	0.47720
258.00	0.50825
259.00	0.54030
260.00	0.57484
261.00	0.61092
262.00	0.64259
263.00	0.67263
264.00	0.70176
265.00	0.73099
266.00	0.75955
267.00	0.78515
268.00	0.80889
269.00	0.83166
270.00	0.85268
271.00	0.87366
272.00	0.89332
273.00	0.90801
274.00	0.92331
275.00	0.93782
276.00	0.95026
277.00	0.96050
278.00	0.96800
279.00	0.97459
280.00	0.98367
281.00	0.99079
282.00	0.99618
283.00	1.00000
284.00	0.99994
285.00	0.99719
286.00	0.99261
287.00	0.98312
288.00	0.97232
289.00	0.96192
290.00	0.95053
291.00	0.93518
292.00	0.91385
293.00	0.88689
294.00	0.85446
295.00	0.81437
296.00	0.76740
297.00	0.71437
298.00	0.65772
299.00	0.59912
300.00	0.53928
301.00	0.48032
302.00	0.42394
303.00	0.36918
304.00	0.31943
305.00	0.27438
306.00	0.23434
307.00	0.19848
308.00	0.16811
309.00	0.14288
310.00	0.12179
311.00	0.10392
312.00	0.089803
313.00	0.078316
314.00	0.069168
315.00	0.061718
316.00	0.056071
317.00	0.051383
318.00	0.047814
319.00	0.044827
320.00	0.042592
321.00	0.040642
322.00	0.039436
323.00	0.038370
324.00	0.036830
325.00	0.036199
326.00	0.035391
327.00	0.034532
328.00	0.033985
329.00	0.033534
330.00	0.032707
331.00	0.032143
332.00	0.031404
333.00	0.030733
334.00	0.030064
335.00	0.029297
336.00	0.028565
337.00	0.027793
338.00	0.027206
339.00	0.026521
340.00	0.025634
341.00	0.024655
342.00	0.024174
343.00	0.023505
344.00	0.022518
345.00	0.021753
346.00	0.020710
347.00	0.019942
348.00	0.019130
349.00	0.017941
350.00	0.016902
351.00	0.016224
352.00	0.015255
353.00	0.014515
354.00	0.013773
355.00	0.013053
356.00	0.012423
357.00	0.011186
358.00	0.010490
359.00	0.0095281
360.00	0.0088244
361.00	0.0085073
362.00	0.0081182
363.00	0.0074531
364.00	0.0066219
365.00	0.0061023
366.00	0.0057126
367.00	0.0049195
368.00	0.0042919
369.00	0.0041552
370.00	0.0037887
371.00	0.0033200
372.00	0.0030295
373.00	0.0029365
374.00	0.0024837
375.00	0.0029046
376.00	0.0023577
377.00	0.0022467
378.00	0.0017641
379.00	0.0016042
380.00	0.0014937
381.00	0.0015991
382.00	0.0020360
383.00	0.0016705
384.00	0.0019023
385.00	0.0016957
386.00	0.0018283
387.00	0.0020514
388.00	0.0019049
389.00	0.0015179
390.00	0.0019676
391.00	0.0019568
392.00	0.0020704
393.00	0.0018818
394.00	0.0015240
395.00	0.0019383
396.00	0.0015836
397.00	0.0019907
398.00	0.0018160
399.00	0.0014598
400.00	0.0016263
