Wavelength (nm)	Q03 abs N
300.00	0.033146
301.00	0.033909
302.00	0.035337
303.00	0.036413
304.00	0.037498
305.00	0.038572
306.00	0.039458
307.00	0.040084
308.00	0.040587
309.00	0.040640
310.00	0.040255
311.00	0.039399
312.00	0.038285
313.00	0.037024
314.00	0.035759
315.00	0.034649
316.00	0.033161
317.00	0.031638
318.00	0.030376
319.00	0.029372
320.00	0.028409
321.00	0.027726
322.00	0.026883
323.00	0.026505
324.00	0.025623
325.00	0.025114
326.00	0.024916
327.00	0.024592
328.00	0.024341
329.00	0.024096
330.00	0.024218
331.00	0.024119
332.00	0.024260
333.00	0.024222
334.00	0.024135
335.00	0.024635
336.00	0.024792
337.00	0.024664
338.00	0.024889
339.00	0.025202
340.00	0.025376
341.00	0.025714
342.00	0.025843
343.00	0.025800
344.00	0.026088
345.00	0.026189
346.00	0.026504
347.00	0.026527
348.00	0.026827
349.00	0.026863
350.00	0.026741
351.00	0.026504
352.00	0.026709
353.00	0.026505
354.00	0.026498
355.00	0.026526
356.00	0.026386
357.00	0.026155
358.00	0.025937
359.00	0.026200
360.00	0.026440
361.00	0.026948
362.00	0.027108
363.00	0.027670
364.00	0.027947
365.00	0.028322
366.00	0.029959
367.00	0.031775
368.00	0.034018
369.00	0.037042
370.00	0.040912
371.00	0.045422
372.00	0.051267
373.00	0.057816
374.00	0.064738
375.00	0.072813
376.00	0.081091
377.00	0.088384
378.00	0.095228
379.00	0.10040
380.00	0.10455
381.00	0.10847
382.00	0.11212
383.00	0.11655
384.00	0.12363
385.00	0.13469
386.00	0.15080
387.00	0.17297
388.00	0.20104
389.00	0.23518
390.00	0.28302
391.00	0.34267
392.00	0.41624
393.00	0.49836
394.00	0.58622
395.00	0.68501
396.00	0.78766
397.00	0.88668
398.00	0.96173
399.00	1.0000
400.00	0.99223
401.00	0.94073
402.00	0.85759
403.00	0.74134
404.00	0.61239
405.00	0.48729
406.00	0.37815
407.00	0.28378
408.00	0.20342
409.00	0.14743
410.00	0.10601
411.00	0.077298
412.00	0.056091
413.00	0.042211
414.00	0.033607
415.00	0.027436
416.00	0.023282
417.00	0.019993
418.00	0.017937
419.00	0.016295
420.00	0.014551
421.00	0.013351
422.00	0.012429
423.00	0.011430
424.00	0.011001
425.00	0.010370
426.00	0.0098914
427.00	0.0093670
428.00	0.0091023
429.00	0.0080763
430.00	0.0078902
431.00	0.0074476
432.00	0.0070712
433.00	0.0066042
434.00	0.0067708
435.00	0.0064594
436.00	0.0059427
437.00	0.0057196
438.00	0.0057460
439.00	0.0054639
440.00	0.0050540
