Wavelength (nm)	C06 abs N
220.00	0.15098
221.00	0.16763
222.00	0.18538
223.00	0.20086
224.00	0.21436
225.00	0.22822
226.00	0.24566
227.00	0.27660
228.00	0.32336
229.00	0.37100
230.00	0.43082
231.00	0.50730
232.00	0.54571
233.00	0.51979
234.00	0.48411
235.00	0.47128
236.00	0.48847
237.00	0.56362
238.00	0.66271
239.00	0.72770
240.00	0.84444
241.00	1.00000
242.00	0.93048
243.00	0.64746
244.00	0.40130
245.00	0.25459
246.00	0.17695
247.00	0.13809
248.00	0.12256
249.00	0.12083
250.00	0.12765
251.00	0.13926
252.00	0.14843
253.00	0.14937
254.00	0.14237
255.00	0.13491
256.00	0.13517
257.00	0.14556
258.00	0.16794
259.00	0.20280
260.00	0.24589
261.00	0.28919
262.00	0.32056
263.00	0.31707
264.00	0.27082
265.00	0.22061
266.00	0.18968
267.00	0.18216
268.00	0.20663
269.00	0.25161
270.00	0.29658
271.00	0.36016
272.00	0.50340
273.00	0.63563
274.00	0.54605
275.00	0.33536
276.00	0.18699
277.00	0.11045
278.00	0.072874
279.00	0.053872
280.00	0.043989
281.00	0.039175
282.00	0.036753
283.00	0.035491
284.00	0.035002
285.00	0.034740
286.00	0.035052
287.00	0.036256
288.00	0.037963
289.00	0.039599
290.00	0.042553
291.00	0.047140
292.00	0.051833
293.00	0.055600
294.00	0.058060
295.00	0.058554
296.00	0.058109
297.00	0.057571
298.00	0.057776
299.00	0.059935
300.00	0.065256
301.00	0.074319
302.00	0.086410
303.00	0.10295
304.00	0.12452
305.00	0.14221
306.00	0.14883
307.00	0.14620
308.00	0.13788
309.00	0.12623
310.00	0.11493
311.00	0.10826
312.00	0.11029
313.00	0.12363
314.00	0.14566
315.00	0.17078
316.00	0.20233
317.00	0.25589
318.00	0.32374
319.00	0.37092
320.00	0.37642
321.00	0.34151
322.00	0.28709
323.00	0.23261
324.00	0.18379
325.00	0.14846
326.00	0.13009
327.00	0.12488
328.00	0.13810
329.00	0.18366
330.00	0.24840
331.00	0.28645
332.00	0.30184
333.00	0.36615
334.00	0.51954
335.00	0.66116
336.00	0.61266
337.00	0.42332
338.00	0.25057
339.00	0.14644
340.00	0.091110
341.00	0.058830
342.00	0.039256
343.00	0.027611
344.00	0.021253
345.00	0.016912
346.00	0.013161
347.00	0.010990
348.00	0.0098975
349.00	0.0093856
350.00	0.0095229
351.00	0.0099227
352.00	0.0093309
353.00	0.0081346
354.00	0.0072155
355.00	0.0065268
356.00	0.0068310
357.00	0.0074194
358.00	0.0068426
359.00	0.0057131
360.00	0.0051239
361.00	0.0059393
362.00	0.0066355
363.00	0.0063909
364.00	0.0058183
365.00	0.0056957
366.00	0.0054032
367.00	0.0050203
368.00	0.0045281
369.00	0.0042355
370.00	0.0038435
371.00	0.0037980
372.00	0.0039015
373.00	0.0037722
374.00	0.0035054
375.00	0.0032635
376.00	0.0031623
377.00	0.0030869
378.00	0.0028060
379.00	0.0029668
380.00	0.0029668
381.00	0.0028416
382.00	0.0029345
383.00	0.0027024
384.00	0.0027986
385.00	0.0029767
386.00	0.0030397
387.00	0.0029419
388.00	0.0031707
389.00	0.0032087
390.00	0.0034109
391.00	0.0036131
392.00	0.0035751
393.00	0.0036190
394.00	0.0034698
395.00	0.0036579
396.00	0.0036007
397.00	0.0037424
398.00	0.0036546
399.00	0.0034284
400.00	0.0033819
