Wavelength (nm)	I16 ems
350.00	0.44946
351.00	0.41904
352.00	0.39124
353.00	0.34927
354.00	0.33238
355.00	0.32329
356.00	0.32993
357.00	0.34772
358.00	0.36923
359.00	0.40752
360.00	0.44996
361.00	0.49457
362.00	0.55343
363.00	0.60816
364.00	0.66722
365.00	0.70828
366.00	0.74820
367.00	0.77867
368.00	0.80342
369.00	0.81529
370.00	0.81384
371.00	0.81417
372.00	0.81836
373.00	0.82009
374.00	0.82492
375.00	0.82363
376.00	0.82710
377.00	0.83264
378.00	0.84310
379.00	0.86437
380.00	0.87459
381.00	0.89548
382.00	0.91363
383.00	0.93183
384.00	0.95353
385.00	0.97223
386.00	0.98392
387.00	0.99041
388.00	0.99937
389.00	1.0000
390.00	0.99131
391.00	0.98167
392.00	0.97071
393.00	0.96176
394.00	0.94117
395.00	0.92403
396.00	0.90481
397.00	0.88095
398.00	0.86221
399.00	0.84514
400.00	0.82416
401.00	0.80872
402.00	0.79554
403.00	0.77858
404.00	0.77077
405.00	0.75918
406.00	0.74321
407.00	0.73021
408.00	0.72666
409.00	0.70549
410.00	0.69648
411.00	0.67873
412.00	0.65931
413.00	0.63948
414.00	0.61757
415.00	0.60239
416.00	0.58933
417.00	0.57031
418.00	0.54873
419.00	0.52867
420.00	0.51046
421.00	0.49472
422.00	0.47386
423.00	0.45683
424.00	0.43858
425.00	0.42992
426.00	0.40902
427.00	0.38952
428.00	0.37917
429.00	0.36620
430.00	0.35210
431.00	0.34300
432.00	0.33044
433.00	0.32071
434.00	0.30301
435.00	0.29514
436.00	0.28866
437.00	0.27577
438.00	0.26552
439.00	0.25543
440.00	0.24705
441.00	0.23810
442.00	0.23249
443.00	0.22432
444.00	0.21493
445.00	0.21001
446.00	0.20207
447.00	0.19068
448.00	0.18463
449.00	0.17543
450.00	0.17081
451.00	0.16558
452.00	0.15933
453.00	0.15145
454.00	0.14668
455.00	0.14198
456.00	0.13657
457.00	0.13076
458.00	0.12598
459.00	0.12397
460.00	0.11982
461.00	0.11422
462.00	0.11225
463.00	0.10681
464.00	0.10412
465.00	0.10089
466.00	0.098891
467.00	0.092739
468.00	0.093166
469.00	0.087859
470.00	0.086209
471.00	0.082332
472.00	0.079915
473.00	0.078052
474.00	0.075211
475.00	0.071200
476.00	0.069372
477.00	0.068913
478.00	0.066224
479.00	0.064395
480.00	0.061931
481.00	0.059892
482.00	0.058677
483.00	0.056440
484.00	0.054333
485.00	0.054512
486.00	0.053124
487.00	0.050818
488.00	0.048368
489.00	0.046075
490.00	0.045183
491.00	0.042203
492.00	0.042476
493.00	0.040331
494.00	0.040045
495.00	0.038059
496.00	0.036537
497.00	0.036111
498.00	0.033698
499.00	0.032569
500.00	0.032215
501.00	0.031503
502.00	0.028966
503.00	0.029472
504.00	0.026872
505.00	0.027006
506.00	0.024349
507.00	0.025394
508.00	0.022312
509.00	0.022866
510.00	0.023460
511.00	0.020860
512.00	0.019218
513.00	0.019864
514.00	0.018822
515.00	0.018384
516.00	0.017384
517.00	0.017026
518.00	0.015204
519.00	0.015474
520.00	0.014737
521.00	0.014762
522.00	0.014997
523.00	0.014406
524.00	0.013553
525.00	0.012738
526.00	0.012351
527.00	0.012699
528.00	0.010978
529.00	0.010307
530.00	0.010760
531.00	0.010426
532.00	0.0096584
533.00	0.0092424
534.00	0.0094703
535.00	0.0087707
536.00	0.0086921
537.00	0.0087404
538.00	0.0087439
539.00	0.011256
540.00	0.011534
541.00	0.011559
542.00	0.012838
543.00	0.012811
544.00	0.012402
545.00	0.010419
546.00	0.0093033
547.00	0.0073231
548.00	0.0071114
549.00	0.0059529
550.00	0.0065966
