Wavelength (nm)	D02 abs N
240.00	0.60977
241.00	0.56301
242.00	0.53256
243.00	0.51791
244.00	0.51631
245.00	0.52491
246.00	0.54100
247.00	0.56254
248.00	0.58718
249.00	0.61436
250.00	0.64133
251.00	0.66771
252.00	0.69199
253.00	0.71362
254.00	0.73480
255.00	0.75490
256.00	0.77539
257.00	0.79534
258.00	0.81632
259.00	0.83760
260.00	0.85772
261.00	0.87596
262.00	0.89137
263.00	0.90377
264.00	0.91463
265.00	0.92511
266.00	0.93519
267.00	0.94497
268.00	0.95416
269.00	0.96361
270.00	0.97167
271.00	0.97842
272.00	0.98518
273.00	0.99099
274.00	0.99551
275.00	0.99881
276.00	1.00000
277.00	0.99994
278.00	0.99954
279.00	0.99690
280.00	0.99275
281.00	0.98803
282.00	0.97978
283.00	0.97152
284.00	0.96154
285.00	0.94865
286.00	0.93474
287.00	0.91929
288.00	0.90184
289.00	0.88404
290.00	0.86465
291.00	0.84394
292.00	0.82211
293.00	0.79859
294.00	0.77394
295.00	0.74882
296.00	0.72231
297.00	0.69503
298.00	0.66769
299.00	0.64048
300.00	0.61265
301.00	0.58527
302.00	0.55800
303.00	0.53179
304.00	0.50582
305.00	0.48078
306.00	0.45584
307.00	0.43194
308.00	0.40787
309.00	0.38334
310.00	0.35897
311.00	0.33465
312.00	0.31079
313.00	0.28803
314.00	0.26616
315.00	0.24519
316.00	0.22589
317.00	0.20777
318.00	0.19107
319.00	0.17547
320.00	0.16099
321.00	0.14718
322.00	0.13390
323.00	0.12069
324.00	0.10751
325.00	0.094918
326.00	0.082661
327.00	0.071247
328.00	0.061135
329.00	0.052073
330.00	0.044287
331.00	0.037997
332.00	0.032541
333.00	0.027998
334.00	0.023913
335.00	0.020819
336.00	0.017927
337.00	0.015678
338.00	0.013626
339.00	0.012168
340.00	0.010500
341.00	0.0093747
342.00	0.0082243
343.00	0.0074902
344.00	0.0068151
345.00	0.0062941
346.00	0.0056960
347.00	0.0051930
348.00	0.0049499
349.00	0.0046455
350.00	0.0043735
351.00	0.0042844
352.00	0.0041076
353.00	0.0038657
354.00	0.0037646
355.00	0.0037477
356.00	0.0035239
357.00	0.0036130
358.00	0.0034132
359.00	0.0036503
360.00	0.0046695
361.00	0.0063663
362.00	0.0088043
363.00	0.012333
364.00	0.015749
365.00	0.015840
366.00	0.011159
367.00	0.0034445
368.00	0.0031620
369.00	0.0048973
370.00	0.0031223
371.00	0.00015583
372.00	0.0020630
373.00	0.0024445
374.00	0.0022387
375.00	0.0021232
376.00	0.0014613
377.00	0.0016779
378.00	0.0020173
379.00	0.0022399
380.00	0.0017838
381.00	0.0019523
382.00	0.0013266
383.00	0.0018681
384.00	0.0017116
385.00	0.0018007
386.00	0.0014324
387.00	0.0018260
388.00	0.0017874
389.00	0.0014722
390.00	0.0011015
391.00	0.0017489
392.00	0.0019463
393.00	0.0018560
394.00	0.0010510
395.00	0.00078985
396.00	0.0012724
397.00	0.0018272
398.00	0.0017838
399.00	0.0012628
400.00	0.00058527
