Wavelength (nm)	I14 ems
590.00	0.0053052
591.00	0.0052289
592.00	0.0072429
593.00	0.0079611
594.00	0.010212
595.00	0.0094715
596.00	0.011006
597.00	0.011044
598.00	0.012904
599.00	0.015513
600.00	0.017369
601.00	0.020938
602.00	0.023076
603.00	0.027363
604.00	0.030646
605.00	0.036413
606.00	0.042361
607.00	0.048694
608.00	0.056228
609.00	0.063738
610.00	0.079211
611.00	0.091164
612.00	0.097834
613.00	0.10774
614.00	0.12165
615.00	0.13892
616.00	0.15477
617.00	0.17394
618.00	0.19232
619.00	0.20556
620.00	0.22811
621.00	0.24322
622.00	0.26971
623.00	0.29189
624.00	0.30916
625.00	0.33110
626.00	0.35666
627.00	0.37053
628.00	0.39695
629.00	0.42412
630.00	0.44747
631.00	0.47682
632.00	0.50170
633.00	0.53189
634.00	0.55979
635.00	0.58459
636.00	0.61862
637.00	0.64365
638.00	0.67966
639.00	0.71109
640.00	0.73279
641.00	0.75335
642.00	0.78901
643.00	0.80572
644.00	0.84318
645.00	0.86085
646.00	0.88109
647.00	0.89572
648.00	0.91140
649.00	0.93479
650.00	0.94049
651.00	0.97085
652.00	0.97410
653.00	0.97647
654.00	0.98325
655.00	0.99789
656.00	0.99541
657.00	0.99479
658.00	1.0000
659.00	0.99279
660.00	0.98196
661.00	0.99328
662.00	0.99125
663.00	0.97788
664.00	0.95671
665.00	0.95040
666.00	0.94170
667.00	0.93368
668.00	0.90935
669.00	0.89288
670.00	0.88345
671.00	0.85904
672.00	0.85965
673.00	0.81674
674.00	0.81155
675.00	0.79147
676.00	0.78330
677.00	0.76033
678.00	0.74747
679.00	0.71609
680.00	0.69622
681.00	0.68779
682.00	0.66653
683.00	0.64887
684.00	0.63928
685.00	0.61555
686.00	0.60265
687.00	0.59379
688.00	0.57051
689.00	0.55522
690.00	0.55470
691.00	0.53982
692.00	0.52559
693.00	0.50940
694.00	0.51059
695.00	0.47802
696.00	0.48138
697.00	0.46928
698.00	0.45520
699.00	0.45301
700.00	0.44212
701.00	0.42156
702.00	0.42715
703.00	0.41562
704.00	0.40232
705.00	0.38804
706.00	0.38927
707.00	0.37924
708.00	0.37123
709.00	0.37114
710.00	0.35972
711.00	0.35372
712.00	0.35275
713.00	0.34143
714.00	0.32923
715.00	0.33671
716.00	0.33386
717.00	0.31976
718.00	0.31507
719.00	0.30566
720.00	0.30958
721.00	0.30840
722.00	0.28730
723.00	0.29619
724.00	0.28946
725.00	0.27611
726.00	0.27260
727.00	0.27570
728.00	0.27395
729.00	0.26328
730.00	0.26620
731.00	0.25409
732.00	0.25791
733.00	0.23814
734.00	0.24772
735.00	0.24781
736.00	0.24308
737.00	0.23091
738.00	0.22481
739.00	0.20954
740.00	0.21185
741.00	0.22070
742.00	0.21484
743.00	0.20759
744.00	0.20660
745.00	0.20605
746.00	0.19651
747.00	0.18837
748.00	0.19467
749.00	0.19074
750.00	0.18778
751.00	0.17625
752.00	0.16233
753.00	0.17038
754.00	0.17588
755.00	0.16935
756.00	0.15644
757.00	0.15133
758.00	0.16049
759.00	0.15258
760.00	0.14580
761.00	0.14314
762.00	0.14039
763.00	0.14483
764.00	0.12544
765.00	0.12286
766.00	0.12870
767.00	0.12945
768.00	0.13097
769.00	0.11568
770.00	0.11863
771.00	0.11590
772.00	0.11713
773.00	0.11754
774.00	0.11074
775.00	0.10330
776.00	0.10471
777.00	0.10491
778.00	0.10350
779.00	0.10389
780.00	0.094519
781.00	0.097562
782.00	0.091764
783.00	0.083319
784.00	0.099685
785.00	0.086238
786.00	0.094491
787.00	0.085394
788.00	0.086733
789.00	0.088213
790.00	0.078859
791.00	0.087647
792.00	0.081565
793.00	0.076032
794.00	0.081517
795.00	0.067397
796.00	0.073156
797.00	0.068542
798.00	0.066720
799.00	0.080773
800.00	0.079296
