Wavelength (nm)	R04 abs N
313.50	0.11577
313.75	0.11979
314.00	0.11924
314.25	0.11663
314.50	0.11734
314.75	0.11592
315.00	0.11794
315.25	0.11541
315.50	0.11435
315.75	0.11348
316.00	0.11467
316.25	0.11283
316.50	0.11360
316.75	0.11621
317.00	0.11253
317.25	0.11515
317.50	0.11090
317.75	0.11327
318.00	0.11284
318.25	0.11160
318.50	0.11023
318.75	0.10802
319.00	0.10715
319.25	0.10873
319.50	0.10954
319.75	0.10782
320.00	0.10981
320.25	0.10627
320.50	0.10514
320.75	0.10955
321.00	0.10755
321.25	0.10654
321.50	0.10629
321.75	0.10286
322.00	0.10726
322.25	0.10274
322.50	0.10161
322.75	0.10412
323.00	0.10380
323.25	0.10134
323.50	0.10015
323.75	0.10304
324.00	0.10400
324.25	0.10029
324.50	0.097366
324.75	0.099668
325.00	0.097424
325.25	0.099315
325.50	0.10171
325.75	0.095255
326.00	0.094988
326.25	0.094192
326.50	0.096045
326.75	0.097107
327.00	0.092488
327.25	0.093223
327.50	0.097130
327.75	0.095247
328.00	0.092020
328.25	0.089567
328.50	0.094504
328.75	0.092875
329.00	0.090165
329.25	0.092002
329.50	0.090039
329.75	0.089027
330.00	0.088762
330.25	0.090932
330.50	0.090824
330.75	0.087037
331.00	0.088380
331.25	0.090077
331.50	0.083808
331.75	0.086857
332.00	0.087855
332.25	0.085183
332.50	0.086674
332.75	0.087734
333.00	0.088233
333.25	0.085990
333.50	0.086028
333.75	0.085152
334.00	0.079684
334.25	0.084359
334.50	0.082795
334.75	0.080981
335.00	0.083714
335.25	0.089347
335.50	0.086432
335.75	0.079430
336.00	0.083467
336.25	0.084079
336.50	0.087958
336.75	0.082953
337.00	0.081323
337.25	0.081835
337.50	0.081021
337.75	0.082956
338.00	0.078160
338.25	0.080550
338.50	0.077815
338.75	0.080258
339.00	0.079662
339.25	0.079593
339.50	0.080380
339.75	0.084775
340.00	0.080467
340.25	0.079291
340.50	0.077496
340.75	0.081304
341.00	0.080037
341.25	0.079846
341.50	0.080254
341.75	0.083078
342.00	0.076886
342.25	0.076502
342.50	0.079761
342.75	0.079390
343.00	0.077557
343.25	0.076393
343.50	0.076651
343.75	0.080280
344.00	0.081873
344.25	0.077956
344.50	0.081761
344.75	0.079760
345.00	0.079674
345.25	0.083396
345.50	0.078725
345.75	0.077399
346.00	0.082535
346.25	0.082415
346.50	0.083417
346.75	0.080276
347.00	0.080048
347.25	0.082987
347.50	0.080305
347.75	0.084713
348.00	0.080497
348.25	0.085439
348.50	0.085790
348.75	0.077909
349.00	0.083574
349.25	0.087914
349.50	0.085776
349.75	0.086457
350.00	0.084906
350.25	0.083664
350.50	0.083179
350.75	0.086700
351.00	0.087846
351.25	0.086528
351.50	0.089900
351.75	0.088616
352.00	0.088306
352.25	0.090772
352.50	0.092722
352.75	0.088971
353.00	0.090577
353.25	0.092309
353.50	0.094293
353.75	0.095301
354.00	0.093990
354.25	0.090879
354.50	0.093964
354.75	0.095032
355.00	0.095840
355.25	0.097376
355.50	0.097353
355.75	0.096545
356.00	0.094744
356.25	0.099544
356.50	0.095546
356.75	0.099960
357.00	0.098741
357.25	0.10211
357.50	0.10389
357.75	0.10339
358.00	0.10236
358.25	0.10686
358.50	0.10601
358.75	0.10357
359.00	0.10603
359.25	0.10639
359.50	0.10779
359.75	0.10998
360.00	0.10847
360.25	0.10950
360.50	0.11092
360.75	0.11093
361.00	0.11207
361.25	0.11367
361.50	0.11319
361.75	0.11361
362.00	0.11663
362.25	0.11584
362.50	0.11802
362.75	0.11778
363.00	0.12180
363.25	0.11952
363.50	0.12273
363.75	0.12167
364.00	0.12194
364.25	0.12251
364.50	0.12534
364.75	0.12352
365.00	0.12728
365.25	0.12774
365.50	0.12763
365.75	0.12922
366.00	0.13188
366.25	0.13068
366.50	0.13314
366.75	0.13579
367.00	0.13491
367.25	0.13584
367.50	0.13659
367.75	0.13876
368.00	0.14083
368.25	0.14098
368.50	0.14109
368.75	0.14208
369.00	0.14649
369.25	0.14557
369.50	0.14814
369.75	0.14978
370.00	0.14939
370.25	0.15270
370.50	0.15173
370.75	0.15357
371.00	0.15320
371.25	0.15642
371.50	0.15648
371.75	0.15893
372.00	0.16291
372.25	0.16202
372.50	0.16324
372.75	0.16214
373.00	0.16510
373.25	0.16625
373.50	0.16837
373.75	0.16969
374.00	0.17118
374.25	0.17356
374.50	0.17105
374.75	0.17529
375.00	0.17656
375.25	0.17878
375.50	0.17880
375.75	0.18249
376.00	0.18135
376.25	0.18527
376.50	0.18518
376.75	0.18883
377.00	0.18987
377.25	0.19185
377.50	0.19294
377.75	0.19535
378.00	0.19671
378.25	0.19739
378.50	0.19919
378.75	0.20224
379.00	0.20684
379.25	0.20497
379.50	0.20734
379.75	0.20930
380.00	0.21044
380.25	0.21302
380.50	0.21462
380.75	0.21893
381.00	0.21907
381.25	0.22148
381.50	0.22138
381.75	0.22443
382.00	0.22544
382.25	0.22845
382.50	0.22878
382.75	0.23520
383.00	0.23369
383.25	0.23684
383.50	0.23736
383.75	0.23894
384.00	0.24292
384.25	0.24631
384.50	0.24646
384.75	0.24837
385.00	0.25090
385.25	0.25355
385.50	0.25512
385.75	0.25720
386.00	0.25937
386.25	0.26142
386.50	0.26603
386.75	0.26542
387.00	0.26934
387.25	0.27206
387.50	0.27317
387.75	0.27549
388.00	0.27703
388.25	0.27937
388.50	0.28444
388.75	0.28582
389.00	0.28695
389.25	0.28892
389.50	0.29274
389.75	0.29485
390.00	0.29733
390.25	0.30247
390.50	0.30487
390.75	0.30800
391.00	0.30754
391.25	0.31219
391.50	0.31600
391.75	0.31497
392.00	0.31864
392.25	0.32113
392.50	0.32661
392.75	0.32898
393.00	0.33313
393.25	0.33412
393.50	0.33781
393.75	0.33994
394.00	0.34478
394.25	0.34715
394.50	0.35040
394.75	0.35275
395.00	0.35669
395.25	0.36061
395.50	0.36099
395.75	0.36423
396.00	0.36945
396.25	0.37365
396.50	0.37654
396.75	0.38007
397.00	0.38252
397.25	0.38385
397.50	0.39129
397.75	0.39278
398.00	0.39469
398.25	0.40107
398.50	0.40203
398.75	0.40400
399.00	0.40851
399.25	0.41365
399.50	0.41676
399.75	0.41963
400.00	0.42245
400.25	0.42441
400.50	0.42800
400.75	0.43139
401.00	0.43543
401.25	0.43763
401.50	0.43934
401.75	0.44533
402.00	0.44776
402.25	0.45149
402.50	0.45412
402.75	0.45808
403.00	0.46261
403.25	0.46569
403.50	0.46521
403.75	0.47163
404.00	0.47517
404.25	0.48004
404.50	0.48137
404.75	0.48440
405.00	0.48626
405.25	0.49206
405.50	0.49521
405.75	0.49923
406.00	0.50660
406.25	0.50676
406.50	0.51240
406.75	0.51173
407.00	0.51768
407.25	0.52083
407.50	0.52274
407.75	0.52996
408.00	0.53042
408.25	0.53693
408.50	0.53893
408.75	0.54294
409.00	0.54642
409.25	0.55101
409.50	0.55586
409.75	0.55723
410.00	0.56062
410.25	0.56231
410.50	0.56740
410.75	0.57364
411.00	0.57637
411.25	0.57980
411.50	0.58578
411.75	0.58932
412.00	0.59293
412.25	0.59156
412.50	0.59901
412.75	0.59721
413.00	0.60365
413.25	0.60788
413.50	0.60873
413.75	0.61413
414.00	0.61990
414.25	0.62163
414.50	0.62783
414.75	0.63333
415.00	0.63458
415.25	0.63787
415.50	0.64386
415.75	0.64658
416.00	0.64915
416.25	0.65047
416.50	0.65653
416.75	0.66233
417.00	0.66532
417.25	0.67072
417.50	0.67519
417.75	0.67787
418.00	0.68280
418.25	0.68333
418.50	0.69004
418.75	0.69468
419.00	0.69945
419.25	0.70245
419.50	0.70721
419.75	0.70979
420.00	0.71431
420.25	0.72071
420.50	0.72124
420.75	0.72507
421.00	0.73144
421.25	0.73259
421.50	0.74346
421.75	0.74489
422.00	0.74795
422.25	0.74910
422.50	0.75327
422.75	0.75727
423.00	0.76391
423.25	0.76232
423.50	0.76808
423.75	0.77272
424.00	0.77382
424.25	0.77855
424.50	0.78172
424.75	0.78563
425.00	0.79056
425.25	0.79571
425.50	0.79904
425.75	0.80101
426.00	0.80172
426.25	0.80644
426.50	0.81172
426.75	0.81465
427.00	0.81650
427.25	0.82114
427.50	0.82322
427.75	0.82169
428.00	0.82982
428.25	0.83001
428.50	0.83669
428.75	0.83395
429.00	0.84128
429.25	0.84112
429.50	0.84195
429.75	0.85201
430.00	0.85067
430.25	0.85490
430.50	0.85760
430.75	0.85717
431.00	0.86331
431.25	0.86769
431.50	0.86561
431.75	0.87143
432.00	0.87369
432.25	0.87326
432.50	0.88118
432.75	0.88248
433.00	0.88071
433.25	0.88688
433.50	0.89027
433.75	0.88741
434.00	0.89716
434.25	0.89669
434.50	0.90081
434.75	0.89721
435.00	0.90506
435.25	0.90568
435.50	0.91232
435.75	0.90983
436.00	0.91023
436.25	0.91733
436.50	0.91317
436.75	0.91263
437.00	0.92692
437.25	0.92158
437.50	0.92182
437.75	0.92814
438.00	0.93188
438.25	0.93262
438.50	0.93755
438.75	0.93550
439.00	0.93880
439.25	0.94230
439.50	0.94104
439.75	0.94371
440.00	0.94708
440.25	0.94887
440.50	0.95018
440.75	0.95043
441.00	0.95157
441.25	0.95341
441.50	0.95521
441.75	0.96169
442.00	0.96327
442.25	0.95731
442.50	0.96129
442.75	0.95968
443.00	0.96568
443.25	0.96314
443.50	0.96893
443.75	0.97232
444.00	0.97361
444.25	0.97009
444.50	0.97646
444.75	0.97397
445.00	0.97171
445.25	0.96926
445.50	0.97325
445.75	0.97879
446.00	0.98043
446.25	0.98324
446.50	0.97784
446.75	0.98219
447.00	0.97647
447.25	0.98514
447.50	0.98723
447.75	0.98730
448.00	0.98753
448.25	0.98803
448.50	0.98501
448.75	0.98950
449.00	0.99219
449.25	0.99358
449.50	0.99178
449.75	0.99621
450.00	0.99756
450.25	0.99988
450.50	0.99288
450.75	1.0000
451.00	0.99784
451.25	0.99964
451.50	0.99430
451.75	0.99399
452.00	0.99800
452.25	0.99745
452.50	0.99558
452.75	0.99624
453.00	0.99932
453.25	0.99430
453.50	0.99850
453.75	0.99894
454.00	0.99856
454.25	0.99771
454.50	0.99742
454.75	0.99704
455.00	0.99664
455.25	0.99903
455.50	0.99802
455.75	0.99581
456.00	0.99689
456.25	0.99613
456.50	0.99328
456.75	0.99396
457.00	0.99408
457.25	0.99049
457.50	0.98889
457.75	0.98831
458.00	0.98971
458.25	0.99007
458.50	0.99063
458.75	0.98720
459.00	0.98467
459.25	0.98811
459.50	0.98110
459.75	0.97734
460.00	0.97904
460.25	0.97894
460.50	0.97716
460.75	0.97574
461.00	0.97438
461.25	0.97091
461.50	0.96621
461.75	0.96725
462.00	0.96459
462.25	0.95972
462.50	0.95678
462.75	0.95700
463.00	0.95049
463.25	0.95138
463.50	0.94736
463.75	0.94734
464.00	0.94316
464.25	0.93988
464.50	0.93785
464.75	0.93050
465.00	0.93024
465.25	0.92276
465.50	0.92104
465.75	0.91728
466.00	0.91264
466.25	0.91143
466.50	0.90753
466.75	0.90055
467.00	0.89712
467.25	0.89122
467.50	0.88812
467.75	0.88495
468.00	0.87845
468.25	0.87265
468.50	0.86967
468.75	0.86389
469.00	0.85816
469.25	0.85727
469.50	0.85027
469.75	0.84530
470.00	0.83954
470.25	0.83156
470.50	0.82387
470.75	0.81903
471.00	0.81267
471.25	0.80549
471.50	0.80168
471.75	0.79946
472.00	0.78958
472.25	0.78256
472.50	0.77658
472.75	0.77020
473.00	0.76327
473.25	0.75863
473.50	0.74972
473.75	0.74147
474.00	0.73614
474.25	0.72610
474.50	0.72159
474.75	0.71370
475.00	0.70472
475.25	0.69478
475.50	0.68890
475.75	0.68115
476.00	0.67231
476.25	0.66377
476.50	0.65455
476.75	0.64603
477.00	0.63917
477.25	0.62990
477.50	0.61985
477.75	0.61375
478.00	0.60615
478.25	0.59740
478.50	0.59069
478.75	0.58134
479.00	0.57055
479.25	0.56317
479.50	0.55681
479.75	0.54780
480.00	0.53892
480.25	0.53135
480.50	0.52388
480.75	0.51694
481.00	0.50829
481.25	0.50186
481.50	0.49217
481.75	0.48617
482.00	0.47780
482.25	0.47055
482.50	0.46182
482.75	0.45343
483.00	0.44644
483.25	0.43983
483.50	0.43282
483.75	0.42480
484.00	0.41536
484.25	0.40989
484.50	0.40247
484.75	0.39284
485.00	0.38811
485.25	0.38120
485.50	0.37136
485.75	0.36545
486.00	0.35975
486.25	0.35276
486.50	0.34465
486.75	0.33781
487.00	0.33141
487.25	0.32444
487.50	0.31729
487.75	0.31217
488.00	0.30567
488.25	0.29951
488.50	0.29189
488.75	0.28564
489.00	0.27975
489.25	0.27300
489.50	0.26724
489.75	0.26151
490.00	0.25538
490.25	0.25039
490.50	0.24430
490.75	0.23864
491.00	0.23308
491.25	0.22690
491.50	0.22208
491.75	0.21794
492.00	0.21560
492.25	0.21040
492.50	0.20586
492.75	0.20068
493.00	0.19532
493.25	0.19116
493.50	0.18590
493.75	0.18126
494.00	0.17563
494.25	0.17135
494.50	0.16590
494.75	0.16254
495.00	0.15705
495.25	0.15187
495.50	0.14949
495.75	0.14390
496.00	0.14063
496.25	0.13724
496.50	0.13361
496.75	0.12840
497.00	0.12454
497.25	0.12056
497.50	0.11844
497.75	0.11273
498.00	0.11126
498.25	0.10761
498.50	0.10457
498.75	0.10069
499.00	0.098738
499.25	0.094771
499.50	0.092702
499.75	0.089520
500.00	0.087238
500.25	0.082998
500.50	0.081684
500.75	0.078487
501.00	0.077005
501.25	0.074262
501.50	0.071032
501.75	0.068812
502.00	0.067014
502.25	0.063979
502.50	0.062633
502.75	0.061183
503.00	0.057878
503.25	0.057879
503.50	0.055811
503.75	0.053309
504.00	0.051401
504.25	0.050532
504.50	0.048863
504.75	0.046598
505.00	0.046107
505.25	0.043507
505.50	0.042918
505.75	0.040805
506.00	0.039587
506.25	0.037529
506.50	0.037572
506.75	0.037066
507.00	0.034494
507.25	0.034403
507.50	0.031864
507.75	0.032907
508.00	0.031572
508.25	0.029469
508.50	0.029908
508.75	0.028999
509.00	0.027273
509.25	0.025806
509.50	0.025778
509.75	0.025605
510.00	0.024240
510.25	0.024518
510.50	0.022456
510.75	0.021497
511.00	0.020923
511.25	0.019395
511.50	0.020775
511.75	0.018722
512.00	0.018206
512.25	0.017750
512.50	0.017357
512.75	0.017141
513.00	0.016028
513.25	0.016059
513.50	0.016016
513.75	0.014034
514.00	0.014851
514.25	0.013800
514.50	0.013654
514.75	0.013442
515.00	0.011982
515.25	0.011840
515.50	0.011082
515.75	0.011586
516.00	0.011228
516.25	0.010584
516.50	0.0098532
516.75	0.010187
517.00	0.0094693
517.25	0.0095225
517.50	0.0094994
517.75	0.0084891
518.00	0.0078508
518.25	0.0081202
518.50	0.0082385
518.75	0.0072798
519.00	0.0079320
519.25	0.0072191
519.50	0.0074696
519.75	0.0069352
520.00	0.0068287
520.25	0.0065830
520.50	0.0071406
520.75	0.0059517
521.00	0.0062093
521.25	0.0055501
521.50	0.0056054
521.75	0.0052215
522.00	0.0044999
522.25	0.0052414
522.50	0.0058270
522.75	0.0048790
523.00	0.0052129
523.25	0.0051463
523.50	0.0049339
523.75	0.0049274
524.00	0.0045419
524.25	0.0040746
524.50	0.0045102
524.75	0.0043118
525.00	0.0045467
525.25	0.0037310
525.50	0.0031229
525.75	0.0039666
526.00	0.0046828
526.25	0.0033289
526.50	0.0036359
526.75	0.0030778
527.00	0.0041176
527.25	0.0038590
527.50	0.0032089
527.75	0.0034918
528.00	0.0044300
528.25	0.0039101
528.50	0.0027820
528.75	0.0027670
529.00	0.0034186
529.25	0.0028546
529.50	0.0034369
529.75	0.0038897
530.00	0.0029917
530.25	0.0025094
530.50	0.0036224
530.75	0.0027960
531.00	0.0030068
531.25	0.0021459
531.50	0.0021701
531.75	0.0024503
532.00	0.0029390
532.25	0.0034310
532.50	0.0019266
532.75	0.0026325
533.00	0.0024863
533.25	0.0019572
533.50	0.0019572
533.75	0.0027223
534.00	0.0018916
534.25	0.0019475
534.50	0.0022863
534.75	0.0038633
535.00	0.0025895
535.25	0.0025917
535.50	0.0021126
535.75	0.0023169
536.00	0.0028546
536.25	0.0013324
536.50	0.00092429
536.75	0.0016303
537.00	0.0028266
537.25	0.0025379
537.50	0.0017292
537.75	0.0013883
538.00	0.0021293
538.25	0.0029487
538.50	0.0024997
538.75	0.0021061
539.00	0.0018615
539.25	0.0018292
539.50	0.0012378
539.75	0.0021637
540.00	0.0018545
540.25	0.0018212
540.50	0.0023330
540.75	0.0021766
541.00	0.0017125
541.25	0.0019653
541.50	0.00090547
541.75	0.0020626
542.00	0.00081729
542.25	0.0019432
542.50	0.0013749
542.75	0.0027912
543.00	0.0016884
543.25	0.0024680
543.50	0.0022771
543.75	0.0018249
544.00	0.0017550
544.25	0.0022121
544.50	0.0018911
544.75	0.0020352
545.00	0.0014975
545.25	0.0021922
545.50	0.0019400
545.75	0.0017690
546.00	0.0012120
546.25	0.0018938
546.50	0.0021863
546.75	0.0018970
547.00	0.0014727
547.25	0.0023529
547.50	0.0029191
547.75	0.0012464
548.00	0.0025358
548.25	0.0019217
548.50	0.0017206
548.75	0.0012496
549.00	0.0010372
549.25	0.00067427
549.50	0.0016448
549.75	0.0014034
550.00	0.0017642
550.25	0.0020217
550.50	0.0019368
550.75	0.0021217
551.00	0.0012647
551.25	0.0017991
551.50	0.0018825
551.75	0.0016728
552.00	0.0011442
552.25	0.0017669
552.50	0.0019013
552.75	0.0014706
553.00	0.0019518
553.25	0.0022884
553.50	0.0016523
553.75	0.0025578
554.00	0.0010092
554.25	0.0015018
554.50	0.0010281
554.75	0.00084095
555.00	0.0016846
555.25	0.0020481
555.50	0.0010087
555.75	0.0016771
556.00	0.0017513
556.25	0.0025632
556.50	0.00092483
556.75	0.00079471
557.00	0.00049575
557.25	0.0019013
557.50	0.00097430
557.75	0.0015158
558.00	0.00075653
558.25	0.0014104
558.50	0.0011485
558.75	0.0013555
559.00	0.00087913
559.25	0.0010152
559.50	0.0014007
559.75	0.00081192
560.00	0.0016055
560.25	0.0018685
560.50	0.0013609
560.75	0.0019577
561.00	0.0013862
561.25	0.0015953
561.50	0.0019776
561.75	0.0013625
562.00	0.00056350
562.25	0.0019572
562.50	0.0018163
562.75	0.0015905
563.00	0.0026315
563.25	0.00086945
563.50	0.0015502
563.75	0.00017851
564.00	0.00081837
564.25	0.0012948
564.50	0.0017265
564.75	0.0020690
565.00	0.00092268
565.25	0.0011501
565.50	0.0015948
565.75	0.0024352
566.00	0.00082858
566.25	0.00057856
566.50	0.0013776
566.75	0.00060759
567.00	0.00094795
567.25	0.0018142
567.50	0.0021422
567.75	0.00099312
568.00	0.0011673
568.25	0.0013340
568.50	0.00076621
568.75	0.0018239
569.00	0.0012953
569.25	0.00099150
569.50	0.00097484
569.75	2.8498e-05
570.00	0.0014770
570.25	0.00051995
570.50	0.0010028
570.75	0.00086407
571.00	0.00081084
571.25	0.00051995
571.50	0.00061566
571.75	0.00070814
572.00	0.0014996
572.25	0.0013679
572.50	0.00094741
572.75	0.0012604
573.00	0.00083988
573.25	0.0012426
573.50	0.00098774
573.75	0.0011894
574.00	0.0018851
574.25	0.0015986
574.50	0.00081245
574.75	0.0010275
575.00	0.0012700
575.25	0.0010818
575.50	0.00078234
575.75	-0.00050919
576.00	0.0010888
576.25	0.0012297
576.50	0.0016271
576.75	0.00099258
577.00	0.00089580
577.25	0.00085654
577.50	0.0017174
577.75	0.0012184
578.00	0.0020744
578.25	0.00034681
578.50	0.0013630
578.75	0.00041617
579.00	0.00089848
579.25	0.0010415
579.50	0.0020459
579.75	0.0011168
580.00	0.00068448
580.25	0.00058178
580.50	0.00053016
580.75	0.00065921
581.00	0.0010980
581.25	0.00014141
581.50	0.0011781
581.75	0.00044360
582.00	0.00095709
582.25	0.00031778
582.50	0.00045758
582.75	0.0015878
583.00	0.0011378
583.25	0.00054952
583.50	0.00095440
583.75	-0.00056511
584.00	0.00064577
584.25	0.00099688
584.50	0.0010410
584.75	0.0010238
585.00	0.00025218
585.25	0.00049952
585.50	0.0015383
585.75	0.00042370
586.00	0.00073341
586.25	0.0017470
586.50	0.0011883
586.75	0.00094204
587.00	0.0016357
587.25	0.00045435
587.50	0.00093128
587.75	0.00023874
588.00	-6.5598e-05
588.25	0.00093128
588.50	0.0014969
588.75	0.0011861
589.00	6.8825e-05
589.25	0.0014453
589.50	-3.5488e-05
589.75	0.00086837
590.00	0.0016744
590.25	0.0015717
590.50	0.0014502
590.75	0.0010490
591.00	0.0014813
591.25	0.00060222
591.50	0.0017346
591.75	0.0011378
592.00	0.0020610
592.25	0.0013453
592.50	0.0019970
592.75	0.0016679
593.00	0.00049306
593.25	0.00064200
593.50	0.0011119
593.75	0.0016437
594.00	0.00098021
594.25	0.0026610
594.50	0.00096785
594.75	0.00034251
595.00	0.00083719
595.25	-0.00065007
595.50	0.00018604
595.75	0.0016894
596.00	0.00074578
596.25	0.00010808
596.50	0.0015937
596.75	0.0013351
597.00	0.0011953
597.25	0.0010845
597.50	0.0021932
597.75	0.0011587
598.00	0.0013114
598.25	0.00069954
598.50	-0.00023874
598.75	0.0018631
599.00	8.1192e-05
599.25	0.00079525
599.50	0.0016711
599.75	0.0019378
600.00	0.0017109
