Wavelength (nm)	H10 abs N
220.00	0.30179
221.00	0.28760
222.00	0.28521
223.00	0.29049
224.00	0.30076
225.00	0.31453
226.00	0.33032
227.00	0.34798
228.00	0.36698
229.00	0.38673
230.00	0.40773
231.00	0.42968
232.00	0.45226
233.00	0.47574
234.00	0.49925
235.00	0.52181
236.00	0.54175
237.00	0.55783
238.00	0.56961
239.00	0.57548
240.00	0.57586
241.00	0.57159
242.00	0.56355
243.00	0.55321
244.00	0.54195
245.00	0.53088
246.00	0.52003
247.00	0.50903
248.00	0.49799
249.00	0.48652
250.00	0.47386
251.00	0.46025
252.00	0.44517
253.00	0.42783
254.00	0.40873
255.00	0.38789
256.00	0.36581
257.00	0.34300
258.00	0.31946
259.00	0.29595
260.00	0.27346
261.00	0.25186
262.00	0.23230
263.00	0.21327
264.00	0.19633
265.00	0.18078
266.00	0.16679
267.00	0.15458
268.00	0.14381
269.00	0.13463
270.00	0.12658
271.00	0.12024
272.00	0.11509
273.00	0.11070
274.00	0.10723
275.00	0.10454
276.00	0.10237
277.00	0.10057
278.00	0.099166
279.00	0.097999
280.00	0.096628
281.00	0.094983
282.00	0.092914
283.00	0.090409
284.00	0.087447
285.00	0.084371
286.00	0.081032
287.00	0.078344
288.00	0.075878
289.00	0.074308
290.00	0.073224
291.00	0.072976
292.00	0.073328
293.00	0.073959
294.00	0.075073
295.00	0.076117
296.00	0.077691
297.00	0.079272
298.00	0.081257
299.00	0.082928
300.00	0.084731
301.00	0.085867
302.00	0.087513
303.00	0.088914
304.00	0.089799
305.00	0.091184
306.00	0.092593
307.00	0.094000
308.00	0.095764
309.00	0.098018
310.00	0.10029
311.00	0.10294
312.00	0.10561
313.00	0.10863
314.00	0.11129
315.00	0.11456
316.00	0.11808
317.00	0.12208
318.00	0.12643
319.00	0.13103
320.00	0.13646
321.00	0.14270
322.00	0.14948
323.00	0.15689
324.00	0.16518
325.00	0.17396
326.00	0.18309
327.00	0.19260
328.00	0.20290
329.00	0.21383
330.00	0.22532
331.00	0.23759
332.00	0.25053
333.00	0.26333
334.00	0.27696
335.00	0.29105
336.00	0.30572
337.00	0.32090
338.00	0.33672
339.00	0.35249
340.00	0.36844
341.00	0.38492
342.00	0.40200
343.00	0.41948
344.00	0.43730
345.00	0.45547
346.00	0.47356
347.00	0.49188
348.00	0.51077
349.00	0.52981
350.00	0.54932
351.00	0.56890
352.00	0.58868
353.00	0.60847
354.00	0.62790
355.00	0.64735
356.00	0.66584
357.00	0.68473
358.00	0.70465
359.00	0.72249
360.00	0.74040
361.00	0.75960
362.00	0.77716
363.00	0.79563
364.00	0.81240
365.00	0.83051
366.00	0.84575
367.00	0.86257
368.00	0.87916
369.00	0.89376
370.00	0.90702
371.00	0.92109
372.00	0.93175
373.00	0.94649
374.00	0.95586
375.00	0.96543
376.00	0.97449
377.00	0.98057
378.00	0.98726
379.00	0.99360
380.00	0.99558
381.00	0.99683
382.00	0.99881
383.00	0.99984
384.00	1.00000
385.00	0.99857
386.00	0.99668
387.00	0.98755
388.00	0.98370
389.00	0.97721
390.00	0.97028
391.00	0.95995
392.00	0.95007
393.00	0.93834
394.00	0.92605
395.00	0.91080
396.00	0.89648
397.00	0.87950
398.00	0.86549
399.00	0.84920
400.00	0.82780
401.00	0.80543
402.00	0.78387
403.00	0.76210
404.00	0.74015
405.00	0.71936
406.00	0.69688
407.00	0.67158
408.00	0.64312
409.00	0.61859
410.00	0.59322
411.00	0.56734
412.00	0.54183
413.00	0.51719
414.00	0.49191
415.00	0.46427
416.00	0.43882
417.00	0.41405
418.00	0.38874
419.00	0.36471
420.00	0.34035
421.00	0.31731
422.00	0.29680
423.00	0.27643
424.00	0.25544
425.00	0.23510
426.00	0.21497
427.00	0.19641
428.00	0.18036
429.00	0.16413
430.00	0.15011
431.00	0.13735
432.00	0.12327
433.00	0.11012
434.00	0.098514
435.00	0.087764
436.00	0.078608
437.00	0.070314
438.00	0.062757
439.00	0.055356
440.00	0.048749
441.00	0.042211
442.00	0.036975
443.00	0.032674
444.00	0.028738
445.00	0.025390
446.00	0.021861
447.00	0.018222
448.00	0.015829
449.00	0.013234
450.00	0.011348
451.00	0.0096537
452.00	0.0083664
453.00	0.0071502
454.00	0.0057804
455.00	0.0044590
456.00	0.0041327
457.00	0.0041514
458.00	0.0035218
459.00	0.0035130
460.00	0.0025532
461.00	0.0019863
462.00	0.0011065
463.00	0.0012907
464.00	0.0019726
465.00	0.0021685
466.00	0.0019891
467.00	0.0017756
468.00	0.0017007
469.00	0.0011152
470.00	0.0010208
471.00	0.0010695
472.00	0.0010537
473.00	0.0011972
474.00	0.0012032
475.00	0.0010056
476.00	0.0014938
477.00	0.0014085
478.00	0.0011135
479.00	0.0010497
480.00	0.00099570
481.00	0.00086512
482.00	0.00087431
483.00	0.0012593
484.00	0.0014674
485.00	0.0019203
486.00	0.0018339
487.00	0.0016539
488.00	0.0020612
489.00	0.0015940
490.00	0.0019522
491.00	0.0015136
492.00	0.0014112
493.00	0.0017194
494.00	0.0016985
495.00	0.0014162
496.00	0.0021041
497.00	0.0019319
498.00	0.0015264
499.00	0.0017223
500.00	0.0017497
