Wavelength (nm)	L08 abs N
454.00	0.060442
455.00	0.062369
456.00	0.065156
457.00	0.067614
458.00	0.070029
459.00	0.072156
460.00	0.074239
461.00	0.077581
462.00	0.080429
463.00	0.083299
464.00	0.086513
465.00	0.089157
466.00	0.092169
467.00	0.095471
468.00	0.098771
469.00	0.10203
470.00	0.10565
471.00	0.10988
472.00	0.11313
473.00	0.11710
474.00	0.12051
475.00	0.12447
476.00	0.12838
477.00	0.13262
478.00	0.13767
479.00	0.14185
480.00	0.14664
481.00	0.15111
482.00	0.15654
483.00	0.16190
484.00	0.16645
485.00	0.17488
486.00	0.17816
487.00	0.18184
488.00	0.18898
489.00	0.19633
490.00	0.20236
491.00	0.20858
492.00	0.21633
493.00	0.22371
494.00	0.23014
495.00	0.23732
496.00	0.24528
497.00	0.25315
498.00	0.26200
499.00	0.26997
500.00	0.27882
501.00	0.28741
502.00	0.29658
503.00	0.30591
504.00	0.31502
505.00	0.32531
506.00	0.33539
507.00	0.34410
508.00	0.35520
509.00	0.36523
510.00	0.37590
511.00	0.38651
512.00	0.39526
513.00	0.40777
514.00	0.41775
515.00	0.42840
516.00	0.44122
517.00	0.45144
518.00	0.46437
519.00	0.47387
520.00	0.48606
521.00	0.49798
522.00	0.51108
523.00	0.52353
524.00	0.53635
525.00	0.54994
526.00	0.56307
527.00	0.57591
528.00	0.59205
529.00	0.60880
530.00	0.62387
531.00	0.64005
532.00	0.65415
533.00	0.67590
534.00	0.69656
535.00	0.71436
536.00	0.73378
537.00	0.75149
538.00	0.77264
539.00	0.79324
540.00	0.81372
541.00	0.83581
542.00	0.85796
543.00	0.87984
544.00	0.90123
545.00	0.91810
546.00	0.93739
547.00	0.95404
548.00	0.96779
549.00	0.98014
550.00	0.98831
551.00	0.99689
552.00	0.99816
553.00	0.99419
554.00	1.0000
555.00	0.99157
556.00	0.98184
557.00	0.96556
558.00	0.94568
559.00	0.92225
560.00	0.89629
561.00	0.87150
562.00	0.84018
563.00	0.80637
564.00	0.77197
565.00	0.74034
566.00	0.70116
567.00	0.66448
568.00	0.62708
569.00	0.58906
570.00	0.55449
571.00	0.51814
572.00	0.48588
573.00	0.45143
574.00	0.41855
575.00	0.38952
576.00	0.35944
577.00	0.33014
578.00	0.30578
579.00	0.28202
580.00	0.25737
581.00	0.23512
582.00	0.21744
583.00	0.20055
584.00	0.18060
585.00	0.16460
586.00	0.15163
587.00	0.13709
588.00	0.12455
589.00	0.11410
590.00	0.10334
591.00	0.093733
592.00	0.084530
593.00	0.076463
594.00	0.069862
595.00	0.063414
596.00	0.057528
597.00	0.052158
598.00	0.046979
599.00	0.042679
600.00	0.038514
601.00	0.034985
602.00	0.031679
603.00	0.028723
604.00	0.026179
605.00	0.023833
606.00	0.021429
607.00	0.019525
608.00	0.017749
609.00	0.016219
610.00	0.014827
611.00	0.013413
612.00	0.012251
613.00	0.011133
614.00	0.010225
615.00	0.0091762
616.00	0.0082250
617.00	0.0077077
618.00	0.0070976
619.00	0.0066570
620.00	0.0060362
621.00	0.0052689
622.00	0.0052249
623.00	0.0047418
624.00	0.0043359
625.00	0.0040681
626.00	0.0039856
627.00	0.0038705
628.00	0.0035082
629.00	0.0032493
630.00	0.0032293
631.00	0.0031196
632.00	0.0028403
633.00	0.0029624
634.00	0.0029744
635.00	0.0027106
636.00	0.0026161
637.00	0.0024446
638.00	0.0020854
639.00	0.0023181
640.00	0.0017275
641.00	0.0018367
642.00	0.0019673
643.00	0.0019899
644.00	0.0018150
645.00	0.0014695
646.00	0.0015112
647.00	0.00084468
648.00	0.0014930
649.00	0.0010192
650.00	0.0013434
651.00	0.00085045
652.00	0.0015290
653.00	0.0011835
654.00	0.00070702
655.00	0.0014526
656.00	0.0012630
657.00	0.0017803
658.00	0.0018873
659.00	0.0015650
660.00	0.0011706
661.00	0.0010605
662.00	0.0011795
663.00	0.00082203
664.00	0.0011218
665.00	0.0016782
666.00	0.0016245
667.00	0.0013309
668.00	0.0016467
669.00	0.0013647
670.00	0.0011351
671.00	0.0012990
672.00	0.00089575
673.00	0.0011231
674.00	0.0013229
675.00	0.0011391
676.00	0.0010223
677.00	0.00093172
678.00	0.0010720
679.00	0.0012648
680.00	0.0012306
681.00	0.0012892
682.00	0.0010800
683.00	0.0011138
684.00	0.00093705
685.00	0.00083713
686.00	0.00081848
687.00	0.0011489
688.00	0.0013114
689.00	0.0012070
690.00	0.0013984
691.00	0.0011760
692.00	0.0012754
693.00	0.0010165
694.00	0.00091040
695.00	0.00072389
696.00	0.00098012
697.00	0.00098589
698.00	0.00097168
699.00	0.0012150
700.00	0.0010707
