Wavelength (nm)	H09 abs N
220.00	0.61112
220.25	0.58244
220.50	0.55953
220.75	0.53003
221.00	0.50400
221.25	0.48690
221.50	0.45998
221.75	0.43916
222.00	0.42115
222.25	0.40373
222.50	0.38557
222.75	0.36863
223.00	0.35350
223.25	0.33939
223.50	0.32645
223.75	0.31707
224.00	0.30654
224.25	0.29759
224.50	0.28898
224.75	0.27857
225.00	0.27183
225.25	0.26282
225.50	0.25735
225.75	0.24985
226.00	0.24520
226.25	0.24060
226.50	0.23829
226.75	0.23332
227.00	0.22974
227.25	0.22705
227.50	0.22316
227.75	0.22339
228.00	0.21914
228.25	0.21642
228.50	0.21704
228.75	0.21623
229.00	0.21505
229.25	0.21483
229.50	0.21360
229.75	0.21313
230.00	0.21409
230.25	0.21473
230.50	0.21618
230.75	0.21605
231.00	0.21477
231.25	0.21499
231.50	0.21552
231.75	0.21792
232.00	0.21856
232.25	0.21948
232.50	0.22014
232.75	0.22341
233.00	0.22274
233.25	0.22360
233.50	0.22497
233.75	0.22690
234.00	0.22720
234.25	0.22892
234.50	0.22912
234.75	0.23041
235.00	0.23244
235.25	0.23554
235.50	0.23857
235.75	0.23900
236.00	0.24042
236.25	0.24192
236.50	0.24535
236.75	0.24671
237.00	0.24733
237.25	0.24994
237.50	0.25304
237.75	0.25358
238.00	0.25517
238.25	0.25752
238.50	0.25935
238.75	0.25970
239.00	0.26198
239.25	0.26505
239.50	0.26764
239.75	0.26876
240.00	0.26987
240.25	0.27105
240.50	0.27351
240.75	0.27418
241.00	0.27613
241.25	0.27811
241.50	0.28003
241.75	0.28208
242.00	0.28401
242.25	0.28358
242.50	0.28543
242.75	0.28447
243.00	0.28718
243.25	0.28811
243.50	0.28620
243.75	0.29064
244.00	0.28972
244.25	0.29104
244.50	0.29173
244.75	0.29129
245.00	0.29127
245.25	0.29080
245.50	0.29267
245.75	0.29263
246.00	0.29394
246.25	0.29335
246.50	0.29361
246.75	0.29163
247.00	0.29385
247.25	0.29409
247.50	0.29419
247.75	0.29306
248.00	0.29373
248.25	0.29394
248.50	0.29314
248.75	0.29459
249.00	0.29397
249.25	0.29289
249.50	0.29307
249.75	0.29364
250.00	0.29501
250.25	0.29542
250.50	0.29409
250.75	0.29251
251.00	0.29388
251.25	0.29354
251.50	0.29382
251.75	0.29370
252.00	0.29345
252.25	0.29422
252.50	0.29413
252.75	0.29228
253.00	0.29419
253.25	0.29269
253.50	0.29272
253.75	0.29361
254.00	0.29209
254.25	0.29335
254.50	0.29305
254.75	0.29268
255.00	0.29377
255.25	0.29242
255.50	0.29371
255.75	0.29362
256.00	0.29307
256.25	0.29401
256.50	0.29529
256.75	0.29531
257.00	0.29311
257.25	0.29335
257.50	0.29414
257.75	0.29387
258.00	0.29448
258.25	0.29410
258.50	0.29390
258.75	0.29559
259.00	0.29481
259.25	0.29600
259.50	0.29660
259.75	0.29586
260.00	0.29515
260.25	0.29701
260.50	0.29632
260.75	0.29758
261.00	0.29713
261.25	0.29747
261.50	0.29639
261.75	0.29601
262.00	0.29724
262.25	0.29600
262.50	0.29554
262.75	0.29665
263.00	0.29644
263.25	0.29696
263.50	0.29570
263.75	0.29278
264.00	0.29394
264.25	0.29315
264.50	0.29198
264.75	0.29102
265.00	0.29125
265.25	0.29028
265.50	0.28808
265.75	0.28688
266.00	0.28671
266.25	0.28487
266.50	0.28475
266.75	0.28449
267.00	0.28304
267.25	0.28292
267.50	0.28140
267.75	0.27944
268.00	0.27849
268.25	0.27686
268.50	0.27641
268.75	0.27829
269.00	0.27699
269.25	0.27591
269.50	0.27482
269.75	0.27250
270.00	0.27172
270.25	0.27303
270.50	0.27237
270.75	0.27266
271.00	0.27348
271.25	0.27220
271.50	0.27204
271.75	0.27158
272.00	0.27120
272.25	0.27171
272.50	0.27040
272.75	0.27103
273.00	0.27180
273.25	0.27266
273.50	0.27221
273.75	0.27119
274.00	0.27203
274.25	0.27034
274.50	0.27275
274.75	0.27223
275.00	0.27310
275.25	0.27388
275.50	0.27330
275.75	0.27318
276.00	0.27457
276.25	0.27312
276.50	0.27150
276.75	0.27281
277.00	0.27344
277.25	0.27278
277.50	0.27273
277.75	0.27111
278.00	0.27011
278.25	0.26818
278.50	0.26882
278.75	0.26697
279.00	0.26662
279.25	0.26434
279.50	0.26400
279.75	0.26364
280.00	0.26081
280.25	0.25902
280.50	0.26022
280.75	0.25690
281.00	0.25662
281.25	0.25439
281.50	0.25195
281.75	0.25063
282.00	0.24844
282.25	0.24726
282.50	0.24523
282.75	0.24316
283.00	0.24236
283.25	0.23994
283.50	0.23727
283.75	0.23539
284.00	0.23408
284.25	0.23189
284.50	0.23166
284.75	0.22663
285.00	0.22542
285.25	0.22319
285.50	0.22079
285.75	0.21847
286.00	0.21652
286.25	0.21423
286.50	0.21323
286.75	0.21122
287.00	0.20756
287.25	0.20660
287.50	0.20351
287.75	0.20318
288.00	0.20035
288.25	0.19731
288.50	0.19765
288.75	0.19539
289.00	0.19280
289.25	0.19174
289.50	0.18855
289.75	0.18680
290.00	0.18589
290.25	0.18376
290.50	0.18222
290.75	0.18066
291.00	0.17885
291.25	0.17681
291.50	0.17807
291.75	0.17425
292.00	0.17340
292.25	0.17171
292.50	0.17073
292.75	0.16917
293.00	0.16913
293.25	0.16716
293.50	0.16446
293.75	0.16595
294.00	0.16398
294.25	0.16333
294.50	0.16198
294.75	0.15995
295.00	0.15883
295.25	0.15936
295.50	0.15777
295.75	0.15814
296.00	0.15643
296.25	0.15426
296.50	0.15456
296.75	0.15103
297.00	0.15150
297.25	0.14880
297.50	0.14837
297.75	0.14831
298.00	0.14542
298.25	0.14510
298.50	0.14396
298.75	0.14324
299.00	0.14161
299.25	0.14012
299.50	0.13964
299.75	0.13895
300.00	0.13581
300.25	0.13660
300.50	0.13499
300.75	0.13294
301.00	0.13208
301.25	0.12931
301.50	0.13024
301.75	0.12869
302.00	0.12746
302.25	0.12656
302.50	0.12486
302.75	0.12385
303.00	0.12387
303.25	0.12021
303.50	0.12053
303.75	0.12124
304.00	0.12115
304.25	0.11851
304.50	0.11770
304.75	0.11633
305.00	0.11676
305.25	0.11594
305.50	0.11381
305.75	0.11569
306.00	0.11367
306.25	0.11308
306.50	0.11188
306.75	0.10973
307.00	0.10997
307.25	0.11171
307.50	0.10828
307.75	0.10674
308.00	0.10853
308.25	0.10773
308.50	0.10802
308.75	0.10341
309.00	0.10367
309.25	0.10217
309.50	0.10306
309.75	0.10346
310.00	0.099404
310.25	0.10074
310.50	0.10137
310.75	0.092027
311.00	0.097548
311.25	0.098225
311.50	0.096130
311.75	0.086554
312.00	0.094322
312.25	0.091222
312.50	0.090920
312.75	0.087064
313.00	0.088992
313.25	0.086673
313.50	0.086060
313.75	0.080268
314.00	0.084960
314.25	0.082204
314.50	0.081264
314.75	0.079877
315.00	0.078770
315.25	0.080459
315.50	0.076858
315.75	0.078969
316.00	0.077097
316.25	0.077798
316.50	0.074858
316.75	0.072428
317.00	0.079017
317.25	0.073185
317.50	0.068006
317.75	0.071918
318.00	0.066126
318.25	0.075838
318.50	0.067576
318.75	0.068851
319.00	0.071002
319.25	0.069927
319.50	0.074683
319.75	0.066907
320.00	0.073838
320.25	0.068014
320.50	0.069735
320.75	0.070755
321.00	0.068277
321.25	0.068110
321.50	0.063194
321.75	0.066628
322.00	0.065218
322.25	0.072213
322.50	0.060055
322.75	0.065377
323.00	0.064031
323.25	0.066262
323.50	0.062796
323.75	0.065314
324.00	0.063840
324.25	0.061003
324.50	0.061027
324.75	0.059665
325.00	0.060995
325.25	0.054168
325.50	0.054112
325.75	0.055785
326.00	0.059219
326.25	0.052096
326.50	0.052280
326.75	0.050360
327.00	0.056136
327.25	0.050049
327.50	0.048272
327.75	0.053905
328.00	0.051706
328.25	0.047706
328.50	0.054821
328.75	0.044097
329.00	0.043803
329.25	0.044089
329.50	0.041628
329.75	0.045285
330.00	0.044058
330.25	0.044607
330.50	0.047268
330.75	0.049459
331.00	0.044496
331.25	0.042679
331.50	0.046631
331.75	0.049380
332.00	0.048264
332.25	0.046312
332.50	0.050853
332.75	0.046758
333.00	0.043221
333.25	0.051690
333.50	0.046217
333.75	0.048543
334.00	0.044368
334.25	0.047356
334.50	0.049475
334.75	0.053722
335.00	0.052511
335.25	0.051308
335.50	0.050583
335.75	0.048655
336.00	0.056805
336.25	0.056813
336.50	0.055897
336.75	0.057251
337.00	0.054821
337.25	0.054024
337.50	0.063736
337.75	0.061298
338.00	0.057793
338.25	0.059227
338.50	0.062724
338.75	0.065361
339.00	0.064668
339.25	0.066118
339.50	0.067903
339.75	0.065330
