Wavelength (nm)	H09 abs N
340.00	0.071631
340.25	0.072986
340.50	0.067250
340.75	0.070333
341.00	0.077344
341.25	0.077264
341.50	0.078698
341.75	0.077479
342.00	0.081319
342.25	0.083996
342.50	0.084028
342.75	0.085175
343.00	0.088442
343.25	0.080921
343.50	0.088402
343.75	0.088386
344.00	0.092178
344.25	0.093565
344.50	0.091708
344.75	0.093796
345.00	0.098735
345.25	0.097803
345.50	0.097508
345.75	0.10434
346.00	0.10108
346.25	0.10532
346.50	0.10793
346.75	0.10940
347.00	0.11053
347.25	0.11233
347.50	0.11192
347.75	0.11295
348.00	0.11772
348.25	0.11727
348.50	0.12245
348.75	0.12609
349.00	0.12799
349.25	0.12713
349.50	0.13413
349.75	0.13577
350.00	0.13608
350.25	0.13837
350.50	0.14262
350.75	0.14126
351.00	0.14543
351.25	0.14381
351.50	0.15118
351.75	0.15638
352.00	0.15199
352.25	0.15623
352.50	0.15840
352.75	0.16293
353.00	0.16427
353.25	0.16271
353.50	0.16367
353.75	0.17515
354.00	0.17249
354.25	0.17585
354.50	0.17885
354.75	0.18036
355.00	0.18427
355.25	0.19040
355.50	0.18902
355.75	0.19338
356.00	0.20544
356.25	0.19949
356.50	0.20372
356.75	0.20883
357.00	0.21482
357.25	0.21444
357.50	0.21603
357.75	0.21917
358.00	0.22350
358.25	0.22642
358.50	0.22386
358.75	0.23095
359.00	0.23709
359.25	0.23672
359.50	0.23707
359.75	0.24572
360.00	0.24612
360.25	0.25327
360.50	0.25306
360.75	0.25823
361.00	0.26235
361.25	0.26211
361.50	0.26798
361.75	0.27219
362.00	0.27281
362.25	0.28161
362.50	0.28144
362.75	0.28773
363.00	0.28993
363.25	0.29284
363.50	0.29648
363.75	0.30064
364.00	0.30637
364.25	0.30820
364.50	0.31370
364.75	0.31255
365.00	0.31843
365.25	0.32232
365.50	0.32959
365.75	0.33129
366.00	0.33565
366.25	0.33693
366.50	0.33865
366.75	0.34546
367.00	0.34990
367.25	0.35035
367.50	0.35562
367.75	0.36266
368.00	0.36910
368.25	0.37090
368.50	0.37299
368.75	0.38130
369.00	0.38336
369.25	0.38561
369.50	0.38927
369.75	0.39810
370.00	0.40331
370.25	0.40997
370.50	0.41039
370.75	0.41555
371.00	0.41863
371.25	0.42641
371.50	0.42792
371.75	0.43497
372.00	0.43509
372.25	0.44211
372.50	0.44959
372.75	0.45631
373.00	0.45883
373.25	0.46400
373.50	0.46566
373.75	0.46864
374.00	0.47151
374.25	0.47943
374.50	0.48232
374.75	0.48758
375.00	0.48702
375.25	0.48835
375.50	0.49760
375.75	0.49905
376.00	0.50442
376.25	0.51300
376.50	0.52041
376.75	0.52382
377.00	0.53479
377.25	0.53430
377.50	0.54104
377.75	0.54770
378.00	0.55174
378.25	0.55803
378.50	0.56557
378.75	0.56535
379.00	0.57590
379.25	0.57625
379.50	0.58377
379.75	0.59110
380.00	0.59494
380.25	0.60065
380.50	0.60286
380.75	0.60820
381.00	0.61451
381.25	0.61839
381.50	0.62163
381.75	0.62895
382.00	0.63783
382.25	0.63773
382.50	0.64644
382.75	0.64925
383.00	0.65564
383.25	0.66093
383.50	0.66400
383.75	0.67140
384.00	0.67890
384.25	0.68245
384.50	0.68328
384.75	0.69104
385.00	0.69715
385.25	0.70559
385.50	0.70661
385.75	0.71133
386.00	0.71352
386.25	0.72193
386.50	0.72685
386.75	0.73303
387.00	0.73601
387.25	0.74660
387.50	0.74755
387.75	0.75172
388.00	0.75882
388.25	0.76345
388.50	0.76851
388.75	0.76948
389.00	0.77711
389.25	0.78780
389.50	0.78465
389.75	0.79457
390.00	0.79787
390.25	0.80586
390.50	0.81021
390.75	0.81134
391.00	0.81521
391.25	0.82312
391.50	0.82808
391.75	0.83077
392.00	0.83279
392.25	0.84038
392.50	0.84396
392.75	0.85330
393.00	0.85423
393.25	0.86143
393.50	0.86243
393.75	0.86884
394.00	0.87338
394.25	0.87312
394.50	0.87905
394.75	0.88310
395.00	0.88588
395.25	0.88855
395.50	0.89928
395.75	0.89994
396.00	0.90458
396.25	0.90583
396.50	0.91574
396.75	0.91407
397.00	0.91951
397.25	0.92233
397.50	0.92285
397.75	0.92723
398.00	0.92992
398.25	0.93748
398.50	0.93453
398.75	0.94282
399.00	0.94681
399.25	0.94718
399.50	0.94441
399.75	0.95345
400.00	0.95463
400.25	0.95928
400.50	0.95915
400.75	0.96494
401.00	0.96441
401.25	0.96708
401.50	0.96704
401.75	0.97119
402.00	0.96941
402.25	0.97889
402.50	0.97704
402.75	0.97783
403.00	0.97915
403.25	0.97482
403.50	0.98625
403.75	0.98257
404.00	0.98487
404.25	0.98672
404.50	0.98525
404.75	0.98778
405.00	0.99172
405.25	0.98900
405.50	0.99236
405.75	0.99314
406.00	0.99686
406.25	0.99430
406.50	0.99393
406.75	0.99510
407.00	0.99321
407.25	0.99535
407.50	1.00000
407.75	0.99097
408.00	0.99680
408.25	0.99325
408.50	0.99173
408.75	0.99479
409.00	0.99332
409.25	0.99416
409.50	0.99105
409.75	0.99643
410.00	0.98969
410.25	0.99604
410.50	0.98973
410.75	0.98810
411.00	0.98643
411.25	0.98762
411.50	0.98378
411.75	0.98021
412.00	0.97962
412.25	0.98000
412.50	0.97667
412.75	0.97465
413.00	0.96878
413.25	0.96619
413.50	0.96553
413.75	0.96330
414.00	0.95951
414.25	0.95885
414.50	0.95823
414.75	0.95668
415.00	0.95270
415.25	0.95101
415.50	0.94793
415.75	0.94533
416.00	0.93893
416.25	0.93992
416.50	0.93202
416.75	0.92837
417.00	0.92198
417.25	0.91637
417.50	0.91038
417.75	0.91239
418.00	0.90665
418.25	0.90054
418.50	0.89774
418.75	0.89408
419.00	0.88540
419.25	0.87807
419.50	0.87774
419.75	0.87262
420.00	0.86638
420.25	0.86141
420.50	0.85473
420.75	0.84776
421.00	0.84425
421.25	0.83646
421.50	0.82925
421.75	0.82254
422.00	0.81938
422.25	0.81140
422.50	0.80817
422.75	0.79720
423.00	0.79249
423.25	0.78417
423.50	0.77870
423.75	0.77306
424.00	0.76292
424.25	0.75756
424.50	0.75259
424.75	0.74461
425.00	0.73617
425.25	0.72949
425.50	0.72458
425.75	0.71456
426.00	0.70925
426.25	0.69934
426.50	0.69573
426.75	0.68994
427.00	0.67905
427.25	0.67006
427.50	0.66525
427.75	0.65844
428.00	0.65016
428.25	0.64303
428.50	0.63387
428.75	0.62559
429.00	0.61921
429.25	0.61214
429.50	0.60227
429.75	0.59612
430.00	0.58884
430.25	0.58122
430.50	0.57531
430.75	0.56574
431.00	0.55745
431.25	0.55103
431.50	0.54282
431.75	0.53802
432.00	0.52746
432.25	0.51869
432.50	0.51072
432.75	0.50392
433.00	0.49573
433.25	0.48890
433.50	0.48253
433.75	0.47379
434.00	0.46657
434.25	0.46054
434.50	0.45313
434.75	0.44390
435.00	0.43711
435.25	0.42565
435.50	0.41874
435.75	0.40970
436.00	0.40264
436.25	0.39520
436.50	0.38701
436.75	0.37901
437.00	0.37371
437.25	0.36563
437.50	0.35759
437.75	0.35161
438.00	0.34621
438.25	0.33976
438.50	0.33282
438.75	0.32913
439.00	0.32121
439.25	0.31432
439.50	0.30630
439.75	0.30217
440.00	0.29576
440.25	0.28958
440.50	0.28805
440.75	0.27948
441.00	0.27391
441.25	0.26735
441.50	0.25913
441.75	0.25565
442.00	0.25029
442.25	0.24336
442.50	0.23863
442.75	0.23535
443.00	0.22857
443.25	0.22470
443.50	0.21876
443.75	0.21415
444.00	0.20709
444.25	0.20419
444.50	0.20058
444.75	0.19505
445.00	0.19007
445.25	0.18460
445.50	0.18049
445.75	0.17596
446.00	0.17221
446.25	0.16765
446.50	0.16193
446.75	0.16162
447.00	0.15619
447.25	0.14890
447.50	0.14694
447.75	0.14259
448.00	0.14012
448.25	0.13586
448.50	0.13352
448.75	0.12772
449.00	0.12448
449.25	0.12037
449.50	0.11947
449.75	0.11378
450.00	0.11260
450.25	0.10785
450.50	0.10387
450.75	0.10249
451.00	0.097811
451.25	0.096433
451.50	0.092760
451.75	0.090163
452.00	0.086968
452.25	0.084339
452.50	0.082873
452.75	0.079240
453.00	0.078061
453.25	0.074324
453.50	0.071823
453.75	0.070867
454.00	0.067767
454.25	0.065314
454.50	0.063099
454.75	0.063545
455.00	0.061553
455.25	0.059402
455.50	0.055458
455.75	0.056295
456.00	0.051634
456.25	0.052997
456.50	0.051897
456.75	0.049539
457.00	0.047093
457.25	0.045014
457.50	0.044344
457.75	0.041604
458.00	0.041022
458.25	0.038194
458.50	0.038122
458.75	0.037995
459.00	0.035302
459.25	0.032856
459.50	0.033334
459.75	0.030020
460.00	0.029239
460.25	0.029422
460.50	0.027239
460.75	0.026227
461.00	0.023925
461.25	0.026140
461.50	0.023734
461.75	0.022571
462.00	0.020603
462.25	0.020419
462.50	0.021782
462.75	0.020172
463.00	0.017997
463.25	0.016540
463.50	0.017703
463.75	0.016532
464.00	0.015217
464.25	0.014898
464.50	0.015926
464.75	0.014396
465.00	0.015472
465.25	0.012723
465.50	0.012604
465.75	0.012277
466.00	0.010030
466.25	0.011488
466.50	0.011281
466.75	0.011632
467.00	0.011106
467.25	0.0086442
467.50	0.0092178
467.75	0.0088673
468.00	0.0078077
468.25	0.0083654
468.50	0.0096720
468.75	0.0087319
469.00	0.0074173
469.25	0.0076324
469.50	0.0066764
469.75	0.0050192
470.00	0.0065409
470.25	0.0054494
470.50	0.0060390
470.75	0.0064373
471.00	0.0053618
471.25	0.0069393
471.50	0.0053777
471.75	0.0036489
472.00	0.0032505
472.25	0.0053459
472.50	0.0048121
472.75	0.0052423
473.00	0.0062143
473.25	0.0057442
473.50	0.0037365
473.75	0.0033461
474.00	0.0054494
474.25	0.0041827
474.50	0.0025972
474.75	0.0029159
475.00	0.00094808
475.25	0.0022467
475.50	0.0011552
475.75	0.0043261
476.00	-0.00015137
476.25	0.0018802
476.50	0.0014898
476.75	0.0023343
477.00	0.0022865
477.25	0.0030036
477.50	0.0034657
477.75	0.0011552
478.00	0.0020475
478.25	0.00022308
478.50	-0.00029478
478.75	0.0038799
479.00	0.0023981
479.25	0.0027725
479.50	0.00094808
479.75	0.0025255
480.00	0.0011632
480.25	0.0016412
480.50	-0.00044615
480.75	0.00058956
481.00	0.00068516
481.25	0.00066923
481.50	0.0022148
481.75	0.00079670
482.00	-0.00041428
482.25	0.00066126
482.50	0.0018802
482.75	-0.00038242
483.00	0.00024698
483.25	0.0023901
483.50	-0.00051786
483.75	0.0016332
484.00	0.00038242
484.25	-0.00070906
484.50	0.00010357
484.75	0.0015775
485.00	0.0016651
485.25	-0.00063736
485.50	0.00070906
485.75	0.0010755
486.00	-0.00042225
486.25	0.0012110
486.50	0.00042225
486.75	0.0012827
487.00	-0.00016731
487.25	0.00023901
487.50	0.00073297
487.75	-0.00048599
488.00	0.0022308
488.25	0.00053379
488.50	0.00078873
488.75	0.00057363
489.00	0.00055769
489.25	-0.00069313
489.50	0.0011871
489.75	-0.00020714
490.00	-0.00071703
490.25	0.00019918
490.50	0.00042225
490.75	0.00064533
491.00	0.0011791
491.25	-0.0012668
491.50	-0.0019599
491.75	-0.00066126
492.00	-0.00015934
492.25	-0.00044615
492.50	0.00046209
492.75	0.00037445
493.00	1.1835e-11
493.25	0.0011313
493.50	-9.5604e-05
493.75	0.00081264
494.00	0.0019360
494.25	-0.00030275
494.50	-0.00035055
494.75	-0.00039835
495.00	-0.00085247
495.25	0.00077280
495.50	-0.0014181
495.75	0.0022069
496.00	-0.0023582
496.25	0.00047802
496.50	0.00080467
496.75	0.00087637
497.00	0.00053379
497.25	7.9670e-06
497.50	-0.00029478
497.75	-0.00060549
498.00	0.00051786
498.25	-0.00014341
498.50	-7.9670e-05
498.75	0.00049396
499.00	0.0013385
499.25	0.00040632
499.50	-0.00074890
499.75	2.3901e-05
500.00	0.00010357
