Wavelength (nm)	B06 abs N
200.00	0.62109
201.00	0.75022
202.00	0.82842
203.00	0.91025
204.00	0.95832
205.00	0.98969
206.00	1.0000
207.00	0.97961
208.00	0.93412
209.00	0.87806
210.00	0.80254
211.00	0.71821
212.00	0.63230
213.00	0.55010
214.00	0.47799
215.00	0.41671
216.00	0.36429
217.00	0.32241
218.00	0.28767
219.00	0.25993
220.00	0.23699
221.00	0.21808
222.00	0.20185
223.00	0.18799
224.00	0.17499
225.00	0.16363
226.00	0.15275
227.00	0.14283
228.00	0.13390
229.00	0.12602
230.00	0.11893
231.00	0.11265
232.00	0.10710
233.00	0.10220
234.00	0.098221
235.00	0.094747
236.00	0.091764
237.00	0.089402
238.00	0.087663
239.00	0.086484
240.00	0.086021
241.00	0.086080
242.00	0.086865
243.00	0.088492
244.00	0.090938
245.00	0.094158
246.00	0.098346
247.00	0.10342
248.00	0.10953
249.00	0.11655
250.00	0.12465
251.00	0.13371
252.00	0.14365
253.00	0.15481
254.00	0.16680
255.00	0.17985
256.00	0.19387
257.00	0.20858
258.00	0.22433
259.00	0.24069
260.00	0.25800
261.00	0.27608
262.00	0.29421
263.00	0.31314
264.00	0.33235
265.00	0.35211
266.00	0.37147
267.00	0.39097
268.00	0.41060
269.00	0.43001
270.00	0.44885
271.00	0.46613
272.00	0.48392
273.00	0.50095
274.00	0.51724
275.00	0.53135
276.00	0.54459
277.00	0.55732
278.00	0.56844
279.00	0.57869
280.00	0.58638
281.00	0.59249
282.00	0.59674
283.00	0.59954
284.00	0.60171
285.00	0.60263
286.00	0.60168
287.00	0.59971
288.00	0.59717
289.00	0.59268
290.00	0.58753
291.00	0.58094
292.00	0.57380
293.00	0.56650
294.00	0.55709
295.00	0.54677
296.00	0.53599
297.00	0.52352
298.00	0.50971
299.00	0.49538
300.00	0.47947
301.00	0.46319
302.00	0.44551
303.00	0.42708
304.00	0.40836
305.00	0.38921
306.00	0.36942
307.00	0.34908
308.00	0.32907
309.00	0.30868
310.00	0.28870
311.00	0.26879
312.00	0.24976
313.00	0.23134
314.00	0.21331
315.00	0.19574
316.00	0.17914
317.00	0.16390
318.00	0.14859
319.00	0.13465
320.00	0.12175
321.00	0.10933
322.00	0.098165
323.00	0.087476
324.00	0.078032
325.00	0.069525
326.00	0.061641
327.00	0.054459
328.00	0.047827
329.00	0.042165
330.00	0.036837
331.00	0.032215
332.00	0.028059
333.00	0.024444
334.00	0.021245
335.00	0.018491
336.00	0.015978
337.00	0.013649
338.00	0.011806
339.00	0.010203
340.00	0.0086417
341.00	0.0075304
342.00	0.0064350
343.00	0.0054916
344.00	0.0046594
345.00	0.0041202
346.00	0.0034916
347.00	0.0029926
348.00	0.0026166
349.00	0.0022120
350.00	0.0020400
351.00	0.0016470
352.00	0.0015698
353.00	0.0014865
354.00	0.0014543
355.00	0.0012227
356.00	0.0011524
357.00	0.0010303
358.00	0.00086850
359.00	0.00089638
360.00	0.00091677
361.00	0.00083722
362.00	0.00069614
363.00	0.00067302
364.00	0.00073422
365.00	0.00065127
366.00	0.00073796
367.00	0.00077603
368.00	0.00065942
369.00	0.00051290
370.00	0.00066282
371.00	0.00045307
372.00	0.00049148
373.00	0.00054724
374.00	0.00036264
375.00	0.00053704
376.00	0.00069784
377.00	0.00047585
378.00	0.00066588
379.00	0.00059721
380.00	0.00069002
381.00	0.00059789
382.00	0.00070736
383.00	0.00063291
384.00	0.00064651
385.00	0.00062611
386.00	0.00088210
387.00	0.00063835
388.00	0.00062373
389.00	0.00054588
390.00	0.00058395
391.00	0.00079473
392.00	0.00078249
393.00	0.00057579
394.00	0.00060299
395.00	0.00081037
396.00	0.00073931
397.00	0.00046463
398.00	0.00042859
399.00	0.00058701
400.00	0.00060911
