Wavelength (nm)	H05 abs N
341.75	0.56582
342.00	0.54970
342.25	0.53943
342.50	0.52733
342.75	0.52164
343.00	0.51063
343.25	0.50202
343.50	0.48837
343.75	0.47540
344.00	0.47247
344.25	0.45867
344.50	0.44470
344.75	0.43759
345.00	0.42199
345.25	0.42023
345.50	0.40327
345.75	0.39598
346.00	0.38526
346.25	0.37243
346.50	0.36395
346.75	0.34582
347.00	0.33813
347.25	0.32877
347.50	0.31458
347.75	0.30415
348.00	0.29693
348.25	0.28663
348.50	0.27208
348.75	0.26489
349.00	0.25398
349.25	0.24312
349.50	0.23538
349.75	0.22924
350.00	0.21654
350.25	0.20972
350.50	0.19910
350.75	0.19152
351.00	0.18090
351.25	0.17396
351.50	0.16367
351.75	0.15806
352.00	0.15306
352.25	0.14363
352.50	0.13461
352.75	0.13092
353.00	0.12075
353.25	0.11674
353.50	0.11438
353.75	0.10776
354.00	0.10330
354.25	0.098356
354.50	0.090578
354.75	0.088909
355.00	0.081957
355.25	0.078119
355.50	0.070531
355.75	0.072748
356.00	0.066463
356.25	0.064382
356.50	0.056834
356.75	0.052448
357.00	0.050938
357.25	0.046060
357.50	0.047100
357.75	0.043303
358.00	0.043318
358.25	0.040267
358.50	0.035985
358.75	0.032266
359.00	0.035397
359.25	0.029859
359.50	0.033260
359.75	0.029946
360.00	0.027650
360.25	0.027277
360.50	0.022835
360.75	0.022064
361.00	0.023431
361.25	0.021731
361.50	0.022072
361.75	0.018942
362.00	0.015676
362.25	0.017901
362.50	0.016344
362.75	0.014318
363.00	0.017440
363.25	0.015239
363.50	0.014914
363.75	0.015668
364.00	0.013706
364.25	0.014294
364.50	0.011203
364.75	0.011743
365.00	0.010734
365.25	0.012713
365.50	0.0081123
365.75	0.011815
366.00	0.0085652
366.25	0.0077786
366.50	0.0093994
366.75	0.0059193
367.00	0.0091213
367.25	0.0085890
367.50	0.0053314
367.75	0.0049818
368.00	0.0044971
368.25	0.0044335
368.50	0.0053234
368.75	0.0040363
369.00	0.0019625
369.25	0.0051248
369.50	0.0049500
369.75	0.0029080
370.00	0.0039886
370.25	0.0036231
370.50	0.0026935
370.75	0.0050771
371.00	4.7672e-05
371.25	0.0022327
371.50	0.0050056
371.75	0.0023916
372.00	0.00077865
372.25	0.0047672
372.50	0.0024551
372.75	0.0042111
373.00	0.0034880
373.25	0.0036867
373.50	0.0017718
373.75	0.00067536
374.00	0.0040363
374.25	0.0022565
374.50	0.0039965
374.75	0.0016526
375.00	0.0032497
375.25	0.0041555
375.50	0.0020896
375.75	-0.00082632
376.00	0.0019943
376.25	0.0013587
376.50	0.00079454
376.75	0.0012872
377.00	0.0016288
377.25	0.00097729
377.50	0.0025028
377.75	0.0011680
378.00	0.0032497
378.25	0.00097729
378.50	0.0014381
378.75	0.00030193
379.00	0.00042111
379.25	0.0021373
379.50	0.0015970
379.75	-0.00062769
380.00	0.0020658
380.25	0.0025505
380.50	0.0030510
380.75	0.0025505
381.00	0.0025425
381.25	0.00088989
381.50	0.0026697
381.75	2.3836e-05
382.00	-0.0018116
382.25	0.00010329
382.50	0.0022644
382.75	0.0016765
383.00	0.0011600
383.25	-0.0016050
383.50	0.00048467
383.75	0.00035754
384.00	0.00069125
384.25	0.0015176
384.50	0.0010408
384.75	0.0018990
385.00	0.00058002
385.25	0.0014222
385.50	0.0023201
385.75	-0.00081838
386.00	0.0024949
386.25	0.0026697
386.50	0.00038138
386.75	0.0014858
387.00	-0.00078660
387.25	0.0022565
387.50	0.0022486
387.75	0.00096140
388.00	0.0029080
388.25	0.0026220
388.50	0.0033053
388.75	0.0022247
389.00	0.00037343
389.25	0.0019784
389.50	-0.00099318
389.75	0.00012713
390.00	0.0022406
390.25	0.00096140
390.50	0.00063563
390.75	0.0015414
391.00	0.0014143
391.25	-0.0025187
391.50	-0.00017480
391.75	0.00023042
392.00	0.00044494
392.25	0.0020738
392.50	0.0012156
392.75	0.00049262
393.00	0.00072303
393.25	0.0024710
393.50	0.00044494
393.75	-0.00065152
394.00	0.0010329
394.25	0.00052440
394.50	0.0018751
394.75	0.00060385
395.00	0.0017798
395.25	0.0023916
395.50	0.0019784
395.75	0.00016685
396.00	0.00073892
396.25	0.0028286
396.50	0.00023042
396.75	0.0023280
397.00	5.5618e-05
397.25	0.00037343
397.50	0.00074687
397.75	-7.1509e-05
398.00	-0.00039727
398.25	0.0038853
398.50	0.00086605
398.75	0.0015335
399.00	-0.00065152
399.25	0.0011124
399.50	0.0013666
399.75	-7.1509e-05
400.00	-0.0013904
